congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
80,house,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1947-01-03,47.0
80,house,G000253,Abe,McGregor,Goff,,1899-12-21,ID,R,No,1947-01-03,47.0
80,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1947-01-03,47.0
80,house,H000549,John,Walter,Heselton,,1900-03-17,MA,R,Yes,1947-01-03,46.8
80,house,K000171,Paul,Joseph,Kilday,,1900-03-29,TX,D,Yes,1947-01-03,46.8
80,house,P000536,James,Percy,Priest,,1900-04-01,TN,D,Yes,1947-01-03,46.8
80,house,K000032,Carroll,Dudley,Kearns,,1900-05-07,PA,R,No,1947-01-03,46.7
80,house,C000802,Norris,H.,Cotton,,1900-05-11,NH,R,No,1947-01-03,46.6
80,house,K000036,Kenneth,Barnard,Keating,,1900-05-18,NY,R,No,1947-01-03,46.6
80,house,P000098,Otto,Ernest,Passman,,1900-06-27,LA,D,No,1947-01-03,46.5
80,house,H000081,Charles,Abraham,Halleck,,1900-08-22,IN,R,Yes,1947-01-03,46.4
80,house,S000436,Richard,Murray,Simpson,,1900-08-30,PA,R,Yes,1947-01-03,46.3
80,house,M000065,George,Herman,Mahon,,1900-09-22,TX,D,Yes,1947-01-03,46.3
80,house,H000060,Leonard,Wood,Hall,,1900-10-02,NY,R,Yes,1947-01-03,46.3
80,house,S000174,Hugh,Doggett,Scott,Jr.,1900-11-11,PA,R,No,1947-01-03,46.1
80,house,D000454,Helen,Gahagan,Douglas,,1900-11-25,CA,D,Yes,1947-01-03,46.1
80,house,M001074,Abraham,Jacob,Multer,,1900-12-24,NY,D,No,1947-01-03,46.0
80,house,S001076,Frank,Leander,Sundstrom,,1901-01-05,NJ,R,Yes,1947-01-03,46.0
80,house,L000454,Francis,Johnson,Love,,1901-01-23,WV,R,No,1947-01-03,45.9
80,house,J000246,Paul,Caruthers,Jones,,1901-03-12,MO,D,No,1947-01-03,45.8
80,house,W000604,Joseph,Franklin,Wilson,,1901-03-18,TX,D,No,1947-01-03,45.8
80,house,M000354,Samuel,Kerns,McConnell,Jr.,1901-04-06,PA,R,Yes,1947-01-03,45.7
80,house,S000936,Lowell,,Stockman,,1901-04-12,OR,R,Yes,1947-01-03,45.7
80,house,B000762,Ernest,King,Bramblett,,1901-04-25,CA,R,No,1947-01-03,45.7
80,house,T000298,Thor,Carl,Tollefson,,1901-05-02,WA,R,No,1947-01-03,45.7
80,house,D000419,Harold,Daniel,Donohue,,1901-06-18,MA,D,No,1947-01-03,45.5
80,house,C000189,John,Albert,Carroll,,1901-07-30,CO,D,No,1947-01-03,45.4
80,house,H000310,Ralph,,Harvey,,1901-08-09,IN,R,No,1947-01-03,45.4
80,house,R000104,Monroe,Minor,Redden,,1901-09-24,NC,D,No,1947-01-03,45.3
80,house,B000891,John,Charles,Brophy,,1901-10-08,WI,R,No,1947-01-03,45.2
80,house,H000437,Felix,Edward,Hébert,,1901-10-12,LA,D,Yes,1947-01-03,45.2
80,house,C000606,Albert,McDonald,Cole,,1901-10-13,KS,R,Yes,1947-01-03,45.2
80,house,W000348,John,Albert,Whitaker,,1901-10-31,KY,D,No,1947-01-03,45.2
80,house,H000014,Harold,Christian,Hagen,,1901-11-10,MN,R,Yes,1947-01-03,45.1
80,house,M000393,William,Moore,McCulloch,,1901-11-24,OH,R,No,1947-01-03,45.1
80,house,T000070,Dean,Park,Taylor,,1902-01-01,NY,R,Yes,1947-01-03,45.0
80,house,M000094,Carter,,Manasco,,1902-01-03,AL,D,Yes,1947-01-03,45.0
80,house,F000085,Antonio,Manuel,Fernández,,1902-01-17,NM,D,Yes,1947-01-03,45.0
80,house,C000939,William,Josiah,Crow,,1902-01-22,PA,R,No,1947-01-03,44.9
80,house,G000338,Ed,Lee,Gossett,,1902-01-27,TX,D,Yes,1947-01-03,44.9
80,house,H000298,Fred,Allan,Hartley,Jr.,1902-02-22,NJ,R,Yes,1947-01-03,44.9
80,house,H000740,Otis,Halbert,Holmes,,1902-02-22,WA,R,Yes,1947-01-03,44.9
80,house,M000859,Almer,Stillwell Mike,Monroney,,1902-03-02,OK,D,Yes,1947-01-03,44.8
80,house,R000018,Albert,McKinley,Rains,,1902-03-11,AL,D,Yes,1947-01-03,44.8
80,house,K000150,Charles,Joseph,Kersten,,1902-05-26,WI,R,No,1947-01-03,44.6
80,house,H000154,Thomas,Millet,Hand,,1902-07-07,NJ,R,Yes,1947-01-03,44.5
80,house,F000012,George,Hyde,Fallon,,1902-07-24,MD,D,Yes,1947-01-03,44.4
80,house,O000133,Donald,Lawrence,O'Toole,,1902-08-01,NY,D,Yes,1947-01-03,44.4
80,house,M000422,John,Ralph,McDowell,,1902-11-06,PA,R,No,1947-01-03,44.2
80,house,B001002,Frank,,Buchanan,,1902-12-01,PA,D,Yes,1947-01-03,44.1
80,house,M000122,Vito,Anthony,Marcantonio,,1902-12-10,NY,AL,Yes,1947-01-03,44.1
80,house,F000199,Charles,Kimball,Fletcher,,1902-12-15,CA,R,No,1947-01-03,44.1
80,house,G000071,Edward,Alexander,Garmatz,,1903-02-07,MD,D,No,1947-01-03,43.9
80,house,F000422,James,Grove,Fulton,,1903-03-01,PA,R,Yes,1947-01-03,43.8
80,house,S000011,George,Gregory,Sadowski,,1903-03-12,MI,D,Yes,1947-01-03,43.8
80,house,M000113,Michael,Joseph,Mansfield,,1903-03-16,MT,D,Yes,1947-01-03,43.8
80,house,A000016,Thomas,Gerstle,Abernethy,,1903-05-16,MS,D,Yes,1947-01-03,43.6
80,house,H000197,Porter,,Hardy,Jr.,1903-06-01,VA,D,No,1947-01-03,43.6
80,house,R000453,Robert,Tripp,Ross,,1903-06-04,NY,R,No,1947-01-03,43.6
80,house,H000898,Walter,B.,Huber,,1903-06-29,OH,D,Yes,1947-01-03,43.5
80,house,K000044,Carey,Estes,Kefauver,,1903-07-26,TN,D,Yes,1947-01-03,43.4
80,house,D000007,Thomas,,D'Alesandro,Jr.,1903-08-01,MD,D,Yes,1947-01-03,43.4
80,house,B001039,Howard,Homan,Buffett,,1903-08-13,NE,R,Yes,1947-01-03,43.4
80,house,H000492,Joseph,Edward,Hendricks,,1903-09-24,FL,D,Yes,1947-01-03,43.3
80,house,L000395,John,Davis,Lodge,,1903-10-20,CT,R,No,1947-01-03,43.2
80,house,D000155,William,Adams,Dawson,,1903-11-05,UT,R,No,1947-01-03,43.2
80,house,G000098,Ezekiel,Candler,Gathings,,1903-11-10,AR,D,Yes,1947-01-03,43.1
80,house,F000152,Ovie,Clark,Fisher,,1903-11-22,TX,D,Yes,1947-01-03,43.1
80,house,R000424,John,James,Rooney,,1903-11-29,NY,D,Yes,1947-01-03,43.1
80,house,H000713,Chester,Earl,Holifield,,1903-12-03,CA,D,Yes,1947-01-03,43.1
80,house,H000249,Oren,,Harris,,1903-12-20,AR,D,Yes,1947-01-03,43.0
80,house,R000522,Charles,Hinton,Russell,,1903-12-27,NV,R,No,1947-01-03,43.0
80,house,W000641,William,Arthur,Winstead,,1904-01-06,MS,D,Yes,1947-01-03,43.0
80,house,B000377,John,Bonifas,Bennett,,1904-01-10,MI,R,No,1947-01-03,43.0
80,house,E000159,Edward,Julius,Elsaesser,,1904-03-10,NY,R,Yes,1947-01-03,42.8
80,house,A000196,John,Zuinglius,Anderson,,1904-03-22,CA,R,Yes,1947-01-03,42.8
80,house,C000220,Clifford,Philip,Case,,1904-04-16,NJ,R,Yes,1947-01-03,42.7
80,house,C000617,William,Sterling,Cole,,1904-04-18,NY,R,Yes,1947-01-03,42.7
80,house,B000201,Edward,Lewis,Bartlett,,1904-04-20,AK,D,Yes,1947-01-03,42.7
80,house,J000064,Jacob,Koppel,Javits,,1904-05-18,NY,R,No,1947-01-03,42.6
80,house,O000058,Alvin,Edward,O'Konski,,1904-05-26,WI,R,Yes,1947-01-03,42.6
80,house,H000264,Burr,Powell,Harrison,,1904-07-02,VA,D,Yes,1947-01-03,42.5
80,house,K000261,Arthur,George,Klein,,1904-08-08,NY,D,Yes,1947-01-03,42.4
80,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1947-01-03,42.0
80,house,F000060,Michael,Aloysius,Feighan,,1905-02-16,OH,D,Yes,1947-01-03,41.9
80,house,C001006,Carl,Thomas,Curtis,,1905-03-15,NE,R,Yes,1947-01-03,41.8
80,house,G000384,Robert,Allen,Grant,,1905-07-31,IN,R,Yes,1947-01-03,41.4
80,house,H000212,Richard,Fielding,Harless,,1905-08-06,AZ,D,Yes,1947-01-03,41.4
80,house,C000772,Robert,James,Corbett,,1905-08-25,PA,R,Yes,1947-01-03,41.4
80,house,H000863,George,Evan,Howell,,1905-09-21,IL,R,Yes,1947-01-03,41.3
80,house,R000280,Lucius,Mendel,Rivers,,1905-09-28,SC,D,Yes,1947-01-03,41.3
80,house,S000156,Max,,Schwabe,,1905-12-06,MO,R,Yes,1947-01-03,41.1
80,house,P000471,David,Matthew,Potts,,1906-03-12,NY,R,No,1947-01-03,40.8
80,house,B001111,Omar,Truman,Burleson,,1906-03-19,TX,D,No,1947-01-03,40.8
80,house,W000572,Earl,,Wilson,,1906-04-18,IN,R,Yes,1947-01-03,40.7
80,house,M000027,George,Edward,MacKinnon,,1906-04-22,MN,R,No,1947-01-03,40.7
80,house,R000137,Albert,Lee,Reeves,Jr.,1906-05-31,MO,R,No,1947-01-03,40.6
80,house,S000406,Robert,Lee Fulton,Sikes,,1906-06-03,FL,D,Yes,1947-01-03,40.6
80,house,P000327,Thomas,Augustus,Pickett,,1906-08-14,TX,D,Yes,1947-01-03,40.4
80,house,M000958,Thomas,Ellsworth,Morgan,,1906-10-13,PA,D,Yes,1947-01-03,40.2
80,house,M000664,Chester,Earl,Merrow,,1906-11-15,NH,R,Yes,1947-01-03,40.1
80,house,A000206,George,William,Andrews,,1906-12-12,AL,D,Yes,1947-01-03,40.1
80,house,D000406,James,,Domengeaux,,1907-01-06,LA,D,Yes,1947-01-03,40.0
80,house,P000387,Walter,Christian,Ploeser,,1907-01-07,MO,R,Yes,1947-01-03,40.0
80,house,M000617,Hugh,Allen,Meade,,1907-04-04,MD,D,No,1947-01-03,39.8
80,house,S000172,Hardie,,Scott,,1907-06-07,PA,R,No,1947-01-03,39.6
80,house,J000249,Robert,Franklin,Jones,,1907-06-25,OH,R,Yes,1947-01-03,39.5
80,house,J000080,Edward,Halsey,Jenison,,1907-07-27,IL,R,No,1947-01-03,39.4
80,house,Y000058,Harold,Francis,Youngblood,,1907-08-07,MI,R,No,1947-01-03,39.4
80,house,M001022,Thruston,Ballard,Morton,,1907-08-19,KY,R,No,1947-01-03,39.4
80,house,K000130,Eugene,James,Keogh,,1907-08-30,NY,D,Yes,1947-01-03,39.3
80,house,C000342,Frank,Leslie,Chelf,,1907-09-22,KY,D,Yes,1947-01-03,39.3
80,house,G000320,Albert,Arnold,Gore,,1907-12-26,TN,D,Yes,1947-01-03,39.0
80,house,L000496,Wingate,Hezekiah,Lucas,,1908-05-01,TX,D,No,1947-01-03,38.7
80,house,A000073,Carl,Bert,Albert,,1908-05-10,OK,D,No,1947-01-03,38.7
80,house,S000224,Horace,,Seely-Brown,Jr.,1908-05-12,CT,R,No,1947-01-03,38.6
80,house,A000002,Watkins,Moorman,Abbitt,,1908-05-21,VA,D,No,1947-01-03,38.6
80,house,S000009,Antoni,Nicholas,Sadlak,,1908-06-13,CT,R,No,1947-01-03,38.6
80,house,P000516,Prince,Hulon,Preston,Jr.,1908-07-05,GA,D,No,1947-01-03,38.5
80,house,J000160,Lyndon,Baines,Johnson,,1908-08-27,TX,D,Yes,1947-01-03,38.4
80,house,N000133,Albin,Walter,Norblad,Jr.,1908-09-12,OR,R,Yes,1947-01-03,38.3
80,house,W000744,Francis,Eugene,Worley,,1908-10-10,TX,D,Yes,1947-01-03,38.2
80,house,P000119,James,Thomas,Patterson,,1908-10-20,CT,R,No,1947-01-03,38.2
80,house,P000477,Adam,Clayton,Powell,Jr.,1908-11-29,NY,D,Yes,1947-01-03,38.1
80,house,M000995,James,Hobson,Morrison,,1908-12-08,LA,D,Yes,1947-01-03,38.1
80,house,L000108,Henry,Jepson,Latham,,1908-12-10,NY,R,Yes,1947-01-03,38.1
80,house,H000050,Edwin,Arthur,Hall,,1909-02-11,NY,R,Yes,1947-01-03,37.9
80,house,S000163,James,Paul,Scoblick,,1909-05-10,PA,R,Yes,1947-01-03,37.7
80,house,B000593,James,Caleb,Boggs,,1909-05-15,DE,R,No,1947-01-03,37.6
80,house,M000778,Wilbur,Daigh,Mills,,1909-05-24,AR,D,Yes,1947-01-03,37.6
80,house,J000008,Donald,Lester,Jackson,,1910-01-23,CA,R,No,1947-01-03,36.9
80,house,L000301,Franklin,Herbert,Lichtenwalter,,1910-03-28,PA,R,No,1947-01-03,36.8
80,house,P000306,Dayton,Edward,Phillips,,1910-03-29,TN,R,No,1947-01-03,36.8
80,house,T000110,Olin,Earl,Teague,,1910-04-06,TX,D,Yes,1947-01-03,36.7
80,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1947-01-03,36.7
80,house,I000046,Leo,,Isacson,,1910-04-20,NY,AL,No,1947-01-03,36.7
80,house,L000525,John,Emmett,Lyle,Jr.,1910-09-04,TX,D,Yes,1947-01-03,36.3
80,house,E000273,Joseph,Landon,Evins,,1910-10-24,TN,D,No,1947-01-03,36.2
80,house,M000809,Edward,Archibald,Mitchell,,1910-12-02,IN,R,No,1947-01-03,36.1
80,house,D000280,Edward,James,Devitt,,1911-05-05,MN,R,No,1947-01-03,35.7
80,house,B000550,John,Anton,Blatnik,,1911-08-17,MN,D,No,1947-01-03,35.4
80,house,J000133,Glen,Dale,Johnson,,1911-09-11,OK,D,No,1947-01-03,35.3
80,house,E000181,Clair,,Engle,,1911-09-21,CA,D,Yes,1947-01-03,35.3
80,house,M000619,Wendell,Howes,Meade,,1912-01-18,KY,R,No,1947-01-03,35.0
80,house,B000242,Laurie,Calvin,Battle,,1912-05-10,AL,D,No,1947-01-03,34.7
80,house,J000013,Henry,Martin,Jackson,,1912-05-31,WA,D,Yes,1947-01-03,34.6
80,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,No,1947-01-03,34.6
80,house,B000080,Claude,Ignatius,Bakewell,,1912-08-09,MO,R,No,1947-01-03,34.4
80,house,K000013,Frank,Melvin,Karsten,,1913-01-07,MO,D,No,1947-01-03,34.0
80,house,N000116,Richard,Milhous,Nixon,,1913-01-09,CA,R,No,1947-01-03,34.0
80,house,F000233,John,Edward,Fogarty,,1913-03-23,RI,D,Yes,1947-01-03,33.8
80,house,B001216,John,William,Byrnes,,1913-06-12,WI,R,Yes,1947-01-03,33.6
80,house,B000296,Lindley,Garrison,Beckworth,Sr.,1913-06-30,TX,D,Yes,1947-01-03,33.5
80,house,S000505,George,Armistead,Smathers,,1913-11-14,FL,D,No,1947-01-03,33.1
80,house,B000594,Thomas,Hale,Boggs,Sr.,1914-02-15,LA,D,No,1947-01-03,32.9
80,house,S000998,William,Grant,Stratton,,1914-02-26,IL,R,No,1947-01-03,32.9
80,house,R000410,Edward,Gay,Rohrbough,,1914-04-18,WV,R,No,1947-01-03,32.7
80,house,B000379,Marion,Tinsley,Bennett,,1914-06-06,MO,R,Yes,1947-01-03,32.6
80,house,P000182,Preston,Elmer,Peden,,1914-06-28,OK,D,No,1947-01-03,32.5
80,house,D000102,Glenn,Robert,Davis,,1914-10-28,WI,R,No,1947-01-03,32.2
80,house,M000560,Gregory,,McMahon,,1915-03-19,NY,R,No,1947-01-03,31.8
80,house,W000342,William,McDonald,Wheeler,,1915-07-11,GA,D,No,1947-01-03,31.5
80,house,N000121,Robert,Joseph,Nodar,Jr.,1916-03-23,NY,R,No,1947-01-03,30.8
80,house,D000434,William,Jennings Bryan,Dorn,,1916-04-14,SC,D,No,1947-01-03,30.7
80,house,P000460,Charles,Edward,Potter,,1916-10-30,MI,R,No,1947-01-03,30.2
80,house,K000107,John,Fitzgerald,Kennedy,,1917-05-29,MA,D,No,1947-01-03,29.6
80,house,W000517,John,Bell,Williams,,1918-12-04,MS,D,No,1947-01-03,28.1
80,house,S000063,George,William,Sarbacher,Jr.,1919-09-30,PA,R,No,1947-01-03,27.3
80,house,B000401,Lloyd,Millard,Bentsen,Jr.,1921-02-11,TX,D,No,1947-01-03,25.9
80,senate,C000133,Arthur,,Capper,,1865-07-14,KS,R,Yes,1947-01-03,81.5
80,senate,G000418,Theodore,Francis,Green,,1867-10-02,RI,D,Yes,1947-01-03,79.3
80,senate,M000499,Kenneth,Douglas,McKellar,,1869-01-29,TN,D,Yes,1947-01-03,77.9
80,senate,R000112,Clyde,Martin,Reed,,1871-10-19,KS,R,Yes,1947-01-03,75.2
80,senate,M000895,Edward,Hall,Moore,,1871-11-19,OK,R,Yes,1947-01-03,75.1
80,senate,O000146,John,Holmes,Overton,,1875-09-17,LA,D,Yes,1947-01-03,71.3
80,senate,M001108,James,Edward,Murray,,1876-05-03,MT,D,Yes,1947-01-03,70.7
80,senate,M000308,Patrick,Anthony,McCarran,,1876-08-08,NV,D,Yes,1947-01-03,70.4
80,senate,T000165,Elmer,,Thomas,,1876-09-08,OK,D,Yes,1947-01-03,70.3
80,senate,W000021,Robert,Ferdinand,Wagner,,1877-06-08,NY,D,Yes,1947-01-03,69.6
80,senate,W000396,Wallace,Humphrey,White,Jr.,1877-08-06,ME,R,Yes,1947-01-03,69.4
80,senate,C000684,Thomas,Terry,Connally,,1877-08-19,TX,D,Yes,1947-01-03,69.4
80,senate,H000385,Carl,Trumbull,Hayden,,1877-10-02,AZ,D,Yes,1947-01-03,69.3
80,senate,B000460,Theodore,Gilmore,Bilbo,,1877-10-13,MS,D,Yes,1947-01-03,69.2
80,senate,B000145,Alben,William,Barkley,,1877-11-24,KY,D,Yes,1947-01-03,69.1
80,senate,H000679,Clyde,Roark,Hoey,,1877-12-11,NC,D,Yes,1947-01-03,69.1
80,senate,G000131,Walter,Franklin,George,,1878-01-29,GA,D,Yes,1947-01-03,68.9
80,senate,B001177,Hugh,Alfred,Butler,,1878-02-28,NE,R,Yes,1947-01-03,68.8
80,senate,H000365,Albert,Wahl,Hawkes,,1878-11-20,NJ,R,Yes,1947-01-03,68.1
80,senate,M000177,Edward,,Martin,,1879-09-18,PA,R,No,1947-01-03,67.3
80,senate,S000553,Howard,Alexander,Smith,,1880-01-30,NJ,R,Yes,1947-01-03,66.9
80,senate,T000289,Charles,William,Tobey,,1880-07-22,NH,R,Yes,1947-01-03,66.4
80,senate,F000190,Ralph,Edward,Flanders,,1880-09-28,VT,R,Yes,1947-01-03,66.3
80,senate,R000320,Edward,Vivian,Robertson,,1881-05-27,WY,R,Yes,1947-01-03,65.6
80,senate,B001168,Harlan,John,Bushfield,,1882-08-06,SD,R,Yes,1947-01-03,64.4
80,senate,T000164,Elbert,Duncan,Thomas,,1883-06-17,UT,D,Yes,1947-01-03,63.5
80,senate,J000127,Edwin,Carl,Johnson,,1884-01-01,CO,D,Yes,1947-01-03,63.0
80,senate,D000469,Sheridan,,Downey,,1884-03-11,CA,D,Yes,1947-01-03,62.8
80,senate,V000025,Arthur,Hendrick,Vandenberg,,1884-03-22,MI,R,Yes,1947-01-03,62.8
80,senate,W000581,George,Allison,Wilson,,1884-04-01,IA,R,Yes,1947-01-03,62.8
80,senate,W000465,Alexander,,Wiley,,1884-05-26,WI,R,Yes,1947-01-03,62.6
80,senate,D000414,Forrest,C.,Donnell,,1884-08-20,MO,R,Yes,1947-01-03,62.4
80,senate,O000088,Joseph,Christopher,O'Mahoney,,1884-11-05,WY,D,Yes,1947-01-03,62.2
80,senate,L000070,William,,Langer,,1886-09-30,ND,R,Yes,1947-01-03,60.3
80,senate,W000190,Arthur,Vivian,Watkins,,1886-12-18,UT,R,No,1947-01-03,60.0
80,senate,R000317,Absalom,Willis,Robertson,,1887-05-27,VA,D,Yes,1947-01-03,59.6
80,senate,B001208,Harry,Flood,Byrd,,1887-06-10,VA,D,Yes,1947-01-03,59.6
80,senate,B000816,Ralph,Owen,Brewster,,1888-02-22,ME,R,Yes,1947-01-03,58.9
80,senate,C000338,Dennis,,Chavez,,1888-04-08,NM,D,Yes,1947-01-03,58.7
80,senate,B000894,Joseph,Melville,Broughton,,1888-11-17,NC,D,Yes,1947-01-03,58.1
80,senate,F000081,Homer,Samuel,Ferguson,,1889-02-25,MI,R,Yes,1947-01-03,57.9
80,senate,B001169,Vera,Cahalan,Bushfield,,1889-08-09,SD,R,No,1947-01-03,57.4
80,senate,T000009,Robert,Alphonso,Taft,,1889-09-08,OH,R,Yes,1947-01-03,57.3
80,senate,H000334,Carl,Atwood,Hatch,,1889-11-27,NM,D,Yes,1947-01-03,57.1
80,senate,O000034,Wilbert,Lee,O'Daniel,,1890-03-11,TX,D,Yes,1947-01-03,56.8
80,senate,B001013,Clayton,Douglass,Buck,,1890-03-21,DE,R,Yes,1947-01-03,56.8
80,senate,K000082,James,Preston,Kem,,1890-04-02,MO,R,No,1947-01-03,56.8
80,senate,T000446,Millard,Evelyn,Tydings,,1890-04-06,MD,D,Yes,1947-01-03,56.7
80,senate,C000774,Guy,,Cordon,,1890-04-24,OR,R,Yes,1947-01-03,56.7
80,senate,M000086,George,Wilson,Malone,,1890-08-07,NV,R,No,1947-01-03,56.4
80,senate,E000112,Allen,Joseph,Ellender,,1890-09-24,LA,D,Yes,1947-01-03,56.3
80,senate,M000771,Eugene,Donald,Millikin,,1891-02-12,CO,R,Yes,1947-01-03,55.9
80,senate,S000901,Arthur,Thomas,Stewart,,1892-01-11,TN,D,Yes,1947-01-03,55.0
80,senate,L000493,Scott,Wike,Lucas,,1892-02-19,IL,D,Yes,1947-01-03,54.9
80,senate,W000344,Kenneth,Spicer,Wherry,,1892-02-28,NE,R,Yes,1947-01-03,54.8
80,senate,H000720,Spessard,Lindsey,Holland,,1892-07-10,FL,D,Yes,1947-01-03,54.5
80,senate,A000062,George,David,Aiken,,1892-08-20,VT,R,Yes,1947-01-03,54.4
80,senate,S000021,Leverett,,Saltonstall,,1892-09-01,MA,R,Yes,1947-01-03,54.3
80,senate,K000176,Harley,Martin,Kilgore,,1893-01-11,WV,D,Yes,1947-01-03,54.0
80,senate,B000095,Raymond,Earl,Baldwin,,1893-08-31,CT,R,No,1947-01-03,53.3
80,senate,B000820,John,William,Bricker,,1893-09-06,OH,R,No,1947-01-03,53.3
80,senate,D000585,Henry,Clarence,Dworshak,,1894-08-29,ID,R,Yes,1947-01-03,52.3
80,senate,M000438,Ernest,William,McFarland,,1894-10-09,AZ,D,Yes,1947-01-03,52.2
80,senate,H000598,Joseph,Lister,Hill,,1894-12-29,AL,D,Yes,1947-01-03,52.0
80,senate,U000005,William,Bradley,Umstead,,1895-05-13,NC,D,No,1947-01-03,51.6
80,senate,F000057,William,Crosson,Feazel,,1895-06-10,LA,D,No,1947-01-03,51.6
80,senate,R000167,William,Chapman,Revercomb,,1895-07-20,WV,R,Yes,1947-01-03,51.5
80,senate,I000050,Irving,McNeil,Ives,,1896-01-24,NY,R,No,1947-01-03,50.9
80,senate,M000332,John,Little,McClellan,,1896-02-25,AR,D,Yes,1947-01-03,50.9
80,senate,T000259,Edward,John,Thye,,1896-04-26,MN,R,No,1947-01-03,50.7
80,senate,G000532,John,Chandler,Gurney,,1896-05-21,SD,R,Yes,1947-01-03,50.6
80,senate,H000559,Bourke,Blakemore,Hickenlooper,,1896-07-21,IA,R,Yes,1947-01-03,50.5
80,senate,O000032,Herbert,Romulus,O'Conor,,1896-11-17,MD,D,No,1947-01-03,50.1
80,senate,J000195,Olin,DeWitt Talmadge,Johnston,,1896-11-18,SC,D,Yes,1947-01-03,50.1
80,senate,B000874,Charles,Wayland,Brooks,,1897-03-08,IL,R,Yes,1947-01-03,49.8
80,senate,C000128,Homer,Earl,Capehart,,1897-06-06,IN,R,Yes,1947-01-03,49.6
80,senate,R000536,Richard,Brevard,Russell,Jr.,1897-11-02,GA,D,Yes,1947-01-03,49.2
80,senate,Y000047,Milton,Ruben,Young,,1897-12-06,ND,R,Yes,1947-01-03,49.1
80,senate,E000037,Zales,Nelson,Ecton,,1898-04-01,MT,R,No,1947-01-03,48.8
80,senate,B000823,Henry,Styles,Bridges,,1898-09-09,NH,R,Yes,1947-01-03,48.3
80,senate,M000279,Burnet,Rhett,Maybank,,1899-03-07,SC,D,Yes,1947-01-03,47.8
80,senate,S000701,John,Jackson,Sparkman,,1899-12-20,AL,D,Yes,1947-01-03,47.0
80,senate,M001078,Karl,Earl,Mundt,,1900-06-03,SD,R,Yes,1947-01-03,46.6
80,senate,P000218,Claude,Denson,Pepper,,1900-09-08,FL,D,Yes,1947-01-03,46.3
80,senate,M001014,Wayne,Lyman,Morse,,1900-10-20,OR,R,Yes,1947-01-03,46.2
80,senate,S000852,John,Cornelius,Stennis,,1901-08-03,MS,D,No,1947-01-03,45.4
80,senate,C000758,John,Sherman,Cooper,,1901-08-23,KY,R,No,1947-01-03,45.4
80,senate,M001127,Francis,John,Myers,,1901-12-18,PA,D,Yes,1947-01-03,45.0
80,senate,L000394,Henry,Cabot,Lodge,Jr.,1902-07-05,MA,R,No,1947-01-03,44.5
80,senate,M000559,Brien,,McMahon,,1903-10-06,CT,D,Yes,1947-01-03,43.2
80,senate,M000456,James,Howard,McGrath,,1903-11-28,RI,D,No,1947-01-03,43.1
80,senate,T000079,Glen,Hearst,Taylor,,1904-04-12,ID,D,Yes,1947-01-03,42.7
80,senate,W000518,John,James,Williams,,1904-05-17,DE,R,No,1947-01-03,42.6
80,senate,E000018,James,Oliver,Eastland,,1904-11-28,MS,D,Yes,1947-01-03,42.1
80,senate,F000401,James,William,Fulbright,,1905-04-09,AR,D,Yes,1947-01-03,41.7
80,senate,M000053,Warren,Grant,Magnuson,,1905-04-12,WA,D,Yes,1947-01-03,41.7
80,senate,B000099,Joseph,Hurst,Ball,,1905-11-03,MN,R,Yes,1947-01-03,41.2
80,senate,C000021,Harry,Pulliam,Cain,,1906-01-10,WA,R,No,1947-01-03,41.0
80,senate,K000292,William,Fife,Knowland,,1908-06-26,CA,R,Yes,1947-01-03,38.5
80,senate,J000093,William,Ezra,Jenner,,1908-07-21,IN,R,No,1947-01-03,38.5
80,senate,M000315,Joseph,Raymond,McCarthy,,1908-11-14,WI,R,No,1947-01-03,38.1
80,senate,L000428,Russell,Billiu,Long,,1918-11-03,LA,D,Yes,1947-01-03,28.2
81,house,D000448,Robert,Lee,Doughton,,1863-11-07,NC,D,Yes,1949-01-03,85.2
81,house,S000001,Adolph,Joachim,Sabath,,1866-04-04,IL,D,Yes,1949-01-03,82.7
81,house,E000023,Charles,Aubrey,Eaton,,1868-03-29,NJ,R,Yes,1949-01-03,80.8
81,house,W000265,Richard,Joseph,Welch,,1869-02-13,CA,R,Yes,1949-01-03,79.9
81,house,B000565,Sol,,Bloom,,1870-03-09,NY,D,Yes,1949-01-03,78.8
81,house,H000943,Merlin,,Hull,,1870-12-18,WI,R,Yes,1949-01-03,78.0
81,house,B000545,Schuyler,Otis,Bland,,1872-05-04,VA,D,Yes,1949-01-03,76.7
81,house,K000138,John,Hosea,Kerr,,1873-12-31,NC,D,Yes,1949-01-03,75.0
81,house,C000932,Robert,,Crosser,,1874-06-07,OH,D,Yes,1949-01-03,74.6
81,house,K000039,John,,Kee,,1874-08-22,WV,D,Yes,1949-01-03,74.4
81,house,S000717,Brent,,Spence,,1874-12-24,KY,D,Yes,1949-01-03,74.0
81,house,A000257,Homer,Daniel,Angell,,1875-01-12,OR,R,Yes,1949-01-03,74.0
81,house,N000153,Mary,Teresa,Norton,,1875-03-07,NJ,D,Yes,1949-01-03,73.8
