RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4337655425,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pumpkin Pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,Yes,Yes,No,No,,Rural,18 - 29,Male,"$25,000 to $49,999",West North Central
4337653684,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,Brussel sprouts,,,,Cornbread,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Urban,18 - 29,Female,"$25,000 to $49,999",Pacific
4337646565,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,Carrot cake,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,12,Yes,No,Yes,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",South Atlantic
4337645621,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$150,000 to $174,999",Middle Atlantic
4337629524,Yes,Turkey,,Fried,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,Apple cobbler,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,No,No,No,,Rural,45 - 59,Male,"$75,000 to $99,999",West South Central
4337627331,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pies,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$200,000 and up",Middle Atlantic
4337626849,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,Pumpkin,Sweet Potato,,,,Apple cobbler,,Brownies,Carrot cake,,Cookies,,,Peach cobbler,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Rural,45 - 59,Male,"$10,000 to $24,999",East South Central
4337611941,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,,,,Other (please specify),Lefse,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,13,No,No,Yes,No,,Rural,18 - 29,Male,"$50,000 to $74,999",West North Central
4337600726,Yes,Other (please specify),Prime Rib,Roasted,,None,,None,,No,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,,13,No,No,No,No,,Rural,45 - 59,Male,"$100,000 to $124,999",West South Central
4337598069,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,No,Yes,No,No,,Rural,30 - 44,Male,"$25,000 to $49,999",New England
4337597044,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Urban,45 - 59,Male,"$25,000 to $49,999",East North Central
4337589613,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,Macaroni and cheese,,,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,Sweet Potato,,,,,,,,Cheesecake,,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Rural,30 - 44,Male,"$50,000 to $74,999",South Atlantic
4337586061,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,Cauliflower,,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,Buttermilk,,,,,,,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,Yes,No,,Urban,45 - 59,Male,"$75,000 to $99,999",East South Central
4337583393,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,Blondies,Brownies,,,Cookies,,,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Rural,18 - 29,Male,"$75,000 to $99,999",New England
4337583245,Yes,Other (please specify),fish,Baked,,None,,None,,Yes,,,,,,,,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),broccoli/cheese sauce,,,,,Coconut cream,,,,,,,,,,,Brownies,,Cheesecake,,,,,,Other (please specify),eclair,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$175,000 to $199,999",East North Central
4337582845,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,No,No,Yes,No,,Suburban,45 - 59,Male,"$175,000 to $199,999",Middle Atlantic
4337579733,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$175,000 to $199,999",East South Central
4337577784,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,18,Yes,Yes,No,No,,Rural,45 - 59,Male,Prefer not to answer,South Atlantic
4337571449,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$25,000 to $49,999",
4337569645,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),depends,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),as above,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,30 - 44,Male,Prefer not to answer,Pacific
4337569057,Yes,Turkey,,Roasted,,None,,None,,Yes,,Carrots,,Corn,,,,,Mashed potatoes,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,45 - 59,Male,"$75,000 to $99,999",Middle Atlantic
4337568074,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,Other (please specify),squash soufflet,Apple,,,Chocolate,,,,,Pumpkin,,,Other (please specify),Lemon mirangue,,,,,,,,,,None,Other (please specify),Pie is dessert,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,Yes,No,Urban,30 - 44,Male,"$25,000 to $49,999",Middle Atlantic
4337553422,Yes,Tofurkey,,Baked,,Bread-based,,Canned,,No,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,,,,,,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,No,No,,Urban,18 - 29,Male,"$10,000 to $24,999",West South Central
4337550299,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,,,Pecan,Pumpkin,Sweet Potato,,,,,,Brownies,Carrot cake,Cheesecake,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,17,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$50,000 to $74,999",East North Central
4337545841,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,Carrot cake,Cheesecake,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,18,No,No,No,No,,Suburban,18 - 29,Male,"$100,000 to $124,999",Middle Atlantic
4337540484,Yes,Tofurkey,,I don't know,,Bread-based,,None,,No,,Carrots,,,,,,,Mashed potatoes,,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,Yes,No,,Suburban,18 - 29,Male,Prefer not to answer,Pacific
4337531521,Yes,Ham/Pork,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,Other (please specify),Chess,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,,12,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",West South Central
4337528775,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,Yes,Yes,Yes,No,,Urban,18 - 29,Male,"$0 to $9,999",West South Central
4337523428,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$50,000 to $74,999",West North Central
4337512214,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,Yes,No,No,,Rural,45 - 59,Male,Prefer not to answer,East North Central
4337490067,Yes,Tofurkey,,Roasted,,None,,None,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,,Squash,,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,,,,,,Other (please specify),chocolate mousse,No,Thanksgiving is local--it will take place in the town I live in,,18,Yes,No,No,No,,Urban,30 - 44,Male,Prefer not to answer,East North Central
4337489617,Yes,Turkey,,I don't know,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,,,None,,,,,Brownies,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,Yes,No,Rural,18 - 29,Male,Prefer not to answer,West North Central
4337487759,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,Yes,Yes,No,,Suburban,18 - 29,Male,"$150,000 to $174,999",West North Central
4337484305,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,21 or older,No,No,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",South Atlantic
4337475288,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,Prefer not to answer,West North Central
4337468268,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,,,Mashed potatoes,,Squash,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,Yes,No,No,,Urban,18 - 29,Male,"$75,000 to $99,999",Mountain
4337467677,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,No,,Urban,30 - 44,Female,"$75,000 to $99,999",Pacific
4337462650,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,Prefer not to answer,Pacific
4337448181,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,17,Yes,No,Yes,No,,Suburban,45 - 59,Male,"$175,000 to $199,999",Middle Atlantic
4337442451,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,Chocolate,,,,Pecan,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",East South Central
4337441164,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,,,,,,,,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Male,"$150,000 to $174,999",Middle Atlantic
4337441070,Yes,Turkey,,Roasted,,Rice-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,Coconut cream,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,Cookies,,,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,12,Yes,Yes,Yes,No,,Suburban,30 - 44,Male,"$25,000 to $49,999",Pacific
4337435277,Yes,Turkey,,Roasted,,Other (please specify),Gluten-Free Bread Based,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$50,000 to $74,999",New England
4337432686,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,Cherry,Chocolate,,,,,,,,,,,,,,Cheesecake,Cookies,Fudge,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,18,No,No,Yes,No,,Suburban,45 - 59,Male,Prefer not to answer,East North Central
4337429102,Yes,Turkey,,Baked,,Bread-based,,Canned,,No,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,Key lime,,Pecan,,Sweet Potato,,,,,,,,,,,,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,No,,Urban,18 - 29,Male,"$0 to $9,999",West North Central
4337423740,Yes,Roast beef,,Baked,,Bread-based,,None,,Yes,Brussel sprouts,,,Corn,Cornbread,,Green beans/green bean casserole,,,,Squash,,,,,Apple,,Cherry,,,,Peach,,,,,,,Apple cobbler,,,,,,,,Peach cobbler,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,No,Yes,Yes,Urban,45 - 59,Male,"$150,000 to $174,999",East South Central
4337421462,Yes,Turkey,,Roasted,,Other (please specify),cornbread based-I'm Southern,Homemade,,Yes,Brussel sprouts,,,,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,Squash,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,,Sweet Potato,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,Yes,No,No,,Suburban,30 - 44,Male,"$125,000 to $149,999",West South Central
4337412056,Yes,Ham/Pork,,Baked,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,,Sweet Potato,,,,Apple cobbler,,Brownies,Carrot cake,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,30 - 44,Male,"$25,000 to $49,999",West North Central
4337410886,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Male,"$10,000 to $24,999",South Atlantic
4337409281,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,Yes,No,,Rural,30 - 44,Male,"$0 to $9,999",Pacific
4337400534,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,No,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",West South Central
4337395533,Yes,Other (please specify),A wild game bird which changes every year.,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,Cauliflower,Corn,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,,,,,,Pecan,,,,,,Apple cobbler,,,Carrot cake,,Cookies,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,Yes,No,No,,Urban,45 - 59,Male,Prefer not to answer,Pacific
4337391263,Yes,Turkey,,Fried,,Bread-based,,None,,Yes,Brussel sprouts,Carrots,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,Cookies,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,12,Yes,Yes,Yes,No,,Rural,30 - 44,Male,"$100,000 to $124,999",West South Central
4337390930,Yes,Turkey,,Baked,,None,,None,,No,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,Chocolate,,Key lime,,Pecan,Pumpkin,,,,,,,,Carrot cake,Cheesecake,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,18,No,No,Yes,No,,Rural,18 - 29,Male,Prefer not to answer,South Atlantic
4337390728,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,Fudge,,,,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,16,Yes,No,Yes,No,,Rural,30 - 44,Male,"$75,000 to $99,999",East North Central
4337386038,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,,,,,,,,,Pumpkin,,,,,,,,Carrot cake,,Cookies,,Ice cream,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Urban,18 - 29,Male,"$75,000 to $99,999",South Atlantic
4337384089,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,Apple cobbler,,,,Cheesecake,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,Yes,No,,Urban,45 - 59,Male,"$50,000 to $74,999",South Atlantic
4337382350,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,Chocolate,,,,Pecan,Pumpkin,,,,,,,Brownies,,,Cookies,,,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,16,Yes,Yes,No,No,,Urban,18 - 29,Male,"$150,000 to $174,999",South Atlantic
