Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee
"James E. ""Jim"" Clyburn",Male,Black,,,Yes,No,South Carolina,6/14/22,Representative,6,"48,729",88%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Gregg ""Marcel"" Dixon",Male,Black,,,No,Yes,South Carolina,6/14/22,Representative,6,"2,503",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daryl W. Scott,Male,Black,,,No,No,South Carolina,6/14/22,Representative,7,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carlton Boyd,Male,Black,,,No,No,South Carolina,6/14/22,Governor,N/A,"9,579",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Cunningham,Male,White,,,No,No,South Carolina,6/14/22,Governor,N/A,"102,473",56%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mia S. McLeod,Female,Black,,,No,No,South Carolina,6/14/22,Governor,N/A,"56,406",31%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Calvin ""C.J. Mack"" McMillan",Male,Black,,,No,No,South Carolina,6/14/22,Governor,N/A,"6,303",3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William H. Williams,Male,Black,,,No,No,South Carolina,6/14/22,Governor,N/A,"6,829",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Katrina Christiansen,Female,White,,,No,No,North Dakota,6/14/22,Senator,N/A,"17,187",77%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael J. Steele,Male,White,,,No,No,North Dakota,6/14/22,Senator,N/A,"5,174",23%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Haugen,Male,White,,,No,No,North Dakota,6/14/22,Representative,At-Large,"21,897",100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Herbert C. ""Herb"" Jones Jr.",Male,Black,,,No,No,Virginia,6/21/22,Representative,1,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elaine G. Luria,Female,White,,,Yes,No,Virginia,6/21/22,Representative,2,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Robert C. ""Bobby"" Scott",Male,Black,,,Yes,No,Virginia,6/21/22,Representative,3,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A. Donald McEachin,Male,Black,,,Yes,No,Virginia,6/21/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joshua M. Throneburg,Male,White,,,No,No,Virginia,6/21/22,Representative,5,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Abigail A. Spanberger,Female,White,,,Yes,No,Virginia,6/21/22,Representative,7,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donald S. Beyer Jr.,Male,White,,,Yes,No,Virginia,6/21/22,Representative,8,"39,062",77%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria I. Virasingh,Female,Latino (Ecuadorian),Asian (Indian),,No,Yes,Virginia,6/21/22,Representative,8,"11,583",23%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jennifer T. Wexton,Female,White,,,Yes,No,Virginia,6/21/22,Representative,10,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Gerald E. ""Gerry"" Connolly",Male,White,,,Yes,No,Virginia,6/21/22,Representative,11,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Bennet,Male,Unknown,,,Yes,No,Colorado,6/28/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Diana DeGette,Female,White,,,Yes,No,Colorado,6/28/22,Representative,1,"79,391",81%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Neal Walia,Male,Asian (Indian),,,No,Yes,Colorado,6/28/22,Representative,1,"18,472",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Neguse,Male,Black,,,Yes,No,Colorado,6/28/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Soledad Sandoval Tafoya,Female,Latino,,,No,No,Colorado,6/28/22,Representative,3,"25,462",42%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alex Walker,Male,White,,,No,No,Colorado,6/28/22,Representative,3,"9,504",16%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Frisch,Male,White,,,No,No,Colorado,6/28/22,Representative,3,"25,751",42%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ike McCorkle,Male,White,,,No,No,Colorado,6/28/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Torres,Male,Latino (Puerto Rican),,,No,No,Colorado,6/28/22,Representative,5,"24,413",55%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael C. Colombe,Male,White,,,No,No,Colorado,6/28/22,Representative,5,"20,237",45%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Crow,Male,White,,,Yes,No,Colorado,6/28/22,Representative,6,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brittany Pettersen,Female,White,,,No,No,Colorado,6/28/22,Representative,7,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Yadira Caraveo,Female,Latino (Mexican),,,No,No,Colorado,6/28/22,Representative,8,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Jared Polis,Male,White,,,Yes,No,Colorado,6/28/22,Governor,N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Tammy Duckworth,Female,Asian (Thai),White,,Yes,No,Illinois,6/28/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Jacqueline ""Jacqui"" Collins",Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"9,299",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Pat Dowell,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"14,594",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Cassandra Goodrum,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"1,422",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Jonathan L. Jackson,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"21,607",28%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A
Michael A. Thompson Jr.,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"1,680",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Jahmal Cole,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"4,045",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Karin Norington-Reaves,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"10,825",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Chris Butler,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"4,141",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Marcus Lewis,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,901,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Terre Layng Rosner,Female,White,,,No,No,Illinois,6/28/22,Representative,1,780,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Robert A. Palmer,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,899,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Kirby Birgans,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,511,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Steve DeJoie,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,251,0%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Ameena Matthews,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,686,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Charise A. Williams,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,"1,601",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Jonathan T. Swain,Male,Black,,,No,No,Illinois,6/28/22,Representative,1,"2,554",3%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Nykea Pippion McGriff,Female,Black,,,No,No,Illinois,6/28/22,Representative,1,892,1%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A
Robin Kelly,Female,Black,,,Yes,No,Illinois,6/28/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delia Ramirez,Female,Latino (Guatemalan),,,No,No,Illinois,6/28/22,Representative,3,"37,296",66%,Won,N/A,N/A,N/A,Yes,N/A,Yes,N/A,Yes,N/A,Yes,N/A,N/A
"Gilbert ""Gil"" Villegas",Male,Latino,,,No,No,Illinois,6/28/22,Representative,3,"12,990",23%,Lost,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,No,N/A,N/A
Juan Enrique Aguirre,Male,Latino,,,No,No,Illinois,6/28/22,Representative,3,"2,175",4%,Lost,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,No,N/A,N/A
Iymen H. Chehade,Male,Middle Eastern (Palestinian),,,No,No,Illinois,6/28/22,Representative,3,"3,719",7%,Lost,N/A,N/A,N/A,No,N/A,No,N/A,No,N/A,No,N/A,N/A
"Jesus ""Chuy"" Garcia",Male,Latino (Mexican),,,Yes,No,Illinois,6/28/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike Quigley,Male,White,,,Yes,No,Illinois,6/28/22,Representative,5,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marie Newman,Female,White,,,Yes,Yes,Illinois,6/28/22,Representative,6,"19,726",29%,Lost,N/A,N/A,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A
Sean Casten,Male,White,,,Yes,Yes,Illinois,6/28/22,Representative,6,"45,654",68%,Won,N/A,N/A,N/A,No,No,No,No,N/A,N/A,N/A,N/A,N/A
Charles M. Hughes,Male,White,,,No,Yes,Illinois,6/28/22,Representative,6,"2,085",3%,Lost,N/A,N/A,N/A,No,No,No,No,N/A,N/A,N/A,N/A,N/A
Danny K. Davis,Male,Black,,,Yes,No,Illinois,6/28/22,Representative,7,"39,320",52%,Won,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A,N/A
Kina Collins,Female,Black,,,No,Yes,Illinois,6/28/22,Representative,7,"34,574",46%,Lost,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A
Denarvis C. Mendenhall,Male,Black,,,No,Yes,Illinois,6/28/22,Representative,7,"1,808",2%,Lost,N/A,N/A,N/A,N/A,No,No,N/A,N/A,No,N/A,N/A,N/A
Junaid Ahmed,Male,Asian,,,No,Yes,Illinois,6/28/22,Representative,8,"12,627",30%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A
Raja Krishnamoorthi,Male,Asian (Indian),,,Yes,No,Illinois,6/28/22,Representative,8,"29,933",70%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
Janice D. Schakowsky,Female,White,,,Yes,No,Illinois,6/28/22,Representative,9,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brad Schneider,Male,White,,,Yes,No,Illinois,6/28/22,Representative,10,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bill Foster,Male,White,,,Yes,No,Illinois,6/28/22,Representative,11,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Homer ""Chip"" Markel",Male,White,,,No,No,Illinois,6/28/22,Representative,12,"11,068",57%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joshua Qualls,Male,White,,,No,No,Illinois,6/28/22,Representative,12,"8,438",43%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nikki Budzinski,Female,White,,,No,No,Illinois,6/28/22,Representative,13,"31,593",76%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
David Palmer,Male,Black,,,No,No,Illinois,6/28/22,Representative,13,"10,216",24%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lauren Underwood,Female,Black,,,Yes,No,Illinois,6/28/22,Representative,14,1,100%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul J. Lange,Male,White,,,No,No,Illinois,6/28/22,Representative,15,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Litesa Wallace,Female,Black,,,No,No,Illinois,6/28/22,Representative,17,"9,103",23%,Lost,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A
Eric Sorensen,Male,White,,,No,No,Illinois,6/28/22,Representative,17,"14,702",38%,Won,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Angie Normoyle,Female,White,,,No,No,Illinois,6/28/22,Representative,17,"4,818",12%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Marsha Williams,Female,White,,,No,No,Illinois,6/28/22,Representative,17,"2,701",7%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Jonathan Klarer Logemann,Male,White,,,No,No,Illinois,6/28/22,Representative,17,"5,628",14%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
Jacqueline McGowan,Female,White,,,No,No,Illinois,6/28/22,Representative,17,"2,040",5%,Lost,N/A,N/A,N/A,N/A,N/A,No,N/A,No,N/A,N/A,N/A,N/A
J.B. Pritzker,Male,White,,,Yes,No,Illinois,6/28/22,Governor,N/A,"810,989",92%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes
Beverly Miles,Female,Black,,,No,Yes,Illinois,6/28/22,Governor,N/A,"71,704",8%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Charles E. Schumer,Male,White,,,Yes,No,New York,6/28/22,Senator,N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kathy C. Hochul,Female,White,,,Yes,No,New York,6/28/22,Governor,N/A,"607,928",67%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No,N/A,N/A,N/A,Yes
Thomas R. Suozzi,Male,White,,,No,Yes,New York,6/28/22,Governor,N/A,"116,972",13%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,No
Jumaane D. Williams,Male,Black,,,No,Yes,New York,6/28/22,Governor,N/A,"173,872",19%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,Yes,N/A,N/A,N/A,No
Jason Bollinger,Male,White,,,No,No,Oklahoma,6/28/22,Senator,N/A,"27,374",17%,Made runoff,32121,35%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madison Horn,Female,Native American (Cherokee),White,,No,No,Oklahoma,6/28/22,Senator,N/A,"60,691",37%,Made runoff,60929,65%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Arya Azma,Male,Middle Eastern (Iranian),,,No,No,Oklahoma,6/28/22,Senator,N/A,"11,478",7%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Wade,Male,White,,,No,No,Oklahoma,6/28/22,Senator,N/A,"19,986",12%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dennis L. Baker,Male,Native American (Creek / Yuchi),,,No,No,Oklahoma,6/28/22,Senator,N/A,"22,467",14%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jo Glenn,Female,White,,,No,No,Oklahoma,6/28/22,Senator,N/A,"21,198",13%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kendra Horn,Female,White,,,No,No,Oklahoma,6/28/22,Senator (unexpired term),N/A,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Martin,Male,Black,,,No,No,Oklahoma,6/28/22,Representative,1,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Naomi Andrews,Female,White,,,No,No,Oklahoma,6/28/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremiah A. Ross,Male,White,,,No,No,Oklahoma,6/28/22,Representative,3,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary Brannon,Female,White,,,No,No,Oklahoma,6/28/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joshua Harris-Till,Male,Black,,,No,No,Oklahoma,6/28/22,Representative,5,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Connie Johnson,Female,Black,,,No,No,Oklahoma,6/28/22,Governor,N/A,"65,894",39%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joy Hofmeister,Female,White,,,No,No,Oklahoma,6/28/22,Governor,N/A,"101,913",61%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rick Edwin Jones,Male,White,,,No,No,Utah,6/28/22,Representative,1,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick Mitchell,Male,Black,,,No,No,Utah,6/28/22,Representative,2,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glenn J. Wright,Male,White,,,No,No,Utah,6/28/22,Representative,3,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darlene McDonald,Female,Black,,,No,No,Utah,6/28/22,Representative,4,1,100%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michelle L. Smith,Female,Black,,,No,Yes,Maryland,7/19/22,Senator,N/A,"127,089",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Van Hollen,Male,White,,,Yes,No,Maryland,7/19/22,Senator,N/A,"535,014",81%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R. David Harden,Male,White,,,No,No,Maryland,7/19/22,Representative,1,"15,683",31%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heather R. Mizeur,Female,White,,,No,No,Maryland,7/19/22,Representative,1,"34,549",69%,Won,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George Croom,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,2,"8,465",10%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marques Dent,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,2,"7,728",9%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Liri Fusha,Female,White (Albanian),,,No,Yes,Maryland,7/19/22,Representative,2,"4,218",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C.A. Dutch Ruppersberger,Male,White,,,Yes,No,Maryland,7/19/22,Representative,2,"62,896",75%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben R. Beardsley,Male,White,,,No,Yes,Maryland,7/19/22,Representative,3,"6,854",9%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jake Pretot,Male,White,,,No,Yes,Maryland,7/19/22,Representative,3,"4,728",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Sarbanes,Male,White,,,Yes,No,Maryland,7/19/22,Representative,3,"63,790",85%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tammy Allison,Female,Black,,,No,No,Maryland,7/19/22,Representative,4,"1,726",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Angela M. Angel,Female,Black,,,No,No,Maryland,7/19/22,Representative,4,"4,678",6%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"James Levi Curtis, Jr.",Male,Black,,,No,No,Maryland,7/19/22,Representative,4,763,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Donna F. Edwards,Female,Black,,,No,No,Maryland,7/19/22,Representative,4,"29,114",35%,Lost,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matthew F. Fogg,Male,Black,,,No,No,Maryland,7/19/22,Representative,4,663,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gregory Holmes,Male,Black,,,No,No,Maryland,7/19/22,Representative,4,"1,024",1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Glenn F. Ivey,Male,Black,,,No,No,Maryland,7/19/22,Representative,4,"42,791",52%,Won,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert K. McGhee,Male,Unknown,,,No,No,Maryland,7/19/22,Representative,4,549,1%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kim A. Shelton,Female,Black,,,No,No,Maryland,7/19/22,Representative,4,"1,354",2%,Lost,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steny Hoyer,Male,White,,,Yes,No,Maryland,7/19/22,Representative,5,"68,729",71%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Keith Washington,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,5,"9,222",10%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
McKayla Wilkes,Female,Black,,,No,Yes,Maryland,7/19/22,Representative,5,"18,403",19%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
George Gluck,Male,White,,,No,Yes,Maryland,7/19/22,Representative,6,"2,789",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Smilowitz,Male,White,,,No,Yes,Maryland,7/19/22,Representative,6,"8,995",16%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David J. Trone,Male,White,,,Yes,No,Maryland,7/19/22,Representative,6,"44,370",79%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tashi Kimandus Davis,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,7,"7,141",8%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Elihu Eli El,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,7,"1,885",2%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kweisi Mfume,Male,Black,,,Yes,No,Maryland,7/19/22,Representative,7,"80,118",85%,Won,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Wayne ""For Freedom"" McNeal",Male,Black,,,No,Yes,Maryland,7/19/22,Representative,7,"4,890",5%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andalib Odulate,Male,Black,,,No,Yes,Maryland,7/19/22,Representative,8,"7,075",6%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A
Jamie Raskin,Male,White,,,Yes,No,Maryland,7/19/22,Representative,8,"109,055",94%,Won,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A
Rushern L. Baker III,Male,Black,,,No,No,Maryland,7/19/22,Governor,N/A,"26,594",4%,Lost,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
