Player,Position,ID,Draft Year,Projected SPM,Superstar,Starter,Role Player,Bust
Kirk Haston,PF,kirk-haston,2001,-1.25149325,0.002086089,0.039628914,0.327626686,0.630658311
Kimani Ffriend,C,kimani-ffriend,2001,-1.257651026,0.000810466,0.060046418,0.304162756,0.63498036
Damone Brown,SF,damone-brown,2001,-1.259392873,0,0.043803137,0.335952559,0.620244304
Darren Kelly,SG,darren-kelly,2001,-1.273854022,0,0.040028355,0.339174109,0.620797536
Michael Hicks,SG,11-michael-hicks,2001,-1.301078926,0.000337653,0.018562621,0.356263213,0.624836513
Will Solomon,PG,will-solomon,2001,-1.301901339,0,0.025062692,0.342152068,0.63278524
Monty Mack,SG,monty-mack,2001,-1.348996328,0.000139834,0.016068196,0.352726697,0.631065272
Dean Oliver,PG,dean-oliver,2001,-1.359015404,0.000144853,0.028928405,0.309891274,0.661035468
Sean Lampley,SF,sean-lampley,2001,-1.37991231,0.000797273,0.018403013,0.308881541,0.671918173
Terry Black,SF,terry-black,2001,-1.398119302,0.0006797,0.022433509,0.291499208,0.685387583
Cookie Belcher,PG,cookie-belcher,2001,-1.453962107,0.003407041,0.038350711,0.227701564,0.730540684
Eric Chenowith,C,eric-chenowith,2001,-1.462131138,0.000548085,0.030221655,0.236203693,0.733026567
Terrell Lyday,SG,terrell-lyday,2001,-1.486319252,0.001152278,0.018302548,0.26103521,0.719509964
Brandon Wolfram,SF,brandon-wolfram,2001,-1.493459964,0.000271229,0.011532479,0.271560245,0.716636046
Ruben Boumtje Boumtje,C,ruben-boumtje-boumtje,2001,-1.494069369,0,0.020653307,0.236919285,0.742427408
Greg Stevenson,SG,greg-stevenson,2001,-1.529187586,0,0.019692742,0.238860882,0.741446376
Calvin Bowman,C,calvin-bowman,2001,-1.684669305,0,0.005068189,0.168629227,0.826302584
