Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
469,Glascock Group,116,2,no,no,1.223155396707915,B/C,.2547327212035909,.5,1,15.05851078033447,5.365966486533613,9.697398634407449,9.452966017067586,.633977655332612,2,3.798209190368652,20,20,0
470,Brigham Young University,34,4,yes,no,1.233114910002849,B/C,2.066664529023629,.75,.75,16.44090175628662,7.147380329083355,9.298375767809855,10.34488408126312,1.300379097480629,4,16.44090175628662,16.47500038146973,,0
471,Elucd,549,4,no,no,1.267003517884994,B/C,,.5,.75,12.94745445251465,7.55719598031602,5.395112812805219,4.358326424147456,.7924229862086284,0,,,3.682365112624316,.0361929242200101
472,Dane & Associates,71,2,no,no,1.292292975615425,B/C,-.9468322760367825,.5,1,21.30413246154785,5.176883509566855,16.13210329258759,14.546176868878,.6464844216140726,2,-21.30413246154785,-10.60000038146973,3.200000762939453,.7366863760056699
473,GOP Calls,654,2,no,no,1.299843741989501,B/C,-1.073954814432304,1,1,21.04491901397705,6.007385155418485,15.04238819916516,13.5941995134376,.6937330576617211,2,-21.04491901397705,,,0
474,Carroll Strategies,450,5,no,no,1.310058901575354,C/D,-1.913723873068454,.8,.6,9.879275894165039,5.402969768499934,4.481160466271694,3.490799679526417,.6762061060320272,5,-9.879275894165039,-1.651001485188802,4.512893403438581,.9210194783459329
475,CPEC,38,2,no,no,1.355100819765538,C/D,,1,1,16.00404167175293,7.828429101160927,8.180466911198593,10.11403186501444,.7761367971843742,0,,,11.18820155180871,0
476,Riggs Research Services,289,1,no,no,1.36412459779159,C/D,.881171980610354,0,1,33.65322875976563,5.596142205665351,28.06194089470686,27.94753387338189,.7317747712167629,1,33.65322875976563,29,29,0
477,Mitchell Research & Communications,213,72,no,no,1.367857727684729,C-,1.271506102992509,.6944444444444444,.4166666666666667,7.146039035585192,5.793241830072376,1.357651546119406,1.731604513404434,1.274354955684636,47,1.931463769141664,-.1328858369047346,4.792055582085007,.0323268949435118
478,TP Research,452,2,no,no,1.371119784114602,C/D,-1.363687299657571,0,1,15.55398178100586,6.016545535152569,9.542290586459881,8.79403822483834,.7710127482957436,2,-15.55398178100586,-8.315000534057617,7.100002288818359,.3728711962648337
479,Saint Leo University,299,6,no,no,1.426303346028539,C/D,1.750224951152644,.3333333333333333,.6666666666666666,8.502264022827148,5.077131026643766,3.429987336789972,4.778557700494285,.9836851567386024,6,8.502264022827148,6.535661428679924,7.921835013727944,0
480,Target Insyght,330,6,no,no,1.442224482235469,C/D,-.6264708149422075,.75,.3333333333333333,10.35234610239665,6.724533606641607,3.632666836361629,4.523027404860189,1.020477301374625,4,-3.897408485412598,-3.66490713532988,8.810208109320541,0
481,Point Blank Political,550,6,no,no,1.488613590080401,C/D,,.8333333333333334,.8333333333333334,10.66819604237874,7.98123487463683,2.691815508348502,4.370454360321604,1.092613590080401,0,,,9.375758475211496,0
482,Brown University,35,12,yes,no,1.511510387599815,C/D,-.2999860789597562,.8333333333333334,.6666666666666666,11.4294810295105,7.063779319545567,4.370556050571519,6.056145334618686,1.555804520322184,7,-2.211815697806222,-.1750005086263021,5.067988685291959,.2814323363742957
483,McLaughlin & Associates,203,27,no,no,1.556690445522311,C/D,-1.594512296178581,.6851851851851852,.3703703703703703,7.301642523871528,5.342332225222354,1.964164639255763,3.022415901500849,1.378229020219985,27,-3.496718795211227,-4.563259908466408,5.927640923580714,0
484,University of Wyoming,667,3,no,no,1.639473691274899,C/D,2.164692288353329,1,1,15.15284601847331,5.287956800208677,9.869743558871221,7.912315838924292,1.130330834132042,3,15.15284601847331,5,,0
485,Triton Polling & Research,497,2,no,no,1.640410492366879,C/D,1.728580474853516,1,1,17.28580474853516,5.127785686953035,12.16287340218871,10.86010492366879,1.086010492366879,2,17.28580474853516,14.90000152587891,,0
486,Opinion Research Associates,242,14,no,no,1.653558278343774,C/D,2.009217467800046,.6071428571428571,.4285714285714285,9.188911437988281,5.478451762810927,3.715314015783943,4.83269087581601,1.271366967598578,14,7.637391226632254,6.4187454080407,8.697426873935511,0
487,FM3 Research,91,10,no,no,1.72945242899902,C/D,1.894241513625549,.65,.5,9.126483917236328,5.686454395444944,3.444883862397974,6.079239315229755,1.29427583360946,10,8.897290039062501,7.523486524385651,7.502038207745047,0
488,TCJ Research,327,132,no,yes,1.73252349719409,F,-4.368320531183411,.5909090909090909,.4924242424242424,6.437300060734604,4.620029262645345,1.82212513869585,2.119417023837321,1.677473937056623,124,-5.583939398488691,-3.444773641882034,4.378142404254912,0
489,Humphrey Institute,143,12,no,no,1.941500367663174,C/D,.551390790356648,.5,.5,13.2563419342041,6.551074580985915,6.710121693824775,7.109945500472611,1.505034654211784,8,3.786312103271484,3.082291672627131,5.487777584892179,0
490,Indiana University-Purdue University Fort Wayne,150,3,no,no,2.048179028922068,C/D,,0,1,23.41861343383789,9.746905584996625,13.67656218944786,13.57853073467099,1.505241393199845,0,,,,0
491,Nielson Brothers Polling,231,11,no,no,2.217821046616534,C/D,3.76400646115663,.9090909090909091,.7272727272727273,12.26243990117853,5.016595728148748,7.250698513636374,6.131094094035184,1.881964598390385,11,12.26243990117853,8.833333333333334,7.267102288745273,0
492,Jayhawk Consulting Services,157,2,no,no,2.793560294634517,C/D,2.970260141724313,.5,1,37.6134033203125,5.822173433379541,31.79608422753955,28.07399170482939,2.216950640436249,2,37.6134033203125,10.89999771118164,,0
493,Fort Hays State University,101,6,no,no,2.925766982257719,C/D,-1.437339691355343,.6666666666666666,.5,22.10050201416016,8.121156737737067,13.98419961702968,12.40843589819734,2.476527910988802,2,-18.73033142089844,-27.66666666666667,28.25,0
