Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity
432535,TIMETRAVELPP,1,XCP,10
432566,PEPEGOAT,10,XCP,2
432566,DABPEPE,750,XCP,7.5
432567,PONZIPEPE,8,XCP,2.4
432567,IMWITHPEPE,2,XCP,0.48
432569,XCP,0.75,ZEROWINGPEPE,1
432589,SCARFACEPEPE,5,XCP,0.135
432594,DABPEPE,100,XCP,1
432594,PEPECONDOM,21,XCP,0.21
432597,XCP,0.25,PEPEGOAT,1
432598,RAREPEPE,1,XCP,25
432651,SHITCOINCARD,20,XCP,10
432658,XCP,0.3,PEPEGOAT,1
432703,XCP,0.5,SHITCOINCARD,1
432703,DARKPILLPEPE,1,XCP,6.8
432710,XCP,2,PEPELEPEW,20
432719,XCP,2.5,TROUTPEPE,1
432720,XCP,2.25,TROUTPEPE,1
432723,PTSDPEPE,1,XCP,1
432735,XCP,0.05,OPPPEPE,1
432744,DABPEPE,10,XCP,0.1
432762,TECHNOPEPE,1,XCP,15
432784,XCP,33,RAREPEPE,3
432784,XCP,1.68,DANKPEPE,4
432784,XCP,14,RAREPEPE,1
432784,XCP,3.108,DANKPEPE,4
432784,XCP,1,PEPEBREEDER,1
432786,XCP,0.4,GOXPEPE,4
432787,RAREPEPE,2,XCP,20
432799,SHITCOINCARD,1,XCP,0.6
432799,THEARCHIPEPE,1,XCP,2.5
432799,GOXPEPE,10,XCP,1
432801,PEPELEPEW,1,XCP,1
432802,HARAMPEPE,4,XCP,0.38
432802,GRIMPEPE,1,XCP,5
432814,SHITCOINCARD,4,XCP,2.4
432816,PEPEBOY,2,XCP,0.2
432816,STILLPEPE,1,XCP,0.1
432816,ZETAPEPE,1,XCP,0.1
432816,SCARFACEPEPE,5,XCP,0.135
432854,XCP,2,TROUTPEPE,1
432855,GOXPEPE,7,XCP,0.7
432865,XCP,20,TECHNOPEPE,1
432865,XCP,0.5,RAREMRROBOT,1
432867,XCP,2,TROUTPEPE,1
432905,TENPINPUTIN,1,XCP,4
432905,FSBPUTINPEPE,1,XCP,4
432905,DOGGYPUTIN,1,XCP,4
432905,PUTINPEPE,1,XCP,4
432905,NOFUCKSPUTIN,1,XCP,4
432911,XCP,15,RAREPEPE,1
432923,XCP,0.48,IMWITHPEPE,20
432946,XCP,1.1,SHITCOINCARD,10
432978,REDPUTINPEPE,1,XCP,27
432985,XCP,1,PEPEKACHU,1
432986,XCP,0.1,WEAREALLPEPE,2
432992,TROUTPEPE,2,XCP,9.1
433001,XCP,0.1,SHITCOINCARD,1
433005,GOXPEPE,1,XCP,0.1
433015,GOXPEPE,1,XCP,0.1
433015,PEPEKACHU,1,XCP,1.8
433016,PEPEPARTY,1,XCP,0.2
433035,MARVINPEPE,1,XCP,5
433056,SANDWICHPEPE,3,XCP,0.99
433091,DANKPEPE,2,XCP,0.84
433092,HEISENPEPE,1,XCP,0.5
433094,GOXPEPE,25,XCP,2.5
433108,PEPEBOY,2,XCP,0.4
433108,LUCKYPEPE,10,XCP,0.08
433108,JUNSETHPEPE,2,XCP,0.5
433108,SCARFACEPEPE,3,XCP,0.081
433108,PEPECONDOM,2,XCP,0.02
433108,STILLPEPE,1,XCP,0.1
433108,PEPEONECOIN,10,XCP,4.0E-7
433111,XCP,2.5,MARVINPEPE,1
433117,GURUPEPE,1,XCP,0.35
433118,PEPEJOINTSPH,3,XCP,0.0039
433118,STILLPEPE,2,XCP,0.2
433140,XCP,0.035,GURUPEPE,10
433140,XCP,0.267,HYIPPEPE,1
433140,XCP,1.2,PONZIPEPE,240
433140,XCP,1.2,PONZIPEPE,8
433140,XCP,1.2,PONZIPEPE,24
433162,LUCKYPEPE,45,XCP,0.36
433180,XCP,1,PEPELEPEW,2
433181,MARVINPEPE,1,XCP,4.5
433188,PEPENOPOULOS,1,XCP,25
433198,SANDWICHPEPE,3,XCP,0.99
433198,XCP,3,DOGGYPUTIN,1
433198,XCP,2,DOGGYPUTIN,1
433199,XCP,3,TENPINPUTIN,1
433199,XCP,3,NOFUCKSPUTIN,1
433199,XCP,3,FSBPUTINPEPE,1
433199,XCP,3,PUTINPEPE,1
433206,XCP,0.5,RARECOINMEME,1
433207,BIGVERNPEPE,3,XCP,0.3
433207,EYEOFTHEPEPE,2,XCP,1.6
433207,PEPECONDOM,13,XCP,0.13
433207,DANKPEPE,1,XCP,0.42
433207,PONZIPEPE,32,XCP,0.16
433209,STILLPEPE,1,XCP,0.1
433214,PEPEONECOIN,1300,XCP,5.2E-5
433221,TRUMPRARE,1,XCP,0.55555555
433221,RAREPEPE,1,XCP,24
433221,PEPECASH,100,PEPEONECOIN,1
433221,HAIRPEPE,5,XCP,3.15
433221,PEPENATION,2,XCP,1
433221,TRUMPRARE,3,XCP,2.0001
433221,SHITCOINCARD,10,XCP,3
433221,PEPEPARTY,1,XCP,3.33
433221,GOXPEPE,2,XCP,2
433224,DANKPEPE,3,XCP,1.26
433224,PEPEKACHU,1,XCP,2
433224,STILLPEPE,10,XCP,1
433224,KEISERPEPE,1,XCP,1
433224,PEPEGOAT,1,XCP,0.89
433236,SHITCOINCARD,1,XCP,0.3
433236,PONZIPEPE,8,XCP,0.4
433236,ZETAPEPE,1,XCP,0.1
433237,ZETAPEPE,3,XCP,0.3
433237,ZETAPEPE,7,XCP,0.7
433237,PEPEVIAGRA,1,XCP,1.4
433244,XCP,0.04,SHITCOINCARD,2
433256,XCP,15,RAREPEPE,1
433274,XCP,0.3,DANKPEPE,1
433274,XCP,0.9,MAGICPEPEYE,2
433314,STILLPEPE,10,XCP,1
433319,CIRCLEOFPEPE,1,XCP,0.7
433321,INCREDIEPEPE,2,XCP,1.4
433326,PEPEKACHU,1,XCP,2
433329,HERNIAPEPE,4,XCP,4
433332,GOXPEPE,2,XCP,1.8
433332,HEISENPEPE,9,XCP,4.5
433338,ZETAPEPE,1,XCP,0.1
433342,PEPEPHONEHOM,1,XCP,0.6
433342,JALAPEPE,1,XCP,0.6
433348,GOXPEPE,3,XCP,3
433357,PEPEJOINTSPH,1,XCP,0.0013
433357,BANANAPEPE,1,XCP,0.001
433357,SCARFACEPEPE,1,XCP,0.027
433387,DANKPEPE,1,XCP,0.4
433390,PEPEBOY,1,XCP,0.3
433392,EYEOFTHEPEPE,8,XCP,6.4
433393,SANDWICHPEPE,5,XCP,1.65
433393,PUTINPEPE,1,XCP,2.5
433399,RAREPEPESS,1,XCP,0.1
433412,WEAREALLPEPE,4,XCP,0.56
433412,HARAMPEPE,1,XCP,0.095
433413,PEPECASH,111,FORTYTWOPEPE,1
433431,JONGPEPE,1,XCP,60
433444,PEPEPHONEHOM,1,XCP,0.6
433456,CHERPEPEFOIL,1,XCP,5
433459,JALAPEPE,1,XCP,0.6
433478,UFOPEPE,1,XCP,0.6
433483,SHITCOINCARD,5,XCP,1.25
433487,ZETAPEPE,1,XCP,0.1
433503,EYEOFTHEPEPE,1,XCP,1
433503,PEPEGOAT,10,XCP,9.5
433505,TROUTPEPE,1,XCP,4.5
433506,TROUTPEPE,1,XCP,4.55
433507,WHISKEYPEPE,2,XCP,0.1
433507,HARAMPEPE,1,XCP,0.095
433507,HARAMPEPE,1,XCP,0.1
433507,BANEPEPE,1,XCP,0.3
433507,IMWITHPEPE,2,XCP,0.4
433512,WHISKEYPEPE,3,XCP,0.15
433515,RAIRPEPE,1,XCP,0.5
433516,JACKPOTPEPE,1,XCP,1
433518,BANANAPEPE,3,XCP,0.003
433521,PEPEJOINTSPH,3,XCP,0.0039
433523,SEAMANPEPE,4,XCP,1.6
433527,SHITCOINCARD,7,XCP,2.1
433527,XCP,1,HERNIAPEPE,4
433528,PEPECASTRO,1,XCP,0.8
433530,XCP,1,EGGPLANTPEPE,2
433531,XCP,1,MORPHEUSPEPE,1
433540,JUNSETHPEPE,2,XCP,0.5
433541,SCARFACEPEPE,3,XCP,0.081
433542,MOONPEPE,3,XCP,0.039
433543,HARAMPEPE,1,XCP,0.1
433550,PUTINPEPE,1,XCP,2.6
433550,WEAREALLPEPE,6,XCP,0.84
433551,MOONPEPE,1,XCP,0.013
433552,LUCKYPEPE,13,XCP,0.091
433552,MOONPEPE,9,XCP,0.117
433562,RAIRPEPE,1,XCP,0.5
433575,LUCKYPEPE,1,XCP,0.007
433583,LUCKYPEPE,1,XCP,0.007
433600,RAREPEPE,1,XCP,22.5
433600,RAREPEPE,1,XCP,20
433603,KEISERPEPE,11,XCP,11
433603,JUNSETHPEPE,39,XCP,9.75
433619,PUTINPEPE,1,XCP,2.7
433623,WHISKEYPEPE,10,XCP,0.5
433624,REPOPEPE,99,PEPECASH,19.8
433624,SALTANDPEPE,1,XCP,0.6
433624,MOONPEPE,3,XCP,0.39
433624,PRIVATEPEPE,1,XCP,0.5
433625,ZEROWINGPEPE,5,XCP,2.5
433638,TRUMPRARE,1,XCP,0.79434445
433638,TRUMPRARE,1,XCP,0.79
433638,TRUMPRARE,1,XCP,0.79434445
433640,SHITCOINCARD,3,XCP,0.9
433659,PEPEONECOIN,10000,XCP,0.0003
433670,PEPEJOINTSPH,100,XCP,0.13
433671,PEPECONDOM,3,XCP,0.051
433673,XCP,125,RAREPEPEPRTY,1000
433674,JUNSETHPEPE,3,XCP,0.75
433674,JUNSETHPEPE,1,XCP,0.25
433675,RAREPEPEPRTY,1000,XCP,125
433675,SHITCOINCARD,3,XCP,0.9
433677,SHITCOINCARD,7,XCP,2.1
433677,PEPEONECOIN,182827690,XCP,5.4848307
433681,RAREPEPEPRTY,500,XCP,125
433682,RAREPEPEPRTY,15,XCP,3.75
433685,RAREPEPEPRTY,52,XCP,13
433689,RAIRPEPE,2,XCP,1
433690,STILLPEPE,3,XCP,0.9
433691,DARKPILLPEPE,1,XCP,5.8
433692,LORDKEK,0.003,XCP,1.26
433692,PEPEVIAGRA,1,XCP,1.4
433695,LUCKYPEPE,100,XCP,0.7
433698,RAREPEPEPRTY,250,XCP,62.5
433701,PUTINPEPE,1,XCP,2.8
433701,SANDWICHPEPE,1,XCP,1
433703,JUNSETHPEPE,2,XCP,0.5
433706,STILLPEPE,5,XCP,1.35
433708,RAREPEPEPRTY,200,XCP,50
433710,STILLPEPE,1,XCP,0.3
433710,ZEROWINGPEPE,1,XCP,0.75
433710,JUNSETHPEPE,4,XCP,1
433714,RAREPEPEPRTY,60,XCP,15
433725,XCP,1,HERNIAPEPE,4
433726,JUNSETHPEPE,10,XCP,2.5
433726,XCP,0.79434445,TRUMPRARE,1
433729,NOFAPPEPE,3,XCP,0.3
433729,TLCPEPE,3,XCP,0.45
433735,WEAREALLPEPE,1,XCP,0.13
433737,JALAPEPE,1,XCP,0.6
433749,GURUPEPE,6,XCP,1.14
433749,STILLPEPE,3,XCP,0.9
433762,PEPEKACHU,1,XCP,2
433774,RAREPEPEPRTY,1200,XCP,300
433776,RAREPEPEPRTY,14,XCP,3.5
433782,RAREPEPEPRTY,1691,XCP,422.75
433787,SADMILKPEPE,3,XCP,2.25
433791,MOONPEPE,1,XCP,0.13
433791,CIRCLEOFPEPE,1,XCP,0.7
433791,DANKPEPE,3,XCP,0.75
433791,RAREPEPEPRTY,18,XCP,4.5
433791,ZIKAPEPE,1,XCP,0.44
433793,RAREPEPEPRTY,5,XCP,2
433797,RAREPEPEPRTY,293,XCP,131.85
433797,RAREPEPEPRTY,295,XCP,118
433802,JUNSETHPEPE,1,XCP,0.25
433804,HAIRPEPE,1,XCP,0.5
433807,NOFUCKSPUTIN,1,XCP,2.5
433807,NOFUCKSPUTIN,1,XCP,1.9
433807,DANKPEPE,100,XCP,25
433807,BARRYPEPE,1,XCP,2.6
433807,PEPEMILLION,1,XCP,10
433807,PEPEGOAT,1,XCP,1.3
433807,GOXPEPE,1,XCP,0.9
433807,LUCKYPEPE,100,XCP,0.6
433807,HEISENPEPE,1,XCP,0.3
433807,CIRCLEOFPEPE,1,XCP,0.7
433807,BANANAPEPE,1000,XCP,1
433807,MOONPEPE,9,XCP,1.17
433807,NOFAPPEPE,10,XCP,1
433807,GURUPEPE,3,XCP,0.57
433807,SHITCOINCARD,10,XCP,3
433807,PEPEGATES,1,XCP,0.6
433807,TLCPEPE,20,XCP,3
433807,RAIRPEPE,2,XCP,1
433807,ZEROWINGPEPE,4,XCP,3
433823,TENPINPUTIN,1,XCP,1.9
433823,PUTINPEPE,1,XCP,2.9
433823,DOGGYPUTIN,1,XCP,2.5
433823,FSBPUTINPEPE,1,XCP,2.5
433823,TENPINPUTIN,1,XCP,2.5
433823,FSBPUTINPEPE,1,XCP,1.9
433825,GURUPEPE,2,XCP,0.38
433825,TLCPEPE,2,XCP,0.3
433825,IMWITHPEPE,1,XCP,0.2
433825,NOFAPPEPE,3,XCP,0.3
433826,GURUPEPE,6,XCP,1.14
433826,LUCKYPEPE,35,XCP,0.245
433826,DANKPEPE,50,XCP,12.5
433829,DANKPEPE,30,XCP,7.5
433829,DANKPEPE,70,XCP,17.5
433832,LUCKYPEPE,1,XCP,0.008
433834,XCP,0.38,GURUPEPE,2
433835,PEPEOFTHEUSA,2,XCP,1.4
433838,DOGGYPUTIN,1,XCP,2.6
433840,DANKPEPE,1,XCP,0.25
433840,RAREPEPE,1,XCP,30
433840,RAREPEPE,1,XCP,25
433844,LORDKEK,5.0E-6,XCP,0.0021
433849,JWPEPE,150,XCP,0.0216
433867,XCP,0.1,ZETAPEPE,1
433867,XCP,0.1,ZETAPEPE,1
433873,PEPEJOINTSPH,2,XCP,0.0026
433873,JWPEPE,100,XCP,0.0144
433877,BANEPEPE,1,XCP,0.3
433877,SHITCOINCARD,1,XCP,0.3
433877,HEISENPEPE,1,XCP,0.3
433877,DRATHPEPE,1,XCP,2
433882,GURUPEPE,2,XCP,0.36
433882,PEPEJOINTSPH,1000,XCP,1.3
433882,HEISENPEPE,2,XCP,0.6
433882,WILDPEPE,250,XCP,4.5
433882,STILLPEPE,4,XCP,1.2
433882,XCP,0.67,TRUMPRARE,1
433882,WHISKEYPEPE,10,XCP,0.5
433883,SHITCOINCARD,1,XCP,0.3
433883,PEPENATION,0.5,XCP,0.2
433889,BANANAPEPE,1,XCP,0.001
433896,GOXPEPE,1,XCP,1
433896,SHITCOINCARD,2,XCP,0.58
433901,XCP,28,RAREPEPE,1
433905,JWPEPE,1,XCP,0.000144
433906,GRIMPEPE,1,XCP,10
433907,RAREPEPESHOW,1,XCP,2.5
433914,RAREPEPEPRTY,300,XCP,135
433923,MAGICPEPEYE,2,XCP,1.9
433923,XCP,0.25,DANKPEPE,1
433923,BANANAPEPE,1025,XCP,1.025
433923,EGGPLANTPEPE,3,XCP,0.9
433923,XCP,0.13,MOONPEPE,1
433923,XCP,0.6,DANKPEPE,2
433923,PEPEOFTHEUSA,1,XCP,0.7
433923,PEPEVIAGRA,1,XCP,1.6
433923,JWPEPE,10,XCP,0.00144
433923,HYIPPEPE,3,XCP,1.5
433930,MOONPEPE,3,XCP,0.39
433930,SCARFACEPEPE,5,XCP,0.135
433930,WHISKEYPEPE,2,XCP,0.1
433930,XCP,0.5,SADMILKPEPE,1
433930,SEAMANPEPE,1,XCP,0.25
433930,JWPEPE,1,XCP,0.000144
433932,LORDKEK,0.00013,XCP,0.0546
433935,XCP,1.6,TRUMPRARE,4
433937,NOFAPPEPE,5,XCP,0.5
433952,BANEPEPE,2,XCP,0.6
433958,GOXPEPE,1,XCP,1
433958,SHITCOINCARD,1,XCP,0.3
433960,HYIPPEPE,7,XCP,3.5
433963,UNLUCKYPEPE,1,XCP,2.7
433963,HOTLINEPEPE,1,XCP,0.1
433966,XCP,0.5,BLOCKPEPE,2
433967,XCP,0.12,ZETAPEPE,1
433970,HOTLINEPEPE,5,XCP,0.5
433970,NOFAPPEPE,10,XCP,1
433973,MAGICPEPEYE,1,XCP,0.95
433974,RPJAILEXIT,1,XCP,1
433974,JWPEPE,5000,XCP,0.72
433975,BLOCKPEPE,1,XCP,0.4
433977,PEPELLUM,1,XCP,2
433977,TOPCUCK,10,XCP,1.1
433977,PONZIPEPE,2,XCP,1
433991,HERNIAPEPE,1,XCP,0.75
433995,XCP,0.75,PEPEBROS,3
434022,GOXPEPE,1,XCP,1
434023,STILLPEPE,20,XCP,2
434026,STILLPEPE,20,XCP,2
434028,PEPEJOINTSPH,146,XCP,0.1898
434035,TROUTPEPE,1,XCP,7
434035,XCP,0.13,WEAREALLPEPE,1
434036,KEISERPEPE,1,XCP,1
434036,TRUMPRARE,1,XCP,0.79
434036,RAREPEPE,1,XCP,30
434037,TROUTPEPE,1,XCP,7
434038,JACKPOTPEPE,2,XCP,1
434038,REPOPEPE,1,XCP,1
434041,TOPCUCK,1,XCP,0.11
434042,TRUMPRARE,1,XCP,0.79434445
434044,DEBATEPEPE,1,XCP,0.1
434046,RAREPEPE,1,XCP,35
434046,GADSDENPEPE,1,XCP,0.5
434048,JWPEPE,138737,XCP,19.978128
434048,BLOCKPEPE,1,XCP,0.4
434048,HOTLINEPEPE,4,XCP,0.4
434048,UNLUCKYPEPE,1,XCP,2.8
434048,PEPEINSHADES,10,XCP,6
434049,DOGGYPUTIN,1,XCP,2.7
434049,NOFUCKSPUTIN,1,XCP,2.6
434049,FSBPUTINPEPE,1,XCP,2.6
434049,SHITCOINCARD,6,XCP,2.82
434049,TENPINPUTIN,1,XCP,2.6
434049,REDPUTINPEPE,1,XCP,28
434049,ZZTOPEPE,1,XCP,25
434049,MARVINPEPE,1,XCP,7
434049,PEPEMILLION,1,XCP,20
434049,SADMILKPEPE,5,XCP,2.5
434049,STILLPEPE,1,XCP,0.1
434050,GOXPEPE,1,XCP,1
434050,WHISKEYPEPE,10,XCP,0.5
434051,SHITCOINCARD,1,XCP,0.47
434051,SCARFACEPEPE,1,XCP,0.027
434051,EYEOFTHEPEPE,1,XCP,5
434051,GOXPEPE,1,XCP,1
434051,PUTINPEPE,1,XCP,9
434052,WHISKEYPEPE,1,XCP,0.05
434052,PEPENATION,8.5,XCP,3.4
434052,TROUTPEPE,1,XCP,7
434053,TROUTPEPE,1,XCP,7
434060,TROUTPEPE,1,XCP,7
434061,TROUTPEPE,1,XCP,7.25
434062,TROUTPEPE,1,XCP,7.25
434063,TROUTPEPE,1,XCP,7.25
434063,DARKPILLPEPE,1,XCP,3
434063,PONZIPEPE,4,XCP,2
434063,TENPINPUTIN,1,XCP,2.7
434063,GOXPEPE,5,XCP,7.5
434063,ZEROWINGPEPE,5,XCP,5
434063,BARRYPEPE,1,XCP,2.4
434065,TROUTPEPE,1,XCP,7.5
434065,HARDPEPEFORK,1,XCP,13
434065,LORDKEK,0.0048113,XCP,2.020746
434065,GADSDENPEPE,4,XCP,2
434065,RAREPEPESHOW,1,XCP,3
434068,NOFUCKSPUTIN,1,XCP,2.7
434068,PEPEOFTHEUSA,1,XCP,0.7
434069,FSBPUTINPEPE,1,XCP,2.7
434069,XCP,0.5,SALTYTADPEPE,1
434069,XCP,3,GOXPEPE,2
434069,XCP,6,SALTYTADPEPE,10
434070,XCP,1,BAPEPE,1
434070,XCP,8,GADSDENPEPE,16
434070,XCP,0.5,XOBLORTPEPE,1
434070,HYIPPEPE,10,XCP,5
434071,XCP,2,TENPINPUTIN,1
434073,STILLPEPE,1,XCP,0.1
434075,GOXPEPE,2,XCP,3.98
434076,XCP,2,PEPEKACHU,1
434077,XCP,0.1,OPPPEPE,1
434079,VERIFIEDPEPE,3,XCP,0.15
434079,GOXPEPE,5,XCP,10
434081,XCP,6.5,PUTINPEPE,1
434081,TRUMPRARE,1,XCP,0.79434445
434086,XCP,0.6,SALTYTADPEPE,1
434086,VERIFIEDPEPE,30,XCP,1.5
434087,PRIVATEPEPE,2,XCP,1
434089,SEAMANPEPE,1,XCP,0.2
434089,PEPEBURGUNDY,2,XCP,8
434089,PEPEPHONEHOM,5,XCP,2.5
434091,GADSDENPEPE,1,XCP,1
434091,HERNIAPEPE,1,XCP,0.75
434091,NOFAPPEPE,10,XCP,1
434092,HERNIAPEPE,2,XCP,1.5
434092,JALAPEPE,5,XCP,3
434092,VERIFIEDPEPE,100,XCP,5
434093,MOONPEPE,3,XCP,1.5
434096,SADMILKPEPE,5,XCP,3.75
434097,SANDWICHPEPE,1,XCP,6
434099,VERIFIEDPEPE,2,XCP,0.1
434100,WEAREALLPEPE,1,XCP,0.14
434100,UNLUCKYPEPE,1,XCP,2.9
434100,WEAREALLPEPE,1,XCP,0.15
434100,BARRYPEPE,1,XCP,2.5
434101,RPJAILEXIT,2,XCP,1.5
434101,PEPEOFTHEUSA,3,XCP,2.1
434101,SADMILKPEPE,1,XCP,1
434101,MONALISAPEPE,1,XCP,1
434101,JWPEPE,1,XCP,1
434101,BLOCKPEPE,10,XCP,4
434101,CIRCLEOFPEPE,1,XCP,0.8
434102,VERIFIEDPEPE,20,XCP,1
434102,PEPEONECOIN,16696,XCP,0.00050088
434102,WANKSYPEPE,3,XCP,0.9
434102,DEBATEPEPE,5,XCP,0.5
434102,MONALISAPEPE,1,XCP,1
434103,VERIFIEDPEPE,2,XCP,0.1
434103,XCP,0.06,WILDPEPE,3
434104,XCP,36,RAREPEPESHOW,12
434105,SCARFACEPEPE,1,XCP,0.027
434105,UNLUCKYPEPE,1,XCP,2.9
434105,CIRCLEOFPEPE,1,XCP,0.8
434110,PUTINPEPE,1,XCP,8.3
434112,TIMETRAVELPP,1,XCP,8
434112,SHITCOINCARD,1,XCP,0.48
434112,HAIRPEPE,1,XCP,0.35
434115,TIMETRAVELPP,1,XCP,8
434115,SHITCOINCARD,3,XCP,1.44
434115,XCP,35,RAREPEPE,1
434118,TIMETRAVELPP,1,XCP,8
434119,XCP,2.2,ZIKAPEPE,2
434119,XCP,8,ZIKAPEPE,10
434119,XCP,2.2,ZIKAPEPE,1
434119,XCP,0.7,ZIKAPEPE,1
434123,TECHNOPEPE,1,XCP,20
434123,XCP,5.5,SADMILKPEPE,10
434134,XCP,5.7,SALTYTADPEPE,6
434134,XCP,1.5,PEPEBEEFTAXI,1
434134,XCP,0.225,TRUMPRARE,1
434134,XCP,4.75,SALTYTADPEPE,5
434134,XCP,1.5,SHITCOINCARD,5
434134,XCP,0.6,UFOPEPE,1
434136,SHITCOINCARD,3,XCP,1.44
434136,SHITCOINCARD,3,XCP,1.44
434137,DANKPEPE,1,XCP,0.75
434137,DANKPEPE,1,XCP,0.5
434138,BUPEPE,1,XCP,2.49
434138,TRUMPRARE,1,XCP,2.5
434139,RPJAILEXIT,2,XCP,2
434139,RPJAILEXIT,1,XCP,0.75
434140,DAOPEPEHACK,1,XCP,3.5
434140,SALTYTADPEPE,1,XCP,1.5
434140,SADMILKPEPE,1,XCP,0.99
434140,PEPEINSHADES,1,XCP,1.2
434140,ZIKAPEPE,3,XCP,1.99999998
434141,HILLARYPEPE,1,XCP,0.25
434141,TIMETRAVELPP,1,XCP,8
434141,EGGPLANTPEPE,10,XCP,3
434142,WHISKEYPEPE,10,XCP,0.5
434142,SEAMANPEPE,6,XCP,1.44
434142,SPACEDADDY,1,XCP,1.5
434142,SEAMANPEPE,4,XCP,0.96
434142,RGBPEPE,10,XCP,3
434142,JACKPOTPEPE,2,XCP,1
434142,MOONPEPE,6,XCP,3
434142,GADSDENPEPE,1,XCP,1
434143,JALAPEPE,1,XCP,0.6
434143,DEBATEPEPE,2,XCP,0.1998
434143,VERIFIEDPEPE,1,XCP,0.05
434143,SALTANDPEPE,1,XCP,0.6
434147,RAREPEPEPRTY,27,XCP,12.15
434147,RAREPEPEPRTY,100,XCP,46
434150,HYIPPEPE,6,XCP,3
434150,SHITCOINCARD,5,XCP,2.4
434152,RAREPEPESS,5,XCP,0.5
434155,XCP,1,NICOSARKOS,1
434155,XCP,1,MARINEPEINE,1
434159,PEPEBROS,1,XCP,1
434160,JALAPEPE,1,XCP,0.6
434160,WHISKEYPEPE,12,XCP,0.6
434160,WILDPEPE,3,XCP,0.3
434160,TROUTPEPE,1,XCP,7.5
434160,VERIFIEDPEPE,10,XCP,0.5
434160,GOXPEPE,2,XCP,4
434161,HILLARYPEPE,1,XCP,0.25
434165,SHITCOINCARD,1,XCP,0.5
434166,XCP,0.9,MARINEPEINE,1
434166,XCP,0.9,NICOSARKOS,1
434171,HERNIAPEPE,1,XCP,0.75
434171,TOPCUCK,13,XCP,1.3
434171,PEPEBOY,1,XCP,0.3
434171,PEPEBONGSPHP,2,XCP,0.66
434171,STILLPEPE,3,XCP,0.3
434177,MONALISAPEPE,1,XCP,1
434179,PEPENATION,2,XCP,0.8
434180,PEPEBOY,4,XCP,1.2
434183,NICOSARKOS,1,XCP,1
434188,HARDPEPEFORK,1,XCP,5.7
434188,PEPEOFTHEUSA,1,XCP,0.7
434188,WHISKEYPEPE,10,XCP,0.5
434188,RAREPEPEPRTY,21,XCP,10.29
434189,HERNIAPEPE,2,XCP,1.5
434190,XCP,3,THEARCHIPEPE,1
434190,XCP,3.5,DAOPEPEHACK,1
434193,TROUTPEPE,1,XCP,7.5
434196,PEPESUS,10,XCP,1
434196,TROUTPEPE,1,XCP,7.65
434202,PEPEONECOIN,10000000,XCP,0.3
434202,XCP,1,PEPEGATES,1
434204,XCP,2.75,SANDWICHPEPE,1
434205,BINARYPEPE,1,XCP,15
434205,XCP,3.96,GURUPEPE,99
434205,TROUTPEPE,1,XCP,7.65
434206,XCP,1,SANDWICHPEPE,1
434206,PEPECASH,5000,BARRYPEPE,1
434206,ZEROWINGPEPE,1,XCP,1.2
434206,TOPCUCK,10,XCP,1
434206,STILLPEPE,55,XCP,5.5
434206,TROUTPEPE,1,XCP,7.75
434206,HERNIAPEPE,1,XCP,0.9
434206,GURUPEPE,5,XCP,0.5
434206,LUCKYPEPE,10,XCP,1
434206,GOXPEPE,1,XCP,1.9
434207,XCP,1.7,GOXPEPE,2
434207,WEAREALLPEPE,1,XCP,1
434207,PEPESUS,4,XCP,1
434207,ZETAPEPE,1,XCP,0.24
434207,XCP,1.2,GOXPEPE,1
434207,BARRYPEPE,1,XCP,2.7
434208,SALTANDPEPE,1,XCP,0.6
434208,PEPEPHONEHOM,45,XCP,22.5
434208,XCP,0.13,WEAREALLPEPE,1
434208,TENPINPUTIN,1,XCP,2.8
434208,DOGGYPUTIN,1,XCP,2.8
434208,JALAPEPE,43,XCP,25.8
434209,STILLPEPE,10,XCP,2
434209,FSBPUTINPEPE,1,XCP,2.8
434209,PEPEONECOIN,100000000,XCP,3
434209,PEPESUS,1,XCP,0.25
434209,UNLUCKYPEPE,1,XCP,3.2
434210,MONALISAPEPE,1,XCP,1
434210,XCP,10.5,DAOPEPEHACK,3
434210,RAREPEPESS,10,XCP,1
434211,PEPECASH,1000,HYIPPEPE,1
434211,DAOPEPEHACK,1,XCP,7
434211,DAOPEPEHACK,1,XCP,6.66
434211,PEPECASH,1000,EGGPLANTPEPE,1
434212,DANKPEPE,1,XCP,1
434212,DANKPEPE,1,XCP,0.75
434212,DANKPEPE,1,XCP,1
434214,TRUMPRARE,1,XCP,0.4
434214,TRUMPRARE,8,XCP,4
434222,PEPEONECOIN,2500000,XCP,0.075
434222,BAPEPE,3,XCP,9
434222,UNLUCKYPEPE,1,XCP,3.3
434226,XCP,0.037,SHITCOINCARD,1
434227,VERIFIEDPEPE,12,XCP,0.6
434231,XCP,2,BOMINABLPEPE,1
434231,XCP,1,TSUPEPE,1
434231,XCP,1,TSUPEPE,1
434232,XCP,3.75,PEPECASTRO,1
434234,LUCKYPEPE,1000,XCP,8
434235,PEPEPARTY,2,XCP,1
434235,TLCPEPE,5,XCP,0.75
434235,INCREDIEPEPE,3,XCP,1.8
434235,RAIRPEPE,5,XCP,2.5
434235,PRIVATEPEPE,3,XCP,2.1
434236,XCP,1.75,PEPEPARTY,5
434236,XCP,10,PEPEPARTY,50
434236,XCP,2.5,IMWITHPEPE,10
434240,MCPEPE,2,XCP,1.5
434240,BBOYPEPE,2,XCP,1
