year,month,date_of_month,day_of_week,births
2012,10,30,2,12011
2012,10,31,3,11012
2012,11,1,4,13042
2012,11,2,5,12692
2012,11,3,6,8224
2012,11,4,7,7436
2012,11,5,1,11885
2012,11,6,2,12690
2012,11,7,3,12536
2012,11,8,4,12386
2012,11,9,5,12374
2012,11,10,6,8172
2012,11,11,7,7219
2012,11,12,1,12036
2012,11,13,2,12364
2012,11,14,3,12728
2012,11,15,4,12812
2012,11,16,5,12555
2012,11,17,6,8503
2012,11,18,7,7390
2012,11,19,1,12916
2012,11,20,2,13427
2012,11,21,3,12083
2012,11,22,4,7267
2012,11,23,5,9171
2012,11,24,6,7651
2012,11,25,7,7191
2012,11,26,1,12403
2012,11,27,2,13296
2012,11,28,3,12614
2012,11,29,4,12503
2012,11,30,5,11740
2012,12,1,6,8248
2012,12,2,7,7204
2012,12,3,1,11833
2012,12,4,2,12566
2012,12,5,3,12313
2012,12,6,4,12084
2012,12,7,5,11733
2012,12,8,6,7995
2012,12,9,7,7003
2012,12,10,1,11529
2012,12,11,2,12234
2012,12,12,3,14667
2012,12,13,4,11893
2012,12,14,5,11872
2012,12,15,6,7913
2012,12,16,7,7146
2012,12,17,1,11979
2012,12,18,2,13305
2012,12,19,3,12849
2012,12,20,4,13109
2012,12,21,5,13186
2012,12,22,6,8396
2012,12,23,7,6845
2012,12,24,1,7614
2012,12,25,2,6325
2012,12,26,3,11362
2012,12,27,4,14126
2012,12,28,5,13888
2012,12,29,6,9030
2012,12,30,7,7545
2012,12,31,1,10634
2013,1,1,2,7537
2013,1,2,3,10887
2013,1,3,4,12616
2013,1,4,5,12431
2013,1,5,6,8332
2013,1,6,7,7271
2013,1,7,1,11463
2013,1,8,2,12040
2013,1,9,3,11598
2013,1,10,4,11887
2013,1,11,5,12082
2013,1,12,6,8140
2013,1,13,7,7092
2013,1,14,1,11401
2013,1,15,2,11953
2013,1,16,3,11678
2013,1,17,4,12113
2013,1,18,5,11846
2013,1,19,6,7708
2013,1,20,7,7001
2013,1,21,1,10777
2013,1,22,2,11835
2013,1,23,3,11917
2013,1,24,4,12016
2013,1,25,5,11638
2013,1,26,6,8047
2013,1,27,7,6916
2013,1,28,1,11520
2013,1,29,2,12168
2013,1,30,3,11752
2013,1,31,4,11690
2013,2,1,5,11995
2013,2,2,6,7881
2013,2,3,7,6876
2013,2,4,1,11237
2013,2,5,2,12114
2013,2,6,3,11617
2013,2,7,4,12025
2013,2,8,5,11959
2013,2,9,6,7776
2013,2,10,7,6735
2013,2,11,1,11460
2013,2,12,2,12243
2013,2,13,3,11648
2013,2,14,4,12422
2013,2,15,5,11914
2013,2,16,6,7902
2013,2,17,7,7044
2013,2,18,1,10863
2013,2,19,2,12137
2013,2,20,3,11941
2013,2,21,4,11899
2013,2,22,5,11778
2013,2,23,6,7866
2013,2,24,7,6914
2013,2,25,1,11358
2013,2,26,2,11982
2013,2,27,3,11695
2013,2,28,4,11601
2013,3,1,5,12075
2013,3,2,6,7836
2013,3,3,7,7098
2013,3,4,1,11667
2013,3,5,2,12172
2013,3,6,3,11800
2013,3,7,4,11918
2013,3,8,5,11787
2013,3,9,6,7946
2013,3,10,7,6610
2013,3,11,1,11591
2013,3,12,2,12102
2013,3,13,3,11937
2013,3,14,4,11831
2013,3,15,5,11811
2013,3,16,6,7906
2013,3,17,7,7134
2013,3,18,1,11825
2013,3,19,2,12070
2013,3,20,3,12024
2013,3,21,4,12096
2013,3,22,5,11949
2013,3,23,6,7876
2013,3,24,7,6956
2013,3,25,1,11619
2013,3,26,2,12199
2013,3,27,3,12204
2013,3,28,4,12006
2013,3,29,5,10986
2013,3,30,6,7863
2013,3,31,7,6735
2013,4,1,1,10440
2013,4,2,2,12389
2013,4,3,3,12081
2013,4,4,4,12019
2013,4,5,5,11858
2013,4,6,6,7789
2013,4,7,7,6796
2013,4,8,1,11423
2013,4,9,2,12074
2013,4,10,3,11759
2013,4,11,4,11765
2013,4,12,5,11494
2013,4,13,6,7643
2013,4,14,7,6898
2013,4,15,1,11318
2013,4,16,2,12168
2013,4,17,3,11765
2013,4,18,4,11665
2013,4,19,5,11511
2013,4,20,6,7718
2013,4,21,7,6722
2013,4,22,1,11410
2013,4,23,2,11956
2013,4,24,3,11537
2013,4,25,4,11620
2013,4,26,5,11442
2013,4,27,6,7651
2013,4,28,7,6852
2013,4,29,1,11259
2013,4,30,2,11825
2013,5,1,3,11948
2013,5,2,4,11787
2013,5,3,5,11805
2013,5,4,6,7714
2013,5,5,7,6609
2013,5,6,1,11316
2013,5,7,2,12275
2013,5,8,3,11867
2013,5,9,4,11628
2013,5,10,5,11813
2013,5,11,6,7727
2013,5,12,7,7060
2013,5,13,1,11289
2013,5,14,2,12345
2013,5,15,3,12184
2013,5,16,4,12145
2013,5,17,5,11945
2013,5,18,6,7764
2013,5,19,7,7049
2013,5,20,1,11968
2013,5,21,2,12685
2013,5,22,3,12366
2013,5,23,4,12523
2013,5,24,5,12265
2013,5,25,6,8156
2013,5,26,7,6880
2013,5,27,1,7351
2013,5,28,2,12462
2013,5,29,3,13062
2013,5,30,4,12798
2013,5,31,5,12082
2013,6,1,6,8320
2013,6,2,7,7015
2013,6,3,1,11718
2013,6,4,2,12315
2013,6,5,3,12343
2013,6,6,4,11935
2013,6,7,5,12203
2013,6,8,6,8184
2013,6,9,7,7306
2013,6,10,1,11852
2013,6,11,2,12304
2013,6,12,3,11924
2013,6,13,4,12096
2013,6,14,5,12046
2013,6,15,6,8235
2013,6,16,7,7267
2013,6,17,1,12166
2013,6,18,2,12754
2013,6,19,3,12217
2013,6,20,4,12417
2013,6,21,5,12175
2013,6,22,6,8301
2013,6,23,7,7435
2013,6,24,1,12033
2013,6,25,2,12819
2013,6,26,3,12526
2013,6,27,4,12733
2013,6,28,5,12585
2013,6,29,6,8325
2013,6,30,7,7319
2013,7,1,1,12558
2013,7,2,2,13437
2013,7,3,3,13247
2013,7,4,4,8883
2013,7,5,5,11318
2013,7,6,6,8420
2013,7,7,7,7454
2013,7,8,1,12493
2013,7,9,2,13408
2013,7,10,3,12915
2013,7,11,4,12806
2013,7,12,5,12535
2013,7,13,6,8485
2013,7,14,7,7536
2013,7,15,1,12506
2013,7,16,2,13083
2013,7,17,3,12912
2013,7,18,4,12824
2013,7,19,5,12528
2013,7,20,6,8389
2013,7,21,7,7564
2013,7,22,1,12544
2013,7,23,2,13316
2013,7,24,3,12804
2013,7,25,4,12860
2013,7,26,5,12249
2013,7,27,6,8328
2013,7,28,7,7492
2013,7,29,1,12096
2013,7,30,2,12880
2013,7,31,3,12625
2013,8,1,4,12971
2013,8,2,5,12561
2013,8,3,6,8539
2013,8,4,7,7600
2013,8,5,1,12434
2013,8,6,2,13055
2013,8,7,3,13109
2013,8,8,4,13207
2013,8,9,5,12756
2013,8,10,6,8777
2013,8,11,7,7797
2013,8,12,1,12391
2013,8,13,2,12975
2013,8,14,3,13049
2013,8,15,4,13101
2013,8,16,5,12702
2013,8,17,6,8747
2013,8,18,7,7612
2013,8,19,1,12426
2013,8,20,2,13051
2013,8,21,3,12903
2013,8,22,4,12873
2013,8,23,5,12805
2013,8,24,6,8801
2013,8,25,7,7638
2013,8,26,1,12293
2013,8,27,2,13131
2013,8,28,3,13129
2013,8,29,4,12873
2013,8,30,5,12814
2013,8,31,6,8759
2013,9,1,7,7620
2013,9,2,1,7896
2013,9,3,2,12910
2013,9,4,3,13680
2013,9,5,4,13337
2013,9,6,5,12876
2013,9,7,6,8800
2013,9,8,7,7737
2013,9,9,1,12653
2013,9,10,2,13440
2013,9,11,3,12074
2013,9,12,4,13460
2013,9,13,5,12669
2013,9,14,6,8795
2013,9,15,7,7865
2013,9,16,1,12842
2013,9,17,2,13542
2013,9,18,3,13242
2013,9,19,4,13333
2013,9,20,5,13040
2013,9,21,6,8863
2013,9,22,7,7817
2013,9,23,1,12715
2013,9,24,2,13173
2013,9,25,3,13042
2013,9,26,4,13044
2013,9,27,5,12774
2013,9,28,6,8704
2013,9,29,7,7618
2013,9,30,1,12115
2013,10,1,2,13195
2013,10,2,3,12614
2013,10,3,4,12880
2013,10,4,5,12493
2013,10,5,6,8593
2013,10,6,7,7471
2013,10,7,1,11877
2013,10,8,2,12765
2013,10,9,3,12393
2013,10,10,4,12804
2013,10,11,5,12192
2013,10,12,6,8223
2013,10,13,7,7172
2013,10,14,1,11736
2013,10,15,2,12582
2013,10,16,3,12227
2013,10,17,4,12220
2013,10,18,5,12169
2013,10,19,6,7995
2013,10,20,7,7121
2013,10,21,1,11687
2013,10,22,2,12462
2013,10,23,3,12223
2013,10,24,4,12320
2013,10,25,5,12210
2013,10,26,6,8077
2013,10,27,7,7139
2013,10,28,1,12199
2013,10,29,2,12519
2013,10,30,3,11752
2013,10,31,4,10975
2013,11,1,5,12653
2013,11,2,6,8407
2013,11,3,7,7368
2013,11,4,1,12164
2013,11,5,2,12785
2013,11,6,3,12113
2013,11,7,4,12566
2013,11,8,5,12026
2013,11,9,6,8092
2013,11,10,7,7258
2013,11,11,1,11418
2013,11,12,2,13669
2013,11,13,3,12130
2013,11,14,4,12206
2013,11,15,5,12339
2013,11,16,6,8305
2013,11,17,7,7348
2013,11,18,1,12154
2013,11,19,2,12413
2013,11,20,3,12503
2013,11,21,4,12499
2013,11,22,5,12459
2013,11,23,6,8239
2013,11,24,7,7362
2013,11,25,1,12658
2013,11,26,2,13211
2013,11,27,3,11782
2013,11,28,4,7175
2013,11,29,5,9077
2013,11,30,6,7778
2013,12,1,7,7449
2013,12,2,1,12512
2013,12,3,2,13352
2013,12,4,3,12947
2013,12,5,4,12437
2013,12,6,5,11861
2013,12,7,6,8068
2013,12,8,7,7226
2013,12,9,1,11824
2013,12,10,2,12597
2013,12,11,3,12413
2013,12,12,4,12485
2013,12,13,5,11484
2013,12,14,6,8163
2013,12,15,7,7305
2013,12,16,1,12316
2013,12,17,2,13252
2013,12,18,3,13132
2013,12,19,4,13320
2013,12,20,5,13248
2013,12,21,6,8836
2013,12,22,7,7535
2013,12,23,1,12140
2013,12,24,2,9194
2013,12,25,3,6620
2013,12,26,4,11375
2013,12,27,5,13588
2013,12,28,6,9203
2013,12,29,7,7896
2013,12,30,1,13096
2013,12,31,2,12525
2014,1,1,3,8018
2014,1,2,4,11171
2014,1,3,5,12317
2014,1,4,6,8199
2014,1,5,7,7174
2014,1,6,1,11400
2014,1,7,2,12310
2014,1,8,3,11829
2014,1,9,4,11827
2014,1,10,5,11989
2014,1,11,6,8292
2014,1,12,7,7298
2014,1,13,1,11714
2014,1,14,2,12598
2014,1,15,3,11785
2014,1,16,4,11822
2014,1,17,5,11932
2014,1,18,6,8143
2014,1,19,7,6924
2014,1,20,1,11024
2014,1,21,2,12177
2014,1,22,3,11936
2014,1,23,4,12162
2014,1,24,5,11840
2014,1,25,6,8190
2014,1,26,7,7424
2014,1,27,1,11561
2014,1,28,2,12031
2014,1,29,3,11381
2014,1,30,4,11651
2014,1,31,5,11843
2014,2,1,6,8206
2014,2,2,7,7265
2014,2,3,1,11825
2014,2,4,2,12519
2014,2,5,3,11914
2014,2,6,4,11807
2014,2,7,5,12246
2014,2,8,6,8129
2014,2,9,7,7060
2014,2,10,1,11886
2014,2,11,2,12311
2014,2,12,3,12154
2014,2,13,4,11384
2014,2,14,5,12494
2014,2,15,6,8391
2014,2,16,7,7259
2014,2,17,1,11144
2014,2,18,2,12331
2014,2,19,3,11932
2014,2,20,4,12142
2014,2,21,5,11988
2014,2,22,6,8049
2014,2,23,7,7092
2014,2,24,1,11621
2014,2,25,2,12291
2014,2,26,3,11932
2014,2,27,4,11856
2014,2,28,5,11671
2014,3,1,6,8186
2014,3,2,7,7267
2014,3,3,1,11793
2014,3,4,2,12065
2014,3,5,3,12129
2014,3,6,4,12069
2014,3,7,5,12035
2014,3,8,6,8140
2014,3,9,7,6789
2014,3,10,1,11620
2014,3,11,2,12084
2014,3,12,3,11819
2014,3,13,4,11623
2014,3,14,5,11841
2014,3,15,6,8080
2014,3,16,7,6973
2014,3,17,1,11936
2014,3,18,2,12231
2014,3,19,3,11953
2014,3,20,4,12266
2014,3,21,5,11987
2014,3,22,6,8109
2014,3,23,7,7147
2014,3,24,1,11542
2014,3,25,2,12342
2014,3,26,3,11809
2014,3,27,4,11823
2014,3,28,5,11730
2014,3,29,6,8153
2014,3,30,7,7215
2014,3,31,1,11511
2014,4,1,2,11710
2014,4,2,3,12003
2014,4,3,4,11984
2014,4,4,5,12319
2014,4,5,6,7926
2014,4,6,7,7127
2014,4,7,1,11508
2014,4,8,2,12187
2014,4,9,3,11875
2014,4,10,4,12026
2014,4,11,5,12018
2014,4,12,6,7980
2014,4,13,7,7181
2014,4,14,1,11912
2014,4,15,2,12274
2014,4,16,3,11858
2014,4,17,4,12070
2014,4,18,5,11132
2014,4,19,6,7641
2014,4,20,7,6877
2014,4,21,1,11664
2014,4,22,2,12528
2014,4,23,3,12014
2014,4,24,4,12178
2014,4,25,5,11811
2014,4,26,6,7949
2014,4,27,7,7184
2014,4,28,1,11681
2014,4,29,2,12121
2014,4,30,3,11591
2014,5,1,4,12412
2014,5,2,5,12011
2014,5,3,6,8015
2014,5,4,7,7171
2014,5,5,1,11788
2014,5,6,2,12487
2014,5,7,3,12127
2014,5,8,4,12166
2014,5,9,5,11949
2014,5,10,6,8100
2014,5,11,7,7145
2014,5,12,1,11671
2014,5,13,2,12057
2014,5,14,3,12234
2014,5,15,4,12387
2014,5,16,5,12065
2014,5,17,6,8051
2014,5,18,7,7200
2014,5,19,1,11925
2014,5,20,2,12854
2014,5,21,3,12545
2014,5,22,4,12634
2014,5,23,5,12631
2014,5,24,6,8456
2014,5,25,7,7393
2014,5,26,1,7657
2014,5,27,2,12490
2014,5,28,3,13411
2014,5,29,4,12753
2014,5,30,5,12257
2014,5,31,6,8462
2014,6,1,7,7474
2014,6,2,1,11885
2014,6,3,2,12246
2014,6,4,3,12320
2014,6,5,4,12256
2014,6,6,5,11965
2014,6,7,6,8164
2014,6,8,7,7359
2014,6,9,1,11886
2014,6,10,2,12513
2014,6,11,3,12090
2014,6,12,4,12442
2014,6,13,5,11651
2014,6,14,6,8199
2014,6,15,7,7375
2014,6,16,1,12068
2014,6,17,2,12555
2014,6,18,3,12524
2014,6,19,4,12217
2014,6,20,5,12532
2014,6,21,6,8299
2014,6,22,7,7414
2014,6,23,1,11939
2014,6,24,2,12704
2014,6,25,3,12499
2014,6,26,4,12621
2014,6,27,5,12236
2014,6,28,6,8441
2014,6,29,7,7563
2014,6,30,1,12243
2014,7,1,2,13575
2014,7,2,3,13183
2014,7,3,4,13043
2014,7,4,5,9278
2014,7,5,6,7778
2014,7,6,7,7568
2014,7,7,1,13038
2014,7,8,2,13500
2014,7,9,3,12577
2014,7,10,4,13146
2014,7,11,5,12699
2014,7,12,6,8650
2014,7,13,7,7626
2014,7,14,1,12394
2014,7,15,2,13207
2014,7,16,3,12881
2014,7,17,4,12817
2014,7,18,5,12439
2014,7,19,6,8720
2014,7,20,7,7567
2014,7,21,1,12497
2014,7,22,2,13239
2014,7,23,3,12692
2014,7,24,4,12929
2014,7,25,5,12662
2014,7,26,6,8740
2014,7,27,7,7822
2014,7,28,1,12532
2014,7,29,2,13252
2014,7,30,3,12752
2014,7,31,4,12673
2014,8,1,5,12782
2014,8,2,6,8814
2014,8,3,7,7679
2014,8,4,1,12511
2014,8,5,2,13415
2014,8,6,3,12900
2014,8,7,4,13152
2014,8,8,5,12887
2014,8,9,6,8958
2014,8,10,7,7832
2014,8,11,1,12589
2014,8,12,2,13413
2014,8,13,3,12817
2014,8,14,4,13031
2014,8,15,5,13048
2014,8,16,6,8885
2014,8,17,7,7783
2014,8,18,1,12582
2014,8,19,2,13198
2014,8,20,3,13167
2014,8,21,4,13153
2014,8,22,5,12891
2014,8,23,6,8912
2014,8,24,7,7630
2014,8,25,1,12346
2014,8,26,2,13278
2014,8,27,3,13113
2014,8,28,4,13418
2014,8,29,5,13099
2014,8,30,6,8899
2014,8,31,7,7884
2014,9,1,1,8043
2014,9,2,2,13071
2014,9,3,3,13863
2014,9,4,4,13556
2014,9,5,5,13457
2014,9,6,6,8806
2014,9,7,7,7770
2014,9,8,1,12743
2014,9,9,2,13629
2014,9,10,3,13230
2014,9,11,4,12104
2014,9,12,5,13415
2014,9,13,6,8903
2014,9,14,7,8109
2014,9,15,1,13018
2014,9,16,2,13661
2014,9,17,3,13341
2014,9,18,4,13451
2014,9,19,5,13129
2014,9,20,6,9202
2014,9,21,7,8002
2014,9,22,1,12713
2014,9,23,2,13149
2014,9,24,3,13033
2014,9,25,4,12908
2014,9,26,5,12478
2014,9,27,6,8797
2014,9,28,7,7639
2014,9,29,1,12318
2014,9,30,2,12959
2014,10,1,3,13082
2014,10,2,4,12841
2014,10,3,5,12539
2014,10,4,6,8425
2014,10,5,7,7484
2014,10,6,1,11893
2014,10,7,2,12860
2014,10,8,3,12363
2014,10,9,4,12130
2014,10,10,5,12155
2014,10,11,6,8262
2014,10,12,7,7283
2014,10,13,1,11241
2014,10,14,2,12658
2014,10,15,3,12405
2014,10,16,4,12506
2014,10,17,5,12087
2014,10,18,6,8305
2014,10,19,7,7279
2014,10,20,1,11744
2014,10,21,2,12565
2014,10,22,3,12282
2014,10,23,4,12162
2014,10,24,5,12119
2014,10,25,6,8256
2014,10,26,7,7576
2014,10,27,1,12007
2014,10,28,2,12831
2014,10,29,3,12102
2014,10,30,4,12192
2014,10,31,5,10837
2014,11,1,6,8367
2014,11,2,7,7736
2014,11,3,1,12309
2014,11,4,2,12748
2014,11,5,3,12461
2014,11,6,4,12489
2014,11,7,5,12422
2014,11,8,6,8268
2014,11,9,7,7479
2014,11,10,1,11898
2014,11,11,2,12794
2014,11,12,3,12244
2014,11,13,4,12103
2014,11,14,5,12234
2014,11,15,6,8305
2014,11,16,7,7219
2014,11,17,1,11784
2014,11,18,2,12822
2014,11,19,3,12100
2014,11,20,4,12541
2014,11,21,5,12638
2014,11,22,6,8647
2014,11,23,7,7497
2014,11,24,1,12791
2014,11,25,2,13349
2014,11,26,3,11747
2014,11,27,4,7351
2014,11,28,5,9049
2014,11,29,6,8035
2014,11,30,7,7228
2014,12,1,1,12584
2014,12,2,2,13083
2014,12,3,3,12427
2014,12,4,4,12384
2014,12,5,5,11964
2014,12,6,6,8280
2014,12,7,7,7196
2014,12,8,1,11773
2014,12,9,2,12419
2014,12,10,3,12203
2014,12,11,4,12042
2014,12,12,5,12001
2014,12,13,6,8596
2014,12,14,7,7291
2014,12,15,1,12013
2014,12,16,2,12748
2014,12,17,3,12684
2014,12,18,4,12816
2014,12,19,5,12714
2014,12,20,6,8465
2014,12,21,7,7382
2014,12,22,1,12799
2014,12,23,2,12604
2014,12,24,3,9308
2014,12,25,4,6749
2014,12,26,5,10386
2014,12,27,6,8656
2014,12,28,7,7724
2014,12,29,1,12811
2014,12,30,2,13634
2014,12,31,3,11990
