candidate,pct_estimate,lo,hi,date,election,cycle
Republicans,38.85396,34.06748,43.64043,2017-10-20,2018-11-06,2018
Democrats,46.60044,41.24318,51.9577,2017-10-21,2018-11-06,2018
Republicans,38.85003,34.05796,43.64211,2017-10-21,2018-11-06,2018
Democrats,46.57105,41.19688,51.94523,2017-10-22,2018-11-06,2018
Republicans,38.84957,34.05321,43.64592,2017-10-22,2018-11-06,2018
Democrats,46.56252,41.18288,51.94215,2017-10-23,2018-11-06,2018
Republicans,38.83587,34.02842,43.64333,2017-10-23,2018-11-06,2018
Democrats,46.56717,41.19366,51.94067,2017-10-24,2018-11-06,2018
Republicans,38.77254,33.95158,43.5935,2017-10-24,2018-11-06,2018
Democrats,46.93014,41.56336,52.29691,2017-10-25,2018-11-06,2018
Republicans,38.19822,33.38815,43.00829,2017-10-25,2018-11-06,2018
Democrats,46.94408,41.58187,52.30629,2017-10-26,2018-11-06,2018
Republicans,38.18012,33.36211,42.99813,2017-10-26,2018-11-06,2018
Democrats,46.97791,41.66127,52.29454,2017-10-27,2018-11-06,2018
Republicans,38.24512,33.4366,43.05364,2017-10-27,2018-11-06,2018
Democrats,46.96006,41.63421,52.28592,2017-10-28,2018-11-06,2018
Republicans,38.25982,33.46333,43.0563,2017-10-28,2018-11-06,2018
Democrats,46.9198,41.56779,52.27181,2017-10-29,2018-11-06,2018
Republicans,38.27192,33.48008,43.06376,2017-10-29,2018-11-06,2018
Democrats,47.02097,41.67715,52.3648,2017-10-30,2018-11-06,2018
Republicans,38.34804,33.56897,43.12712,2017-10-30,2018-11-06,2018
Democrats,46.77709,41.5291,52.02508,2017-10-31,2018-11-06,2018
Republicans,38.23504,33.54842,42.92167,2017-10-31,2018-11-06,2018
Democrats,46.76716,41.50255,52.03176,2017-11-01,2018-11-06,2018
Republicans,38.28885,33.62227,42.95543,2017-11-01,2018-11-06,2018
Democrats,46.78245,41.56725,51.99765,2017-11-02,2018-11-06,2018
Republicans,38.74829,33.92793,43.56865,2017-11-02,2018-11-06,2018
Democrats,46.84146,41.63351,52.04942,2017-11-03,2018-11-06,2018
Republicans,38.72364,33.88544,43.56184,2017-11-03,2018-11-06,2018
Democrats,46.83632,41.62747,52.04517,2017-11-04,2018-11-06,2018
Republicans,38.73275,33.89669,43.56881,2017-11-04,2018-11-06,2018
Democrats,46.83163,41.61978,52.04348,2017-11-05,2018-11-06,2018
Republicans,38.72309,33.87672,43.56947,2017-11-05,2018-11-06,2018
Democrats,46.89322,41.67165,52.11478,2017-11-06,2018-11-06,2018
Republicans,38.73233,33.91481,43.54984,2017-11-06,2018-11-06,2018
Democrats,46.8177,41.55916,52.07623,2017-11-07,2018-11-06,2018
Republicans,38.76471,33.96383,43.5656,2017-11-07,2018-11-06,2018
Democrats,46.80564,41.53308,52.07819,2017-11-08,2018-11-06,2018
Republicans,38.73701,33.92244,43.55157,2017-11-08,2018-11-06,2018
Democrats,46.80654,41.53333,52.07974,2017-11-09,2018-11-06,2018
Republicans,38.74792,33.93655,43.55929,2017-11-09,2018-11-06,2018
Democrats,47.17521,41.8789,52.47151,2017-11-10,2018-11-06,2018
Republicans,38.54235,33.76928,43.31541,2017-11-10,2018-11-06,2018
Democrats,47.20798,41.91991,52.49606,2017-11-11,2018-11-06,2018
Republicans,38.52604,33.7445,43.30758,2017-11-11,2018-11-06,2018
Democrats,47.25145,41.97442,52.52847,2017-11-12,2018-11-06,2018
Republicans,38.47592,33.68035,43.27149,2017-11-12,2018-11-06,2018
Democrats,47.32821,42.08199,52.57442,2017-11-13,2018-11-06,2018
Republicans,38.60668,33.83537,43.37799,2017-11-13,2018-11-06,2018
Democrats,47.43468,42.17566,52.6937,2017-11-14,2018-11-06,2018
Republicans,38.54471,33.82263,43.26679,2017-11-14,2018-11-06,2018
Democrats,47.48954,42.26364,52.71545,2017-11-15,2018-11-06,2018
Republicans,38.51366,33.82664,43.20068,2017-11-15,2018-11-06,2018
Democrats,47.15925,41.95166,52.36684,2017-11-16,2018-11-06,2018
Republicans,38.66628,34.0188,43.31376,2017-11-16,2018-11-06,2018
Democrats,47.16165,41.95455,52.36875,2017-11-17,2018-11-06,2018
Republicans,38.67667,34.03409,43.31924,2017-11-17,2018-11-06,2018
Democrats,47.15933,41.94688,52.37178,2017-11-18,2018-11-06,2018
Republicans,38.67415,34.02755,43.32076,2017-11-18,2018-11-06,2018
Democrats,47.15591,41.93726,52.37456,2017-11-19,2018-11-06,2018
Republicans,38.6763,34.02747,43.32513,2017-11-19,2018-11-06,2018
Democrats,47.17544,41.96556,52.38531,2017-11-20,2018-11-06,2018
Republicans,38.62109,33.95626,43.28591,2017-11-20,2018-11-06,2018
Democrats,47.17062,41.95792,52.38332,2017-11-21,2018-11-06,2018
Republicans,38.61324,33.94501,43.28146,2017-11-21,2018-11-06,2018
Democrats,47.17408,41.95733,52.39082,2017-11-22,2018-11-06,2018
Republicans,38.58498,33.90018,43.26979,2017-11-22,2018-11-06,2018
Democrats,47.17586,41.95932,52.3924,2017-11-23,2018-11-06,2018
Republicans,38.57326,33.88336,43.26316,2017-11-23,2018-11-06,2018
Democrats,47.18218,41.96452,52.39983,2017-11-24,2018-11-06,2018
Republicans,38.55476,33.85158,43.25795,2017-11-24,2018-11-06,2018
Democrats,47.18037,41.95771,52.40303,2017-11-25,2018-11-06,2018
Republicans,38.56549,33.86788,43.26309,2017-11-25,2018-11-06,2018
Democrats,47.13607,41.89288,52.37926,2017-11-26,2018-11-06,2018
Republicans,38.56412,33.87661,43.25162,2017-11-26,2018-11-06,2018
Democrats,47.14301,41.90064,52.38539,2017-11-27,2018-11-06,2018
Republicans,38.54377,33.84516,43.24237,2017-11-27,2018-11-06,2018
Democrats,47.13632,41.88782,52.38482,2017-11-28,2018-11-06,2018
Republicans,38.56044,33.86697,43.25391,2017-11-28,2018-11-06,2018
Democrats,47.11184,41.84724,52.37644,2017-11-29,2018-11-06,2018
Republicans,38.57858,33.89039,43.26678,2017-11-29,2018-11-06,2018
Democrats,47.09934,41.82863,52.37005,2017-11-30,2018-11-06,2018
Republicans,38.54681,33.84583,43.24779,2017-11-30,2018-11-06,2018
Democrats,47.11381,41.84731,52.38031,2017-12-01,2018-11-06,2018
Republicans,38.53508,33.82519,43.24498,2017-12-01,2018-11-06,2018
Democrats,47.10472,41.83079,52.37866,2017-12-02,2018-11-06,2018
Republicans,38.55525,33.85178,43.25871,2017-12-02,2018-11-06,2018
Democrats,47.10354,41.82491,52.38217,2017-12-03,2018-11-06,2018
Republicans,38.55193,33.84323,43.26062,2017-12-03,2018-11-06,2018
Democrats,47.04211,41.73779,52.34644,2017-12-04,2018-11-06,2018
Republicans,38.5934,33.89662,43.29017,2017-12-04,2018-11-06,2018
Democrats,47.06554,41.77953,52.35154,2017-12-05,2018-11-06,2018
Republicans,38.41041,33.74643,43.0744,2017-12-05,2018-11-06,2018
Democrats,47.0742,41.78589,52.3625,2017-12-06,2018-11-06,2018
Republicans,38.44319,33.78822,43.09817,2017-12-06,2018-11-06,2018
Democrats,47.07638,41.78941,52.36336,2017-12-07,2018-11-06,2018
Republicans,38.41838,33.75685,43.07991,2017-12-07,2018-11-06,2018
Democrats,47.34711,42.07574,52.61848,2017-12-08,2018-11-06,2018
Republicans,38.31927,33.70356,42.93498,2017-12-08,2018-11-06,2018
Democrats,47.34858,42.07696,52.6202,2017-12-09,2018-11-06,2018
Republicans,38.30655,33.68702,42.92607,2017-12-09,2018-11-06,2018
Democrats,47.36322,42.09249,52.63396,2017-12-10,2018-11-06,2018
Republicans,38.286,33.65342,42.91858,2017-12-10,2018-11-06,2018
Democrats,47.35574,42.07677,52.6347,2017-12-11,2018-11-06,2018
Republicans,38.27531,33.63491,42.91571,2017-12-11,2018-11-06,2018
Democrats,47.26692,41.99787,52.53597,2017-12-12,2018-11-06,2018
Republicans,38.24041,33.63407,42.84674,2017-12-12,2018-11-06,2018
Democrats,47.73129,42.47913,52.98346,2017-12-13,2018-11-06,2018
Republicans,38.21791,33.69011,42.7457,2017-12-13,2018-11-06,2018
Democrats,47.73382,42.48212,52.98552,2017-12-14,2018-11-06,2018
Republicans,38.19808,33.6623,42.73386,2017-12-14,2018-11-06,2018
Democrats,47.73533,42.48377,52.98689,2017-12-15,2018-11-06,2018
Republicans,38.20153,33.67243,42.73064,2017-12-15,2018-11-06,2018
Democrats,47.82225,42.58052,53.06399,2017-12-16,2018-11-06,2018
Republicans,38.15981,33.66767,42.65195,2017-12-16,2018-11-06,2018
Democrats,47.82648,42.64605,53.0069,2017-12-17,2018-11-06,2018
Republicans,38.10561,33.63028,42.58094,2017-12-17,2018-11-06,2018
Democrats,48.18371,42.88306,53.48435,2017-12-18,2018-11-06,2018
Republicans,37.99016,33.59886,42.38146,2017-12-18,2018-11-06,2018
Democrats,48.26616,42.98521,53.54711,2017-12-19,2018-11-06,2018
Republicans,38.01693,33.60348,42.43037,2017-12-19,2018-11-06,2018
Democrats,48.32661,43.06188,53.59135,2017-12-20,2018-11-06,2018
Republicans,38.00767,33.57999,42.43534,2017-12-20,2018-11-06,2018
Democrats,48.35318,43.09214,53.61423,2017-12-21,2018-11-06,2018
Republicans,38.00803,33.58698,42.42909,2017-12-21,2018-11-06,2018
Democrats,48.3737,43.11246,53.63493,2017-12-22,2018-11-06,2018
Republicans,38.00539,33.58397,42.4268,2017-12-22,2018-11-06,2018
Democrats,48.40252,43.1421,53.66295,2017-12-23,2018-11-06,2018
Republicans,37.98666,33.55159,42.42172,2017-12-23,2018-11-06,2018
Democrats,48.40422,43.13898,53.66946,2017-12-24,2018-11-06,2018
Republicans,37.96964,33.5206,42.41867,2017-12-24,2018-11-06,2018
Democrats,48.40578,43.13519,53.67636,2017-12-25,2018-11-06,2018
Republicans,37.96045,33.506,42.41489,2017-12-25,2018-11-06,2018
Democrats,48.4292,43.15915,53.69926,2017-12-26,2018-11-06,2018
Republicans,37.94717,33.48216,42.41217,2017-12-26,2018-11-06,2018
Democrats,48.46405,43.20273,53.72536,2017-12-27,2018-11-06,2018
Republicans,37.96007,33.49172,42.42842,2017-12-27,2018-11-06,2018
Democrats,48.47293,43.21209,53.73378,2017-12-28,2018-11-06,2018
Republicans,37.94341,33.46662,42.42021,2017-12-28,2018-11-06,2018
Democrats,48.4839,43.22066,53.74714,2017-12-29,2018-11-06,2018
Republicans,37.94307,33.46867,42.41747,2017-12-29,2018-11-06,2018
Democrats,48.50792,43.24673,53.7691,2017-12-30,2018-11-06,2018
Republicans,37.95273,33.48605,42.4194,2017-12-30,2018-11-06,2018
Democrats,48.51574,43.25126,53.78023,2017-12-31,2018-11-06,2018
Republicans,37.94475,33.47239,42.41711,2017-12-31,2018-11-06,2018
Democrats,48.50778,43.23325,53.78231,2018-01-01,2018-11-06,2018
Republicans,37.96498,33.50249,42.42746,2018-01-01,2018-11-06,2018
Democrats,48.51877,43.24394,53.79361,2018-01-02,2018-11-06,2018
Republicans,37.96014,33.49869,42.42159,2018-01-02,2018-11-06,2018
Democrats,48.50164,43.2037,53.79958,2018-01-03,2018-11-06,2018
Republicans,37.97363,33.50418,42.44307,2018-01-03,2018-11-06,2018
Democrats,48.48629,43.17488,53.7977,2018-01-04,2018-11-06,2018
Republicans,37.98395,33.5225,42.44541,2018-01-04,2018-11-06,2018
Democrats,48.49417,43.18194,53.80641,2018-01-05,2018-11-06,2018
Republicans,37.97926,33.51413,42.4444,2018-01-05,2018-11-06,2018
Democrats,48.49473,43.18097,53.80849,2018-01-06,2018-11-06,2018
Republicans,37.96519,33.49902,42.43136,2018-01-06,2018-11-06,2018
Democrats,48.51248,43.2044,53.82057,2018-01-07,2018-11-06,2018
Republicans,37.97083,33.51065,42.431,2018-01-07,2018-11-06,2018
Democrats,48.51591,43.20596,53.82587,2018-01-08,2018-11-06,2018
Republicans,37.95904,33.49832,42.41975,2018-01-08,2018-11-06,2018
Democrats,48.55241,43.24963,53.85519,2018-01-09,2018-11-06,2018
Republicans,37.94481,33.47578,42.41383,2018-01-09,2018-11-06,2018
Democrats,48.6255,43.30936,53.94164,2018-01-10,2018-11-06,2018
Republicans,37.89214,33.4372,42.34709,2018-01-10,2018-11-06,2018
Democrats,48.33924,43.10148,53.57701,2018-01-11,2018-11-06,2018
Republicans,38.14741,33.72794,42.56687,2018-01-11,2018-11-06,2018
Democrats,48.06543,42.9206,53.21025,2018-01-12,2018-11-06,2018
Republicans,38.21721,33.83543,42.59898,2018-01-12,2018-11-06,2018
Democrats,48.05683,42.91016,53.20351,2018-01-13,2018-11-06,2018
Republicans,38.25809,33.89641,42.61977,2018-01-13,2018-11-06,2018
Democrats,48.03152,42.86745,53.19559,2018-01-14,2018-11-06,2018
Republicans,38.26104,33.89777,42.62431,2018-01-14,2018-11-06,2018
Democrats,48.03065,42.86207,53.19923,2018-01-15,2018-11-06,2018
Republicans,38.25537,33.88706,42.62368,2018-01-15,2018-11-06,2018
Democrats,48.26394,43.0652,53.46268,2018-01-16,2018-11-06,2018
Republicans,38.22751,33.92097,42.53405,2018-01-16,2018-11-06,2018
Democrats,48.15833,42.94429,53.37236,2018-01-17,2018-11-06,2018
Republicans,38.34714,34.08822,42.60606,2018-01-17,2018-11-06,2018
Democrats,48.15435,42.97074,53.33796,2018-01-18,2018-11-06,2018
Republicans,38.48107,34.16843,42.7937,2018-01-18,2018-11-06,2018
Democrats,48.28159,43.09599,53.46718,2018-01-19,2018-11-06,2018
Republicans,38.72799,34.35418,43.10181,2018-01-19,2018-11-06,2018
Democrats,48.273,43.08189,53.4641,2018-01-20,2018-11-06,2018
Republicans,38.73733,34.36718,43.10747,2018-01-20,2018-11-06,2018
Democrats,48.25585,43.0536,53.4581,2018-01-21,2018-11-06,2018
Republicans,38.73229,34.36296,43.10162,2018-01-21,2018-11-06,2018
Democrats,48.24507,43.0326,53.45753,2018-01-22,2018-11-06,2018
Republicans,38.72936,34.35863,43.10009,2018-01-22,2018-11-06,2018
Democrats,48.24182,43.02905,53.4546,2018-01-23,2018-11-06,2018
Republicans,38.74224,34.37707,43.10742,2018-01-23,2018-11-06,2018
Democrats,47.92277,42.72787,53.11767,2018-01-24,2018-11-06,2018
Republicans,38.71713,34.44338,42.99088,2018-01-24,2018-11-06,2018
Democrats,47.92202,42.72927,53.11478,2018-01-25,2018-11-06,2018
Republicans,38.71304,34.4372,42.98888,2018-01-25,2018-11-06,2018
Democrats,47.79052,42.60303,52.97801,2018-01-26,2018-11-06,2018
Republicans,38.62988,34.37341,42.88634,2018-01-26,2018-11-06,2018
Democrats,47.79525,42.61271,52.97779,2018-01-27,2018-11-06,2018
Republicans,38.63848,34.38629,42.89066,2018-01-27,2018-11-06,2018
Democrats,47.79697,42.61848,52.97546,2018-01-28,2018-11-06,2018
Republicans,38.63324,34.37897,42.88751,2018-01-28,2018-11-06,2018
Democrats,47.78609,42.60085,52.97134,2018-01-29,2018-11-06,2018
Republicans,38.62793,34.36478,42.89108,2018-01-29,2018-11-06,2018
Democrats,47.78317,42.59473,52.97161,2018-01-30,2018-11-06,2018
Republicans,38.64938,34.39365,42.90512,2018-01-30,2018-11-06,2018
Democrats,47.69401,42.55569,52.83233,2018-01-31,2018-11-06,2018
Republicans,39.06176,34.66029,43.46323,2018-01-31,2018-11-06,2018
Democrats,47.63219,42.5088,52.75559,2018-02-01,2018-11-06,2018
Republicans,39.06191,34.67425,43.44957,2018-02-01,2018-11-06,2018
Democrats,47.597,42.45619,52.73781,2018-02-02,2018-11-06,2018
Republicans,39.08243,34.69915,43.46571,2018-02-02,2018-11-06,2018
Democrats,47.50747,42.42035,52.5946,2018-02-03,2018-11-06,2018
Republicans,39.1833,34.81987,43.54673,2018-02-03,2018-11-06,2018
Democrats,47.53385,42.46394,52.60375,2018-02-04,2018-11-06,2018
Republicans,39.18093,34.80878,43.55308,2018-02-04,2018-11-06,2018
Democrats,47.51415,42.43072,52.59759,2018-02-05,2018-11-06,2018
Republicans,39.18943,34.81954,43.55932,2018-02-05,2018-11-06,2018
Democrats,47.46634,42.40224,52.53044,2018-02-06,2018-11-06,2018
Republicans,39.26204,34.914,43.61008,2018-02-06,2018-11-06,2018
Democrats,47.48244,42.42205,52.54284,2018-02-07,2018-11-06,2018
Republicans,39.30711,34.97286,43.64137,2018-02-07,2018-11-06,2018
Democrats,47.50582,42.51822,52.49343,2018-02-08,2018-11-06,2018
Republicans,39.37261,35.06974,43.67548,2018-02-08,2018-11-06,2018
Democrats,47.47443,42.4728,52.47606,2018-02-09,2018-11-06,2018
Republicans,39.40509,35.10907,43.70111,2018-02-09,2018-11-06,2018
Democrats,47.48069,42.49426,52.46711,2018-02-10,2018-11-06,2018
Republicans,39.41068,35.11343,43.70792,2018-02-10,2018-11-06,2018
Democrats,47.47816,42.4908,52.46553,2018-02-11,2018-11-06,2018
Republicans,39.41037,35.10809,43.71265,2018-02-11,2018-11-06,2018
Democrats,47.48478,42.51419,52.45538,2018-02-12,2018-11-06,2018
Republicans,39.46428,35.16506,43.7635,2018-02-12,2018-11-06,2018
Democrats,47.42559,42.41766,52.43351,2018-02-13,2018-11-06,2018
Republicans,39.4793,35.18596,43.77264,2018-02-13,2018-11-06,2018
Democrats,47.28751,42.37614,52.19888,2018-02-14,2018-11-06,2018
Republicans,39.42395,35.16377,43.68413,2018-02-14,2018-11-06,2018
Democrats,47.26955,42.35486,52.18425,2018-02-15,2018-11-06,2018
Republicans,39.44693,35.19615,43.69771,2018-02-15,2018-11-06,2018
Democrats,47.26269,42.34543,52.17995,2018-02-16,2018-11-06,2018
Republicans,39.46323,35.21258,43.71388,2018-02-16,2018-11-06,2018
Democrats,47.26066,42.34308,52.17825,2018-02-17,2018-11-06,2018
Republicans,39.48278,35.23303,43.73254,2018-02-17,2018-11-06,2018
Democrats,47.25168,42.32973,52.17363,2018-02-18,2018-11-06,2018
Republicans,39.48896,35.23525,43.74266,2018-02-18,2018-11-06,2018
Democrats,47.2402,42.313,52.1674,2018-02-19,2018-11-06,2018
Republicans,39.49736,35.24001,43.75471,2018-02-19,2018-11-06,2018
Democrats,47.06588,42.02274,52.10902,2018-02-20,2018-11-06,2018
Republicans,39.29988,35.07361,43.52615,2018-02-20,2018-11-06,2018
Democrats,46.90672,41.85612,51.95732,2018-02-21,2018-11-06,2018
Republicans,39.20171,34.9986,43.40482,2018-02-21,2018-11-06,2018
Democrats,46.84313,41.81897,51.86729,2018-02-22,2018-11-06,2018
Republicans,39.20059,35.01557,43.38561,2018-02-22,2018-11-06,2018
Democrats,46.64828,41.61906,51.6775,2018-02-23,2018-11-06,2018
Republicans,39.13171,34.98768,43.27573,2018-02-23,2018-11-06,2018
Democrats,46.83595,41.71401,51.95789,2018-02-24,2018-11-06,2018
Republicans,39.0286,34.92617,43.13103,2018-02-24,2018-11-06,2018
Democrats,46.83357,41.76145,51.90569,2018-02-25,2018-11-06,2018
Republicans,38.74041,34.54282,42.938,2018-02-25,2018-11-06,2018
Democrats,46.82825,41.75346,51.90304,2018-02-26,2018-11-06,2018
Republicans,38.74363,34.54481,42.94245,2018-02-26,2018-11-06,2018
Democrats,46.81314,41.72939,51.89689,2018-02-27,2018-11-06,2018
Republicans,38.75236,34.55552,42.9492,2018-02-27,2018-11-06,2018
Democrats,46.79723,41.69532,51.89914,2018-02-28,2018-11-06,2018
Republicans,38.77857,34.58188,42.97525,2018-02-28,2018-11-06,2018
Democrats,46.79082,41.69144,51.89021,2018-03-01,2018-11-06,2018
Republicans,38.74345,34.53711,42.94979,2018-03-01,2018-11-06,2018
Democrats,46.78574,41.68716,51.88432,2018-03-02,2018-11-06,2018
Republicans,38.7306,34.51641,42.94479,2018-03-02,2018-11-06,2018
Democrats,46.7919,41.69429,51.88952,2018-03-03,2018-11-06,2018
Republicans,38.72554,34.50576,42.94532,2018-03-03,2018-11-06,2018
Democrats,46.79808,41.70058,51.89559,2018-03-04,2018-11-06,2018
Republicans,38.72456,34.50165,42.94746,2018-03-04,2018-11-06,2018
Democrats,46.78538,41.70386,51.86689,2018-03-05,2018-11-06,2018
Republicans,38.7655,34.55056,42.98043,2018-03-05,2018-11-06,2018
Democrats,46.91282,41.89004,51.9356,2018-03-06,2018-11-06,2018
Republicans,38.80971,34.62383,42.99559,2018-03-06,2018-11-06,2018
Democrats,46.92503,41.90271,51.94734,2018-03-07,2018-11-06,2018
Republicans,38.85964,34.69364,43.02565,2018-03-07,2018-11-06,2018
Democrats,46.91534,41.89148,51.93919,2018-03-08,2018-11-06,2018
Republicans,38.87531,34.71728,43.03333,2018-03-08,2018-11-06,2018
Democrats,47.00069,41.99519,52.00618,2018-03-09,2018-11-06,2018
Republicans,38.91505,34.78269,43.04741,2018-03-09,2018-11-06,2018
Democrats,46.99594,41.9866,52.00527,2018-03-10,2018-11-06,2018
Republicans,38.9125,34.77712,43.04789,2018-03-10,2018-11-06,2018
Democrats,46.98077,41.9612,52.00034,2018-03-11,2018-11-06,2018
Republicans,38.92477,34.79006,43.05949,2018-03-11,2018-11-06,2018
Democrats,47.00048,41.98943,52.01152,2018-03-12,2018-11-06,2018
Republicans,38.87954,34.71913,43.03994,2018-03-12,2018-11-06,2018
Democrats,47.01274,42.00629,52.0192,2018-03-13,2018-11-06,2018
Republicans,38.86286,34.70509,43.02062,2018-03-13,2018-11-06,2018
Democrats,47.03365,42.02507,52.04222,2018-03-14,2018-11-06,2018
Republicans,38.89949,34.74531,43.05367,2018-03-14,2018-11-06,2018
Democrats,47.14837,42.15649,52.14024,2018-03-15,2018-11-06,2018
Republicans,38.87471,34.75399,42.99543,2018-03-15,2018-11-06,2018
Democrats,47.16309,42.17245,52.15373,2018-03-16,2018-11-06,2018
Republicans,38.8666,34.73891,42.99429,2018-03-16,2018-11-06,2018
Democrats,47.15503,42.15907,52.15099,2018-03-17,2018-11-06,2018
Republicans,38.89455,34.77452,43.01457,2018-03-17,2018-11-06,2018
Democrats,47.1306,42.11882,52.14238,2018-03-18,2018-11-06,2018
Republicans,38.903,34.7822,43.0238,2018-03-18,2018-11-06,2018
Democrats,47.13425,42.12012,52.14838,2018-03-19,2018-11-06,2018
Republicans,38.9003,34.77635,43.02425,2018-03-19,2018-11-06,2018
Democrats,47.09993,42.08603,52.11384,2018-03-20,2018-11-06,2018
Republicans,38.94453,34.81175,43.07731,2018-03-20,2018-11-06,2018
Democrats,47.09695,42.09932,52.09459,2018-03-21,2018-11-06,2018
Republicans,39.15152,34.98515,43.3179,2018-03-21,2018-11-06,2018
Democrats,46.85246,41.92326,51.78166,2018-03-22,2018-11-06,2018
Republicans,39.26216,35.14047,43.38385,2018-03-22,2018-11-06,2018
Democrats,46.8606,41.94049,51.78071,2018-03-23,2018-11-06,2018
Republicans,39.23586,35.09931,43.37241,2018-03-23,2018-11-06,2018
Democrats,46.85258,41.92659,51.77856,2018-03-24,2018-11-06,2018
Republicans,39.22908,35.08235,43.37581,2018-03-24,2018-11-06,2018
Democrats,46.84126,41.90791,51.77462,2018-03-25,2018-11-06,2018
Republicans,39.22664,35.07225,43.38103,2018-03-25,2018-11-06,2018
Democrats,46.67506,41.7378,51.61232,2018-03-26,2018-11-06,2018
Republicans,39.17179,34.99398,43.34961,2018-03-26,2018-11-06,2018
Democrats,46.67427,41.74121,51.60734,2018-03-27,2018-11-06,2018
Republicans,39.18334,35.0114,43.35529,2018-03-27,2018-11-06,2018
Democrats,46.66772,41.71617,51.61926,2018-03-28,2018-11-06,2018
Republicans,39.16816,34.98971,43.3466,2018-03-28,2018-11-06,2018
