Song Clean,ARTIST CLEAN,Release Year,COMBINED,First?,Year?,PlayCount,F*G
Sledgehammer,Peter Gabriel,1986,Sledgehammer by Peter Gabriel,1,1,36,36
Solsbury Hill,Peter Gabriel,1977,Solsbury Hill by Peter Gabriel,1,1,31,31
Don't Lose My Number,Phil Collins,,Don't Lose My Number by Phil Collins,1,0,1,0
I Don't Care Anymore,Phil Collins,,I Don't Care Anymore by Phil Collins,1,0,38,0
In the Air Tonight,Phil Collins,1981,In the Air Tonight by Phil Collins,1,1,93,93
Another Brick In The Wall,Pink Floyd,1979,Another Brick In The Wall by Pink Floyd,1,1,29,29
"Another Brick in the Wall, Pt. 2",Pink Floyd,1979,"Another Brick in the Wall, Pt. 2 by Pink Floyd",1,1,58,58
Any Colour You Like,Pink Floyd,1973,Any Colour You Like by Pink Floyd,1,1,2,2
Arnold Layne,Pink Floyd,1967,Arnold Layne by Pink Floyd,1,1,1,1
Astronomy Domine,Pink Floyd,1967,Astronomy Domine by Pink Floyd,1,1,3,3
Brain Damage,Pink Floyd,1973,Brain Damage by Pink Floyd,1,1,21,21
Brain Damage /Eclipse,Pink Floyd,1973,Brain Damage /Eclipse by Pink Floyd,1,1,41,41
Breathe,Pink Floyd,1973,Breathe by Pink Floyd,1,1,9,9
"Careful With That Axe, Eugene",Pink Floyd,1969,"Careful With That Axe, Eugene by Pink Floyd",1,1,23,23
Comfortably Numb,Pink Floyd,1979,Comfortably Numb by Pink Floyd,1,1,92,92
Dogs,Pink Floyd,1977,Dogs by Pink Floyd,1,1,1,1
Empty Spaces,Pink Floyd,1979,Empty Spaces by Pink Floyd,1,1,8,8
Empty Spaces/young Lust,Pink Floyd,1979,Empty Spaces/young Lust by Pink Floyd,1,1,12,12
Fearless,Pink Floyd,1971,Fearless by Pink Floyd,1,1,17,17
Goodbye Blue Sky,Pink Floyd,1979,Goodbye Blue Sky by Pink Floyd,1,1,11,11
Have a Cigar,Pink Floyd,1975,Have a Cigar by Pink Floyd,1,1,41,41
Hey You,Pink Floyd,1979,Hey You by Pink Floyd,1,1,65,65
Keep Talking,Pink Floyd,1994,Keep Talking by Pink Floyd,1,1,4,4
Learning to Fly,Pink Floyd,1987,Learning to Fly by Pink Floyd,1,1,44,44
Money,Pink Floyd,1973,Money by Pink Floyd,1,1,84,84
Mother,Pink Floyd,1979,Mother by Pink Floyd,1,1,19,19
On The Turning Away,Pink Floyd,1987,On The Turning Away by Pink Floyd,1,1,15,15
One Of These Days,Pink Floyd,1971,One Of These Days by Pink Floyd,1,1,12,12
One Slip,Pink Floyd,1987,One Slip by Pink Floyd,1,1,1,1
Run Like Hell,Pink Floyd,1979,Run Like Hell by Pink Floyd,1,1,59,59
See Emily Play,Pink Floyd,1967,See Emily Play by Pink Floyd,1,1,1,1
Set The Controls For The Heart Of The Sun,Pink Floyd,1968,Set The Controls For The Heart Of The Sun by Pink Floyd,1,1,1,1
Shine On You Crazy Diamond,Pink Floyd,1975,Shine On You Crazy Diamond by Pink Floyd,1,1,2,2
Speak to Me/Breathe,Pink Floyd,1973,Speak to Me/Breathe by Pink Floyd,1,1,30,30
Take It Back,Pink Floyd,1994,Take It Back by Pink Floyd,1,1,1,1
The Dogs Of War,Pink Floyd,1987,The Dogs Of War by Pink Floyd,1,1,2,2
The Great Gig In the Sky,Pink Floyd,1973,The Great Gig In the Sky by Pink Floyd,1,1,4,4
The Happiest Days Of Our Lives/another Brick In The Wall,Pink Floyd,1979,The Happiest Days Of Our Lives/another Brick In The Wall by Pink Floyd,1,1,44,44
Time,Pink Floyd,1973,Time by Pink Floyd,1,1,74,74
Time/Gig in The Sky,Pink Floyd,1973,Time/Gig in The Sky by Pink Floyd,1,1,1,1
Us and Them,Pink Floyd,1973,Us and Them by Pink Floyd,1,1,25,25
Welcome To The Machine,Pink Floyd,1975,Welcome To The Machine by Pink Floyd,1,1,41,41
Wish You Were Here,Pink Floyd,1975,Wish You Were Here by Pink Floyd,1,1,87,87
Young Lust,Pink Floyd,1979,Young Lust by Pink Floyd,1,1,59,59
Every Rose Has Its Thorn,Poison,1988,Every Rose Has Its Thorn by Poison,1,1,22,22
Look What The Cat Dragged In,Poison,,Look What The Cat Dragged In by Poison,1,0,1,0
Nothin' But A Good Time,Poison,1988,Nothin' But A Good Time by Poison,1,1,21,21
Something To Believe In,Poison,1990,Something To Believe In by Poison,1,1,1,1
Talk Dirty To Me,Poison,1987,Talk Dirty To Me by Poison,1,1,1,1
A Salty Dog,Procol Harum,1969,A Salty Dog by Procol Harum,1,1,1,1
A Whiter Shade of Pale,Procol Harum,1967,A Whiter Shade of Pale by Procol Harum,1,1,3,3
Blurry,Puddle of Mudd,2001,Blurry by Puddle of Mudd,1,1,1,1
Amie,Pure Prairie League,,Amie by Pure Prairie League,1,0,4,0
Another One Bites the Dust,Queen,1980,Another One Bites the Dust by Queen,1,1,102,102
Bicycle Race,Queen,1978,Bicycle Race by Queen,1,1,3,3
Bicycle Race/fat Bottomed Girls,Queen,1978,Bicycle Race/fat Bottomed Girls by Queen,1,1,5,5
Bohemian Rhapsody,Queen,1975,Bohemian Rhapsody by Queen,1,1,119,119
Crazy Little Thing Called Love,Queen,1979,Crazy Little Thing Called Love by Queen,1,1,57,57
Don't Stop Me Now,Queen,1977,Don't Stop Me Now by Queen,1,1,2,2
Fat Bottomed Girls,Queen,1978,Fat Bottomed Girls by Queen,1,1,70,70
It's Late,Queen,,It's Late by Queen,1,0,1,0
Keep Yourself Alive,Queen,1973,Keep Yourself Alive by Queen,1,1,4,4
Killer Queen,Queen,1974,Killer Queen by Queen,1,1,69,69
One Vision,Queen,1985,One Vision by Queen,1,1,1,1
Somebody To Love,Queen,1976,Somebody To Love by Queen,1,1,69,69
THESE ARE THE DAYS OF OUR LI,Queen,1991,THESE ARE THE DAYS OF OUR LI by Queen,1,1,1,1
Tie Your Mother Down,Queen,1976,Tie Your Mother Down by Queen,1,1,4,4
Under Pressure,Queen,1981,Under Pressure by Queen,1,1,12,12
We Are the Champions,Queen,1977,We Are the Champions by Queen,1,1,15,15
We Will Rock You,Queen,1977,We Will Rock You by Queen,1,1,14,14
We Will Rock You/We Are The Champions,Queen,1977,We Will Rock You/We Are The Champions by Queen,1,1,89,89
You're My Best Friend,Queen,1976,You're My Best Friend by Queen,1,1,57,57
Under Pressure,Queen / David Bowie,1981,Under Pressure by Queen / David Bowie,1,1,73,73
No One Knows,Queens of the Stone Age,2002,No One Knows by Queens of the Stone Age,1,1,1,1
Another Rainy Night,Queensryche,1990,Another Rainy Night by Queensryche,1,1,2,2
Eyes Of A Stranger,Queensryche,,Eyes Of A Stranger by Queensryche,1,0,18,0
I Don't Believe In Love,Queensryche,,I Don't Believe In Love by Queensryche,1,0,23,0
Jet City Woman,Queensryche,1990,Jet City Woman by Queensryche,1,1,6,6
Silent Lucidity,Queensryche,1990,Silent Lucidity by Queensryche,1,1,10,10
Fresh Air,Quicksilver Messenger Service,,Fresh Air by Quicksilver Messenger Service,1,0,1,0
Pride of Man,Quicksilver Messenger Service,,Pride of Man by Quicksilver Messenger Service,1,0,1,0
Bang Your Head,Quiet Riot,,Bang Your Head by Quiet Riot,1,0,6,0
Cum On Feel the Noize,Quiet Riot,,Cum On Feel the Noize by Quiet Riot,1,0,29,0
Metal Health,Quiet Riot,1983,Metal Health by Quiet Riot,1,1,4,4
It's the End of the World As We Know It (And I Feel Fine),R.E.M.,1987,It's the End of the World As We Know It (And I Feel Fine) by R.E.M.,1,1,30,30
Losing My Religion,R.E.M.,1991,Losing My Religion by R.E.M.,1,1,27,27
Man On the Moon,R.E.M.,1992,Man On the Moon by R.E.M.,1,1,23,23
Orange Crush,R.E.M.,1988,Orange Crush by R.E.M.,1,1,10,10
Stand,R.E.M.,1988,Stand by R.E.M.,1,1,18,18
The One I Love,R.E.M.,1987,The One I Love by R.E.M.,1,1,35,35
Man On The Silver Mountain,Rainbow,1975,Man On The Silver Mountain by Rainbow,1,1,5,5
Since You Been Gone,Rainbow,1979,Since You Been Gone by Rainbow,1,1,14,14
Stone Cold,Rainbow,1982,Stone Cold by Rainbow,1,1,3,3
Street Of Dreams,Rainbow,,Street Of Dreams by Rainbow,1,0,5,0
Black Betty,Ram Jam,1977,Black Betty by Ram Jam,1,1,57,57
Back for More,Ratt,,Back for More by Ratt,1,0,3,0
Round and Round,Ratt,1984,Round and Round by Ratt,1,1,48,48
Way Cool Jr.,Ratt,,Way Cool Jr. by Ratt,1,0,9,0
Breaking the Girl,Red Hot Chili Peppers,1992,Breaking the Girl by Red Hot Chili Peppers,1,1,1,1
By the Way,Red Hot Chili Peppers,2002,By the Way by Red Hot Chili Peppers,1,1,1,1
Californication,Red Hot Chili Peppers,1999,Californication by Red Hot Chili Peppers,1,1,4,4
Dani California,Red Hot Chili Peppers,2006,Dani California by Red Hot Chili Peppers,1,1,3,3
Give It Away,Red Hot Chili Peppers,1991,Give It Away by Red Hot Chili Peppers,1,1,7,7
Scar Tissue,Red Hot Chili Peppers,1999,Scar Tissue by Red Hot Chili Peppers,1,1,8,8
Soul to Squeeze,Red Hot Chili Peppers,1993,Soul to Squeeze by Red Hot Chili Peppers,1,1,8,8
Under the Bridge,Red Hot Chili Peppers,1991,Under the Bridge by Red Hot Chili Peppers,1,1,28,28
Lunatic Fringe,Red Rider,1981,Lunatic Fringe by Red Rider,1,1,52,52
Back On The Road Again,REO Speedwagon,,Back On The Road Again by REO Speedwagon,1,0,1,0
Don't Let Him Go,REO Speedwagon,,Don't Let Him Go by REO Speedwagon,1,0,1,0
Golden Country,REO Speedwagon,,Golden Country by REO Speedwagon,1,0,4,0
I Can't Fight This Feeling,REO Speedwagon,1984,I Can't Fight This Feeling by REO Speedwagon,1,1,2,2
Keep On Loving You,REO Speedwagon,1980,Keep On Loving You by REO Speedwagon,1,1,23,23
Keep Pushin'  1977,REO Speedwagon,,Keep Pushin'  1977 by REO Speedwagon,1,0,1,0
Like You Do,REO Speedwagon,,Like You Do by REO Speedwagon,1,0,3,0
Ridin' the Storm Out,REO Speedwagon,,Ridin' the Storm Out by REO Speedwagon,1,0,20,0
Roll With the Changes,REO Speedwagon,,Roll With the Changes by REO Speedwagon,1,0,43,0
Take It on the Run,REO Speedwagon,1981,Take It on the Run by REO Speedwagon,1,1,46,46
Time For Me To Fly,REO Speedwagon,,Time For Me To Fly by REO Speedwagon,1,0,16,0
"Rock And Roll, Hoochie Koo",Rick Derringer,1974,"Rock And Roll, Hoochie Koo by Rick Derringer",1,1,55,55
Jessie's Girl,Rick Springfield,1981,Jessie's Girl by Rick Springfield,1,1,2,2
Back Off Boogaloo,Ringo Starr,1972,Back Off Boogaloo by Ringo Starr,1,1,2,2
Early 1970 [*],Ringo Starr,1971,Early 1970 [*] by Ringo Starr,1,1,1,1
It Don't Come Easy,Ringo Starr,1971,It Don't Come Easy by Ringo Starr,1,1,5,5
No No Song,Ringo Starr,1974,No No Song by Ringo Starr,1,1,3,3
Photograph,Ringo Starr,1973,Photograph by Ringo Starr,1,1,4,4
Your're Sixteen,Ringo Starr,1974,Your're Sixteen by Ringo Starr,1,1,2,2
Addicted to Love,Robert Palmer,1985,Addicted to Love by Robert Palmer,1,1,11,11
Bad Case Of Lovin' You,Robert Palmer,1979,Bad Case Of Lovin' You by Robert Palmer,1,1,42,42
Simply Irresistible,Robert Palmer,1988,Simply Irresistible by Robert Palmer,1,1,1,1
Big Log,Robert Plant,1983,Big Log by Robert Plant,1,1,11,11
In The Mood,Robert Plant,1983,In The Mood by Robert Plant,1,1,26,26
Little By Little,Robert Plant,,Little By Little by Robert Plant,1,0,8,0
No Easy Way Out,Robert Tepper,,No Easy Way Out by Robert Tepper,1,0,1,0
Bridge of Sighs,Robin Trower,1974,Bridge of Sighs by Robin Trower,1,1,3,3
Little Bit of Sympathy,Robin Trower,,Little Bit of Sympathy by Robin Trower,1,0,1,0
Too Rolling Stoned,Robin Trower,,Too Rolling Stoned by Robin Trower,1,0,5,0
"Oh, Well",Rockets,,"Oh, Well by Rockets",1,0,1,0
Tired Of Toein' The Line,Rocky Burnette,,Tired Of Toein' The Line by Rocky Burnette,1,0,1,0
Every Picture Tells A Story,Rod Stewart,1971,Every Picture Tells A Story by Rod Stewart,1,1,15,15
Hot Legs,Rod Stewart,,Hot Legs by Rod Stewart,1,0,33,0
I Know I'm Losing You,Rod Stewart,,I Know I'm Losing You by Rod Stewart,1,0,2,0
Maggie May,Rod Stewart,1971,Maggie May by Rod Stewart,1,1,49,49
Reason to Believe,Rod Stewart,1971,Reason to Believe by Rod Stewart,1,1,5,5
Stay with Me,Rod Stewart,,Stay with Me by Rod Stewart,1,0,2,0
The First Cut Is The Deepest,Rod Stewart,1976,The First Cut Is The Deepest by Rod Stewart,1,1,24,24
Tonight's the Night (Gonna Be Alright),Rod Stewart,1976,Tonight's the Night (Gonna Be Alright) by Rod Stewart,1,1,2,2
You Wear It Well,Rod Stewart,1972,You Wear It Well by Rod Stewart,1,1,7,7
You're In My Heart (The Final Acclaim),Rod Stewart,1977,You're In My Heart (The Final Acclaim) by Rod Stewart,1,1,1,1
Free Me,Roger Daltry,,Free Me by Roger Daltry,1,0,1,0
Had a Dream (Sleeping With the Enemy),Roger Hodgson,,Had a Dream (Sleeping With the Enemy) by Roger Hodgson,1,0,1,0
The Logical Song,Roger Hodgson,1979,The Logical Song by Roger Hodgson,1,1,1,1
(I Can't Get No) Satisfaction,Rolling Stones,1965,(I Can't Get No) Satisfaction by Rolling Stones,1,1,60,60
19th Nervous Breakdown,Rolling Stones,1966,19th Nervous Breakdown by Rolling Stones,1,1,1,1
Ain't Too Proud to Beg,Rolling Stones,1974,Ain't Too Proud to Beg by Rolling Stones,1,1,14,14
Almost Hear You Sigh,Rolling Stones,1989,Almost Hear You Sigh by Rolling Stones,1,1,1,1
Angie,Rolling Stones,1973,Angie by Rolling Stones,1,1,32,32
Beast Of Burden,Rolling Stones,1978,Beast Of Burden by Rolling Stones,1,1,86,86
Bitch,Rolling Stones,1971,Bitch by Rolling Stones,1,1,5,5
Brown Sugar,Rolling Stones,1971,Brown Sugar by Rolling Stones,1,1,37,37
Can't You Hear Me Knocking,Rolling Stones,1971,Can't You Hear Me Knocking by Rolling Stones,1,1,5,5
CAROL,Rolling Stones,,CAROL by Rolling Stones,1,0,1,0
Da Da Doo Ron Ron,Rolling Stones,,Da Da Doo Ron Ron by Rolling Stones,1,0,3,0
Dance Little Sister,Rolling Stones,1980,Dance Little Sister by Rolling Stones,1,1,1,1
Doo Doo Doo Doo Doo (Heartbreaker),Rolling Stones,1973,Doo Doo Doo Doo Doo (Heartbreaker) by Rolling Stones,1,1,21,21
Doom And Gloom,Rolling Stones,2012,Doom And Gloom by Rolling Stones,1,1,1,1
Emotional Rescue,Rolling Stones,1980,Emotional Rescue by Rolling Stones,1,1,1,1
Fortune Teller,Rolling Stones,,Fortune Teller by Rolling Stones,1,0,1,0
Get Off My Cloud,Rolling Stones,1965,Get Off My Cloud by Rolling Stones,1,1,1,1
Get Off Of My Cloud,Rolling Stones,1965,Get Off Of My Cloud by Rolling Stones,1,1,17,17
Gimme Shelter,Rolling Stones,1969,Gimme Shelter by Rolling Stones,1,1,96,96
Hand of Fate,Rolling Stones,1976,Hand of Fate by Rolling Stones,1,1,2,2
Hang Fire,Rolling Stones,1981,Hang Fire by Rolling Stones,1,1,2,2
Happy,Rolling Stones,1972,Happy by Rolling Stones,1,1,4,4
Heartbreaker,Rolling Stones,1973,Heartbreaker by Rolling Stones,1,1,3,3
Honky Tonk Women,Rolling Stones,1969,Honky Tonk Women by Rolling Stones,1,1,87,87
IT'S ALL OVER NOW,Rolling Stones,1964,IT'S ALL OVER NOW by Rolling Stones,1,1,1,1
It's Only Rock 'n Roll,Rolling Stones,1974,It's Only Rock 'n Roll by Rolling Stones,1,1,57,57
Jumpin' Jack Flash,Rolling Stones,1968,Jumpin' Jack Flash by Rolling Stones,1,1,72,72
Just My Imagination,Rolling Stones,,Just My Imagination by Rolling Stones,1,0,1,0
Let It Bleed,Rolling Stones,1969,Let It Bleed by Rolling Stones,1,1,1,1
Let's Spend the Night Together,Rolling Stones,1967,Let's Spend the Night Together by Rolling Stones,1,1,6,6
Like A Rolling Stone,Rolling Stones,,Like A Rolling Stone by Rolling Stones,1,0,1,0
Little Queenie,Rolling Stones,,Little Queenie by Rolling Stones,1,0,1,0
Midnight Rambler,Rolling Stones,1969,Midnight Rambler by Rolling Stones,1,1,2,2
Miss You,Rolling Stones,1978,Miss You by Rolling Stones,1,1,89,89
Monkey Man,Rolling Stones,1969,Monkey Man by Rolling Stones,1,1,4,4
Mother's Little Helper,Rolling Stones,1966,Mother's Little Helper by Rolling Stones,1,1,6,6
Paint It Black,Rolling Stones,1966,Paint It Black by Rolling Stones,1,1,58,58
Shattered,Rolling Stones,1978,Shattered by Rolling Stones,1,1,36,36
She's a Rainbow,Rolling Stones,1967,She's a Rainbow by Rolling Stones,1,1,1,1
She's So Cold,Rolling Stones,,She's So Cold by Rolling Stones,1,0,21,0
Start Me Up,Rolling Stones,1981,Start Me Up by Rolling Stones,1,1,83,83
Street Fighting Man,Rolling Stones,1968,Street Fighting Man by Rolling Stones,1,1,8,8
Sympathy For The Devil,Rolling Stones,1968,Sympathy For The Devil by Rolling Stones,1,1,81,81
THE LAST TIME,Rolling Stones,1965,THE LAST TIME by Rolling Stones,1,1,2,2
THE SPIDER AND THE FLY,Rolling Stones,1965,THE SPIDER AND THE FLY by Rolling Stones,1,1,1,1
TIME IS ON MY SIDE,Rolling Stones,,TIME IS ON MY SIDE by Rolling Stones,1,0,2,0
Time Waits for No One,Rolling Stones,1975,Time Waits for No One by Rolling Stones,1,1,1,1
Tumbling Dice,Rolling Stones,1972,Tumbling Dice by Rolling Stones,1,1,11,11
Under My Thumb,Rolling Stones,1966,Under My Thumb by Rolling Stones,1,1,42,42
UNDERCOVER OF THE NIGHT,Rolling Stones,1983,UNDERCOVER OF THE NIGHT by Rolling Stones,1,1,1,1
Waiting on a Friend,Rolling Stones,1981,Waiting on a Friend by Rolling Stones,1,1,3,3
Wild Horses,Rolling Stones,1971,Wild Horses by Rolling Stones,1,1,5,5
You Can't Always Get What You Want,Rolling Stones,1969,You Can't Always Get What You Want by Rolling Stones,1,1,62,62
YOU GOT THE SILVER,Rolling Stones,1969,YOU GOT THE SILVER by Rolling Stones,1,1,1,1
YOU GOTTA MOVE,Rolling Stones,1971,YOU GOTTA MOVE by Rolling Stones,1,1,1,1
Bullfrog Blues,Rory Gallagher,SONGFACTS.COM,Bullfrog Blues by Rory Gallagher,1,1,1,1
Cry Sister,Royal Bliss,,Cry Sister by Royal Bliss,1,0,6,0
2112: Overture / The Temples of Syrinx (Chronicles Version),Rush,1976,2112: Overture / The Temples of Syrinx (Chronicles Version) by Rush,1,1,2,2
Closer to the Heart,Rush,1977,Closer to the Heart by Rush,1,1,31,31
Entre Nous,Rush,1980,Entre Nous by Rush,1,1,2,2
Finding My Way,Rush,,Finding My Way by Rush,1,0,1,0
Fly By Night,Rush,1975,Fly By Night by Rush,1,1,32,32
Freewill,Rush,1980,Freewill by Rush,1,1,60,60
In The Mood,Rush,1974,In The Mood by Rush,1,1,3,3
Limelight,Rush,1981,Limelight by Rush,1,1,90,90
New World Man,Rush,1982,New World Man by Rush,1,1,7,7
Red Barchetta,Rush,1981,Red Barchetta by Rush,1,1,11,11
Show Don't Tell,Rush,1989,Show Don't Tell by Rush,1,1,2,2
Subdivisions,Rush,1982,Subdivisions by Rush,1,1,26,26
Summertime Blues,Rush,,Summertime Blues by Rush,1,0,1,0
Test For Echo,Rush,1996,Test For Echo by Rush,1,1,23,23
The Spirit of Radio,Rush,1980,The Spirit of Radio by Rush,1,1,77,77
The Trees,Rush,1978,The Trees by Rush,1,1,1,1
Time Stand Still (live),Rush,1987,Time Stand Still (live) by Rush,1,1,1,1
Tom Sawyer,Rush,1981,Tom Sawyer by Rush,1,1,114,114
Working Man,Rush,1975,Working Man by Rush,1,1,24,24
YYZ,Rush,1981,YYZ by Rush,1,1,2,2
Voices,Russ Ballard,1975,Voices by Russ Ballard,1,1,2,2
On The Loose,Saga,,On The Loose by Saga,1,0,1,0
SOUL MAN,Sam & Dave,1967,SOUL MAN by Sam & Dave,1,1,3,3
Can't Get Loose,Sammy Hagar,,Can't Get Loose by Sammy Hagar,1,0,1,0
Heavy Metal,Sammy Hagar,1982,Heavy Metal by Sammy Hagar,1,1,10,10
I Can't Drive 55,Sammy Hagar,1984,I Can't Drive 55 by Sammy Hagar,1,1,40,40
I'll Fall In Love Again,Sammy Hagar,,I'll Fall In Love Again by Sammy Hagar,1,0,3,0
Plain Jane,Sammy Hagar,,Plain Jane by Sammy Hagar,1,0,2,0
Red,Sammy Hagar,1978,Red by Sammy Hagar,1,1,3,3
There's Only One Way to Rock,Sammy Hagar,1981,There's Only One Way to Rock by Sammy Hagar,1,1,15,15
Three Lock Box,Sammy Hagar,,Three Lock Box by Sammy Hagar,1,0,1,0
Trans Am (Highway Wonderland),Sammy Hagar,1979,Trans Am (Highway Wonderland) by Sammy Hagar,1,1,2,2
Turn Up The Music  1977,Sammy Hagar,,Turn Up The Music  1977 by Sammy Hagar,1,0,3,0
Black Magic Woman,Santana,1970,Black Magic Woman by Santana,1,1,61,61
Europa,Santana,1977,Europa by Santana,1,1,4,4
Evil Ways,Santana,1969,Evil Ways by Santana,1,1,37,37
Jingo,Santana,1969,Jingo by Santana,1,1,1,1
No One to Depend On,Santana,1971,No One to Depend On by Santana,1,1,7,7
Oye Como Va,Santana,1970,Oye Como Va by Santana,1,1,37,37
Put Your Lights On (feat. Everlast),Santana,1999,Put Your Lights On (feat. Everlast) by Santana,1,1,2,2
Smooth,Santana,1999,Smooth by Santana,1,1,2,2
Soul Sacrifice,Santana,1969,Soul Sacrifice by Santana,1,1,2,2
Well All Right,Santana,,Well All Right by Santana,1,0,1,0
Winning,Santana,,Winning by Santana,1,0,4,0
The Warrior,Scandal,1984,The Warrior by Scandal,1,1,5,5
3 Strange Days,School Of Fish,,3 Strange Days by School Of Fish,1,0,1,0
Big City Nights,Scorpions,1984,Big City Nights by Scorpions,1,1,10,10
Blackout,Scorpions,1982,Blackout by Scorpions,1,1,4,4
Don't Believe Her,Scorpions,,Don't Believe Her by Scorpions,1,0,1,0
Holiday,Scorpions,,Holiday by Scorpions,1,0,4,0
Loving You Sunday Morning,Scorpions,,Loving You Sunday Morning by Scorpions,1,0,1,0
No One Like You,Scorpions,1982,No One Like You by Scorpions,1,1,76,76
Rock You Like a Hurricane,Scorpions,1984,Rock You Like a Hurricane by Scorpions,1,1,69,69
Still Loving You,Scorpions,1984,Still Loving You by Scorpions,1,1,9,9
The Zoo,Scorpions,1980,The Zoo by Scorpions,1,1,16,16
Wind Of Change,Scorpions,1990,Wind Of Change by Scorpions,1,1,10,10
Remedy,Seether,2005,Remedy by Seether,1,1,1,1
Words As Weapons,Seether,,Words As Weapons by Seether,1,0,11,0
God Save The Queen,Sex Pistols,1977,God Save The Queen by Sex Pistols,1,1,26,26
No Turning Back,Sherbs,,No Turning Back by Sherbs,1,0,1,0
45,Shinedown,2003,45 by Shinedown,1,1,2,2
America,Simon & Garfunkel,1968,America by Simon & Garfunkel,1,1,1,1
Cecilia,Simon & Garfunkel,1970,Cecilia by Simon & Garfunkel,1,1,6,6
Mrs. Robinson,Simon & Garfunkel,1968,Mrs. Robinson by Simon & Garfunkel,1,1,13,13
The Sounds Of Silence,Simon & Garfunkel,1966,The Sounds Of Silence by Simon & Garfunkel,1,1,4,4
Don't You,Simple Minds,1985,Don't You by Simple Minds,1,1,44,44
18 And Life,Skid Row,1989,18 And Life by Skid Row,1,1,17,17
I Remember You,Skid Row,1989,I Remember You by Skid Row,1,1,30,30
Youth Gone Wild,Skid Row,1989,Youth Gone Wild by Skid Row,1,1,22,22
Fly To The Angels,Slaughter,1990,Fly To The Angels by Slaughter,1,1,1,1
All Star,Smash Mouth,1999,All Star by Smash Mouth,1,1,2,2
1979,Smashing Pumpkins,1995,1979 by Smashing Pumpkins,1,1,3,3
Bullet With Butterfly Wings,Smashing Pumpkins,1995,Bullet With Butterfly Wings by Smashing Pumpkins,1,1,1,1
Landslide,Smashing Pumpkins,,Landslide by Smashing Pumpkins,1,0,4,0
Today,Smashing Pumpkins,1993,Today by Smashing Pumpkins,1,1,2,2
Driver's Seat,Sniff 'n' the Tears,1978,Driver's Seat by Sniff 'n' the Tears,1,1,7,7
Tainted Love,Soft Cell,1981,Tainted Love by Soft Cell,1,1,1,1
Black Hole Sun,Soundgarden,1994,Black Hole Sun by Soundgarden,1,1,16,16
Burden in My Hand,Soundgarden,1996,Burden in My Hand by Soundgarden,1,1,1,1
Fell On Black Days,Soundgarden,1994,Fell On Black Days by Soundgarden,1,1,4,4
Spoonman,Soundgarden,1994,Spoonman by Soundgarden,1,1,6,6
Havin' A Party,Southside Johnny,,Havin' A Party by Southside Johnny,1,0,1,0
The Fever,Southside Johnny,,The Fever by Southside Johnny,1,0,1,0
GIMME SOME LOVIN',Spencer Davis Group,1966,GIMME SOME LOVIN' by Spencer Davis Group,1,1,4,4
Two Princes,Spin Doctors,1991,Two Princes by Spin Doctors,1,1,1,1
Black Coffee In Bed,Squeeze,1982,Black Coffee In Bed by Squeeze,1,1,1,1
Pulling Mussels,Squeeze,1980,Pulling Mussels by Squeeze,1,1,2,2
Tempted,Squeeze,1981,Tempted by Squeeze,1,1,22,22
It's Been Awhile,Staind,2001,It's Been Awhile by Staind,1,1,4,4
My Demons,Starset,,My Demons by Starset,1,0,3,0
Stuck In the Middle With You,Stealers Wheel,1972,Stuck In the Middle With You by Stealers Wheel,1,1,37,37
Black Cow,Steely Dan,1977,Black Cow by Steely Dan,1,1,2,2
Deacon Blues,Steely Dan,1977,Deacon Blues by Steely Dan,1,1,1,1
Dirty Work,Steely Dan,1977,Dirty Work by Steely Dan,1,1,1,1
Do It Again,Steely Dan,1972,Do It Again by Steely Dan,1,1,46,46
Fm {no Static At All},Steely Dan,1978,Fm {no Static At All} by Steely Dan,1,1,1,1
Hey Nineteen,Steely Dan,1980,Hey Nineteen by Steely Dan,1,1,8,8
Peg,Steely Dan,1977,Peg by Steely Dan,1,1,3,3
Reelin' in the Years,Steely Dan,1972,Reelin' in the Years by Steely Dan,1,1,40,40
Rikki Don't Lose That Number,Steely Dan,1974,Rikki Don't Lose That Number by Steely Dan,1,1,5,5
Love the One You're With,Stephen Stills,1971,Love the One You're With by Stephen Stills,1,1,14,14
Treetop Flyer,Stephen Stills,,Treetop Flyer by Stephen Stills,1,0,3,0
Born to Be Wild,Steppenwolf,1968,Born to Be Wild by Steppenwolf,1,1,53,53
Magic Carpet Ride,Steppenwolf,1968,Magic Carpet Ride by Steppenwolf,1,1,65,65
Copperhead Road,Steve Earle,1988,Copperhead Road by Steve Earle,1,1,3,3
Abracadabra,Steve Miller Band,1982,Abracadabra by Steve Miller Band,1,1,18,18
Fly Like an Eagle,Steve Miller Band,1976,Fly Like an Eagle by Steve Miller Band,1,1,85,85
Jet Airliner,Steve Miller Band,1977,Jet Airliner by Steve Miller Band,1,1,42,42
Jungle Love,Steve Miller Band,1977,Jungle Love by Steve Miller Band,1,1,43,43
Living in the U.S.A.,Steve Miller Band,,Living in the U.S.A. by Steve Miller Band,1,0,1,0
Mercury Blues,Steve Miller Band,,Mercury Blues by Steve Miller Band,1,0,1,0
Rock 'N Me,Steve Miller Band,1976,Rock 'N Me by Steve Miller Band,1,1,102,102
Space Cowboy,Steve Miller Band,,Space Cowboy by Steve Miller Band,1,0,2,0
Swingtown,Steve Miller Band,,Swingtown by Steve Miller Band,1,0,58,0
Take the Money and Run,Steve Miller Band,1976,Take the Money and Run by Steve Miller Band,1,1,71,71
