RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which of the following Star Wars films have you seen? Please select all that apply.,,,,,,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,,,,,,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",,,,,,,,,,,,,,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?ξ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3292187343,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,1,2,3,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3292186608,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3292178389,Yes,Yes,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,3,1,2,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,18-29,"$50,000 - $99,999",Bachelor degree,Mountain
3292176862,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,3,1,2,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Han,Yes,No,No,Male,18-29,,High school degree,South Atlantic
3292173922,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,1,6,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,West South Central
3292167131,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very unfavorably,Somewhat favorably,Han,Yes,No,No,Male,18-29,"$25,000 - $49,999",High school degree,New England
3292162057,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,2,1,3,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain
3292161407,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,,High school degree,West South Central
3292156614,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,6,5,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,No,Male,18-29,"$150,000+",Bachelor degree,West South Central
3292148570,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,3,1,2,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,No,,Yes,Male,18-29,"$50,000 - $99,999",Graduate degree,West North Central
3292144665,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,3,1,2,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,Yes,Yes,No,Male,18-29,"$0 - $24,999",High school degree,New England
3292143503,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,4,6,1,3,2,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Male,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3292131636,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,2,3,1,4,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Yes,No,No,Male,18-29,"$150,000+",Bachelor degree,Pacific
3292125068,Yes,Yes,,,,Star Wars: Episode IV  A New Hope,,,1,2,3,4,5,6,,Somewhat unfavorably,Somewhat favorably,,Somewhat unfavorably,,,,,,,,,,Greedo,No,,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,Pacific
3292120160,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,No,Male,18-29,"$100,000 - $149,999",Some college or Associate degree,New England
3292103680,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,2,1,3,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
3292050153,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1,2,3,4,5,6,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,Male,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3292041365,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,2,1,3,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Male,18-29,"$150,000+",Some college or Associate degree,East South Central
3292033243,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,1,5,3,4,2,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,Yes,No,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3292031637,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,2,4,3,1,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,18-29,"$25,000 - $49,999",Graduate degree,East South Central
3292008762,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,4,2,1,3,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,Yes,Yes,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,East South Central
3291992352,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,3,6,2,1,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,,Very favorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3291945498,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,4,5,2,1,3,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Han,No,,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
3291940517,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,4,3,2,1,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,18-29,"$100,000 - $149,999",Bachelor degree,West North Central
3291871486,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5,6,2,4,1,3,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Graduate degree,South Atlantic
3291778150,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,1,2,3,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3291766314,Yes,No,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4,5,6,2,3,1,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,30-44,"$50,000 - $99,999",High school degree,Pacific
3291762799,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
3291707153,Yes,No,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3,4,5,6,1,2,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3291701619,Yes,Yes,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6,5,2,3,4,1,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,Male,18-29,,Bachelor degree,New England
