name,year,team,league,goose_eggs,broken_eggs,mehs,league_average_gpct,ppf,replacement_gpct,gwar,key_retro
Ed Wells,1925,DET,AL,0,2,2,0.7367181,98,0.7017181,-0.7297868,welle101
Ed Stauffer,1925,SLA,AL,0,0,0,0.7255181,106,0.6905181,,staue101
Joe Giard,1925,SLA,AL,0,1,0,0.7255181,106,0.6905181,-0.3590694,giarj101
Dave Danforth,1925,SLA,AL,5,2,1,0.7255181,106,0.6905181,0.0865142,danfd101
Curly Ogden,1925,WS1,AL,1,1,0,0.7381181,97,0.7031181,-0.2112428,ogdec101
Walter Beall,1925,NYA,AL,0,0,0,0.7381181,97,0.7031181,,bealw101
Chief Bender,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,bendc101
Lil Stoner,1925,DET,AL,5,1,2,0.7367181,98,0.7017181,0.4106395,stonl101
Jess Doyle,1925,DET,AL,9,4,3,0.7367181,98,0.7017181,-0.0636142,doylj105
Walter Johnson,1925,WS1,AL,1,0,0,0.7381181,97,0.7031181,0.1543786,johnw102
Fred Heimach,1925,PHA,AL,0,0,0,0.7255181,106,0.6905181,,heimf101
Ray Francis,1925,BOS,AL,0,0,0,0.7297181,103,0.6947181,,franr101
James Edwards,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,edwaj102
Ken Holloway,1925,DET,AL,4,1,1,0.7367181,98,0.7017181,0.255533,hollk101
Luther Roy,1925,CLE,AL,0,1,0,0.7325181,101,0.6975181,-0.3627094,roy-l101
Win Ballou,1925,WS1,AL,0,1,0,0.7381181,97,0.7031181,-0.3656214,ballw101
Syl Johnson,1925,DET,AL,7,1,0,0.7367181,98,0.7017181,0.7208527,johns101
Oscar Fuhr,1925,BOS,AL,1,0,1,0.7297181,103,0.6947181,0.1587466,fuhro102
Howard Ehmke,1925,BOS,AL,0,1,0,0.7297181,103,0.6947181,-0.3612534,ehmkh101
Dickie Kerr,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,kerrd101
By Speece,1925,CLE,AL,4,2,2,0.7325181,101,0.6975181,-0.0962564,speeb101
Slim Harriss,1925,PHA,AL,4,4,0,0.7255181,106,0.6905181,-0.7925552,harrs101
Ownie Carroll,1925,DET,AL,0,0,0,0.7367181,98,0.7017181,,carro101
Ben Shields,1925,NYA,AL,2,1,0,0.7381181,97,0.7031181,-0.0568642,shieb101
Hal Neubauer,1925,BOS,AL,0,0,0,0.7297181,103,0.6947181,,neubh101
Alex Ferguson,1925,WS1,AL,4,0,1,0.7381181,97,0.7031181,0.6175144,ferga101
George Uhle,1925,CLE,AL,1,0,0,0.7325181,101,0.6975181,0.1572906,uhleg101
Chet Falk,1925,SLA,AL,0,0,0,0.7255181,106,0.6905181,,falkc102
Dixie Davis,1925,SLA,AL,4,2,0,0.7255181,106,0.6905181,-0.0744164,david102
Jack Quinn,1925,PHA,AL,0,0,0,0.7255181,106,0.6905181,,quinj102
Hooks Dauss,1925,DET,AL,1,2,0,0.7367181,98,0.7017181,-0.5746802,daush101
Ted Blankenship,1925,CHA,AL,2,3,1,0.7409182,95,0.7059181,-0.7953871,blant101
Rudy Kallio,1925,BOS,AL,1,1,0,0.7297181,103,0.6947181,-0.2025068,kallr101
Harry Kelley,1925,WS1,AL,0,0,1,0.7381181,97,0.7031181,,kellh101
Sam Gray,1925,PHA,AL,6,1,1,0.7255181,106,0.6905181,0.6065142,grays102
Elam Vangilder,1925,SLA,AL,7,2,3,0.7255181,106,0.6905181,0.4083754,vange101
Allan Russell,1925,WS1,AL,6,1,0,0.7381181,97,0.7031181,0.5606502,russa101
George Mogridge,1925,WS1,AL,0,0,1,0.7381181,97,0.7031181,,mogrg101
Joe Lucey,1925,BOS,AL,0,0,0,0.7297181,103,0.6947181,,lucej101
Rube Walberg,1925,PHA,AL,15,3,0,0.7255181,106,0.6905181,1.336751,walbr101
Spencer Pumpelly,1925,WS1,AL,0,0,0,0.7381181,97,0.7031181,,pumps101
Mike Cvengros,1925,CHA,AL,6,1,2,0.7409182,95,0.7059181,0.550458,cvenm101
Waite Hoyt,1925,NYA,AL,9,3,1,0.7381181,97,0.7031181,0.2925431,hoytw101
Sherry Smith,1925,CLE,AL,2,0,0,0.7325181,101,0.6975181,0.3145812,smits102
Tom Glass,1925,PHA,AL,0,0,0,0.7255181,106,0.6905181,,glast101
Art Stokes,1925,PHA,AL,0,0,0,0.7255181,106,0.6905181,,stoka101
Joe Shaute,1925,CLE,AL,6,3,0,0.7325181,101,0.6975181,-0.1443847,shauj101
Elbert Andrews,1925,PHA,AL,0,0,0,0.7255181,106,0.6905181,,andre102
Bullet Joe Bush,1925,SLA,AL,1,0,1,0.7255181,106,0.6905181,0.1609306,bushj102
Alex Ferguson,1925,NYA,AL,1,0,0,0.7381181,97,0.7031181,0.1543786,ferga101
Hank Johnson,1925,NYA,AL,0,0,0,0.7381181,97,0.7031181,,johnh101
Sloppy Thurston,1925,CHA,AL,4,1,0,0.7409182,95,0.7059181,0.2446129,thurs101
Jake Miller,1925,CLE,AL,5,3,2,0.7325181,101,0.6975181,-0.3016753,millj109
Jack Quinn,1925,BOS,AL,0,3,0,0.7297181,103,0.6947181,-1.08376,quinj102
Paul Zahniser,1925,BOS,AL,0,0,0,0.7297181,103,0.6947181,,zahnp101
Bob Shawkey,1925,NYA,AL,4,1,2,0.7381181,97,0.7031181,0.251893,shawb102
Urban Shocker,1925,NYA,AL,0,1,1,0.7381181,97,0.7031181,-0.3656214,shocu101
Earl Whitehill,1925,DET,AL,2,0,0,0.7367181,98,0.7017181,0.3102132,white102
Sad Sam Jones,1925,NYA,AL,4,2,1,0.7381181,97,0.7031181,-0.1137284,jones104
Leo Mangum,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,mangl101
Ray Francis,1925,NYA,AL,0,0,0,0.7381181,97,0.7031181,,franr101
Tink Riviere,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,rivit101
George Blaeholder,1925,SLA,AL,0,0,0,0.7255181,106,0.6905181,,blaeg101
Dutch Levsen,1925,CLE,AL,0,0,0,0.7325181,101,0.6975181,,levsd101
Ken Ash,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,ash-k101
Bert Cole,1925,DET,AL,4,1,0,0.7367181,98,0.7017181,0.255533,coleb101
Stan Baumgartner,1925,PHA,AL,3,1,1,0.7255181,106,0.6905181,0.1237224,baums101
Rip Collins,1925,DET,AL,0,0,0,0.7367181,98,0.7017181,,collr104
Jim Joe Edwards,1925,CLE,AL,0,2,0,0.7325181,101,0.6975181,-0.7254188,edwaj102
Brad Springer,1925,SLA,AL,0,0,0,0.7255181,106,0.6905181,,sprib101
George Grant,1925,SLA,AL,1,2,0,0.7255181,106,0.6905181,-0.5572082,grang101
Eddie Rommel,1925,PHA,AL,11,1,3,0.7255181,106,0.6905181,1.411167,romme101
Tom Zachary,1925,WS1,AL,2,1,0,0.7381181,97,0.7031181,-0.0568642,zacht101
Sarge Connally,1925,CHA,AL,12,2,4,0.7409182,95,0.7059181,1.100916,conns101
Frank Mack,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,mackf101
Carl Yowell,1925,CLE,AL,0,0,0,0.7325181,101,0.6975181,,yowec101
Ted Lyons,1925,CHA,AL,3,2,2,0.7409182,95,0.7059181,-0.2753871,lyont102
Bert Cole,1925,CLE,AL,0,0,0,0.7325181,101,0.6975181,,coleb101
Charlie Robertson,1925,CHA,AL,0,0,0,0.7409182,95,0.7059181,,robec101
Red Ruffing,1925,BOS,AL,1,0,0,0.7297181,103,0.6947181,0.1587466,ruffr101
Kent Greenfield,1925,NY1,NL,1,2,0,0.7667598,95,0.7317598,-0.6215453,greek101
Dutch Ulrich,1925,PHI,NL,6,0,0,0.7429598,112,0.7079598,0.9111655,ulrid101
Tom Sheehan,1925,CIN,NL,1,0,0,0.7653598,96,0.7303597,0.1402129,sheet102
Vic Keen,1925,CHN,NL,5,3,0,0.7569598,102,0.7219598,-0.4033526,keenv101
Ray Pierce,1925,PHI,NL,0,0,2,0.7429598,112,0.7079598,,pierr101
Johnny Morrison,1925,PIT,NL,13,3,3,0.7541598,104,0.7191598,0.7765906,morrj105
Emil Yde,1925,PIT,NL,2,0,0,0.7541598,104,0.7191598,0.2920738,yde-e101
Leo Dickerman,1925,SLN,NL,0,0,1,0.7569598,102,0.7219598,,dickl101
Jack Knight,1925,PHI,NL,4,1,3,0.7429598,112,0.7079598,0.2393046,knigj103
Duster Mails,1925,SLN,NL,0,0,0,0.7569598,102,0.7219598,,mailw101
Bill Anderson,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,andeb103
Joe Oeschger,1925,BRO,NL,0,0,1,0.7639598,97,0.7289597,,oescj101
Jack Bentley,1925,NY1,NL,2,0,0,0.7667598,95,0.7317598,0.2789698,bentj101
Guy Bush,1925,CHN,NL,7,1,1,0.7569598,102,0.7219598,0.6366473,bushg101
Walt Huntzinger,1925,NY1,NL,11,2,0,0.7667598,95,0.7317598,0.7733039,huntw101
Joe Batchelder,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,batcj101
Jack Scott,1925,NY1,NL,5,0,1,0.7667598,95,0.7317598,0.6974245,scotj101
Pete Donohue,1925,CIN,NL,2,0,0,0.7653598,96,0.7303597,0.2804259,donop102
Bob Osborn,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,osbob102
Johnny Stuart,1925,SLN,NL,3,2,0,0.7569598,102,0.7219598,-0.3170953,stuaj101
Bernie Friberg,1925,PHI,NL,0,0,0,0.7429598,112,0.7079598,,fribb101
Bill Hubbell,1925,PHI,NL,0,0,1,0.7429598,112,0.7079598,,hubbb101
Ike Kamp,1925,BSN,NL,5,1,0,0.7681598,94,0.7331598,0.3125414,kampi101
Carl Mays,1925,CIN,NL,2,2,2,0.7653598,96,0.7303597,-0.4791482,maysc101
Bob Vines,1925,PHI,NL,0,0,0,0.7429598,112,0.7079598,,vineb101
Flint Rhem,1925,SLN,NL,2,0,0,0.7569598,102,0.7219598,0.2891618,rhemf101
Tiny Osborne,1925,BRO,NL,8,6,2,0.7639598,97,0.7289597,-1.146827,osbot101
Wayland Dean,1925,NY1,NL,5,2,0,0.7667598,95,0.7317598,-0.0636056,deanw101
Bob Smith,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,smitb110
Huck Betts,1925,PHI,NL,6,2,1,0.7429598,112,0.7079598,0.1748874,betth101
Pete Alexander,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,alexg102
Harry Baldwin,1925,NY1,NL,0,0,0,0.7667598,95,0.7317598,,baldh101
Guy Cantrell,1925,BRO,NL,0,0,1,0.7639598,97,0.7289597,,cantg101
Jesse Haines,1925,SLN,NL,3,2,1,0.7569598,102,0.7219598,-0.3170953,hainj101
Elmer Jacobs,1925,CHN,NL,4,2,1,0.7569598,102,0.7219598,-0.1725144,jacoe101
Andy Rush,1925,BRO,NL,0,0,0,0.7639598,97,0.7289597,,rusha101
Clarence Mitchell,1925,PHI,NL,2,0,0,0.7429598,112,0.7079598,0.3037218,mitcc102
Eddie Dyer,1925,SLN,NL,7,1,1,0.7569598,102,0.7219598,0.6366473,dyere101
Ray Kremer,1925,PIT,NL,11,3,2,0.7541598,104,0.7191598,0.4845167,kremr101
Gil Paulsen,1925,SLN,NL,0,0,0,0.7569598,102,0.7219598,,paulg101
Babe Adams,1925,PIT,NL,8,1,2,0.7541598,104,0.7191598,0.7943323,adamb104
Tom Sheehan,1925,PIT,NL,5,2,1,0.7541598,104,0.7191598,-0.0177415,sheet102
Rube Marquard,1925,BSN,NL,2,1,1,0.7681598,94,0.7331598,-0.1037292,marqr102
Art Nehf,1925,NY1,NL,11,1,1,0.7667598,95,0.7317598,1.153819,nehfa101
Bill Sherdel,1925,SLN,NL,0,0,3,0.7569598,102,0.7219598,,sherb101
Hugh McQuillan,1925,NY1,NL,1,0,0,0.7667598,95,0.7317598,0.1394849,mcquh101
Skinny Graham,1925,BSN,NL,3,2,1,0.7681598,94,0.7331598,-0.3462154,grahs101
Harry Biemiller,1925,CIN,NL,1,0,0,0.7653598,96,0.7303597,0.1402129,biemh101
Jack Wisner,1925,NY1,NL,0,0,1,0.7667598,95,0.7317598,,wisnj101
Pedro Dibut,1925,CIN,NL,0,0,0,0.7653598,96,0.7303597,,dibup101
Johnny Couch,1925,PHI,NL,5,0,0,0.7429598,112,0.7079598,0.7593046,coucj101
Foster Edwards,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,edwaf101
Virgil Barnes,1925,NY1,NL,5,2,1,0.7667598,95,0.7317598,-0.0636056,barnv101
Tim McNamara,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,mcnat101
Bill Vargus,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,vargb101
Hal Carlson,1925,PHI,NL,0,0,0,0.7429598,112,0.7079598,,carlh101
Rosy Ryan,1925,BSN,NL,8,2,0,0.7681598,94,0.7331598,0.3475692,ryanr101
Lou Koupal,1925,PIT,NL,0,0,0,0.7541598,104,0.7191598,,koupl101
Ed Clough,1925,SLN,NL,0,0,0,0.7569598,102,0.7219598,,cloue101
Art Reinhart,1925,SLN,NL,0,0,0,0.7569598,102,0.7219598,,reina102
Freddie Fitzsimmons,1925,NY1,NL,1,0,1,0.7667598,95,0.7317598,0.1394849,fitzf101
Johnny Cooney,1925,BSN,NL,6,0,0,0.7681598,94,0.7331598,0.8325415,coonj101
Lloyd Brown,1925,BRO,NL,0,0,0,0.7639598,97,0.7289597,,browl101
Jakie May,1925,CIN,NL,3,2,2,0.7653598,96,0.7303597,-0.3389353,may-j102
Jesse Petty,1925,BRO,NL,5,1,0,0.7639598,97,0.7289597,0.3256456,pettj103
Lee Meadows,1925,PIT,NL,2,4,0,0.7541598,104,0.7191598,-1.203779,meadl101
Dana Fillingim,1925,PHI,NL,2,0,0,0.7429598,112,0.7079598,0.3037218,filld101
Roy Crumpler,1925,PHI,NL,0,0,0,0.7429598,112,0.7079598,,crumr101
Vic Aldridge,1925,PIT,NL,4,0,0,0.7541598,104,0.7191598,0.5841476,aldrv101
George Milstead,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,milsg101
Burleigh Grimes,1925,BRO,NL,3,0,1,0.7639598,97,0.7289597,0.4228228,grimb101
Bud Culloton,1925,PIT,NL,0,0,0,0.7541598,104,0.7191598,,cullb101
George Stueland,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,stueg101
Skinny O'Neal,1925,PHI,NL,0,0,0,0.7429598,112,0.7079598,,oneas101
Marv Goodwin,1925,CIN,NL,0,0,0,0.7653598,96,0.7303597,,goodm102
Rube Benton,1925,CIN,NL,8,1,2,0.7653598,96,0.7303597,0.7419165,bentr102
Wilbur Cooper,1925,CHN,NL,4,1,0,0.7569598,102,0.7219598,0.2029046,coopw101
Joe Ogrodowski,1925,BSN,NL,0,0,0,0.7681598,94,0.7331598,,ogroj101
Eppa Rixey,1925,CIN,NL,3,0,1,0.7653598,96,0.7303597,0.4206388,rixee101
Tony Kaufmann,1925,CHN,NL,3,1,0,0.7569598,102,0.7219598,0.0583237,kauft101
Jim Roberts,1925,BRO,NL,0,0,0,0.7639598,97,0.7289597,,robej101
Don Songer,1925,PIT,NL,0,1,0,0.7541598,104,0.7191598,-0.3739631,songd101
Neal Brady,1925,CIN,NL,1,1,0,0.7653598,96,0.7303597,-0.2395741,bradn101
Pea Ridge Day,1925,SLN,NL,2,2,0,0.7569598,102,0.7219598,-0.4616763,day-c101
Percy Jones,1925,CHN,NL,5,0,0,0.7569598,102,0.7219598,0.7229046,jonep101
Red Oldham,1925,PIT,NL,3,0,0,0.7541598,104,0.7191598,0.4381107,oldhr101
Jesse Barnes,1925,BSN,NL,0,2,0,0.7681598,94,0.7331598,-0.7624862,barnj102
Bill Hallahan,1925,SLN,NL,0,1,0,0.7569598,102,0.7219598,-0.3754191,hallb104
Herb Brett,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,bretd101
Rube Ehrhardt,1925,BRO,NL,4,2,1,0.7639598,97,0.7289597,-0.1943543,ehrhr101
Bill Hubbell,1925,BRO,NL,4,2,4,0.7639598,97,0.7289597,-0.1943543,hubbb101
Jumbo Brown,1925,CHN,NL,0,0,0,0.7569598,102,0.7219598,,browj110
Larry Benton,1925,BSN,NL,1,2,1,0.7681598,94,0.7331598,-0.6237292,bentl101
Nelson Greene,1925,BRO,NL,7,3,0,0.7639598,97,0.7289597,-0.1505907,green101
Art Decatur,1925,PHI,NL,3,2,1,0.7429598,112,0.7079598,-0.2806953,decaa101
Hank Thormahlen,1925,BRO,NL,0,1,0,0.7639598,97,0.7289597,-0.3790591,thorh101
Art Decatur,1925,BRO,NL,0,1,0,0.7639598,97,0.7289597,-0.3790591,decaa101
Jumbo Elliott,1925,BRO,NL,0,1,0,0.7639598,97,0.7289597,-0.3790591,ellij103
Joe Genewich,1925,BSN,NL,6,0,0,0.7681598,94,0.7331598,0.8325415,genej101
Allen Sothoron,1925,SLN,NL,5,3,1,0.7569598,102,0.7219598,-0.4033526,sotha101
Sheriff Blake,1925,CHN,NL,2,0,0,0.7569598,102,0.7219598,0.2891618,blaks101
Benn Karr,1927,CLE,AL,3,1,0,0.8067238,102,0.7717238,-0.0451855,karrb101
Sam Gibson,1927,DET,AL,3,2,0,0.8067238,102,0.7717238,-0.4464818,gibss101
Charlie Barnabe,1927,CHA,AL,1,1,1,0.8123238,98,0.7773238,-0.2884167,barnc101
Willis Hudlin,1927,CLE,AL,9,0,1,0.8067238,102,0.7717238,1.068333,hudlw101
Hal McKain,1927,CLE,AL,0,0,0,0.8067238,102,0.7717238,,mckah101
Howard Ehmke,1927,PHA,AL,1,0,0,0.8067238,102,0.7717238,0.1187036,ehmkh101
George Uhle,1927,CLE,AL,2,1,3,0.8067238,102,0.7717238,-0.1638891,uhleg101
Sarge Connally,1927,CHA,AL,16,6,3,0.8123238,98,0.7773238,-0.5725838,conns101
Ike Powers,1927,PHA,AL,5,0,0,0.8067238,102,0.7717238,0.5935181,powei101
Rube Walberg,1927,PHA,AL,12,2,4,0.8067238,102,0.7717238,0.6218507,walbr101
Lil Stoner,1927,DET,AL,7,2,0,0.8067238,102,0.7717238,0.0283326,stonl101
Clay Van Alstyne,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,vanac101
Jimmie Dykes,1927,PHA,AL,1,0,0,0.8067238,102,0.7717238,0.1187036,dykej101
Boom-Boom Beck,1927,SLA,AL,0,0,0,0.8025238,105,0.7675238,,beckb104
Red Ruffing,1927,BOS,AL,3,1,2,0.8067238,102,0.7717238,-0.0451855,ruffr101
Red Faber,1927,CHA,AL,0,0,0,0.8123238,98,0.7773238,,faber101
Jing Johnson,1927,PHA,AL,1,2,0,0.8067238,102,0.7717238,-0.6838892,johnj102
Firpo Marberry,1927,WS1,AL,16,1,4,0.8123238,98,0.7773238,1.448458,marbf101
Slim Harriss,1927,BOS,AL,3,5,2,0.8067238,102,0.7717238,-1.650371,harrs101
Jake Miller,1927,CLE,AL,2,2,0,0.8067238,102,0.7717238,-0.5651855,millj109
Hod Lisenbee,1927,WS1,AL,4,1,1,0.8123238,98,0.7773238,0.0589582,liseh101
Garland Braxton,1927,WS1,AL,22,7,6,0.8123238,98,0.7773238,-0.2820428,braxg101
Elam Vangilder,1927,SLA,AL,4,0,1,0.8025238,105,0.7675238,0.4835506,vange101
Willie Underhill,1927,CLE,AL,0,1,0,0.8067238,102,0.7717238,-0.4012964,undew101
Ownie Carroll,1927,DET,AL,0,0,0,0.8067238,102,0.7717238,,carro101
Wilcy Moore,1927,NYA,AL,47,2,7,0.8179238,94,0.7829238,4.491102,moorw101
Bump Hadley,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,hadlb101
Earl Whitehill,1927,DET,AL,7,1,2,0.8067238,102,0.7717238,0.429629,white102
Don Hankins,1927,DET,AL,0,1,1,0.8067238,102,0.7717238,-0.4012964,hankd101
Stan Coveleski,1927,WS1,AL,0,0,1,0.8123238,98,0.7773238,,coves101
Sherry Smith,1927,CLE,AL,5,1,1,0.8067238,102,0.7717238,0.1922217,smits102
Nick Cullop,1927,CLE,AL,0,0,0,0.8067238,102,0.7717238,,culln102
Tommy Thomas,1927,CHA,AL,0,0,0,0.8123238,98,0.7773238,,thomt103
George Pipgras,1927,NYA,AL,0,0,0,0.8179238,94,0.7829238,,pipgg101
Jim Walkup,1927,DET,AL,0,0,0,0.8067238,102,0.7717238,,walkj101
Lefty Willis,1927,PHA,AL,0,0,0,0.8067238,102,0.7717238,,willl103
Myles Thomas,1927,NYA,AL,7,1,0,0.8179238,94,0.7829238,0.3830369,thomm101
George Smith,1927,DET,AL,2,2,0,0.8067238,102,0.7717238,-0.5651855,smitg102
Josh Billings,1927,DET,AL,1,1,0,0.8067238,102,0.7717238,-0.2825928,billj102
Sam Gray,1927,PHA,AL,10,0,2,0.8067238,102,0.7717238,1.187036,grays102
Urban Shocker,1927,NYA,AL,2,0,0,0.8179238,94,0.7829238,0.2257592,shocu101
Neal Baker,1927,PHA,AL,0,0,0,0.8067238,102,0.7717238,,baken102
Bobby Burke,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,burkb102
Del Lundgren,1927,BOS,AL,2,0,1,0.8067238,102,0.7717238,0.2374072,lundd101
John Wilson,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,wilsj102
Tony Welzer,1927,BOS,AL,5,1,3,0.8067238,102,0.7717238,0.1922217,welzt101
Rudy Sommers,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,sommr101
Walter Beall,1927,NYA,AL,0,0,0,0.8179238,94,0.7829238,,bealw101
Joe Giard,1927,NYA,AL,0,1,0,0.8179238,94,0.7829238,-0.4071204,giarj101
Carroll Yerkes,1927,PHA,AL,0,0,0,0.8067238,102,0.7717238,,yerkc101
Dutch Ruether,1927,NYA,AL,0,0,0,0.8179238,94,0.7829238,,ruetd101
George Grant,1927,CLE,AL,14,3,2,0.8067238,102,0.7717238,0.4579616,grang101
Hap Collard,1927,CLE,AL,0,0,0,0.8067238,102,0.7717238,,collh104
Danny MacFayden,1927,BOS,AL,8,1,0,0.8067238,102,0.7717238,0.5483326,macfd101
Lefty Stewart,1927,SLA,AL,0,1,0,0.8025238,105,0.7675238,-0.3991123,stewl101
Ken Holloway,1927,DET,AL,4,1,2,0.8067238,102,0.7717238,0.0735181,hollk101
Eddie Rommel,1927,PHA,AL,1,0,0,0.8067238,102,0.7717238,0.1187036,romme101
Waite Hoyt,1927,NYA,AL,5,2,0,0.8179238,94,0.7829238,-0.2498426,hoytw101
General Crowder,1927,SLA,AL,6,0,1,0.8025238,105,0.7675238,0.7253258,crowg102
Jack Russell,1927,BOS,AL,0,1,0,0.8067238,102,0.7717238,-0.4012964,russj103
Dutch Levsen,1927,CLE,AL,5,1,0,0.8067238,102,0.7717238,0.1922217,levsd101
Chet Falk,1927,SLA,AL,0,0,0,0.8025238,105,0.7675238,,falkc102
Lefty Grove,1927,PHA,AL,22,3,3,0.8067238,102,0.7717238,1.40759,grovl101
Jim Wright,1927,SLA,AL,0,0,0,0.8025238,105,0.7675238,,wrigj104
Herb Pennock,1927,NYA,AL,4,0,1,0.8179238,94,0.7829238,0.4515184,pennh101
Ernie Nevers,1927,SLA,AL,6,2,2,0.8025238,105,0.7675238,-0.0728989,nevee101
Dick Coffman,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,coffd101
Milt Gaston,1927,SLA,AL,2,1,0,0.8025238,105,0.7675238,-0.157337,gastm101
George Murray,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,murrg101
Sloppy Thurston,1927,WS1,AL,3,1,0,0.8123238,98,0.7773238,-0.0568335,thurs101
General Crowder,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,crowg102
Ernie Wingard,1927,SLA,AL,2,1,1,0.8025238,105,0.7675238,-0.157337,winge102
Stew Bolen,1927,SLA,AL,0,0,0,0.8025238,105,0.7675238,,boles101
Joe Pate,1927,PHA,AL,10,4,3,0.8067238,102,0.7717238,-0.4181492,patej101
Wes Ferrell,1927,CLE,AL,0,0,0,0.8067238,102,0.7717238,,ferrw101
Hal Wiltse,1927,BOS,AL,4,1,0,0.8067238,102,0.7717238,0.0735181,wilth101
Jack Quinn,1927,PHA,AL,3,1,0,0.8067238,102,0.7717238,-0.0451855,quinj102
Ed Wells,1927,DET,AL,0,0,0,0.8067238,102,0.7717238,,welle101
Ted Wingfield,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,wingt101
Sad Sam Jones,1927,SLA,AL,0,0,0,0.8025238,105,0.7675238,,jones104
Ted Lyons,1927,CHA,AL,2,1,0,0.8123238,98,0.7773238,-0.1726251,lyont102
Win Ballou,1927,SLA,AL,4,0,1,0.8025238,105,0.7675238,0.4835506,ballw101
Walter Johnson,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,johnw102
Bob Cremins,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,cremb101
Garland Buckeye,1927,CLE,AL,4,2,0,0.8067238,102,0.7717238,-0.3277782,buckg101
Jess Doyle,1927,DET,AL,0,0,0,0.8067238,102,0.7717238,,doylj105
Dick Jones,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,joned103
Frank Bennett,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,bennf102
Herb Bradley,1927,BOS,AL,0,0,0,0.8067238,102,0.7717238,,bradh102
Elmer Jacobs,1927,CHA,AL,0,0,1,0.8123238,98,0.7773238,,jacoe101
Jumbo Brown,1927,CLE,AL,0,1,0,0.8067238,102,0.7717238,-0.4012964,browj110
Paul Hopkins,1927,WS1,AL,0,0,0,0.8123238,98,0.7773238,,hopkp101
Buzz Wetzel,1927,PHA,AL,0,0,0,0.8067238,102,0.7717238,,wetzb101
Joe Shaute,1927,CLE,AL,3,0,1,0.8067238,102,0.7717238,0.3561109,shauj101
Bob Shawkey,1927,NYA,AL,6,0,0,0.8179238,94,0.7829238,0.6772777,shawb102
Bert Cole,1927,CHA,AL,0,1,0,0.8123238,98,0.7773238,-0.4042084,coleb101
Ted Blankenship,1927,CHA,AL,2,1,0,0.8123238,98,0.7773238,-0.1726251,blant101
Rip Collins,1927,DET,AL,0,0,0,0.8067238,102,0.7717238,,collr104
Percy Jones,1927,CHN,NL,6,0,2,0.6916174,99,0.6566173,1.071354,jonep101
Carl Mays,1927,CIN,NL,1,0,0,0.6944174,97,0.6594173,0.177103,maysc101
Flint Rhem,1927,SLN,NL,0,0,0,0.6874174,102,0.6524174,,rhemf101
Carmen Hill,1927,PIT,NL,8,1,3,0.6832173,105,0.6482173,1.126343,hillc102
Hal Carlson,1927,CHN,NL,2,0,1,0.6916174,99,0.6566173,0.357118,carlh101
Bob Smith,1927,BSN,NL,7,3,1,0.6986174,94,0.6636174,0.1891896,smitb110
Johnny Miljus,1927,PIT,NL,4,2,1,0.6832173,105,0.6482173,0.057562,miljj101
Jim Beckman,1927,CIN,NL,0,0,0,0.6944174,97,0.6594173,,beckj101
Doug McWeeny,1927,BRO,NL,1,0,1,0.6902174,100,0.6552173,0.179287,mcwed101
Dolf Luque,1927,CIN,NL,3,0,1,0.6944174,97,0.6594173,0.5313089,luqud101
Kent Greenfield,1927,NY1,NL,0,2,1,0.6930174,98,0.6580173,-0.684338,greek101
Kent Greenfield,1927,BSN,NL,0,1,0,0.6986174,94,0.6636174,-0.345081,greek101
Jack Scott,1927,PHI,NL,1,2,6,0.6916174,99,0.6566173,-0.5043231,scotj101
Fay Thomas,1927,NY1,NL,0,0,0,0.6930174,98,0.6580173,,thomf105
Guy Morrison,1927,BSN,NL,0,0,0,0.6986174,94,0.6636174,,morrg101
