pollno	race	year	location	type_simple	type_detail	pollster	partisan	polldate	samplesize	cand1_name	cand1_pct	cand2_name	cand2_pct	cand3_pct	margin_poll	electiondate	cand1_actual	cand2_actual	margin_actual	error	bias	rightcall	comment
5380135	1998_Gov-G_AL	1998	AL	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	808	Democrat	53	Republican	45		8	11/3/1998	57.7	42.1	15.6	7.6	-7.6	1	
5380136	1998_Gov-G_CA	1998	CA	Gov-G	Gov-G	Field Research Corporation (Field Poll)		10/25/1998	678	Democrat	53	Republican	39		14	11/3/1998	58	38.4	19.6	5.6	-5.6	1	
5380137	1998_Gov-G_IL	1998	IL	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	813	Democrat	37	Republican	48		-11	11/3/1998	47.5	51	-3.5	7.5	-7.5	1	
5380138	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Manhattanville College		10/25/1998	601	Democrat	22	Republican	57	8	-35	11/3/1998	33.2	54.3	-21.1	13.9	-13.9	1	
5380139	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	Louis Harris & Associates		10/25/1998	679	Democrat	43	Republican	47		-4	11/3/1998	44.7	50.1	-5.4	1.4	1.4	1	
5380140	1998_Gov-G_PA	1998	PA	Gov-G	Gov-G	Millersville University		10/25/1998	481	Democrat	15	Republican	66	6	-51	11/3/1998	31	57.4	-26.4	24.6	-24.6	1	
5380141	1998_House-G_CA-24	1998	CA-24	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	47	Republican	34		13	11/3/1998	57.3	38.5	18.8	5.8	-5.8	1	
5380142	1998_House-G_CA-36	1998	CA-36	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	30	Republican	47		-17	11/3/1998	46.6	48.9	-2.3	14.7	-14.7	1	
5380143	1998_House-G_CO-2	1998	CO-2	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	36	Republican	53		-17	11/3/1998	49.9	47.4	2.5	19.5	-19.5	0	
5380144	1998_House-G_CT-1	1998	CT-1	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	308	Democrat	55	Republican	21		34	11/3/1998	58	41.4	16.6	17.4	17.4	1	
5380145	1998_House-G_MA-6	1998	MA-6	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	52	Republican	31		21	11/3/1998	54.6	42.4	12.2	8.8	8.8	1	
5380146	1998_House-G_MS-4	1998	MS-4	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	42	Republican	33		9	11/3/1998	54	46	8	1	1	1	
5380147	1998_House-G_NC-4	1998	NC-4	House-G	House-G	SurveyUSA		10/25/1998	500	Democrat	54	Republican	41		13	11/3/1998	57.43	41.56	15.87	2.87	-2.87	1	
5380148	1998_House-G_NM-3	1998	NM-3	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	418	Democrat	45	Republican	42	5	3	11/3/1998	53.2	43.2	10	7	-7	1	
5380149	1998_House-G_NM-3	1998	NM-3	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	52	Republican	39	3	13	11/3/1998	53.2	43.2	10	3	3	1	
5380150	1998_House-G_OH-6	1998	OH-6	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	42	Republican	41		1	11/3/1998	57	43	14	13	-13	1	
5380151	1998_House-G_PA-13	1998	PA-13	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	42	Republican	48		-6	11/3/1998	52	47	5	11	-11	0	
5380152	1998_House-G_WA-1	1998	WA-1	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	44	Republican	44		0	11/3/1998	49.8	44.1	5.7	5.7	-5.7	0.5	
5380153	1998_House-G_WI-1	1998	WI-1	House-G	House-G	Zogby Analytics, telephone		10/25/1998	300	Democrat	38	Republican	52		-14	11/3/1998	42.7	57.1	-14.4	0.4	0.4	1	
5380154	1998_Sen-G_AL	1998	AL	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	808	Democrat	29	Republican	62		-33	11/3/1998	36.69	63.24	-26.55	6.45	-6.45	1	
5380155	1998_Sen-G_CA	1998	CA	Sen-G	Sen-G	Field Research Corporation (Field Poll)		10/25/1998	678	Democrat	51	Republican	42		9	11/3/1998	53.06	43.01	10.05	1.05	-1.05	1	
5380156	1998_Sen-G_CO	1998	CO	Sen-G	Sen-G	Ciruli Associates		10/25/1998	400	Democrat	31	Republican	60		-29	11/3/1998	35.01	62.47	-27.46	1.54	-1.54	1	
5380157	1998_Sen-G_IL	1998	IL	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/25/1998	813	Democrat	41	Republican	49		-8	11/3/1998	47.44	50.35	-2.91	5.09	-5.09	1	
5380158	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Manhattanville College		10/25/1998	601	Democrat	50	Republican	42		8	11/3/1998	54.62	44.08	10.54	2.54	-2.54	1	
5380159	1998_Sen-G_PA	1998	PA	Sen-G	Sen-G	Millersville University		10/25/1998	481	Democrat	17	Republican	61		-44	11/3/1998	34.79	61.34	-26.55	17.45	-17.45	1	
5380160	1998_Gov-G_FL	1998	FL	Gov-G	Gov-G	Tarrance Group	R	10/26/1998	600	Democrat	40	Republican	52		-12	11/3/1998	44.7	55.3	-10.6	1.4	-1.4	1	
5380161	1998_Gov-G_GA	1998	GA	Gov-G	Gov-G	Marketing Workshop		10/26/1998	709	Democrat	40	Republican	45		-5	11/3/1998	52.5	44	8.5	13.5	-13.5	0	aka Marketing Workshop
5380162	1998_Gov-G_IA	1998	IA	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	803	Democrat	42	Republican	47		-5	11/3/1998	52.3	46.5	5.8	10.8	-10.8	0	
5380163	1998_Gov-G_IA	1998	IA	Gov-G	Gov-G	Talmey-Drake Research & Strategy, Inc.	D	10/26/1998	408	Democrat	44	Republican	44		0	11/3/1998	52.3	46.5	5.8	5.8	-5.8	0.5	
5380164	1998_Gov-G_NV	1998	NV	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	817	Democrat	44	Republican	47		-3	11/3/1998	42	51.6	-9.6	6.6	6.6	1	
5380165	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	815	Democrat	42	Republican	49		-7	11/3/1998	44.7	50.1	-5.4	1.6	-1.6	1	
5380166	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	University of Cincinnati (Ohio Poll)		10/26/1998	1196	Democrat	42	Republican	53		-11	11/3/1998	44.7	50.1	-5.4	5.6	-5.6	1	
5380167	1998_Gov-G_PA	1998	PA	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	807	Democrat	23	Republican	59	10	-36	11/3/1998	31	57.4	-26.4	9.6	-9.6	1	
5380168	1998_Gov-G_RI	1998	RI	Gov-G	Gov-G	SurveyUSA		10/26/1998	500	Democrat	44	Republican	45		-1	11/3/1998	42.1	51	-8.9	7.9	7.9	1	
5380169	1998_House-G_NC-2	1998	NC-2	House-G	House-G	SurveyUSA		10/26/1998	500	Democrat	52	Republican	39		13	11/3/1998	57.39	41.67	15.72	2.72	-2.72	1	
5380170	1998_House-G_NH-2	1998	NH-2	House-G	House-G	RKM Research and Communications, Inc.		10/26/1998	183	Democrat	38	Republican	53		-15	11/3/1998	44.8	53.2	-8.4	6.6	-6.6	1	
5380171	1998_House-G_NV-1	1998	NV-1	House-G	House-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	366	Democrat	44	Republican	40		4	11/3/1998	49.2	45.7	3.5	0.5	0.5	1	
5380172	1998_House-G_US	1998	US	House-G	House-G	NBC News/Wall Street Journal		10/26/1998	1025	Democrat	43	Republican	40		3	11/3/1998	46.42094241	47.99162304	-1.570680628	4.570680628	4.570680628	0	
5380173	1998_Sen-G_GA	1998	GA	Sen-G	Sen-G	Marketing Workshop		10/26/1998	709	Democrat	35	Republican	53		-18	11/3/1998	45.15	52.37	-7.22	10.78	-10.78	1	
5380174	1998_Sen-G_IA	1998	IA	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	803	Democrat	24	Republican	68		-44	11/3/1998	30.49	68.41	-37.92	6.08	-6.08	1	
5380175	1998_Sen-G_IN	1998	IN	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	819	Democrat	58	Republican	33		25	11/3/1998	63.72	34.79	28.93	3.93	-3.93	1	
5380176	1998_Sen-G_MO	1998	MO	Sen-G	Sen-G	SurveyUSA		10/26/1998	500	Democrat	41	Republican	54		-13	11/3/1998	43.77	52.68	-8.91	4.09	-4.09	1	
5380177	1998_Sen-G_NV	1998	NV	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	817	Democrat	47	Republican	45		2	11/3/1998	47.88	47.78	0.1	1.9	1.9	1	
5380178	1998_Sen-G_OH	1998	OH	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	815	Democrat	37	Republican	55		-18	11/3/1998	43.53	56.46	-12.93	5.07	-5.07	1	
5380179	1998_Sen-G_OH	1998	OH	Sen-G	Sen-G	University of Cincinnati (Ohio Poll)		10/26/1998	1196	Democrat	38	Republican	62		-24	11/3/1998	43.53	56.46	-12.93	11.07	-11.07	1	
5380180	1998_Sen-G_PA	1998	PA	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/26/1998	807	Democrat	34	Republican	57		-23	11/3/1998	34.79	61.34	-26.55	3.55	3.55	1	
5380181	1998_Gov-G_CA	1998	CA	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	809	Democrat	50	Republican	43		7	11/3/1998	58	38.4	19.6	12.6	-12.6	1	
5380182	1998_Gov-G_CA	1998	CA	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	909	Democrat	45	Republican	43		2	11/3/1998	58	38.4	19.6	17.6	-17.6	1	
5380183	1998_Gov-G_CO	1998	CO	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	831	Democrat	39	Republican	44		-5	11/3/1998	48.4	49.1	-0.7	4.3	-4.3	1	
5380184	1998_Gov-G_CT	1998	CT	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	633	Democrat	33	Republican	58		-25	11/3/1998	35.4	62.9	-27.5	2.5	2.5	1	
5380185	1998_Gov-G_FL	1998	FL	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	822	Democrat	43	Republican	51		-8	11/3/1998	44.7	55.3	-10.6	2.6	2.6	1	
5380186	1998_Gov-G_GA	1998	GA	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	809	Democrat	43	Republican	46		-3	11/3/1998	52.5	44	8.5	11.5	-11.5	0	
5380187	1998_Gov-G_IL	1998	IL	Gov-G	Gov-G	Richard Day Research, Inc.		10/27/1998	712	Democrat	35	Republican	56		-21	11/3/1998	47.5	51	-3.5	17.5	-17.5	1	
5380188	1998_Gov-G_MA	1998	MA	Gov-G	Gov-G	KRC/Communications Research		10/27/1998	400	Democrat	41	Republican	46		-5	11/3/1998	47.4	50.8	-3.4	1.6	-1.6	1	
5380189	1998_Gov-G_MD	1998	MD	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	828	Democrat	49	Republican	45		4	11/3/1998	55.1	44.8	10.3	6.3	-6.3	1	
5380190	1998_Gov-G_NE	1998	NE	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	807	Democrat	39	Republican	54		-15	11/3/1998	46	53.9	-7.9	7.1	-7.1	1	
5380191	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Marist College		10/27/1998	351	Democrat	26	Republican	55	12	-29	11/3/1998	33.2	54.3	-21.1	7.9	-7.9	1	
5380192	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	808	Democrat	29	Republican	54	5	-25	11/3/1998	33.2	54.3	-21.1	3.9	-3.9	1	
5380193	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	Columbus Dispatch		10/27/1998	800	Democrat	46	Republican	47		-1	11/3/1998	44.7	50.1	-5.4	4.4	4.4	1	
5380194	1998_Gov-G_SC	1998	SC	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	806	Democrat	44	Republican	46		-2	11/3/1998	53.2	45.2	8	10	-10	0	
5380195	1998_Gov-G_TX	1998	TX	Gov-G	Gov-G	Hill Research Consultants	R	10/27/1998	501	Democrat	22	Republican	69		-47	11/3/1998	31.2	68.2	-37	10	-10	1	
5380196	1998_House-G_US	1998	US	House-G	House-G	CBS News/New York Times		10/27/1998	485	Democrat	50	Republican	47		3	11/3/1998	46.42094241	47.99162304	-1.570680628	4.570680628	4.570680628	0	
5380197	1998_Sen-G_CA	1998	CA	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	809	Democrat	45	Republican	43		2	11/3/1998	53.06	43.01	10.05	8.05	-8.05	1	
5380198	1998_Sen-G_CO	1998	CO	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	831	Democrat	32	Republican	58		-26	11/3/1998	35.01	62.47	-27.46	1.46	1.46	1	
5380199	1998_Sen-G_CT	1998	CT	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	633	Democrat	60	Republican	32		28	11/3/1998	65.15	32.37	32.78	4.78	-4.78	1	
5380200	1998_Sen-G_FL	1998	FL	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	822	Democrat	59	Republican	31		28	11/3/1998	62.47	37.53	24.94	3.06	3.06	1	
5380201	1998_Sen-G_GA	1998	GA	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	809	Democrat	38	Republican	51		-13	11/3/1998	45.15	52.37	-7.22	5.78	-5.78	1	
5380202	1998_Sen-G_IL	1998	IL	Sen-G	Sen-G	Richard Day Research, Inc.		10/27/1998	712	Democrat	40	Republican	50		-10	11/3/1998	47.44	50.35	-2.91	7.09	-7.09	1	
5380203	1998_Sen-G_KY	1998	KY	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	823	Democrat	46	Republican	45		1	11/3/1998	49.16	49.75	-0.59	1.59	1.59	0	
5380204	1998_Sen-G_NC	1998	NC	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	827	Democrat	43	Republican	44		-1	11/3/1998	51.15	47.01	4.14	5.14	-5.14	0	
5380205	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Marist College		10/27/1998	351	Democrat	50	Republican	47		3	11/3/1998	54.62	44.08	10.54	7.54	-7.54	1	
5380206	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	808	Democrat	46	Republican	43		3	11/3/1998	54.62	44.08	10.54	7.54	-7.54	1	
5380207	1998_Sen-G_OH	1998	OH	Sen-G	Sen-G	Columbus Dispatch		10/27/1998	800	Democrat	49	Republican	51		-2	11/3/1998	43.53	56.46	-12.93	10.93	10.93	1	
5380208	1998_Sen-G_SC	1998	SC	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	806	Democrat	49	Republican	44		5	11/3/1998	52.68	45.69	6.99	1.99	-1.99	1	
5380209	1998_Sen-G_WA	1998	WA	Sen-G	Sen-G	Mason-Dixon Polling & Research, Inc.		10/27/1998	801	Democrat	49	Republican	41		8	11/3/1998	58.41	41.59	16.82	8.82	-8.82	1	
5380210	1998_Gov-G_AL	1998	AL	Gov-G	Gov-G	University of South Alabama		10/28/1998	820	Democrat	52	Republican	36		16	11/3/1998	57.7	42.1	15.6	0.4	0.4	1	
5380211	1998_Gov-G_CO	1998	CO	Gov-G	Gov-G	Ciruli Associates		10/28/1998	500	Democrat	42	Republican	46		-4	11/3/1998	48.4	49.1	-0.7	3.3	-3.3	1	
5380212	1998_Gov-G_KS	1998	KS	Gov-G	Gov-G	SurveyUSA		10/28/1998	500	Democrat	21	Republican	74		-53	11/3/1998	22.7	73.4	-50.7	2.3	-2.3	1	
5380213	1998_Gov-G_MA	1998	MA	Gov-G	Gov-G	RKM Research and Communications, Inc.		10/28/1998	402	Democrat	38	Republican	47		-9	11/3/1998	47.4	50.8	-3.4	5.6	-5.6	1	
5380214	1998_Gov-G_MA	1998	MA	Gov-G	Gov-G	SurveyUSA		10/28/1998	500	Democrat	44	Republican	48		-4	11/3/1998	47.4	50.8	-3.4	0.6	-0.6	1	
5380215	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Blum & Weprin Associates		10/28/1998	662	Democrat	25	Republican	51	8	-26	11/3/1998	33.2	54.3	-21.1	4.9	-4.9	1	
5380216	1998_Gov-G_TX	1998	TX	Gov-G	Gov-G	Blum & Weprin Associates		10/28/1998	967	Democrat	23	Republican	70		-47	11/3/1998	31.2	68.2	-37	10	-10	1	
5380217	1998_Sen-G_KS	1998	KS	Sen-G	Sen-G	SurveyUSA		10/28/1998	500	Democrat	31	Republican	66		-35	11/3/1998	31.59	65.27	-33.68	1.32	-1.32	1	
5380218	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Blum & Weprin Associates		10/28/1998	662	Democrat	46	Republican	42		4	11/3/1998	54.62	44.08	10.54	6.54	-6.54	1	
5380219	1998_Sen-G_SC	1998	SC	Sen-G	Sen-G	Ayres, McHenry & Associates	R	10/28/1998	600	Democrat	43	Republican	44		-1	11/3/1998	52.68	45.69	6.99	7.99	-7.99	0	
5380220	1998_Gov-G_HI	1998	HI	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/29/1998	406	Democrat	42	Republican	51		-9	11/3/1998	50.1	48.8	1.3	10.3	-10.3	0	
5380221	1998_Gov-G_IA	1998	IA	Gov-G	Gov-G	Selzer & Company		10/29/1998	800	Democrat	43	Republican	47		-4	11/3/1998	52.3	46.5	5.8	9.8	-9.8	0	
5380222	1998_Gov-G_IL	1998	IL	Gov-G	Gov-G	Zogby Analytics, telephone		10/29/1998	703	Democrat	37	Republican	51		-14	11/3/1998	47.5	51	-3.5	10.5	-10.5	1	
5380223	1998_Gov-G_MN	1998	MN	Gov-G	Gov-G	Star Tribune		10/29/1998	700	Ventura (I)	27	Coleman (R)	30		-3	11/3/1998	37	34.3	2.7	5.7		0	number of likely voters estimated
5380224	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Quinnipiac University		10/29/1998	584	Democrat	26	Republican	55	11	-29	11/3/1998	33.2	54.3	-21.1	7.9	-7.9	1	
5380225	1998_Gov-G_TX	1998	TX	Gov-G	Gov-G	Mason-Dixon Polling & Research, Inc.		10/29/1998	504	Democrat	25	Republican	69		-44	11/3/1998	31.2	68.2	-37	7	-7	1	
5380226	1998_House-G_US	1998	US	House-G	House-G	Fox News/Opinion Dynamics Corp.		10/29/1998	673	Democrat	38	Republican	48		-10	11/3/1998	46.42094241	47.99162304	-1.570680628	8.429319372	-8.429319372	1	
5380227	1998_Sen-G_IL	1998	IL	Sen-G	Sen-G	Zogby Analytics, telephone		10/29/1998	703	Democrat	45	Republican	42		3	11/3/1998	47.44	50.35	-2.91	5.91	5.91	0	
5380228	1998_Sen-G_MO	1998	MO	Sen-G	Sen-G	Zogby Analytics, telephone		10/29/1998	600	Democrat	36	Republican	47		-11	11/3/1998	43.77	52.68	-8.91	2.09	-2.09	1	
5380229	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Quinnipiac University		10/29/1998	584	Democrat	50	Republican	42		8	11/3/1998	54.62	44.08	10.54	2.54	-2.54	1	
5380230	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Zogby Analytics, telephone		10/29/1998	1196	Democrat	41	Republican	37		4	11/3/1998	54.62	44.08	10.54	6.54	-6.54	1	
5380231	1998_Gov-G_AZ	1998	AZ	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	850	Democrat	38	Republican	55		-17	11/3/1998	35.5	61	-25.5	8.5	8.5	1	
5380232	1998_Gov-G_CA	1998	CA	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	5735	Democrat	53	Republican	42		11	11/3/1998	58	38.4	19.6	8.6	-8.6	1	
5380233	1998_Gov-G_CT	1998	CT	Gov-G	Gov-G	Quinnipiac University		10/30/1998	491	Democrat	26	Republican	67		-41	11/3/1998	35.4	62.9	-27.5	13.5	-13.5	1	
5380234	1998_Gov-G_FL	1998	FL	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	2819	Democrat	41	Republican	58		-17	11/3/1998	44.7	55.3	-10.6	6.4	-6.4	1	
5380235	1998_Gov-G_GA	1998	GA	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	1408	Democrat	43	Republican	50		-7	11/3/1998	52.5	44	8.5	15.5	-15.5	0	
5380236	1998_Gov-G_IL	1998	IL	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	847	Democrat	41	Republican	55		-14	11/3/1998	47.5	51	-3.5	10.5	-10.5	1	
5380237	1998_Gov-G_MA	1998	MA	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	1083	Democrat	43	Republican	54		-11	11/3/1998	47.4	50.8	-3.4	7.6	-7.6	1	
5380238	1998_Gov-G_MI	1998	MI	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	1855	Democrat	38	Republican	62		-24	11/3/1998	37.8	62.2	-24.4	0.4	0.4	1	
5380239	1998_Gov-G_NY	1998	NY	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	2243	Democrat	27	Republican	49	15	-22	11/3/1998	33.2	54.3	-21.1	0.9	-0.9	1	
5380240	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	2149	Democrat	42	Republican	52		-10	11/3/1998	44.7	50.1	-5.4	4.6	-4.6	1	
5380241	1998_Gov-G_PA	1998	PA	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	1812	Democrat	21	Republican	62	16	-41	11/3/1998	31	57.4	-26.4	14.6	-14.6	1	
5380242	1998_Gov-G_TX	1998	TX	Gov-G	Gov-G	Harris Interactive, online		10/30/1998	3579	Democrat	25	Republican	73		-48	11/3/1998	31.2	68.2	-37	11	-11	1	
5380243	1998_House-G_US	1998	US	House-G	House-G	Pew Research Center		10/30/1998	743	Democrat	46	Republican	44		2	11/3/1998	46.42094241	47.99162304	-1.570680628	3.570680628	3.570680628	0	
5380244	1998_Sen-G_AZ	1998	AZ	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	850	Democrat	27	Republican	64		-37	11/3/1998	27.16	68.74	-41.58	4.58	4.58	1	
5380245	1998_Sen-G_CA	1998	CA	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	5735	Democrat	48	Republican	46		2	11/3/1998	53.06	43.01	10.05	8.05	-8.05	1	
5380246	1998_Sen-G_CT	1998	CT	Sen-G	Sen-G	Quinnipiac University		10/30/1998	491	Democrat	64	Republican	27		37	11/3/1998	65.15	32.37	32.78	4.22	4.22	1	
5380247	1998_Sen-G_FL	1998	FL	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	2819	Democrat	61	Republican	39		22	11/3/1998	62.47	37.53	24.94	2.94	-2.94	1	
5380248	1998_Sen-G_GA	1998	GA	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	1408	Democrat	38	Republican	56		-18	11/3/1998	45.15	52.37	-7.22	10.78	-10.78	1	
5380249	1998_Sen-G_IL	1998	IL	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	847	Democrat	39	Republican	58		-19	11/3/1998	47.44	50.35	-2.91	16.09	-16.09	1	
5380250	1998_Sen-G_IN	1998	IN	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	977	Democrat	64	Republican	33		31	11/3/1998	63.72	34.79	28.93	2.07	2.07	1	
5380251	1998_Sen-G_MO	1998	MO	Sen-G	Sen-G	Neighbor		10/30/1998	330	Democrat	28	Republican	54		-26	11/3/1998	43.77	52.68	-8.91	17.09	-17.09	1	
5380252	1998_Sen-G_NC	1998	NC	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	1418	Democrat	54	Republican	39		15	11/3/1998	51.15	47.01	4.14	10.86	10.86	1	
5380253	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	2243	Democrat	50	Republican	46		4	11/3/1998	54.62	44.08	10.54	6.54	-6.54	1	
5380254	1998_Sen-G_OH	1998	OH	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	2149	Democrat	39	Republican	58		-19	11/3/1998	43.53	56.46	-12.93	6.07	-6.07	1	
5380255	1998_Sen-G_PA	1998	PA	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	1812	Democrat	32	Republican	63		-31	11/3/1998	34.79	61.34	-26.55	4.45	-4.45	1	
5380256	1998_Sen-G_WA	1998	WA	Sen-G	Sen-G	Harris Interactive, online		10/30/1998	1523	Democrat	53	Republican	45		8	11/3/1998	58.41	41.59	16.82	8.82	-8.82	1	
5380257	1998_Gov-G_ME	1998	ME	Gov-G	Gov-G	SurveyUSA		10/31/1998	500	King (I)	59	Longley (R)	18	12	41	11/3/1998	58.6	18.9	39.7	1.3		1	
5380258	1998_Gov-G_OH	1998	OH	Gov-G	Gov-G	Louis Harris & Associates		10/31/1998	773	Democrat	39	Republican	44		-5	11/3/1998	44.7	50.1	-5.4	0.4	0.4	1	
5380259	1998_House-G_US	1998	US	House-G	House-G	ABC News/Washington Post		10/31/1998	581	Democrat	49	Republican	46		3	11/3/1998	46.42094241	47.99162304	-1.570680628	4.570680628	4.570680628	0	
5380260	1998_House-G_US	1998	US	House-G	House-G	Gallup		10/31/1998	1015	Democrat	49	Republican	45		4	11/3/1998	46.42094241	47.99162304	-1.570680628	5.570680628	5.570680628	0	
5380261	1998_Sen-G_NY	1998	NY	Sen-G	Sen-G	Zogby Analytics, telephone		10/31/1998	1196	Democrat	46.5	Republican	47.3		-0.8	11/3/1998	54.62	44.08	10.54	11.34	-11.34	0	
5380262	1998_Gov-G_CA	1998	CA	Gov-G	Gov-G	SurveyUSA		11/1/1998	800	Democrat	60	Republican	37		23	11/3/1998	58	38.4	19.6	3.4	3.4	1	
5380263	1998_House-G_OR-1	1998	OR-1	House-G	House-G	SurveyUSA		11/1/1998	400	Democrat	45	Republican	49		-4	11/3/1998	50.1	47.11	2.99	6.99	-6.99	0	
5380264	1998_House-G_PA-10	1998	PA-10	House-G	House-G	SurveyUSA		11/1/1998	400	Democrat	48	Republican	47		1	11/3/1998	48.4	48.7	-0.3	1.3	1.3	0	
5380265	1998_House-G_US	1998	US	House-G	House-G	CBS News/New York Times		11/1/1998	485	Democrat	48	Republican	49		-1	11/3/1998	46.42094241	47.99162304	-1.570680628	0.570680628	0.570680628	1	
5380266	1998_Sen-G_CA	1998	CA	Sen-G	Sen-G	SurveyUSA		11/1/1998	800	Democrat	53	Republican	43		10	11/3/1998	53.06	43.01	10.05	0.05	-0.05	1	
5380267	1998_Sen-G_KY	1998	KY	Sen-G	Sen-G	SurveyUSA		11/1/1998	700	Democrat	44	Republican	51		-7	11/3/1998	49.16	49.75	-0.59	6.41	-6.41	1	
5380268	1998_Sen-G_NC	1998	NC	Sen-G	Sen-G	SurveyUSA		11/1/1998	700	Democrat	49	Republican	47		2	11/3/1998	51.15	47.01	4.14	2.14	-2.14	1	
5380269	1999_Gov-O_LA	1999	LA	Gov-G	Gov-O	Southern Media & Opinion Research		10/6/1999	500	Foster (R)	64	Jefferson (D)	16	2	48	10/23/1999	62.2	29.5	32.7	15.3		1	
