"","SMITH","JOHNSON","WILLIAMS","BROWN","JONES","GARCIA","RODRIGUEZ","MILLER","MARTINEZ","DAVIS","HERNANDEZ","LOPEZ","GONZALEZ","WILSON","ANDERSON","THOMAS","TAYLOR","LEE","MOORE","JACKSON","PEREZ","MARTIN","THOMPSON","WHITE","SANCHEZ","HARRIS","RAMIREZ","CLARK","LEWIS","ROBINSON","WALKER","YOUNG","HALL","ALLEN","TORRES","NGUYEN","WRIGHT","FLORES","KING","SCOTT","RIVERA","GREEN","HILL","ADAMS","BAKER","NELSON","MITCHELL","CAMPBELL","GOMEZ","CARTER","ROBERTS","DIAZ","PHILLIPS","EVANS","TURNER","REYES","CRUZ","PARKER","EDWARDS","COLLINS","STEWART","MORRIS","MORALES","ORTIZ","GUTIERREZ","MURPHY","ROGERS","COOK","KIM","MORGAN","COOPER","RAMOS","PETERSON","GONZALES","BELL","REED","BAILEY","CHAVEZ","KELLY","HOWARD","RICHARDSON","WARD","COX","RUIZ","BROOKS","WATSON","WOOD","JAMES","MENDOZA","GRAY","BENNETT","ALVAREZ","CASTILLO","PRICE","HUGHES","VASQUEZ","SANDERS","JIMENEZ","LONG","FOSTER"
"Tyler",4328.12515590048,3433.63773842687,2883.73693989265,2555.85217438727,2530.23395960572,2198.66645022972,2065.90481103615,2018.72757346831,1985.25588343333,1974.54099912671,1821.39144864904,1594.0408515527,1540.41539781703,1434.4823260022,1381.83747240071,1331.62529374912,1322.16073169496,1312.2219967124,1279.36939967017,1262.52596031877,1253.56171455739,1231.26509838372,1176.24762732477,1173.12057208713,1132.06513997934,1108.17838757853,1003.80477248617,994.81459105714,944.85602867376,942.638136266947,927.166866352522,863.613280775402,860.479853100039,848.114763923337,833.996462305364,823.480699518841,807.3108927409,803.084698371853,802.085328169708,776.550870315327,767.59197879884,766.678449466586,756.768054599328,750.509187354975,744.424485391991,744.409937161709,678.433062205377,675.404214123798,675.286676228411,671.382337750343,662.345551168343,645.200834683733,636.932803679817,625.475142901294,616.013522378611,598.260519290692,593.147658620297,591.870946753011,583.994820790073,578.613812647739,571.250969826179,566.700613468581,559.014406367,551.290914554458,547.900982493907,538.437298916315,533.625518591764,529.599391975232,512.650390891797,500.953626101855,493.888905254445,493.784255221598,492.355696771776,489.942579093139,488.387432070376,486.894192913059,483.310854702625,476.53917829601,469.837704866958,467.959278449631,461.268441558673,460.322182435113,455.349080474334,449.794661548836,444.726113519959,444.459913761631,440.995742215601,436.87768566495,434.592579784604,432.424551254565,432.34408368209,431.751612034443,424.539789676619,415.015523540593,413.75225752009,411.021617500381,407.571962110733,406.341067497286,404.18200435172,403.861786436371
"Samuel",4262.50048613375,3381.57562502526,2840.01263027638,2517.09937753525,2491.86959581062,2165.32943835362,2034.58078132113,1988.11886286362,1955.15468324618,1944.60226206595,1793.77482296746,1569.87140156921,1517.059037235,1412.73216270072,1360.88553027076,1311.4346876535,1302.11363086708,1292.32559074145,1259.97111719477,1243.38306443811,1234.5547379597,1212.59619150921,1158.4129161446,1155.33327450059,1114.90034037453,1091.37576794349,988.584705059313,979.730836159654,930.529764384871,928.345500501155,913.108811829748,850.51884974219,847.432932281765,835.255327261512,821.351092669785,810.994773853885,795.070139798953,790.908024586549,789.923807213199,764.776512461549,755.953459044948,755.053780989769,745.293651275897,739.12968334273,733.137239931097,733.122912286583,668.146403649452,665.163480107475,665.047724366091,661.202584943977,652.302817536293,635.418055724207,627.27538773192,615.991452337439,606.67329248188,589.189467137914,584.154129593808,582.896775714487,575.140070550796,569.840651288089,562.58944667275,558.108084538409,550.538418614505,542.932033304522,539.593500675362,530.273309045712,525.53448675343,521.569405790647,504.877391868838,493.357977848347,486.400374969088,486.2973116796,484.89041357303,482.513884496863,480.982317201148,479.51171910042,475.982712818535,469.313711129482,462.713847973906,460.863902968017,454.274515075324,453.342603490308,448.444905581431,442.974704855407,437.983008067797,437.720844530836,434.309198063342,430.253581042853,428.003122801699,425.867966739808,425.788719247086,425.205230878531,418.102756897569,408.722901285137,407.478789381587,404.789552358115,401.392201947552,400.179970623547,398.053644009581,397.738281359316
"Betty",4185.37324562532,3320.38816067723,2788.62440454013,2471.55406212559,2446.78079728568,2126.14917669379,1997.7663336125,1952.14511407597,1919.77740036341,1909.41591854588,1761.31760621428,1541.46557509482,1489.60881696853,1387.1696710034,1336.2611704756,1287.70510946465,1278.55271128388,1268.94177953097,1237.17273964486,1220.88483717292,1212.21625365802,1190.6550331665,1137.45216977467,1134.42825229129,1094.72692644186,1071.62801621582,970.696892363902,962.003228601644,913.69241898833,911.547677973043,896.586687511063,835.129251056064,832.099171313179,820.141912325558,806.489266032514,796.320338231512,780.683850321022,776.597045941322,775.630637356573,750.938366940229,742.274961074424,741.391562122548,731.808035760226,725.755600913992,719.871586961955,719.857518567073,656.056718607362,653.127769173351,653.014107958626,649.238543893504,640.499812127588,623.920569362232,615.925237778389,604.845478031954,595.695924363916,578.528457741011,573.584231433389,572.34962857436,564.733276066735,559.529746431574,552.409747760766,548.009473029526,540.576775405375,533.108022809127,529.829898808628,520.678350130162,516.025273819107,512.131938479355,495.741955953556,484.430978417369,477.599268945601,477.498070520913,476.116629342498,473.783102051369,472.279247493648,470.835258932034,467.370107778645,460.821777441747,454.341334620452,452.524863195119,446.054706093474,445.139656857021,440.330579682801,434.959358766492,430.05798356358,429.800563709402,426.450648819061,422.468415614097,420.258677986251,418.162156217926,418.084342658279,417.511412141362,410.537452918513,401.32731983916,400.105719350756,397.465142364126,394.129264852641,392.938968084934,390.851116001278,390.541459637981
"Brenda",4151.44003390593,3293.46787714825,2766.01543354238,2451.51576151436,2426.94334768378,2108.91127079491,1981.56930075881,1936.31795850934,1904.21266834131,1893.93519297567,1747.03759826057,1528.96803314381,1477.53170737786,1375.92309408554,1325.42733785205,1277.26494856447,1268.18675410389,1258.65374366478,1227.1422735325,1210.98642639006,1202.38812403348,1181.00171267294,1128.23019528578,1125.23079442879,1085.85134990667,1062.93971574066,962.826898164849,954.203718900806,906.284592617684,904.157240242952,889.317547076837,828.358381165603,825.352868010071,813.492553351425,799.950596860701,789.864114366193,774.354400395249,770.300730073167,769.342156714857,744.850080639782,736.256913954141,735.380677222193,725.874849982503,719.871485682909,714.035176793116,714.021222458747,650.737692029337,647.832489261495,647.719749563166,643.97479615264,635.306914276989,618.862088903318,610.931580039812,599.941650234749,590.866277224811,573.837997060415,568.933856419767,567.70926319136,560.154660804216,554.993319156227,547.93104638181,543.566447191392,536.194010692671,528.785811540108,525.534265163449,516.456913317772,511.841562154355,507.979792308198,491.72269273321,480.503419753096,473.727098852504,473.626720901252,472.256479855593,469.941871803198,468.450209853426,467.017928531932,463.580871338348,457.085632056103,450.657729886593,448.855985632732,442.438285790667,441.53065538108,436.760568142607,431.432894782477,426.571257828155,426.315925023781,422.993169807034,419.043222841439,416.851400818814,414.771876750064,414.694694069395,414.126408627454,407.20899127577,398.073530006409,396.861833730982,394.242665410364,390.933833763423,389.753187411546,387.682262737379,387.375116935105
"Pamela",4099.40102702208,3252.18369716953,2731.34295965107,2420.78559450066,2396.52120005661,2082.47570934105,1956.72999255712,1912.0458835789,1880.34303868346,1870.19439321947,1725.13818483783,1509.80215880813,1459.01059613373,1358.67566409017,1308.81288074917,1261.25421520256,1252.28981745352,1242.87630492159,1211.75983642676,1195.80650557597,1187.31598440179,1166.19765534496,1114.0876379034,1111.12583504628,1072.24001855873,1049.61558562369,950.757699242949,942.242612997573,894.924161112286,892.823475461383,878.169800372975,817.974767974108,815.006929437145,803.295285839896,789.92308007694,779.963033355966,764.647736287472,760.644879412308,759.698321934074,735.513258198106,727.027808318358,726.162555362872,716.775885284341,710.847774177268,705.084624412022,705.070844997608,642.580584385118,639.711798828076,639.600472341039,635.902462558439,627.343234056295,611.104547365547,603.273448779431,592.421279613595,583.459667947836,566.644840171397,561.802173767754,560.592931023739,553.133026862371,548.036383509758,541.062637525689,536.752749328435,529.472727575098,522.157391458866,518.946603769047,509.983038072592,505.425541120967,501.612179216625,485.558865149747,474.480227664563,467.788849098946,467.689729402386,466.336664561279,464.051070514479,462.578106800943,461.16377936941,457.769806272307,451.355985919147,445.008658596562,443.229499513355,436.892246630305,435.995993522268,431.285700138605,426.024810070152,421.224114561899,420.971982397653,417.690878482667,413.790444774076,411.62609761328,409.572640732409,409.496425549768,408.935263662494,402.104557313798,393.083610605168,391.887103148633,389.30076654837,386.033411668875,384.867564919818,382.822599638656,382.519303961252
"Aaron",4083.51870557334,3239.58375231214,2720.760909594,2411.40673775624,2387.23635092691,2074.40756757914,1949.14902779536,1904.63803859189,1873.05802012162,1862.94869358459,1718.45447689745,1503.95272786635,1453.35794709252,1353.4117429711,1303.74214315817,1256.36773428928,1247.43806733279,1238.06102560013,1207.06511173065,1191.17358891647,1182.71596259343,1161.67945234094,1109.77132489312,1106.82099695752,1068.08583590309,1045.54905687508,947.07417589412,938.592079672414,891.456953804354,889.364406846042,874.767504534102,814.805685926195,811.849345694799,800.183076552765,786.862678765902,776.941220283216,761.685259315172,757.697910720165,756.755020492352,732.663657019905,724.211082343569,723.349181640151,713.998878365096,708.093734556311,702.352912979141,702.339186950352,640.091032538237,637.233361525511,637.122466351009,633.438783778581,624.912716320582,608.736943221412,600.936184683566,590.126060108628,581.199168441288,564.449486401528,559.625581954568,558.421024183269,550.990021950522,545.913124538231,538.966396958727,534.673206573984,527.421389830324,520.13439554231,516.936047416676,508.007209289146,503.467369461357,499.66878167625,483.677663011248,472.641947523838,465.976493385866,465.877757709037,464.529935051022,462.253196087956,460.785939082064,459.377091183457,455.9962673663,449.607296096187,443.284560242505,441.512294160564,435.199593714987,434.306812963,429.614768682839,424.374260896242,419.592164736707,419.341009408847,416.072617484403,412.187295237595,410.031333413366,407.985832246524,407.909912344589,407.350924568464,400.546682445453,391.560685617172,390.368813792993,387.792497444223,384.537801287342,383.376471381772,381.339428915609,381.037308297539
"Kelly",3965.64969644919,3146.07456222601,2642.22731746428,2341.80252059258,2318.3298015716,2014.53068635499,1892.88768038731,1849.66148172132,1818.99300688623,1809.17548170674,1668.85202836687,1460.54177995978,1411.4073957475,1314.34609577246,1266.11018757101,1220.10322061529,1211.4313046505,1202.32492718982,1172.22369702773,1156.79087617689,1148.57737559591,1128.1480751538,1077.73825345377,1074.87308546366,1037.25599815418,1015.36973354876,919.737287605264,911.500023438713,865.725432683037,863.693286191653,849.517717179703,791.286670647101,788.415663903522,777.086136596922,764.15022635658,754.51514650094,739.699542277212,735.827286782498,734.911612675113,711.515636035859,703.307041287981,702.470018977244,693.3896081801,687.654913804673,682.079798570402,682.066468737525,621.615080499236,618.839894929815,618.732200696775,615.154846035652,606.87487984361,591.166013469861,583.590420468302,573.092325484514,564.423104701343,548.156895021457,543.472230499245,542.302441769348,535.085932216351,530.155577261818,523.409363982722,519.24009468984,512.197598513944,505.120940178365,502.014910994208,493.343799934584,488.935000628625,485.246057444311,469.716515533997,458.99934122229,452.52628254795,452.430396833918,451.12147849657,448.910456623338,447.485551359139,446.117369248492,442.834131455077,436.629575089665,430.489342283908,428.768231899307,422.637744833921,421.77073381392,417.21412337157,412.124880585736,407.480817572735,407.236911735269,404.062860536396,400.28968644327,398.195955528767,396.209496872339,396.135768365683,395.592915531023,388.985074927071,380.25845502798,379.100986070801,376.599033984108,373.438283230364,372.310474612464,370.332230499962,370.038830463443
"Heather",3874.85225659487,3074.04209902164,2581.73093117134,2288.18465472193,2265.24936662821,1968.4060301624,1849.54816014052,1807.31166769519,1777.34537767529,1767.75263436517,1630.64202413804,1427.10124320754,1379.09183891956,1284.2528526185,1237.12135285174,1192.16776053442,1183.69439659225,1174.79651857632,1145.38448560621,1130.30501432738,1122.27956989914,1102.31801833052,1053.06237894719,1050.26281178876,1013.50700459324,992.121847485015,898.679000200837,890.630336277619,845.903799679303,843.918181175247,830.067175721172,773.169386119946,770.364113892038,759.29398722668,746.654257340609,737.239782089674,722.763395657829,718.979799251106,718.085090400629,695.224787596518,687.204136677512,686.386278813645,677.513772929016,671.910380006691,666.462912504548,666.44988787127,607.382593465724,604.670948492198,604.565720024266,601.07027240727,592.979884163323,577.630687694616,570.228545326009,559.970814524849,551.500084055472,535.606305202341,531.028900669727,529.885895400291,522.834614912454,518.017145270974,511.425393162516,507.351583379887,500.470332062186,493.555700760959,490.520787161794,482.048209695696,477.740354174604,474.135872963117,458.961895148348,448.490101055385,442.165249409059,442.071559092508,440.792609724461,438.63221136589,437.239930705458,435.903074466335,432.695009622851,426.632512661706,420.632866509221,418.951162635177,412.961039084777,412.113879132563,407.66159675604,402.688877176016,398.151144541233,397.912823167172,394.811444984043,391.124661413027,389.07886852163,387.137891784732,387.06585136456,386.535427678054,380.078880066607,371.552064690374,370.421097120374,367.976429680965,364.888047416226,363.786061082942,361.85311080993,361.566428455054
"Rachel",3872.58329815033,3072.24206296411,2580.21917283581,2286.8447853408,2263.92292723412,1967.25341034913,1848.46513874031,1806.25337829502,1776.30463533559,1766.71750915213,1629.68718541241,1426.26558981934,1378.2842979176,1283.50084553232,1236.39694408604,1191.46967479374,1183.00127251446,1174.10860473989,1144.71379427948,1129.64315293568,1121.62240788659,1101.67254500389,1052.44574775221,1049.64781990829,1012.91353544283,991.540900626966,898.152769735411,890.108818787752,845.408472259711,843.424016454405,829.58112159493,772.716649062754,769.913019490021,758.849375047912,746.217046481933,736.808083971021,722.340174331855,718.558793447802,717.66460850303,694.817691777577,686.801737430833,685.984358471809,677.117047971627,671.516936172,666.072658488867,666.059641482293,607.026934521007,604.316877378282,604.21171052793,600.718309705202,592.632658868906,577.292450275513,569.89464230531,559.642918020885,551.177147672348,535.292675580186,530.71795139252,529.575615421236,522.528463881124,517.713815157114,511.125922914948,507.05449859233,500.177276660075,493.266694290276,490.233557815084,481.765941551354,477.460608538093,473.858237966585,458.693145426098,448.227483196767,441.906335130501,441.812699675251,440.534499208782,438.37536589305,436.983900496466,435.647827066868,432.441640737798,426.382693732307,420.386560732557,418.705841597015,412.719225623295,411.872561734053,407.422886435949,402.453078681547,397.918003161436,397.679821338836,394.580259198681,390.895634460612,388.851039503679,386.911199325097,386.839201088913,386.309087997295,379.856321081795,371.33449866748,370.204193346838,367.760957406867,364.674383575213,363.573042521035,361.641224106363,361.354709621204
"Adam",3847.89240212187,3052.6539989999,2563.76815850707,2272.26427344967,2249.48856099609,1954.71055570227,1836.6796567922,1794.73703095504,1764.97923580528,1755.4532354176,1619.2965924268,1417.17197641559,1369.49660461897,1275.31747451365,1228.51389908842,1183.87307800125,1175.45866873493,1166.62269901396,1137.41530458904,1122.44075094946,1114.47114473118,1094.64847859346,1045.73554256547,1042.95545380729,1006.45538054623,985.219013813831,892.426308882832,884.433644722626,840.018299580892,838.046496309615,824.291861263137,767.78994640136,765.004192267567,754.011087636633,741.459300530245,732.110327875511,717.734663031395,713.977391553148,713.088907771088,690.387658885939,682.422812825346,681.610645327855,672.799871207851,667.235464715908,661.825898770102,661.812964757626,603.156639740288,600.463861435483,600.359365110093,596.888237583988,588.854139406151,573.611737229373,566.261096354973,556.074735224528,547.662941108233,531.879745559066,527.334188991714,526.199136349548,519.19691618278,514.412964794865,507.86707577119,503.821610119283,496.988236119692,490.121714382719,487.107916641283,478.694288379019,474.416405396297,470.837002892971,455.768600260577,445.369665215164,439.088819654402,438.995781202008,437.725730312291,435.580363243043,434.197769580077,432.870214714858,429.684470454352,423.664154207462,417.706251475487,416.036248303484,410.08780191869,409.24653620644,404.825231239376,399.887110087197,395.380949394612,395.144286176563,392.06448628828,388.403354056197,386.37179506973,384.44432296395,384.372783775596,383.846050589902,377.434425358064,368.966936553901,367.843837857108,365.41617955096,362.349285160055,361.254966058761,359.335464571564,359.050776851336
"Christine",3840.12390865902,3046.49100893747,2558.59217797065,2267.67680885622,2244.9470781908,1950.76419894724,1832.97159211262,1791.11364406282,1761.41592679803,1751.90915841166,1616.02740148328,1414.3108539922,1366.73173379917,1272.74274153557,1226.03365764798,1181.48296172299,1173.08554027144,1164.26740945184,1135.11898171022,1120.17466013274,1112.22114371826,1092.43849747617,1043.62431156488,1040.84983551597,1004.42345209623,983.229959373518,890.624593236416,882.648065431594,838.322390239621,836.354567833509,822.627701960717,766.239858572457,763.459728585733,752.488817886577,739.96237152933,730.632273475381,716.285631599345,712.535945660367,711.649255634404,688.993838203238,681.045072336187,680.234544520172,671.44155843424,665.888385898692,660.489741302366,660.476833402313,601.938929387911,599.251587521674,599.147302163466,595.683182481833,587.66530431034,572.453674953925,565.117874256852,554.952078327193,546.557266745952,530.805935822567,526.269556259869,525.136795170613,518.148711756099,513.374418667117,506.84174511071,502.804446832053,495.984868701913,489.132209756217,486.124496558112,477.727854533851,473.45860815073,469.886432087763,454.848450988798,444.470510308736,438.202345120131,438.10949450267,436.842007713246,434.70097191637,433.321169565818,431.996294895421,428.816982320336,422.808820464089,416.862946116379,415.196314506616,409.259877414709,408.420310130196,404.007931316762,399.079779716193,394.582716492099,394.346531072405,391.272948978904,387.619208190978,385.591750710232,383.668169969618,383.596775211425,383.071105445099,376.672424615936,368.222030788593,367.101199510941,364.678442393732,361.617739742756,360.525629957601,358.610003743721,358.325890778311
"Zachary",3830.73432843612,3039.04195979031,2552.33610210326,2262.13205722246,2239.45790357346,1945.9943380319,1828.48974876074,1786.73414859619,1757.10904594107,1747.62552278494,1612.07601364019,1410.85268817787,1363.38990484704,1269.63072735087,1223.03585297858,1178.59408904207,1170.21720032963,1161.42063093583,1132.34347472273,1117.43569386885,1109.5016247905,1089.76734957714,1041.07252041723,1038.30482830708,1001.96751192202,980.825839923028,888.446905415503,880.489881212518,836.272587805365,834.309576969605,820.616274989903,764.366306886838,761.592974663458,750.648889204471,738.153071565405,728.84578676078,714.534224207191,710.793706716359,709.909184757711,687.309162637872,679.379832491271,678.571286516502,669.799800374378,664.26020603585,658.874761796528,658.861885457894,600.467113894137,597.786342912756,597.682312545211,594.226663066734,586.228389603864,571.05395457179,563.736090819144,553.595151523979,545.220866300396,529.508049338758,524.98276178789,523.852770440282,516.881773758224,512.119154409213,505.602454051559,501.575027468964,494.772124054918,487.936220712021,484.935861746496,476.559750555553,472.300943010438,468.737501361909,453.736289995713,443.383724670427,437.130885924741,437.038262338579,435.773874711884,433.638074013628,432.261645451311,430.940010264144,427.768471503442,421.775000349653,415.843664403701,414.181107915359,408.259186149946,407.421671711789,403.020081712942,398.103980055527,393.617912709929,393.38230479294,390.316237989656,386.671431052058,384.648930956833,382.7300536102,382.658833421064,382.134448982649,375.751413723367,367.321682159182,366.203591453305,363.786758278358,360.73353942576,359.644099984761,357.733157715056,357.449739441157
"Debra",3818.47424985322,3029.31565406162,2544.16747475955,2254.8922137855,2232.29062766057,1939.76627796283,1822.63775640475,1781.01579300418,1751.48550404675,1742.03233244444,1606.91664289967,1406.3373228868,1359.02644188161,1265.56733606502,1219.12158631803,1174.82205608177,1166.47197719354,1157.70356079151,1128.71946460021,1113.85939537264,1105.95071889582,1086.27960226882,1037.7406185372,1034.9817842908,998.760763716464,977.686754608672,885.603474380291,877.671916245598,833.596138131706,831.639409816487,817.989932582627,761.919989761949,759.155533453232,748.246474006555,735.79064862304,726.513151329978,712.247392235074,708.518846088233,707.637154999018,685.10946314889,677.205510437102,676.399552174333,667.656138746255,662.134273609516,656.766065222101,656.753230093561,598.545348151172,595.873156846708,595.769459423286,592.324869582604,584.352194204273,569.226324212212,561.931880925977,551.823397212955,543.47591348123,527.813384624742,523.302580036207,522.176205170852,515.227518824045,510.480142006224,503.984298030567,499.969761030532,493.188629977422,486.374604610125,483.38384814729,475.034544292125,470.789366853068,467.237329825922,452.284129105837,441.964696661492,435.731869821571,435.639542672683,434.379201656986,432.250236484807,430.878213115044,429.560807756903,426.399419351486,420.425130010119,414.512777015885,412.855541458584,406.952572515262,406.11773850126,401.730235576757,396.829867663181,392.358157757559,392.12330389223,389.067049886369,385.433907975798,383.417880793591,381.505144720417,381.434152468026,380.911446296459,374.548839630539,366.146087011525,365.031574700478,362.622476482358,359.579029307943,358.493076564797,356.588250172725,356.305738965203
"Katherine",3745.42927640813,2971.36678049878,2495.49917599053,2211.7575659916,2189.58833377304,1902.65978804244,1787.77186028886,1746.94609846315,1717.98070507175,1708.70836660422,1576.17735389868,1379.43498816265,1333.02913409245,1241.35784127547,1195.80056905509,1152.34846053703,1144.15811332453,1135.55743112766,1107.12778218364,1092.5519765889,1084.79458804162,1065.49976731125,1017.88930333536,1015.18324382596,979.655108239944,958.984231465889,868.662445572392,860.882613078732,817.649976447862,815.730679095502,802.342307642865,747.344947015078,744.633372989819,733.932996882469,721.715443482695,712.61541878708,698.622554551766,694.965333111198,694.100508209363,672.00375671533,664.251001570467,663.460460774479,654.884303260645,649.468067877018,644.202549887246,644.189960286517,587.095557946862,584.474483955257,584.372770197311,580.994073160136,573.173909969446,558.337388209064,551.182482963752,541.267368087619,533.079566387937,517.716651704426,513.292135926506,512.187307892882,505.37154547759,500.714982946026,494.343400316566,490.405658845157,483.754246497815,477.070569083507,474.137023881536,465.947436876212,461.783466970063,458.299378142472,443.632222601181,433.510194308218,427.396597464682,427.306036475181,426.069804978103,423.981565549845,422.6357881108,421.3435838757,418.242670811221,412.382665809027,406.583412351206,404.957878651598,399.167829733789,398.348965561245,394.045392765281,389.238765759905,384.852596808585,384.622235547692,381.624445728858,378.060803502458,376.08334163256,374.207194978753,374.137560762807,373.624853626435,367.38395956208,359.14194623362,358.048753831216,355.685740123258,352.700512149364,351.63533298857,349.766944708718,349.489837760148
"Dennis",3703.82895199088,2938.3639354551,2467.78177228515,2187.1916683368,2165.268668842,1881.52702632223,1767.91515391864,1727.54284210125,1698.89916610805,1689.72981511135,1558.67081875348,1364.11366214495,1318.22323593141,1227.57013228301,1182.5188627566,1139.54937496839,1131.44999759565,1122.94484281185,1094.83096077514,1080.41704803609,1072.74582047501,1053.66530650169,1006.58364993367,1003.90764651269,968.774120424608,948.33283420382,859.014248562636,851.320826339139,808.568372773154,806.670392975236,793.430725597551,739.044218326046,736.362761638696,725.78123415579,713.69938060442,704.700429497867,690.862983413253,687.246382576403,686.391163248142,664.539839437527,656.87319381586,656.091433523027,647.610531027643,642.254453541137,637.047419436771,637.034969668204,580.57471243835,577.982750604612,577.882166577069,574.540996584855,566.807691615672,552.135958474405,545.060522458763,535.255534343822,527.158674211002,511.966394770521,507.591021902042,506.498465146617,499.758405115939,495.153562827286,488.852749096363,484.95874395278,478.381208560805,471.771766468596,468.870804028997,460.77217841985,456.654457551175,453.2090663507,438.704818285098,428.695214931888,422.649521549685,422.559966417261,421.337465691087,419.272420249758,417.941590303757,416.663738526393,413.59726717205,407.802348997343,402.067507602177,400.460028636557,394.734289546967,393.924520464123,389.668747269019,384.915507266312,380.578055307854,380.350252659734,377.385759165512,373.86169816246,371.906199877839,370.050891505493,369.982030713835,369.475018193923,363.303441475744,355.152971840412,354.071921479744,351.735153665006,348.783082491844,347.729734230897,345.882098060574,345.608068927152
"Nathan",3680.82276469224,2920.11240388415,2452.45324324094,2173.60601364485,2151.81918799583,1869.83999548573,1756.93381874189,1716.81227794535,1688.34652101466,1679.23412507965,1548.98919650311,1355.64052399124,1310.03514434825,1219.94512887395,1175.17369352946,1132.4711090181,1124.42204060813,1115.96971525746,1088.03046148901,1073.70608019985,1066.08250216588,1047.12050605176,1000.33129533461,997.67191380322,962.756618225273,942.442302246771,853.678515473772,846.032880638659,803.545982250023,801.659791678683,788.502361972179,734.453674343272,731.788873418265,721.273072675533,709.266265080475,700.323210603418,686.571715268821,682.977578805277,682.127671638106,660.412076462596,652.793051907509,652.016147487868,643.587923783487,638.265115360816,633.090424543202,633.078052105882,576.968495534615,574.39263356947,574.292674315643,570.972257868918,563.28698801822,548.706387768083,541.674900543896,531.930815725504,523.884248919715,508.786335723148,504.438140310491,503.352369928215,496.654175514303,492.077936021715,485.816259546509,481.94644186213,475.409762571544,468.841374767933,465.95843154199,457.910110226061,453.817966417983,450.393976128917,435.97982062751,426.032391530323,420.024250733865,419.93525186961,418.720344658429,416.668126165325,415.345562616989,414.075648165488,411.02822407689,405.269300807627,399.570081153361,397.972586979868,392.282413092566,391.477673858408,387.248335230477,382.524619790377,378.214109743506,377.98772208254,375.041642422612,371.539470985341,369.596119201107,367.752335003463,367.683901937894,367.180038706231,361.046796493167,352.946953178174,351.872617719139,349.550364645421,346.616630145796,345.569824715982,343.733665064782,343.461338052502
"Christina",3628.55128202721,2878.64379356046,2417.62587572394,2142.73856461886,2121.26113438278,1843.28633746993,1731.98354497948,1692.43177147638,1664.37025767692,1655.38726717016,1526.99195102038,1336.38902923589,1291.43129305846,1202.62064879631,1158.48501404753,1116.38885031455,1108.45408698438,1100.12179337833,1072.57930585275,1058.45834556376,1050.94303020706,1032.25031401064,986.125558382276,983.503942813691,949.084480473099,929.058648750266,841.555399372898,834.018340444395,792.13479986856,790.275395150291,777.304814526936,724.023674052313,721.396716051093,711.030250533492,699.19395199991,690.377898127597,676.821688221273,673.278592205439,672.44075459733,651.03354328851,643.522716746589,642.756845171641,634.448310943615,629.201091894837,624.099887028235,624.087690292295,568.774947341557,566.235665275165,566.137125545922,562.863862440129,555.287731354174,540.914190677927,533.982557830341,524.376849074377,516.44455182303,501.561044578171,497.274598028653,496.204246706556,489.601173567309,485.089921399186,478.917167193334,475.102304914564,468.658453217173,462.183343300373,459.34134084406,451.407313998428,447.373282856403,443.997916763741,429.788457148986,419.98229181288,414.059472817434,413.971737828918,412.774083554184,410.751008682015,409.447226901238,408.195346545775,405.191199024837,399.514058410454,393.895773558107,392.320965450838,386.711597906228,385.91828679986,381.749009146039,377.092375341086,372.84307898626,372.619906263762,369.715663975996,366.263226988135,364.347472805197,362.529872246345,362.462411000944,361.965703147267,355.919559304463,347.934742125335,346.875663338765,344.586388655762,341.694316214281,340.662376502101,338.852292213262,338.583832525657
"Julie",3586.11738682257,2844.9796506083,2389.35308168555,2117.6804252583,2096.45416165956,1821.73012585904,1711.72895780916,1672.63972036564,1644.90637040991,1636.02843099603,1509.13462687317,1320.76070056927,1276.32872018728,1188.5566671641,1144.93717419041,1103.33330174989,1095.49133107702,1087.25647902442,1060.03608561809,1046.08026212958,1038.65283421872,1020.17871897307,974.593366785517,972.002409557316,937.985463743139,918.193823017942,831.713875621322,824.264958417675,782.87122262437,781.033562613237,768.214665738061,715.556618656793,712.960381472744,702.715146021147,691.017266435664,682.304311424869,668.906633876455,665.404972403873,664.576932842009,643.420066999105,635.997075408824,635.240160277268,627.02878974994,621.842934018344,616.80138491403,616.789330812154,562.123439719202,559.613853148539,559.516465786789,556.281481677988,548.793949244104,534.588499155909,527.737927910872,518.244552592426,510.405019158959,495.695566278395,491.459247344431,490.401413187534,483.875559327234,479.417063751719,473.3164964835,469.546246903731,463.177752478814,456.778365382029,453.969598568547,446.128355767441,442.141500382745,438.80560732489,424.762319461156,415.070831791119,409.21727687961,409.130567903135,407.946919531042,405.947503397705,404.658968621904,403.421728313028,400.452712631542,394.841963028659,389.28938090231,387.732989302622,382.18922020104,381.405186428169,377.284666164638,372.682489109921,368.482885919722,368.262323078463,365.392044293845,361.979981642174,360.086631142115,358.290286413936,358.223614090393,357.732714959639,351.757277416478,343.865838246665,342.819144799242,340.556641914249,337.698390656312,336.678518906853,334.889602550077,334.624282349657
