metro_area,holc_grade,white_pop,black_pop,hisp_pop,asian_pop,other_pop,total_pop,pct_white,pct_black,pct_hisp,pct_asian,pct_other,lq_white,lq_black,lq_hisp,lq_asian,lq_other,surr_area_white_pop,surr_area_black_pop,surr_area_hisp_pop,surr_area_asian_pop,surr_area_other_pop,surr_area_pct_white,surr_area_pct_black,surr_area_pct_hisp,surr_area_pct_asian,surr_area_pct_other
"Toledo, OH",A,"15003","3220","1175","722","1065","21186",70.82,15.2,5.54,3.41,5.03,1.11,0.72,0.69,2.6,0.87,"238126","78874","30095","4904","21703",63.72,21.11,8.05,1.31,5.81
"Toledo, OH",B,"29029","16868","4294","465","3413","54069",53.69,31.2,7.94,0.86,6.31,0.84,1.48,0.99,0.66,1.09,"238126","78874","30095","4904","21703",63.72,21.11,8.05,1.31,5.81
"Toledo, OH",C,"56046","26023","12430","640","7009","102149",54.87,25.48,12.17,0.63,6.86,0.86,1.21,1.51,0.48,1.18,"238126","78874","30095","4904","21703",63.72,21.11,8.05,1.31,5.81
"Toledo, OH",D,"2957","4981","1085","27","575","9625",30.72,51.75,11.27,0.28,5.98,0.48,2.45,1.4,0.22,1.03,"238126","78874","30095","4904","21703",63.72,21.11,8.05,1.31,5.81
"Topeka, KS",A,"3833","168","423","33","343","4800",79.85,3.51,8.81,0.68,7.15,1.37,0.31,0.42,0.83,0.86,"44616","8737","16047","627","6384",58.39,11.43,21,0.82,8.36
"Topeka, KS",B,"8067","839","2491","74","1076","12547",64.3,6.69,19.85,0.59,8.58,1.1,0.58,0.95,0.72,1.03,"44616","8737","16047","627","6384",58.39,11.43,21,0.82,8.36
"Topeka, KS",C,"6915","1645","2601","99","1073","12333",56.07,13.34,21.09,0.8,8.7,0.96,1.17,1,0.97,1.04,"44616","8737","16047","627","6384",58.39,11.43,21,0.82,8.36
"Topeka, KS",D,"7541","2608","5338","87","1488","17062",44.2,15.29,31.29,0.51,8.72,0.76,1.34,1.49,0.62,1.04,"44616","8737","16047","627","6384",58.39,11.43,21,0.82,8.36
"Trenton-Princeton, NJ",A,"1499","5964","1094","102","388","9047",16.57,65.93,12.09,1.12,4.29,0.41,2.58,0.46,0.26,1.22,"105858","66932","68357","11525","9170",40.43,25.56,26.11,4.4,3.5
"Trenton-Princeton, NJ",B,"5765","11335","8102","515","986","26702",21.59,42.45,30.34,1.93,3.69,0.53,1.66,1.16,0.44,1.05,"105858","66932","68357","11525","9170",40.43,25.56,26.11,4.4,3.5
"Trenton-Princeton, NJ",C,"15438","20036","33975","1465","2134","73048",21.13,27.43,46.51,2.01,2.92,0.52,1.07,1.78,0.46,0.83,"105858","66932","68357","11525","9170",40.43,25.56,26.11,4.4,3.5
"Trenton-Princeton, NJ",D,"963","7647","5393","75","446","14524",6.63,52.65,37.13,0.52,3.07,0.16,2.06,1.42,0.12,0.88,"105858","66932","68357","11525","9170",40.43,25.56,26.11,4.4,3.5
"Tulsa, OK",A,"12907","897","1031","200","2303","17337",74.45,5.17,5.94,1.15,13.28,1.45,0.34,0.38,0.55,0.86,"107491","31810","33015","4383","32470",51.39,15.21,15.78,2.1,15.52
"Tulsa, OK",B,"11066","2223","1339","390","2746","17764",62.29,12.51,7.54,2.2,15.46,1.21,0.82,0.48,1.05,1,"107491","31810","33015","4383","32470",51.39,15.21,15.78,2.1,15.52
"Tulsa, OK",C,"8884","2374","6341","268","3207","21074",42.15,11.27,30.09,1.27,15.22,0.82,0.74,1.91,0.61,0.98,"107491","31810","33015","4383","32470",51.39,15.21,15.78,2.1,15.52
"Tulsa, OK",D,"6893","5020","5381","231","3776","21300",32.36,23.57,25.26,1.09,17.73,0.63,1.55,1.6,0.52,1.14,"107491","31810","33015","4383","32470",51.39,15.21,15.78,2.1,15.52
"Utica-Rome, NY",A,"3496","102","175","118","138","4029",86.77,2.54,4.35,2.92,3.43,1.34,0.23,0.42,0.32,0.74,"64346","11130","10332","9132","4598",64.64,11.18,10.38,9.17,4.62
"Utica-Rome, NY",B,"5390","418","546","473","318","7146",75.43,5.86,7.65,6.62,4.45,1.17,0.52,0.74,0.72,0.96,"64346","11130","10332","9132","4598",64.64,11.18,10.38,9.17,4.62
"Utica-Rome, NY",C,"21616","6117","5102","5377","2013","40225",53.74,15.21,12.68,13.37,5,0.83,1.36,1.22,1.46,1.08,"64346","11130","10332","9132","4598",64.64,11.18,10.38,9.17,4.62
"Utica-Rome, NY",D,"10159","3298","2941","2009","1041","19447",52.24,16.96,15.12,10.33,5.35,0.81,1.52,1.46,1.13,1.16,"64346","11130","10332","9132","4598",64.64,11.18,10.38,9.17,4.62
"Virginia Beach-Norfolk-Newport News, VA-NC",A,"5002","1189","405","161","458","7215",69.33,16.48,5.61,2.23,6.34,1.73,0.39,0.72,0.72,0.99,"299021","316582","57673","23166","47931",40.17,42.53,7.75,3.11,6.44
"Virginia Beach-Norfolk-Newport News, VA-NC",B,"13801","2595","1457","605","1458","19917",69.29,13.03,7.31,3.04,7.32,1.72,0.31,0.94,0.98,1.14,"299021","316582","57673","23166","47931",40.17,42.53,7.75,3.11,6.44
"Virginia Beach-Norfolk-Newport News, VA-NC",C,"35394","41538","6807","2375","6451","92564",38.24,44.87,7.35,2.57,6.97,0.95,1.06,0.95,0.82,1.08,"299021","316582","57673","23166","47931",40.17,42.53,7.75,3.11,6.44
"Virginia Beach-Norfolk-Newport News, VA-NC",D,"12213","47265","4093","1331","3820","68722",17.77,68.78,5.96,1.94,5.56,0.44,1.62,0.77,0.62,0.86,"299021","316582","57673","23166","47931",40.17,42.53,7.75,3.11,6.44
"Waco, TX",A,"1355","543","1286","10","104","3299",41.08,16.46,38.99,0.31,3.16,1.33,0.71,0.98,0.13,0.82,"26467","20043","34059","1983","3314",30.82,23.34,39.67,2.31,3.86
"Waco, TX",B,"5887","4300","10611","612","769","22179",26.54,19.39,47.84,2.76,3.47,0.86,0.83,1.21,1.19,0.9,"26467","20043","34059","1983","3314",30.82,23.34,39.67,2.31,3.86
"Waco, TX",C,"4263","2568","6355","396","457","14039",30.36,18.29,45.27,2.82,3.26,0.99,0.78,1.14,1.22,0.84,"26467","20043","34059","1983","3314",30.82,23.34,39.67,2.31,3.86
"Waco, TX",D,"2994","3296","2995","578","518","10381",28.84,31.75,28.85,5.57,4.99,0.94,1.36,0.73,2.41,1.29,"26467","20043","34059","1983","3314",30.82,23.34,39.67,2.31,3.86
"Waterloo-Cedar Falls, IA",A,"4060","462","325","129","312","5287",76.79,8.74,6.15,2.43,5.89,1.25,0.42,0.77,0.74,0.91,"33764","11293","4355","1803","3557",61.64,20.62,7.95,3.29,6.49
"Waterloo-Cedar Falls, IA",B,"7274","2167","1173","782","930","12326",59.01,17.58,9.52,6.34,7.55,0.96,0.85,1.2,1.93,1.16,"33764","11293","4355","1803","3557",61.64,20.62,7.95,3.29,6.49
"Waterloo-Cedar Falls, IA",C,"6231","2741","1206","250","811","11240",55.44,24.39,10.73,2.23,7.22,0.9,1.18,1.35,0.68,1.11,"33764","11293","4355","1803","3557",61.64,20.62,7.95,3.29,6.49
"Waterloo-Cedar Falls, IA",D,"2880","2975","633","163","543","7195",40.03,41.35,8.8,2.27,7.55,0.65,2.01,1.11,0.69,1.16,"33764","11293","4355","1803","3557",61.64,20.62,7.95,3.29,6.49
"Wheeling, WV-OH",A,"1671","67","33","35","77","1884",88.72,3.57,1.73,1.87,4.11,1.01,0.8,1.13,2.27,0.72,"39393","2011","689","372","2573",87.46,4.47,1.53,0.83,5.71
"Wheeling, WV-OH",B,"3970","83","70","56","191","4370",90.84,1.9,1.6,1.29,4.37,1.04,0.43,1.04,1.56,0.77,"39393","2011","689","372","2573",87.46,4.47,1.53,0.83,5.71
"Wheeling, WV-OH",C,"6480","402","158","70","443","7554",85.79,5.33,2.09,0.93,5.86,0.98,1.19,1.37,1.12,1.03,"39393","2011","689","372","2573",87.46,4.47,1.53,0.83,5.71
"Wheeling, WV-OH",D,"4374","585","102","53","523","5636",77.6,10.37,1.81,0.94,9.27,0.89,2.32,1.18,1.14,1.62,"39393","2011","689","372","2573",87.46,4.47,1.53,0.83,5.71
"Wichita, KS",A,"7876","1453","1785","192","965","12271",64.18,11.84,14.55,1.56,7.87,1.36,0.73,0.57,0.44,1.05,"84502","29033","45804","6327","13378",47.2,16.22,25.58,3.53,7.47
"Wichita, KS",B,"5390","438","959","81","520","7388",72.95,5.93,12.98,1.09,7.04,1.55,0.37,0.51,0.31,0.94,"84502","29033","45804","6327","13378",47.2,16.22,25.58,3.53,7.47
"Wichita, KS",C,"5644","1147","3640","295","928","11655",48.43,9.84,31.23,2.53,7.96,1.03,0.61,1.22,0.72,1.07,"84502","29033","45804","6327","13378",47.2,16.22,25.58,3.53,7.47
"Wichita, KS",D,"19617","7801","16744","981","3671","48815",40.19,15.98,34.3,2.01,7.52,0.85,0.99,1.34,0.57,1.01,"84502","29033","45804","6327","13378",47.2,16.22,25.58,3.53,7.47
"Winston-Salem, NC",A,"4192","137","166","71","171","4738",88.48,2.89,3.51,1.5,3.62,2.49,0.07,0.18,1.06,0.89,"38537","42604","21141","1539","4420",35.6,39.36,19.53,1.42,4.08
"Winston-Salem, NC",B,"4479","2309","742","85","360","7976",56.16,28.95,9.31,1.07,4.52,1.58,0.74,0.48,0.75,1.11,"38537","42604","21141","1539","4420",35.6,39.36,19.53,1.42,4.08
"Winston-Salem, NC",C,"7418","10612","7289","308","1238","26865",27.61,39.5,27.13,1.15,4.61,0.78,1,1.39,0.81,1.13,"38537","42604","21141","1539","4420",35.6,39.36,19.53,1.42,4.08
"Winston-Salem, NC",D,"807","6774","1759","43","404","9787",8.24,69.22,17.97,0.44,4.12,0.23,1.76,0.92,0.31,1.01,"38537","42604","21141","1539","4420",35.6,39.36,19.53,1.42,4.08
"York-Hanover, PA",A,"2705","170","230","108","132","3344",80.89,5.08,6.87,3.22,3.95,1.1,0.62,0.61,1.51,0.86,"252133","27842","38586","7290","15634",73.83,8.15,11.3,2.13,4.58
"York-Hanover, PA",B,"2608","596","850","105","226","4386",59.48,13.59,19.39,2.4,5.15,0.81,1.67,1.72,1.12,1.12,"252133","27842","38586","7290","15634",73.83,8.15,11.3,2.13,4.58
"York-Hanover, PA",C,"11544","6136","10562","262","1972","30476",37.88,20.13,34.66,0.86,6.47,0.51,2.47,3.07,0.4,1.41,"252133","27842","38586","7290","15634",73.83,8.15,11.3,2.13,4.58
"York-Hanover, PA",D,"3449","2788","4794","96","634","11761",29.32,23.71,40.76,0.82,5.39,0.4,2.91,3.61,0.38,1.18,"252133","27842","38586","7290","15634",73.83,8.15,11.3,2.13,4.58
"Youngstown-Warren-Boardman, OH-PA",A,"4566","1962","426","68","361","7383",61.84,26.57,5.77,0.92,4.89,0.83,1.81,1.22,1.17,0.99,"279003","54773","17687","2931","18410",74.84,14.69,4.74,0.79,4.94
"Youngstown-Warren-Boardman, OH-PA",B,"16173","6839","1475","175","1611","26273",61.56,26.03,5.61,0.67,6.13,0.82,1.77,1.18,0.85,1.24,"279003","54773","17687","2931","18410",74.84,14.69,4.74,0.79,4.94
"Youngstown-Warren-Boardman, OH-PA",C,"32498","14924","4263","252","3631","55569",58.48,26.86,7.67,0.45,6.53,0.78,1.83,1.62,0.58,1.32,"279003","54773","17687","2931","18410",74.84,14.69,4.74,0.79,4.94
"Youngstown-Warren-Boardman, OH-PA",D,"9730","8977","4169","65","1221","24162",40.27,37.15,17.25,0.27,5.05,0.54,2.53,3.64,0.34,1.02,"279003","54773","17687","2931","18410",74.84,14.69,4.74,0.79,4.94
