season,player,possessions,DRAYMOND
2014,Rudy Gobert,877.1321,0.8952644
2015,Rudy Gobert,4191.465,2.021179
2016,Rudy Gobert,3735.2,1.279613
2017,Rudy Gobert,5778.268,3.386782
2018,Rudy Gobert,4521.035,2.174937
2019,Rudy Gobert,5785.591,2.818105
2015,Russ Smith,149.2146,2.590976
2016,Russ Smith,151.0713,-6.159863
2014,Russell Westbrook,4404.692,-0.984143
2015,Russell Westbrook,4783.364,-1.614025
2016,Russell Westbrook,7059.855,-0.5940242
2017,Russell Westbrook,6299.099,-1.821721
2018,Russell Westbrook,6561.886,-0.5728385
2019,Russell Westbrook,6193.348,-0.8365771
2014,Ryan Anderson,1577.909,-1.045134
2015,Ryan Anderson,3497.261,-0.7247825
2016,Ryan Anderson,4181.242,0.0834243
2017,Ryan Anderson,5141.913,-1.110725
2018,Ryan Anderson,3811.298,0.2810977
2019,Ryan Anderson,663.4454,-2.025827
2018,Ryan Arcidiacono,641.25,0.0160003
2019,Ryan Arcidiacono,4105.435,-0.2451465
2019,Ryan Broekhoff,958.7556,-1.16356
2014,Ryan Gomes,71.97375,-2.448326
2014,Ryan Hollins,1058.395,3.247251
2015,Ryan Hollins,913.3294,-0.4911001
2016,Ryan Hollins,915.6909,-0.9572431
2014,Ryan Kelly,2809.867,-0.0650384
2015,Ryan Kelly,2424.643,1.640987
2016,Ryan Kelly,988.3708,1.407546
2017,Ryan Kelly,226.7146,-1.798863
2016,Salah Mejri,958.5727,1.951514
2017,Salah Mejri,1781.907,-0.4808266
2018,Salah Mejri,1498.551,1.405898
2019,Salah Mejri,851.2,0.7516112
2016,Sam Dekker,17.0775,6.822935
2017,Sam Dekker,3104.061,0.762085
2018,Sam Dekker,1921.997,-0.2548563
2019,Sam Dekker,1701.191,-1.503712
2014,Samuel Dalembert,3512.057,0.5605037
2015,Samuel Dalembert,1066.353,2.45983
2016,Sasha Kaun,202.1521,1.008536
2014,Sasha Vujacic,23.5875,-1.400769
2016,Sasha Vujacic,1845.132,-0.9501412
2017,Sasha Vujacic,854.505,-1.763005
2019,Scott Machado,39.15583,4.654135
2014,Scotty Hopson,16.03437,-9.240389
2018,Scotty Hopson,21.96167,3.88474
2015,Sean Kilpatrick,153.03,-3.973586
2016,Sean Kilpatrick,1284.158,-2.942084
2017,Sean Kilpatrick,3776.947,-2.127856
2018,Sean Kilpatrick,1349.361,-2.934147
2015,Sebastian Telfair,630.3606,-0.997871
2017,Semaj Christon,2030.655,-1.677323
2018,Semi Ojeleye,2859.762,0.4333336
2019,Semi Ojeleye,1349.375,0.287451
2014,Serge Ibaka,6557.655,2.547797
2015,Serge Ibaka,4269.03,3.177415
2016,Serge Ibaka,6380.665,0.8886387
2017,Serge Ibaka,5494.947,0.2770441
2018,Serge Ibaka,4904.681,-0.1452635
2019,Serge Ibaka,5257.827,2.625908
2014,Sergey Karasev,327.86,-4.058837
2015,Sergey Karasev,1112.081,-0.6003624
2016,Sergey Karasev,843.1369,-0.202805
2017,Sergio Rodriguez,3161.235,-2.502372
2014,Seth Curry,27.19604,7.264174
2015,Seth Curry,16.41,-1.384463
2016,Seth Curry,1470.5,-2.250635
2017,Seth Curry,3984.449,1.042352
2019,Seth Curry,3615.459,1.030651
2014,Shabazz Muhammad,595.5875,3.176583
2015,Shabazz Muhammad,1777.826,-0.5718871
2016,Shabazz Muhammad,3450.202,-2.099102
2017,Shabazz Muhammad,3083.481,-1.768623
2018,Shabazz Muhammad,937.2952,-1.648578
2015,Shabazz Napier,1946.202,-3.287531
2016,Shabazz Napier,1223.75,-0.6424896
2017,Shabazz Napier,1152.782,-2.43469
2018,Shabazz Napier,3221.421,0.3535013
2019,Shabazz Napier,2193.051,1.919939
2019,Shai Gilgeous-Alexander,5090.393,0.8690116
2019,Shake Milton,576.0325,-0.0211573
2014,Shane Battier,3258.912,-0.0256717
2014,Shane Edwards,24.475,9.948634
2014,Shane Larkin,1030.582,0.3196099
2015,Shane Larkin,3624.705,-0.4137237
2016,Shane Larkin,3569.122,-0.3156683
2018,Shane Larkin,1893.017,-1.423487
2014,Shannon Brown,527.9106,0.0210017
2015,Shannon Brown,172.9752,-2.775548
2018,Shaquille Harrison,842.96,1.557239
2019,Shaquille Harrison,3032.494,0.8804624
2014,Shaun Livingston,4411.251,1.624924
2015,Shaun Livingston,3774.587,2.168387
2016,Shaun Livingston,4229.317,0.5865966
2017,Shaun Livingston,3230.151,-0.2038689
2018,Shaun Livingston,3139.092,-0.1144816
2019,Shaun Livingston,2710.418,0.0765885
2014,Shavlik Randolph,191.6031,4.927964
2015,Shavlik Randolph,266.965,-1.251011
2017,Shawn Long,496.3237,0.3243978
2014,Shawn Marion,5235.866,0.7084085
2015,Shawn Marion,2240.802,1.21747
2014,Shawne Williams,1559.42,0.1945255
2015,Shawne Williams,2095.031,-1.738089
2015,Shayne Whittington,216.675,-6.275135
2016,Shayne Whittington,86.59541,-1.755138
2017,Sheldon Mac,631.3206,-3.165725
2014,Shelvin Mack,3253.614,0.2836654
2015,Shelvin Mack,1874.886,-1.534502
2016,Shelvin Mack,2077.009,0.8190705
2017,Shelvin Mack,2686.794,0.8912434
2018,Shelvin Mack,2805.075,-1.867653
2019,Shelvin Mack,2576.604,-1.693046
2015,Sim Bhullar,7.2625,2.562451
2018,Sindarius Thornwell,2479.138,0.6476371
2019,Sindarius Thornwell,767.4514,1.058908
2017,Skal Labissiere,1255.747,0.7275212
2018,Skal Labissiere,2545.875,-0.0726948
2019,Skal Labissiere,430.9944,-0.3129248
2014,Solomon Hill,444.1356,2.411742
2015,Solomon Hill,4685.113,0.1648507
2016,Solomon Hill,2176.728,1.805365
2017,Solomon Hill,4978.97,0.7297618
2018,Solomon Hill,677.1552,-1.831623
2019,Solomon Hill,1928.856,2.450963
2014,Solomon Jones,173.5948,-1.213054
2016,Sonny Weems,1079.387,-3.219189
2015,Spencer Dinwiddie,903.4594,-1.019658
2016,Spencer Dinwiddie,322.6883,-0.4032426
2017,Spencer Dinwiddie,2823.078,-0.7507391
2018,Spencer Dinwiddie,4804.167,0.1485524
2019,Spencer Dinwiddie,4394.559,0.7671269
2014,Spencer Hawes,5153.054,1.343168
2015,Spencer Hawes,2716.367,0.7198359
2016,Spencer Hawes,2241.928,0.3315861
2017,Spencer Hawes,1691.887,-0.2420825
2016,Stanley Johnson,3623.466,-0.40893
2017,Stanley Johnson,2796.269,0.0520217
2018,Stanley Johnson,3885.462,-0.1080995
2019,Stanley Johnson,2607.328,-0.5398909
2014,Stephen Curry,6446.038,0.5561131
2015,Stephen Curry,7209.088,0.4450231
2016,Stephen Curry,7075.422,1.516037
2017,Stephen Curry,6989.249,-0.2731158
2018,Stephen Curry,4735.04,-0.4793334
2019,Stephen Curry,6851.972,-0.4162706
2014,Stephen Jackson,220.955,1.237582
2017,Stephen Zimmerman,222.5025,-1.025643
2018,Sterling Brown,1624.498,-1.225191
2019,Sterling Brown,2651.353,-0.294829
2014,Steve Blake,3209.239,0.042698
2015,Steve Blake,3217.661,0.1185072
2016,Steve Blake,2110.715,0.5140185
2014,Steve Nash,678.2971,-2.319388
2014,Steve Novak,1136.362,0.1749728
2015,Steve Novak,418.1977,-4.82752
2016,Steve Novak,101.4033,2.134372
2017,Steve Novak,41.15375,-1.139347
2014,Steven Adams,3097.911,0.2357731
2015,Steven Adams,3564.875,1.306303
2016,Steven Adams,5248.57,2.428149
2017,Steven Adams,5312.12,0.3462196
2018,Steven Adams,5562.139,1.208081
2019,Steven Adams,6187.478,0.7765805
2019,Svi Mykhailiuk,966.1542,-0.3094348
2016,T.J. McConnell,3365.239,-1.598336
2017,T.J. McConnell,4571.286,-0.7608805
2018,T.J. McConnell,4007.099,1.577088
2019,T.J. McConnell,3358.419,0.6191743
2015,T.J. Warren,1260.235,-0.0638742
2016,T.J. Warren,2259.706,-0.7084194
2017,T.J. Warren,4372.907,-0.1208093
2018,T.J. Warren,4565.138,0.0647411
2019,T.J. Warren,2895.383,-2.266829
2018,TJ Leaf,977.5573,-1.35486
2019,TJ Leaf,1181.975,4.605507
2019,Tahjere McCall,20.585,4.499902
2014,Taj Gibson,4775.419,2.362208
2015,Taj Gibson,3834.98,2.504864
2016,Taj Gibson,3922.82,1.072271
2017,Taj Gibson,4307.614,0.649262
2018,Taj Gibson,5783.583,-0.1510231
2019,Taj Gibson,3606.635,-0.4739912
2015,Tarik Black,2365.8,-1.316391
2016,Tarik Black,1010.29,1.996832
2017,Tarik Black,2292.691,1.896666
2018,Tarik Black,1185.274,2.218146
2017,Taurean Prince,2447.365,-0.3342524
2018,Taurean Prince,5182.1,-0.4015887
2019,Taurean Prince,3461.93,-1.143733
2014,Tayshaun Prince,3882.655,0.5968447
2015,Tayshaun Prince,2717.89,-0.3246444
2016,Tayshaun Prince,2913.949,0.0814364
2018,Terrance Ferguson,1577.402,-0.0324401
2019,Terrance Ferguson,4504.354,-0.3312069
2014,Terrence Jones,4519.938,0.4924845
2015,Terrence Jones,2710.937,1.394691
2016,Terrence Jones,2181.09,-2.23662
2017,Terrence Jones,2637.81,-0.4035916
2019,Terrence Jones,13.725,-8.173936
2014,Terrence Ross,4558.269,1.094125
2015,Terrence Ross,4340.709,-0.5210208
2016,Terrence Ross,4091.675,1.414185
2017,Terrence Ross,4055.906,-1.401431
2018,Terrence Ross,1288.625,1.539975
2019,Terrence Ross,4803.834,-1.142614
2016,Terry Rozier,857.6167,-1.490794
2017,Terry Rozier,3194.827,-0.867269
2018,Terry Rozier,5619.191,0.5626435
2019,Terry Rozier,4133.261,0.2984824
2014,Thabo Sefolosha,3708.641,1.103898
2015,Thabo Sefolosha,1965.217,1.655478
2016,Thabo Sefolosha,4094.866,1.463963
2017,Thabo Sefolosha,3355.645,-0.0181538
2018,Thabo Sefolosha,1673.458,-0.1230812
2019,Thabo Sefolosha,1388.292,1.674104
2014,Thaddeus Young,5714.029,-1.635338
2015,Thaddeus Young,5240.882,-0.6484005
2016,Thaddeus Young,4853.615,-0.4598935
2017,Thaddeus Young,4885.771,1.118878
2018,Thaddeus Young,5784.281,0.5140552
2019,Thaddeus Young,5391.132,-0.0774711
2016,Thanasis Antetokounmpo,12.96,-2.534407
2019,Theo Pinson,510.0029,2.206848
2018,Thomas Bryant,155.385,-4.072073
2019,Thomas Bryant,3241.333,0.1663918
2014,Thomas Robinson,2041.425,-0.679526
2015,Thomas Robinson,1659.064,0.104569
2016,Thomas Robinson,1904.685,-0.3868754
2017,Thomas Robinson,1169.7,-3.135154
2019,Thomas Welsh,86.76,1.129862
2017,Thon Maker,1349.822,2.237481
2018,Thon Maker,2784.947,-0.2436213
2019,Thon Maker,2219.724,1.109347
2014,Tiago Splitter,3657.586,2.272696
2015,Tiago Splitter,2349.314,1.6926
2016,Tiago Splitter,1212.522,0.510453
2017,Tiago Splitter,163.0675,-1.616454
2016,Tibor Pleiss,167.4337,-0.5831348
2014,Tim Duncan,5803.605,1.832099
2015,Tim Duncan,4932.373,2.237419
2016,Tim Duncan,3482.002,2.756025
2015,Tim Frazier,502.6989,-0.6295685
2016,Tim Frazier,1516.44,-0.2200512
2017,Tim Frazier,3173.589,1.143598
2018,Tim Frazier,1738.602,-2.149257
2019,Tim Frazier,2553.811,-3.009491
2014,Tim Hardaway Jr.,3712.891,-2.278616
2015,Tim Hardaway Jr.,3314.372,-1.903321
2016,Tim Hardaway Jr.,1968.758,1.980234
2017,Tim Hardaway Jr.,4929.591,1.030251
2018,Tim Hardaway Jr.,3907.448,-0.173908
2019,Tim Hardaway Jr.,4344.809,-1.159507
2017,Tim Quarterman,182.6877,5.787476
2018,Tim Quarterman,31.60896,-3.433043
2014,Timofey Mozgov,3705.938,1.506655
2015,Timofey Mozgov,5113.642,1.418162
2016,Timofey Mozgov,2788.111,2.30986
2017,Timofey Mozgov,2297.7,1.16494
2018,Timofey Mozgov,790.9219,1.330099
2017,Timothe Luwawu-Cabarrot,2545.113,0.8926632
2018,Timothe Luwawu-Cabarrot,1747.996,0.367305
2019,Timothe Luwawu-Cabarrot,1448.884,-1.803467
2014,Tobias Harris,3655.292,-0.3802612
2015,Tobias Harris,4685.685,-0.0349281
2016,Tobias Harris,5329.958,-0.8141652
2017,Tobias Harris,5194.431,-0.2714612
2018,Tobias Harris,5485.36,-0.1615683
2019,Tobias Harris,6998.17,-0.2383566
2017,Tomas Satoransky,1546.89,1.299695
2018,Tomas Satoransky,3511.921,0.5930712
2019,Tomas Satoransky,4634.116,-1.070856
2014,Toney Douglas,1393.21,-2.016841
2015,Toney Douglas,337.8119,0.0361655
2016,Toney Douglas,2628.904,-1.319362
2017,Toney Douglas,810.4088,-1.733108
2014,Tony Allen,2936.824,2.334754
2015,Tony Allen,3843.42,2.294243
2016,Tony Allen,3382.923,0.1114219
2017,Tony Allen,3753.833,-0.1356277
2018,Tony Allen,602.9887,-0.6301055
2018,Tony Bradley,67.96146,-6.368362
2019,Tony Bradley,84.2325,0.0743265
2014,Tony L. Mitchell,160.7321,-6.197312
2014,Tony Mitchell,18.975,14.91643
2014,Tony Parker,5440.468,0.1805112
2015,Tony Parker,4307.743,-0.2956378
2016,Tony Parker,4452.415,-0.3265708
2017,Tony Parker,3507.806,-1.731071
2018,Tony Parker,2330.561,-1.136791
2019,Tony Parker,2145.375,-0.8457208
2014,Tony Snell,2467.302,-1.061326
2015,Tony Snell,3079.382,0.9071624
2016,Tony Snell,2693.341,2.014593
2017,Tony Snell,5044.932,-0.7131449
2018,Tony Snell,4482.854,-1.110257
2019,Tony Snell,2947.087,0.1101521
2014,Tony Wroten,3757.244,-0.6256849
2015,Tony Wroten,1826.359,-1.687498
2016,Tony Wroten,312.84,-4.220527
2014,Tornike Shengelia,318.2683,2.034868
2018,Torrey Craig,1337.804,1.509123
2019,Torrey Craig,3797.727,2.327606
2014,Toure' Murry,780.1917,1.869463
2015,Toure' Murry,37.72083,0.1114019
2019,Trae Young,5570.218,-1.828938
2014,Travis Outlaw,2165.944,-0.3159792
2015,Travis Wear,1326.08,0.0421569
2018,Travis Wear,485.925,3.336361
2017,Treveon Graham,380.205,0.2399039
2018,Treveon Graham,2190.563,-0.3128412
2019,Treveon Graham,1751.878,1.143259
2019,Trevon Duval,13.92,-17.48317
2014,Trevor Ariza,6244.388,-0.5826744
2015,Trevor Ariza,7376.768,-1.422779
2016,Trevor Ariza,6265.305,-0.4916286
2017,Trevor Ariza,6713.278,-0.9543707
2018,Trevor Ariza,5880.553,-1.197811
2019,Trevor Ariza,4996.725,-3.245167
2014,Trevor Booker,3354.603,0.1334553
2015,Trevor Booker,3052.733,1.863483
2016,Trevor Booker,3253.8,0.6102374
2017,Trevor Booker,3776.216,0.3956652
2018,Trevor Booker,2601.785,0.7200575
2014,Trey Burke,4403.831,-0.3844142
2015,Trey Burke,4433.953,-0.5705215
2016,Trey Burke,2698.419,-1.047511
2017,Trey Burke,1474.584,-1.241974
2018,Trey Burke,1621.679,0.8037031
2019,Trey Burke,2386.9,0.5747401
2016,Trey Lyles,2696.34,-0.3823955
2017,Trey Lyles,2321.766,0.3791117
2018,Trey Lyles,2894.149,0.7216117
2019,Trey Lyles,2390.128,0.6449392
2018,Trey McKinney-Jones,2.837917,-2.493646
2014,Tristan Thompson,5105.316,-0.4892039
2015,Tristan Thompson,5695.904,0.6507239
2016,Tristan Thompson,5714.702,0.874108
2017,Tristan Thompson,5907.565,1.19764
2018,Tristan Thompson,3067.81,-0.819589
2019,Tristan Thompson,2444.669,-0.2537715
2019,Troy Brown Jr.,1581.058,-0.4939353
2019,Troy Caupain,32.75,7.82189
2014,Troy Daniels,288.6606,-4.13577
2015,Troy Daniels,808.675,0.6227223
2016,Troy Daniels,1037.605,1.119871
2017,Troy Daniels,2520.365,0.0252552
2018,Troy Daniels,3469.728,-1.158183
2019,Troy Daniels,1635.583,-2.573228
2017,Troy Williams,1181.69,1.543034
2018,Troy Williams,655.565,0.6359671
2019,Troy Williams,713.05,-2.142689
2014,Ty Lawson,4653.701,-1.555702
2015,Ty Lawson,5475.465,-1.411939
2016,Ty Lawson,3150.004,-0.3198073
2017,Ty Lawson,3547.352,-1.884111
2018,Ty Lawson,195.88,1.438994
2018,Tyler Cavanaugh,1107.441,-3.310251
2019,Tyler Cavanaugh,91.33313,-0.57349
2019,Tyler Davis,1.645417,57.39291
2018,Tyler Dorsey,2070.968,-1.09302
2019,Tyler Dorsey,1530.89,-2.842403
2015,Tyler Ennis,869.8605,2.189428
2016,Tyler Ennis,1313.995,0.0245702
2017,Tyler Ennis,1241.66,0.5609008
2018,Tyler Ennis,1452.656,0.7595849
2014,Tyler Hansbrough,2006.694,-0.9995149
2015,Tyler Hansbrough,2180.054,-1.208577
2016,Tyler Hansbrough,721.9056,-1.772547
2015,Tyler Johnson,1222.457,1.217235
2016,Tyler Johnson,1820.377,0.8477878
2017,Tyler Johnson,4449.472,0.6276743
2018,Tyler Johnson,4377.775,-0.1683864
2019,Tyler Johnson,3241.272,-0.1681149
2018,Tyler Lydon,3.6925,-8.817991
2019,Tyler Lydon,207.5246,-5.003811
2017,Tyler Ulis,2420.065,-1.997517
2018,Tyler Ulis,3512.542,-0.9642695
2019,Tyler Ulis,1.810833,61.77634
2014,Tyler Zeller,2111.113,0.9880071
2015,Tyler Zeller,3763.662,1.190105
2016,Tyler Zeller,1600.095,0.9474729
2017,Tyler Zeller,1264.887,1.838063
2018,Tyler Zeller,2476.557,0.3752704
2019,Tyler Zeller,195.4087,5.458488
2014,Tyreke Evans,3996.005,-0.3002641
2015,Tyreke Evans,5465.102,-0.3234916
2016,Tyreke Evans,1518.844,-3.240211
2017,Tyreke Evans,1614.904,-1.162051
2018,Tyreke Evans,3236.096,0.3296089
2019,Tyreke Evans,3133.59,0.3510928
2018,Tyrone Wallace,1845.074,0.0185883
2019,Tyrone Wallace,1453.151,1.65207
2015,Tyrus Thomas,15.03833,13.0554
2014,Tyshawn Taylor,543.0938,-1.885213
2014,Tyson Chandler,3196.234,0.0824771
2015,Tyson Chandler,5002.139,0.2047935
2016,Tyson Chandler,3359.035,-1.433458
2017,Tyson Chandler,2746.352,-0.322989
2018,Tyson Chandler,2440.12,-0.1036723
2019,Tyson Chandler,1949.59,1.516872
2016,Tyus Jones,1198.644,-3.409795
2017,Tyus Jones,1580.734,-0.964049
2018,Tyus Jones,3112.983,-0.9094095
2019,Tyus Jones,3347.5,-1.792942
2014,Udonis Haslem,1592.638,-1.908195
2015,Udonis Haslem,1948.956,-2.190424
2016,Udonis Haslem,692.7396,-3.003659
2017,Udonis Haslem,271.1313,-2.275775
2018,Udonis Haslem,141.66,5.152207
2019,Udonis Haslem,167.8721,5.890146
2014,Vander Blue,32.72813,5.359897
2015,Vander Blue,152.5788,1.379578
2018,Vander Blue,97.67813,-1.584836
2014,Viacheslav Kravtsov,130.4637,-2.465998
2014,Victor Claver,390.4475,6.256834
2015,Victor Claver,153.5358,-1.681087
2014,Victor Oladipo,4996.798,1.710726
2015,Victor Oladipo,5125.63,-1.757034
2016,Victor Oladipo,4874.472,0.1723826
2017,Victor Oladipo,5034.12,-0.9591884
2018,Victor Oladipo,5741.855,0.0997797
2019,Victor Oladipo,2361.625,-1.841761
2014,Vince Carter,4451.435,0.8706248
2015,Vince Carter,2578.865,-0.3004413
2016,Vince Carter,2232.073,-1.20425
2017,Vince Carter,3904.972,0.3107083
2018,Vince Carter,2066.535,-0.0829051
2019,Vince Carter,2997.765,-1.004287
2019,Vincent Edwards,33.59333,12.58535
2018,Vincent Hunter,17.01146,-1.252377
2014,Vitor Faverani,973.255,-0.1088612
2017,Wade Baldwin IV,852.7338,-2.58324
2018,Wade Baldwin IV,215.2354,5.372413
2019,Wade Baldwin IV,199.7304,-1.070207
2018,Walter Lemon Jr.,80.7625,0.1669948
2019,Walter Lemon Jr.,351.1871,-4.809815
2014,Wayne Ellington,867.4211,-3.187469
2015,Wayne Ellington,3358.724,0.4872768
2016,Wayne Ellington,3288.544,-1.561231
2017,Wayne Ellington,3041.563,-0.7234402
2018,Wayne Ellington,4341.146,-0.868885
2019,Wayne Ellington,2965.246,0.0152497
2017,Wayne Selden,673.3098,-1.148113
2018,Wayne Selden,1461.85,0.1637874
2019,Wayne Selden,3048.372,-1.491459
2019,Wendell Carter Jr.,2310.881,0.6486585
2018,Wes Iwundu,2101.413,0.8494036
2019,Wes Iwundu,2757.197,1.692256
2014,Wesley Johnson,4739,-0.5403807
2015,Wesley Johnson,4529.287,-1.22225
2016,Wesley Johnson,3651.753,1.018376
2017,Wesley Johnson,1723.755,0.3157107
2018,Wesley Johnson,3189.637,-0.0610981
2019,Wesley Johnson,1178.64,-0.0836438
2014,Wesley Matthews,6477.213,0.3159355
2015,Wesley Matthews,4133.177,0.5986931
2016,Wesley Matthews,5618.443,0.4892796
2017,Wesley Matthews,4875.126,-0.0970557
2018,Wesley Matthews,4335.253,-0.054306
2019,Wesley Matthews,4655.639,-1.008086
2014,Will Barton,969.8175,2.540835
2015,Will Barton,2021.247,1.686752
2016,Will Barton,4796.688,-0.1594934
2017,Will Barton,3553.859,-1.803124
2018,Will Barton,5551.574,-1.133164
2019,Will Barton,3154.591,-0.9997097
2014,Will Bynum,2149.721,-0.0729218
2015,Will Bynum,202.5581,-3.033715
2015,Will Cherry,140.1419,-2.306224
2016,Willie Cauley-Stein,3021.092,-0.379425
2017,Willie Cauley-Stein,2881.966,-0.1088398
2018,Willie Cauley-Stein,4148.894,0.1591117
2019,Willie Cauley-Stein,4851.081,-0.3687158
2014,Willie Green,1840.224,2.2719
2015,Willie Green,1913.095,1.16763
2016,Willie Reed,877.7375,-1.975625
2017,Willie Reed,2140.184,0.1882913
2018,Willie Reed,936.9675,2.306212
2017,Willy Hernangomez,2740.128,-0.3650224
2018,Willy Hernangomez,1053.401,-0.752775
2019,Willy Hernangomez,1765.254,-2.274566
2014,Wilson Chandler,4012.175,1.534118
2015,Wilson Chandler,5021.278,0.2324474
2017,Wilson Chandler,4594.934,1.287343
2018,Wilson Chandler,4827.384,0.7650917
2019,Wilson Chandler,2670.169,-0.3346234
2014,Xavier Henry,1934.04,-0.1805937
2015,Xavier Henry,173.3796,-1.588095
2016,Xavier Munford,666.569,-0.2409212
2018,Xavier Munford,44.52437,-4.747437
2018,Xavier Rathan-Mayes,250.455,-3.342604
2018,Xavier Silas,15.86958,9.830282
2019,Yante Maten,26.93167,12.71226
2017,Yogi Ferrell,2426.94,-2.150094
2018,Yogi Ferrell,4676.674,-1.85968
2019,Yogi Ferrell,2329.839,-0.9202162
2019,Yuta Watanabe,368.2637,-1.697397
2018,Zach Collins,2266.254,0.6808689
2019,Zach Collins,3419.074,0.4894518
2015,Zach LaVine,3848.38,-2.437805
2016,Zach LaVine,4731.375,-1.240887
2017,Zach LaVine,3481.239,-1.367545
2018,Zach LaVine,1382.383,-0.4291768
2019,Zach LaVine,4546.888,-0.8320915
2019,Zach Lofton,8.533334,-2.437187
2014,Zach Randolph,5578.203,-0.5011312
2015,Zach Randolph,5235.822,-0.6206132
2016,Zach Randolph,4179.17,-0.8308515
2017,Zach Randolph,3860.278,-0.3364134
2018,Zach Randolph,3042.704,-2.473518
2014,Zaza Pachulia,2619.912,-1.674184
2015,Zaza Pachulia,3747.208,0.2407871
2016,Zaza Pachulia,4193.343,-0.1461747
2017,Zaza Pachulia,3173.179,-0.9108621
2018,Zaza Pachulia,2139.124,-0.5906982
2019,Zaza Pachulia,1891.814,1.235672
2019,Zhaire Smith,252.5408,0.0503009
2018,Zhou Qi,277.5358,2.325245
2019,Zhou Qi,3.141458,-2.437187
2015,Zoran Dragic,158.0271,1.92089
