YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2012,author,11/26/12,Media,David Nasaw
2012,business magnate,11/27/12,Business,Warren Buffett and Carol Loomis
2012,journalist,11/27/12,Media,Warren Buffett and Carol Loomis
2012,Singer-songwriter,11/28/12,Musician,Neil Young
2012,journalist,11/29/12,Media,Calvin Trillin
2012,Reporter,11/5/12,Media,Martha Raddatz
2012,NA,11/6/12,NA,Election Night: This Ends Now
2012,Statistician,11/7/12,Media,Nate Silver
2012,film director,11/8/12,Media,Katie Dellamaggiore and Pobo Efekoro
2012,chess player,11/8/12,Misc,Katie Dellamaggiore and Pobo Efekoro
2012,canon,12/10/12,Clergy,Bishop Gene Robinson
2012,actress,12/11/12,Acting,Laura Linney
2012,us senator,12/12/12,Politician,Cory Booker
2012,actress,12/13/12,Acting,Kristen Stewart
2012,actor,12/3/12,Acting,Denis Leary
2012,Baseball player,12/4/12,Athletics,R.A. Dickey
2012,former us senator,12/5/12,Politician,Alan Simpson
2012,governor of new jersey,12/6/12,Politician,Chris Christie
2012,actor,2/1/12,Acting,Brad Pitt
2012,Journalist,2/1/12,Media,Masha Gessen
2012,fbi agent,2/13/12,Government,Ali Soufan
2012,Comedian,2/14/12,Comedy,Ricky Gervais
2012,us representative,2/15/12,Politician,Louise Slaughter
2012,us secetary of education,2/16/12,Politician,Arne Duncan
2012,author,2/2/12,Media,David Agus
2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2012,AUTHOR,2/20/12,Media,Alan Huffman & Michael Rejebian
2012,Former U.S. senator,2/21/12,Politician,Russ Feingold
2012,historian,2/22/12,Academic,Bruce Bartlett
2012,actor,2/23/12,Acting,Paul Rudd
2012,Astrophysicist,2/27/12,Science,Neil deGrasse Tyson
2012,Writer,2/28/12,Media,Stephen Merchant
2012,professor,3/1/12,Academic,M. Cathleen Kaveny
2012,political advocate,3/12/12,Advocacy,Grover Norquist
2012,actor,3/13/12,Acting,Will Ferrell
2012,Film actress,3/14/12,Acting,Rachel Weisz
2012,NA,3/15/12,NA,None
2012,Basketball player,3/26/12,Athletics,Shaquille O'Neal
2012,Journalist,3/27/12,Media,Maria Goodavage
2012,journalist,3/28/12,Media,Ahmed Rashid
2012,television host,3/29/12,Media,Rachel Maddow
2012,United States Secretary of Housing and Urban Development,3/5/12,Politician,Shaun Donovan
2012,actress,3/6/12,Acting,Julianne Moore
2012,activist,3/7/12,Advocacy,Cecile Richards
2012,Author,3/8/12,Media,Trita Parsi
2012,business magnate,4/10/12,Business,Elon Musk
2012,Comedian,4/11/12,Comedy,Ricky Gervais
2012,bassist,4/12/12,Musician,Esperanza Spalding
2012,primatologist,4/16/12,Science,Jane Goodall
2012,actress,4/17/12,Acting,Julia Louis-Dreyfus
2012,Former United States Secretary of Labor,4/18/12,Politician,Robert Reich
2012,author,4/19/12,Media,Judy Smith
2012,Former President of the Maldives,4/2/12,Politician,Mohamed Nasheed
2012,business person,4/23/12,Business,Ben Rattray
2012,Former United States Secretary of State,4/24/12,Politician,Madeleine Albright
2012,actor,4/25/12,Acting,Jason Segel
2012,Freelance writer,4/26/12,Media,Robert Draper
2012,Attorney,4/3/12,Misc,Tom Goldstein
2012,Author,4/30/12,Media,Zach Wahls
2012,law professor,4/4/12,Academic,Jack Goldsmith
2012,chef,4/5/12,Misc,Anthony Bourdain
2012,Reporter,4/9/12,Media,Tim Weiner
2012,author,5/1/12,Media,David Barton
2012,Journalist,5/10/12,Media,Robert Caro
2012,us senator,5/2/12,Politician,Sen. Tom Coburn
2012,first lady,5/29/12,Politician,First Lady Michelle Obama
2012,Broadcaster,5/3/12,Media,Peter Bergen
2012,journalist,5/30/12,Media,Dan Rather
2012,actor,5/31/12,Acting,Jim Parsons
2012,CHARACTER,5/7/12,Comedy,"Admiral General Aladeen"""
2012,us permanent representative to nato,5/8/12,Government,Ambassador Ivo Daalder
2012,priest,5/9/12,Clergy,John R. Hall
2012,mayor of london,6/11/12,Politician,Boris Johnson
2012,former us secretary of defense,6/12/12,Politician,Colin Powell
2012,actress,6/13/12,Acting,Maggie Gyllenhaal
2012,actress,6/14/12,Acting,Catherine Zeta-Jones
2012,Journalist,6/18/12,Media,Parmy Olson
2012,actor,6/19/12,Acting,Denis Leary
2012,actor,6/20/12,Acting,Steve Carell
2012,satirist,6/21/12,Media,Bassem Youssef
2012,United States Senator,6/25/12,Politician,Marco Rubio
2012,television Series Creator,6/26/12,Media,Seth MacFarlane
2012,actor,6/27/12,Acting,Andrew Garfield
2012,Rock duo,6/28/12,Musician,Tenacious D
2012,author,6/4/12,Media,Thomas Mann & Norman Ornstein
2012,author,6/4/12,Media,Thomas Mann & Norman Ornstein
2012,former governor of new mexico,6/5/12,Politician,Gary Johnson
2012,actor,6/6/12,Acting,Michael Fassbender
2012,author,6/7/12,Media,Edward Conard
2012,comedian,7/16/12,Comedy,Louis C.K.
2012,American football wide receiver,7/17/12,Athletics,Victor Cruz
2012,actress,7/18/12,Acting,Sigourney Weaver
2012,journalist,7/19/12,Media,E.J. Dionne
2012,journalist,7/23/12,Media,Fareed Zakaria
2012,actor,7/24/12,Acting,Matthew McConaughey
2012,economist,7/25/12,Academic,Joseph Stiglitz
2012,Stand-up comedian,7/26/12,Comedy,"Zach the Erect"" Galifianakis & Will Ferrell"""
2012,actor,7/26/12,Acting,"Zach the Erect"" Galifianakis & Will Ferrell"""
2012,actress,7/30/12,Acting,Rashida Jones
2012,economist,7/31/12,Academic,Dambisa Moyo
2012,journalist,8/1/12,Media,Fred Guterl
2012,actor,8/13/12,Acting,Robert Pattinson
2012,Beach Volleyball Player,8/14/12,Athletics,Misty May-Treanor
2012,journalist,8/15/12,Media,Brian Williams
2012,actor,8/16/12,Acting,Rob Corddry
2012,actress,8/2/12,Acting,Jessica Biel
2012,United States Senator,8/28/12,Politician,Marco Rubio
2012,author,8/29/12,Media,Herman Cain
2012,Former Lieutenant Governor of Maryland,8/30/12,Politician,Michael Steele
2012,NA,8/31/12,NA,none
2012,Consultant,8/6/12,Political Aide,Tim Gunn
2012,Author,8/7/12,Media,Saima Wahab
2012,comedian,8/8/12,Comedy,Chris Rock
2012,author,8/9/12,Media,Joanna Brooks
2012,Diplomat,9/17/12,Government,Kofi Annan
2012,Novelist,9/18/12,Media,Salman Rushdie
2012,Product line,9/19/12,Misc,Pink
2012,us president,9/20/12,Politician,Bill Clinton
2012,king,9/25/12,Politician,Abdullah II bin Al-Hussein
2012,actress,9/26/12,Acting,Olivia Wilde
2012,basketball player,9/27/12,Athletics,Amar'e Stoudemire
2012,Journalist,9/4/12,Media,Tom Brokaw
2012,United States Senator,9/5/12,Politician,Kirsten Gillibrand
2012,economist,9/6/12,Academic,Austan Goolsbee
2012,NA,9/7/12,NA,none
2013,actor,1/10/13,Acting,Josh Brolin
2013,Musician,1/14/13,Musician,Roger Waters
2013,journalist,1/15/13,Media,Bob Schieffer
2013,actress,1/16/13,Acting,Jessica Chastain
2013,actress,1/17/13,Acting,Lena Dunham
2013,Associate Justice of the Supreme Court of the United States,1/21/13,Government,Sonia Sotomayor
2013,actress,1/22/13,Acting,Jennifer Lopez
2013,professor,1/23/13,Academic,Missy Cummings
2013,actor,1/24/13,Acting,Christopher Walken
2013,sportscaster,1/28/13,Media,Bob Costas
2013,actress,1/29/13,Acting,Melissa McCarthy
2013,former vice president,1/30/13,Politician,Al Gore
2013,actor,1/31/13,Acting,Jason Bateman
2013,actress,1/7/13,Acting,Anne Hathaway
2013,armed forces officer,1/8/13,Military,Stanley McChrystal
2013,actor,1/9/13,Acting,Jeff Bridges
2013,actor,10/1/13,Acting,David Mitchell
2013,biographer,10/10/13,Media,Brian Jay Jones
2013,actress,10/2/13,Acting,Sandra Bullock
2013,economist,10/21/13,Academic,Alan Greenspan
2013,Journalist,10/22/13,Media,Malcolm Gladwell
2013,columnist,10/23/13,Media,Charles Krauthammer
2013,actor,10/24/13,Acting,Chiwetel Ejiofor
2013,actor,10/28/13,Acting,Nick Offerman
2013,us representative,10/29/13,Politician,Debbie Wasserman Schultz
2013,actress,10/3/13,Acting,Kerry Washington
2013,historian,10/30/13,Academic,Diane Ravitch
2013,author,10/31/13,Media,Mark Fainaru-Wada
2013,former hhs secretary,10/7/13,Politician,Kathleen Sebelius
2013,activist,10/8/13,Advocacy,Malala Yousafzai
2013,actor,10/9/13,Acting,Michael Fassbender
2013,biographer,11/11/13,Media,Doris Kearns Goodwin
2013,former us representative,11/12/13,Politician,Joe Scarborough
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2013,actor,11/14/13,Acting,Geoffrey Rush
2013,actress,11/18/13,Acting,Elizabeth Olsen
2013,comedian,11/19/13,Comedy,Bill Cosby
2013,Journalist,11/20/13,Media,Tom Brokaw
2013,actress,11/21/13,Acting,Jennifer Lawrence
2013,journalist,11/4/13,Media,Bob Woodruff
2013,actor,11/5/13,Acting,John Goodman
2013,author,11/6/13,Media,Monique Brinson Demery
2013,Film actor,11/7/13,Acting,Patrick Stewart
2013,actress,12/10/13,Acting,Amy Adams
2013,Professor,12/11/13,Academic,Reza Aslan
2013,actress,12/12/13,Acting,Evangeline Lilly
2013,film director,12/16/13,Media,Haifaa al-Mansour
2013,businessman,12/17/13,Business,Erik Prince
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2013,actor,12/19/13,Acting,Jonah Hill
2013,actor,12/2/13,Acting,Ian McKellen
2013,actor,12/3/13,Acting,Jared Leto
2013,film director,12/4/13,Media,Jehane Noujaim
2013,journalist,12/5/13,Media,Jorge Ramos
2013,author,12/9/13,Media,Husain Haqqani
2013,white house sommunications director,2/11/13,Political Aide,George Stephanopoulos
2013,Baseball player,2/12/13,Athletics,Mike Piazza
2013,afghan politician,2/13/13,Politician,Fawzia Koofi
2013,United States Ambassador to the United Nations,2/14/13,Government,Susan Rice
2013,actress,2/19/13,Acting,Alison Brie
2013,author,2/20/13,Media,Helaine Olen
2013,Journalist,2/21/13,Media,Steven Brill
2013,singer,2/25/13,Musician,Donnie Wahlberg
2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2013,Filmmaker,2/27/13,Media,R. J. Cutler
2013,television host,2/28/13,Media,Rachel Maddow
2013,Educator,2/4/13,Advocacy,Michelle Rhee
2013,police officer,2/5/13,Government,Ray Kelly
2013,businessman,2/6/13,Business,Ed Whitacre
2013,Attorney at law,2/7/13,Misc,Neil Barofsky
2013,actor,3/25/13,Acting,Peter Dinklage
2013,Reporter,3/26/13,Media,Michael Moss
2013,actress,3/27/13,Acting,Eva Mendes
2013,journalist,3/28/13,Media,Denise Kiernan
2013,actor,3/4/13,Acting,Paul Rudd
2013,Former Associate Justice of the Supreme Court of the United States,3/5/13,Government,Sandra Day O'Connor
2013,Astrophysicist,3/6/13,Science,Neil deGrasse Tyson
2013,Football coach,3/7/13,Athletics,Tom Coughlin
2013,Author,4/1/13,Media,Mary Roach
2013,Filmmaker,4/10/13,Media,Ken Burns
2013,television actress,4/11/13,Acting,Edie Falco
2013,actor,4/16/13,Acting,Tom Cruise
2013,Comedian,4/17/13,Comedy,Ricky Gervais
2013,Journalist,4/18/13,Media,Mark Mazzetti
2013,professor,4/2/13,Academic,Jonathan Sperber
2013,actress,4/22/13,Acting,Christina Hendricks
2013,Novelist,4/23/13,Media,Salman Rushdie
2013,satirist,4/24/13,Media,Bassem Youssef
2013,Academic,4/25/13,Academic,Vali Nasr
2013,actor,4/29/13,Acting,Jon Hamm
2013,Executive,4/3/13,Business,Sheryl Sandberg
2013,actor,4/30/13,Acting,Robert Downey Jr.
2013,film director,4/4/13,Media,Danny Boyle
2013,former omb director,4/8/13,Government,David Stockman
2013,former president,4/9/13,Politician,Jimmy Carter
2013,former us senator,5/1/13,Politician,Kay Bailey Hutchison
2013,director,5/13/13,Media,J. J. Abrams
2013,actor,5/14/13,Acting,Nathan Lane
2013,Former United States Senator,5/15/13,Politician,Olympia Snowe
2013,journalist,5/16/13,Media,George Packer
2013,author,5/2/13,Media,Eric Greitens
2013,actress,5/20/13,Acting,Ellen Page
2013,Basketball Coach,5/21/13,Athletics,Phil Jackson
2013,television host,5/22/13,Media,Bill O' Reilly
2013,actor,5/23/13,Acting,Morgan Freeman
2013,journalist,5/6/13,Media,Christiane Amanpour
2013,actress,5/7/13,Acting,Mindy Kaling
2013,actress,5/8/13,Acting,Carey Mulligan
2013,humorist,5/9/13,Media,David Sedaris
2013,actor,6/10/13,Acting,Seth Rogen
2013,satirist,6/11/13,Media,Armando Iannucci
2013,Singer,6/12/13,Musician,Mavis Staples
2013,journalist,6/13/13,Media,Fareed Zakaria
2013,actress,6/17/13,Acting,Linda Cardellini
2013,comedian,6/18/13,Comedy,Jim Gaffigan
2013,writer,6/19/13,Media,Dawn Porter
2013,Journalist,6/20/13,Media,Tom Brokaw
2013,actress,6/24/13,Acting,Maggie Gyllenhaal
2013,drummer,6/25/13,Musician,Questlove
2013,film director,6/26/13,Media,Josh Fox
2013,Attorney,6/27/13,Misc,Tom Goldstein
2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2013,journalist,6/4/13,Media,Brian Williams
2013,speechwriter,6/5/13,Political Aide,Jon Favreau
2013,NA,6/6/13,NA,No Guest
2013,screenwriter,7/15/13,Media,Aaron Sorkin
2013,actor,7/16/13,Acting,Helen Mirren
2013,Professor,7/17/13,Academic,Reza Aslan
2013,Author,7/18/13,Media,Sarah Vowell
2013,comedian,7/22/13,Comedy,Louis C.K.
2013,diplomat,7/23/13,Government,Richard Haass
2013,actress,7/24/13,Acting,Shailene Woodley
2013,soccer manager,7/25/13,Athletics,Bob Bradley
2013,Journalist,7/29/13,Media,Mark Leibovich
2013,Consultant,7/30/13,Political Aide,Tim Gunn
2013,actor,7/31/13,Acting,Hank Azaria
2013,stand-up comedian,8/1/13,Comedy,Colin Quinn
2013,United States Senate member,8/12/13,Politician,Rand Paul
2013,film director,8/13/13,Media,Joshua Oppenheimer
2013,actor,8/14/13,Acting,Regis Philbin
2013,actor,8/15/13,Acting,Simon Pegg
2013,Fiction writer,8/5/13,Media,Neal Thompson
2013,actor,8/6/13,Acting,Liam Hemsworth
2013,actress,8/7/13,Acting,Lake Bell
2013,United States Senator,8/8/13,Politician,Kirsten Gillibrand
2013,journalist,9/10/13,Media,Bill Dedman
2013,actor,9/11/13,Acting,Bob Odenkirk & David Cross
2013,stand-up comedian,9/11/13,Comedy,Bob Odenkirk & David Cross
2013,actor,9/12/13,Acting,Billy Crystal
2013,Former United States Secretary of Labor,9/16/13,Politician,Robert Reich
2013,actor,9/17/13,Acting,Jake Gyllenhaal
2013,actor,9/18/13,Acting,Hugh Jackman
2013,coorespondant,9/19/13,Media,Chelsea Clinton
2013,Ethologist,9/24/13,Academic,Richard Dawkins
2013,rock band,9/25/13,Musician,Atoms for Peace
2013,actor,9/26/13,Acting,Robin Williams
2013,united nations official,9/3/13,Government,Andrew Harper
2013,television host,9/30/13,Media,Bill O'Reilly
2013,Astrophysicist,9/4/13,Science,Mario Livio
2013,actor,9/5/13,Acting,Michael C. Hall
2013,Journalist,9/9/13,Media,Sheri Fink
2014,television Director,1/13/14,Media,Roger Ross Williams
2014,Consultant,1/14/14,Political Aide,Tim Gunn
2014,United States Secretary of Defense,1/15/14,Politician,Robert Gates
2014,Journalist,1/16/14,Media,Steven Brill
2014,author,1/20/14,Media,Marilynne Roach
2014,author,1/21/14,Media,Theresa Payton
2014,broadcaster,1/22/14,Media,Hari Sreenivasan
2014,journalist,1/23/14,Media,Anjan Sundaram
2014,comedian,1/27/14,Comedy,Jeff Garlin
2014,comedian,1/28/14,Comedy,Louis C.K.
2014,stunt perfomrer,1/29/14,Acting,Johnny Knoxville
2014,Minority Leader of the United States House of Representatives,1/30/14,Politician,Nancy Pelosi
2014,actor,1/6/14,Acting,Oscar Isaac
2014,actor,1/7/14,Acting,Steve Coogan
2014,Director of the Consumer Financial Protection Bureau,1/8/14,Government,Richard Cordray
2014,actress,1/9/14,Acting,Scarlett Johansson
2014,actress,10/1/14,Acting,Lena Dunham
2014,Columnist,10/13/14,Media,Matt Bai
2014,Stand-up comedian,10/14/14,Comedy,Zach Galifianakis
2014,television host,10/15/14,Media,Bill O'Reilly
2014,professor,10/16/14,Academic,Bryan Stevenson
2014,documentarian,10/2/14,Media,Ben Steele
2014,Lawyer,10/27/14,Misc,Wendy Davis
2014,us representative,10/28/14,Politician,Joaquin Castro
2014,actor,10/29/14,Acting,Ellar Coltrane
2014,Rock band,10/30/14,Musician,Spoon
2014,surgeon,10/6/14,Science,Atul Gawande
2014,Stand-up comedian,10/7/14,Comedy,Wyatt Cenac
2014,former cia director,10/8/14,Government,Leon Panetta
2014,actor,10/9/14,Acting,Jeremy Renner
2014,musician,11/10/14,Musician,Bruce Springsteen & Frank Caruso
2014,illustrator,11/10/14,Media,Bruce Springsteen & Frank Caruso
2014,United States Ambassador to the United Nations,11/11/14,Government,Samantha Power
2014,actor,11/12/14,Acting,Steve Carell
2014,Journalist,11/13/14,Media,Maziar Bahari & Gael Garcí_a Bernal
2014,film actor,11/13/14,Acting,Maziar Bahari & Gael Garcí_a Bernal
2014,film director,11/17/14,Media,Laura Poitras
2014,actor,11/18/14,Acting,Benedict Cumberbatch
2014,actress,11/19/14,Acting,Jessica Chastain
2014,actor,11/20/14,Acting,Eddie Redmayne
2014,actor,11/3/14,Acting,Jake Gyllenhaal
2014,RNC chairman,11/4/14,Politician,Reince Priebus
2014,actor,11/5/14,Acting,John Cleese
2014,journalist,11/6/14,Media,James Risen
2014,legal analyst,12/1/14,Misc,Andrew Napolitano
2014,Writer,12/10/14,Media,Suki Kim
2014,Professional Wrestler,12/11/14,Athletics,Mick Foley
2014,Film director,12/15/14,Media,Tim Burton
2014,Singer-songwriter,12/16/14,Musician,Paul McCartney
2014,actress,12/17/14,Acting,Anna Kendrick
2014,non profit director,12/2/14,Advocacy,Sophie Delaunay
2014,musician,12/3/14,Musician,Dave Grohl
2014,actress,12/4/14,Acting,Angelina Jolie
2014,television writer,12/8/14,Media,Norman Lear
2014,filmmaker,12/9/14,Media,Kathryn Bigelow & Juan Zarate
2014,white house official,12/9/14,Political Aide,Kathryn Bigelow & Juan Zarate
2014,actor,2/10/14,Acting,Ty Burrell
2014,journalist,2/11/14,Media,Elizabeth Kolbert
2014,actor,2/12/14,Acting,Joel Kinnaman
2014,actor,2/18/14,Acting,Kevin Spacey
2014,film director,2/19/14,Media,David O. Russell
2014,activist,2/20/14,Advocacy,Ronan Farrow
2014,journalist,2/24/14,Media,Hooman Majd
2014,Futurist,2/25/14,Academic,Michio Kaku
2014,actor,2/26/14,Acting,Liam Neeson
2014,Writer,2/27/14,Media,Kevin Roose
2014,nyc mayor,2/3/14,Politician,Bill de Blasio
2014,actress,2/4/14,Acting,Elizabeth Banks
2014,actor,2/5/14,Acting,George Clooney
2014,Reporter,2/6/14,Media,Robyn Doolittle
2014,Choreographer,3/10/14,Media,Paul Taylor
2014,legal analyst,3/11/14,Misc,Andrew Napolitano
2014,actor,3/12/14,Acting,Jason Bateman
2014,attorney,3/13/14,Misc,Anita Hill
2014,author,3/24/14,Media,Arianna Huffington
2014,author,3/25/14,Media,Amy Yates Wuelfing & Gibby Haynes
2014,musician,3/25/14,Musician,Amy Yates Wuelfing & Gibby Haynes
2014,actor,3/26/14,Acting,Jude Law
2014,Statistician,3/27/14,Media,Nate Silver
2014,television Series Creator,3/3/14,Media,Seth MacFarlane
2014,actor,3/31/14,Acting,Peter Dinklage
2014,former us senator,3/4/14,Politician,Jim DeMint
2014,television host,3/5/14,Media,Rachel Maddow
2014,foreign policy analyst,3/6/14,Academic,Kimberly Marten
2014,Author,4/1/14,Media,Michael Lewis
2014,actress,4/10/14,Acting,Jennifer Garner
2014,actor,4/2/14,Acting,Samuel L. Jackson
2014,administrator,4/21/14,Government,Gina McCarthy
2014,us senator,4/22/14,Politician,Elizabeth Warren
2014,Broadcaster,4/23/14,Media,Robin Roberts
2014,Historian,4/24/14,Academic,Ramachandra Guha
2014,Coach,4/28/14,Athletics,Mookie Wilson
2014,Writer,4/29/14,Media,William D. Cohan
2014,Soccer player,4/3/14,Athletics,Pelí©
2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2014,Author,4/7/14,Media,Matt Taibbi
2014,actor,4/8/14,Acting,Denis Leary
2014,actor,4/9/14,Acting,Colin Firth
2014,stand-up comedian,5/1/14,Comedy,David Spade
2014,professor,5/12/14,Academic,Martin Blaser
2014,Journalist,5/13/14,Media,Ron Suskind
2014,rock band,5/14/14,Musician,Blondie
2014,actor,5/15/14,Acting,Jim Parsons
2014,actor,5/19/14,Acting,James McAvoy
2014,chief technology officer of united states,5/20/14,Government,Aneesh Chopra
2014,Former United States Secretary of the Treasury,5/21/14,Politician,Timothy Geithner
2014,actress,5/22/14,Acting,Drew Barrymore
2014,Baseball player,5/5/14,Athletics,Mariano Rivera
2014,author,5/6/14,Media,Peter Schuck
2014,actor,5/7/14,Acting,Seth Rogen
2014,journalist,5/8/14,Media,Katie Couric
2014,Journalist,6/10/14,Media,Sebastian Junger
2014,us senator,6/11/14,Politician,Charles Schumer
2014,actor,6/12/14,Acting,Christopher Walken
2014,businessman,6/16/14,Business,Howard Schultz
2014,journalist,6/17/14,Media,Daniel Schulman
2014,actor,6/18/14,Acting,Kevin Hart
2014,author,6/19/14,Media,Hamid Al-Bayati
2014,actor,6/2/14,Acting,Robert De Niro
2014,comedian,6/23/14,Comedy,Bill Maher
2014,actress,6/24/14,Acting,Jennifer Esposito
2014,actress,6/25/14,Acting,Keira Knightley
2014,actress,6/26/14,Acting,Melissa McCarthy
2014,Comedian,6/3/14,Comedy,Ricky Gervais
2014,journalist,6/4/14,Media,Gihan Ibrahim
2014,actor,6/5/14,Acting,Tom Cruise
2014,Lawyer,6/9/14,Misc,Philip K. Howard
2014,writer,7/14/14,Media,Dahlia Lithwick
2014,former us secretary of state,7/15/14,Politician,Hillary Clinton
2014,comedian,7/16/14,Comedy,Jerry Seinfeld
2014,actress,7/17/14,Acting,Emma Stone
2014,journalist,7/21/14,Media,Sue Turton
2014,Film director,7/22/14,Media,Richard Linklater
2014,actor,7/23/14,Acting,George Takei
2014,journalist,7/24/14,Media,Fareed Zakaria
2014,Journalist,7/28/14,Media,Sonia Nazario
2014,journalist,7/29/14,Media,Sara Firth
2014,actress,7/30/14,Acting,Maggie Gyllenhaal
2014,actress,7/31/14,Acting,Aubrey Plaza
2014,professor,8/26/14,Academic,David L. Rose
2014,academic,8/27/14,Academic,Hassan Abbas
2014,Comedian,8/28/14,Comedy,Todd Glass
2014,actor,8/4/14,Acting,Elisabeth Moss
2014,author,8/5/14,Media,Helen Thorpe
2014,Composer,8/6/14,Musician,Wu-Tang Clan
2014,TV Producer,8/7/14,Media,Tracy Droz Tragos
2014,diplomat,9/10/14,Government,Ban Ki-moon
2014,Talk show host,9/11/14,Media,Tavis Smiley
2014,Filmmaker,9/15/14,Media,Ken Burns
2014,actor,9/16/14,Acting,Bill Hader
2014,Law professor,9/17/14,Academic,Zephyr Teachout
2014,us president,9/18/14,Politician,Bill Clinton
2014,Journalist,9/2/14,Media,Ramita Navai
2014,journalist,9/22/14,Media,Jenny Nordberg
2014,military,9/23/14,Military,Tony Zinni
2014,non profit worker,9/24/14,Advocacy,Tia Torres
2014,Author,9/25/14,Media,Steven Johnson
2014,syrian politician,9/29/14,Politician,Hadi al-Bahra
2014,Documentary Filmmaker,9/3/14,Media,Rory Kennedy
2014,actor,9/30/14,Acting,Ben Affleck
2014,singer-songwriter,9/4/14,Musician,Adam Levine
2014,United States Senator,9/9/14,Politician,Kirsten Gillibrand
2015,former president,1/12/15,Politician,Jimmy Carter
2015,United States Senator,1/13/15,Politician,Marco Rubio
2015,actress,1/14/15,Acting,Julianne Moore
2015,actress,1/15/15,Acting,Sienna Miller
2015,Former Governor of Arkansas,1/19/15,Politician,Mike Huckabee
2015,actress,1/20/15,Acting,Jennifer Lopez
2015,actress,1/21/15,Acting,Anne Hathaway
2015,actress,1/22/15,Acting,Jennifer Aniston
2015,former mayor of san antonio,1/26/15,Politician,Julian Castro
2015,actor,1/28/15,Acting,Oscar Isaac
2015,Reporter,1/29/15,Media,Sarah Chayes
2015,Journalist,1/5/15,Media,Steven Brill
2015,legal scholar,1/6/15,Misc,Cass Sunstein
2015,director,1/7/15,Media,Ava DuVernay
2015,actress,1/8/15,Acting,Allison Williams
2015,former senior advisor to the presidnet,2/10/15,Political Aide,David Axelrod
2015,actor,2/11/15,Acting,Colin Firth
2015,actor,2/2/15,Acting,Martin Short
2015,lawyer,2/23/15,Misc,Christine Lagarde
2015,Photojournalist,2/24/15,Media,Lynsey Addario
2015,television host,2/25/15,Media,Conan O'Brien
2015,actress,2/26/15,Acting,Olivia Wilde
2015,executive,2/3/15,Business,Bill Browder
2015,author,2/4/15,Media,Wes Moore
2015,actor,2/5/15,Acting,Bob Odenkirk
2015,actress,2/9/15,Acting,Patricia Arquette
2015,comedian,3/10/15,Comedy,Abbi Jacobson
2015,hip-hop artist,3/11/15,Musician,Common
2015,actor,3/12/15,Acting,Rob Corddry
2015,journalist,3/16/15,Media,Andrew Cockburn
2015,actress,3/17/15,Acting,Amanda Seyfried
2015,actor,3/18/15,Acting,Kevin Hart
2015,actor,3/19/15,Acting,Will Ferrell
2015,actor,3/2/15,Acting,Robert Smigel
2015,activist,3/23/15,Advocacy,Ayaan Hirsi Ali
2015,journalist,3/24/15,Media,Jon Ronson
2015,Film director,3/25/15,Media,Kirby Dick
2015,orca trainer,3/26/15,Athletics,John Hargrove
2015,actress,3/3/15,Acting,Sigourney Weaver
2015,Ice hockey coach,3/4/15,Athletics,Viacheslav Fetisov
2015,journalist,3/5/15,Media,Gerald Posner
2015,us representative,3/9/15,Politician,John Lewis
2015,musician,4/13/15,Musician,Adam Horovitz
2015,journalist,4/14/15,Media,Fareed Zakaria
2015,actor,4/15/15,Acting,Billy Crystal
2015,author,4/16/15,Media,Eric Greitens
2015,author,4/20/15,Media,Gayle Tzemach Lemmon
2015,comedian,4/21/15,Comedy,Jeff Garlin
2015,former white house press secretary,4/22/15,Political Aide,Dana Perino
2015,Astrophysicist,4/23/15,Science,Neil deGrasse Tyson
2015,actress,4/27/15,Acting,Elizabeth Olsen
2015,white house sommunications director,4/28/15,Political Aide,George Stephanopoulos
2015,journalist,4/29/15,Media,Judith Miller
2015,actress,4/30/15,Acting,Kristen Wiig
2015,activist,4/6/15,Advocacy,Gene Baur
2015,actor,4/7/15,Acting,Peter Dinklage
2015,Talk show host,4/8/15,Media,Tavis Smiley
2015,us senator,4/9/15,Politician,Elizabeth Warren
2015,singer-songwriter,5/11/15,Musician,John Legend
2015,Journalist,5/12/15,Media,Tom Brokaw
2015,Professor,5/13/15,Academic,Reza Aslan
2015,Stand-up comedian,5/14/15,Comedy,Rebel Wilson
2015,United States Senate member,5/26/15,Politician,Rand Paul
2015,Professor,5/27/15,Academic,Rosabeth Moss Kanter
2015,Baseball player,5/28/15,Athletics,Matt Harvey
2015,film producer,5/4/15,Media,Brian Grazer
2015,Singer-songwriter,5/5/15,Musician,Willie Nelson
2015,us secretary of energy,5/6/15,Politician,Ernest Moniz
