"food","characteristic","p_values"
"VITAMINB6AMOUNT","belly",0.0200978
"COLDCEREALQUAN","yesCrash",0.0201723
"V_STARCHY_OTHER","smoke_rarely",0.0201728
"EGGROLLQUAN","unfavCable",0.0202496
"EPICATEGC3G","mathReading",0.0202526
"SLOWWALKFREQ","dog",0.0203335
"VITAMINCAMOUNT","atheist",0.0205589
"GROUP_TORTILLAS_CORN_TOTAL_GRAMS","yesCrash",0.0206002
"PUDDINGFREQ","noCrash",0.020616
"EGGSFREQ","favCable",0.0209424
"SPORTSDRINKSQUAN","smoke_rarely",0.0209899
"BUTTERQUAN","uhCrash",0.0210825
"ZINCYEARS","rash",0.0211281
"FOLICACIDYEARS","diabetes",0.021226
"GROUP_COFFEE_BOTH_KINDS_TOTAL_GRAMS","Jewish",0.0213344
"GROUP_HOT_DOG_BEEF_OR_PORK_TOTAL_GRAMS","currently_smoke",0.0214168
"OTHERFRESHFRUITQUAN","smoke_often",0.0215329
"THEARBIGN","dog",0.0216217
"BUNSQUAN","left_hand",0.0216904
"RAISINBRANTYPE","yesCrash",0.0216904
"HONBUNCHOATSTYPE","yesCrash",0.0216904
"HOTDOGFREQ","rash",0.0218161
"T_FLAVONES","quit_smoking",0.0218948
"T_FLAVONES","mathReading",0.021942
"ENERGYDRINKSQUAN","smoke_rarely",0.0219612
"ONEADAYAMOUNT","readingMath",0.0221031
"GRITSFREQ","mathReading",0.0221083
"GROUP_STRAWBERRIES_YEAR_ROUND_TOTAL_GRAMS","unfavCable",0.0221244
"GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS","neutralCable",0.0223514
"OTHERPIESQUAN","uhCrash",0.0224319
"OTHERNOODLESFREQ","readingMath",0.0224657
"DT_ACARO","cancer",0.0225317
"SODATYPE","right_hand",0.0225343
"COTTAGECHEESEFREQ","quit_smoking",0.0225496
"PROTEINBARSFREQ","never_smoked",0.0226796
"PROTEINBARSFREQ","ever_smoked",0.0226796
"GROUP_GATORADE_POWERADE_TOTAL_GRAMS","left_hand",0.0227083
"T_FLAVAN3OLS","dog",0.0227162
"DT_VITB6","favCable",0.022727
"GROUP_ALCOHOLICBEVERAGES_TOTAL_GRAMS","smoke_rarely",0.0227334
"PUDDINGFREQ","diabetes",0.0230966
"GROUP_OTHER_PIE_OR_COBBLER_TOTAL_GRAMS","noCrash",0.023393
"GROUP_ORANGE_TANGERINE_GRAPEFRUIT_FRESH_TOTAL_GRAMS","Jewish",0.0234678
"BACONSAUSAGEFREQ","cat",0.0234711
"FRIESQUAN","smoke_rarely",0.0235151
"COOKINGFATBUTTER","left_hand",0.0235327
"PUMPKINPIEFREQ","currently_smoke",0.0235523
"SALMONFREQ","readingMath",0.0235729
"PHYSTR","Jewish",0.023671
"OTHERPIESQUAN","cancer",0.0237881
"APIGEN","quit_smoking",0.0238104
"COFFEESUGARTEASPOONS","quit_smoking",0.0240406
"VITAMINEYEARS","belly",0.0240999
"ZINCYEARS","belly",0.0240999
"SUP_SE","readingMath",0.0241755
"GALCATEGC","unfavCable",0.0241827
"EPICATEGC","mathReading",0.0241829
"DT_ALCO","diabetes",0.0242356
"GROUP_SAUSAGE_BACON_TOTAL_GRAMS","smoke_often",0.0243019
"F20D3N3","yesCrash",0.0244152
"GROUP_SALAD_DRESSING_LOW_FAT_TOTAL_GRAMS","dog",0.0244349
"VEGETABLESOUPFREQ","mathReading",0.0244429
"A_DRINKS","diabetes",0.0244942
"GROUP_MAYO_REGULAR_TOTAL_GRAMS","smoke_often",0.024537
"GROUP_ALCOHOLICBEVERAGES_TOTAL_FREQUENCY","diabetes",0.0246292
"GROUP_CANNED_FRUIT_APPLESAUCE_WITH_CANNED_CITRUS_TOTAL_GRAMS","cat",0.0246574
"THEAFLV33D","dog",0.0246593
"VITAMINCAMOUNT","quit_smoking",0.0246948
"THEAFLAVIN","dog",0.0247253
"FRUITSFREQ","smoke_often",0.0247458
"T_FLAVAN3OLS","mathReading",0.0247822
"V_DRKGR","quit_smoking",0.0248127
"PSVEGDKG","quit_smoking",0.0248127
"GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS","never_smoked",0.0248134
"GROUP_CREAM_CHEESE_SOUR_CREAM_DIP_TOTAL_GRAMS","ever_smoked",0.0248134
"FOL_DFE","favCable",0.0248336
"THEAFLV3G","dog",0.0248509
"CORNBREADQUAN","diabetes",0.0248527
"OYSTERSFREQ","quit_smoking",0.0248648
"GROUP_SOLID_COUNT","heart_disease",0.0248744
"GROUP_HIGH_PROTEIN_DRINKS_REGULAR_TOTAL_GRAMS","Dems",0.0248943
"VEGGIESFREQ","right_hand",0.024899
"EPICATEGC","unfavCable",0.0249075
"SALMONFREQ","mathReading",0.0249213
"GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS","favCable",0.0249341
"HONBUNCHOATSTYPE","uhCrash",0.0251092
"THEAFLV3PG","dog",0.0252036
"TORTILLASFREQ","rash",0.0252388
"EPICATEGC3G","unfavCable",0.0253553
"DELPH","mathReading",0.0254286
"ICEDTEATYPE","dog",0.0254301
"COOKEDGREENSQUAN","never_smoked",0.0254397
"COOKEDGREENSQUAN","ever_smoked",0.0254397
"ANTIOXIDANTCOMBOAMOUNT","atheist",0.0257316
"PEANUTBUTTERQUAN","left_hand",0.025823
"CRACKERSTYPE","yesCrash",0.025838
"CREAMCHEESEFREQ","smoke_often",0.0258409
"OTHERFISHQUAN","right_hand",0.0258826
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","quit_smoking",0.0258877
"HOTDOGQUAN","smoke_often",0.0259842
"PEACHESFREQ","Jewish",0.0260001
"PAC10","mathReading",0.0260292
"EPICATECG3","unfavCable",0.0261233
"CARROTSFREQ","rash",0.0261374
"CORNCHIPSFREQ","cancer",0.0261627
"SHELLFISHFREQ","diabetes",0.0262024
"CABBAGEFREQ","smoke_often",0.0262906
"FROSTEDMINIWHEATSTYPE","readingMath",0.0263355
"GROUP_GRITS_CREAM_OF_WHEAT_MUSH_TOTAL_GRAMS","quit_smoking",0.0263895
"BEANSFREQ","smoke_often",0.0264369
"FLD","unfavCable",0.0265421
"GROUP_A_SUGBEV_TOTAL_KCAL","diabetes",0.0265667
"AA_BEV","currently_smoke",0.0266148
"GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS","right_hand",0.0266782
"GROUP_LATTE_CAPPUCCINO_WHOLE_MILK_TOTAL_GRAMS","yesCrash",0.0268154
"GROUP_CHEESEBURGER_MEAT_AND_CHEESE_TOTAL_GRAMS","belly",0.0268393
"EPICATECG3","mathReading",0.0268455
"GROUP_LATTE_CAPPUCCINO_1_PCT_OR_2_PCT_MILK_TOTAL_GRAMS","readingMath",0.026865
"BIKESWIMFREQ","never_smoked",0.0268894
"BIKESWIMFREQ","ever_smoked",0.0268894
"LUTEOL","mathReading",0.0268952
"SUP_OM_3","smoke_often",0.0269287
"REFRIEDBEANSFREQ","Jewish",0.0269949
"FORMONONETIN","belly",0.0270042
"FOLICACIDAMOUNT","never_smoked",0.0270873
"FOLICACIDAMOUNT","ever_smoked",0.0270873
"GROUP_SODA_DIET_CAFFEINE_TOTAL_GRAMS","rash",0.0271016
"VITAMINB6YEARS","atheist",0.0272348
"SUP_VITA","readingMath",0.0272389
"GROUP_GREEN_SALAD_RAW_SPINACH_TOTAL_GRAMS","quit_smoking",0.0272508
"VITAMINCYEARS","rash",0.027377
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","smoke_rarely",0.0274084
"GROUP_LUNCH_MEATS_BEEF_OR_PORK_TOTAL_GRAMS","Dems",0.0274254
"PAC_3","mathReading",0.027438
"CARROTSQUAN","atheist",0.0274583
"GROUP_HONEY_BUNCHES_OF_OATS_TOTAL_GRAMS","yesCrash",0.0275108
"GROUP_VEAL_LAMB_GOAT_GAME_TOTAL_GRAMS","mathReading",0.0276429
"CYAD","mathReading",0.0278046
"FOLICACIDYEARS","never_smoked",0.0280255
"FOLICACIDYEARS","ever_smoked",0.0280255
"GROUP_VEGETABLE_SOUP_TOTAL_GRAMS","rash",0.0280772
"CREAMCHEESEQUAN","never_smoked",0.0281185
"CREAMCHEESEQUAN","ever_smoked",0.0281185
"YOGURTQUAN","left_hand",0.0281316
"T_FLAVONOIDS","unfavCable",0.0281416
"BROCCOLIQUAN","cancer",0.0282621
"FLD","mathReading",0.0282967
"GROUP_FROSTED_MINI_WHEATS_TOTAL_GRAMS","readingMath",0.0283052
"FRUITSFREQ","never_smoked",0.0283116
"FRUITSFREQ","ever_smoked",0.0283116
"CAMD5","left_hand",0.0284855
"BERRIESQUAN","right_hand",0.028492
"PF_SEAFD_LOW","diabetes",0.0284961
"RAISINBRANTYPE","diabetes",0.0285147
"OTHERWHOLEGRAINCEREALTYPE","diabetes",0.0285147
"GROUP_POPSICLES_SHERBET_ICES_JELLO_TOTAL_GRAMS","currently_smoke",0.0285389
"THEARBIGN","mathReading",0.0285625
"VITAMINB12AMOUNT","smoke_often",0.0285626
"SALADDRESSINGSQUAN","Dems",0.0285759
"PCTALCH","smoke_rarely",0.0286218
"GROUP_OTHER_100_PCT_JUICE_AND_BLENDS_TOTAL_GRAMS","Dems",0.0286737
"CANNEDFRUITFREQ","ever_smoked",0.0286918
"CANNEDFRUITFREQ","never_smoked",0.0286918
"ZINCYEARS","atheist",0.0287691
"VITAMINEYEARS","atheist",0.0287691
"GROUP_CARROTS_CARROT_MIXES_TOTAL_GRAMS","Jewish",0.0287923
"GROUP_BEAN_SPLIT_PEA_LENTIL_SOUP_TOTAL_GRAMS","quit_smoking",0.0288495
"PANCAKEFREQ","currently_smoke",0.0288638
"GROUP_PEACH_NECTARINE_TOTAL_GRAMS","unfavCable",0.0288844
"TUNAQUAN","smoke_rarely",0.0289548
"VEALLAMBGAMEFREQ","mathReading",0.028986
"ENERGYDRINKSQUAN","rash",0.0290927
"SUP_VITD","neutralCable",0.0291243
"GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS","left_hand",0.0292514
"GROUP_CORN_FLAKES_CORN_PUFFS_TOTAL_GRAMS","yesCrash",0.0292514
"GROUP_CHOCOLATE_MILK_COCOA_HOT_CHOCOLATE_TOTAL_GRAMS","left_hand",0.0292646
"GROUP_TOMATO_VEGETABLE_JUICE_TOTAL_GRAMS","mathReading",0.0293335
"PEONIDIN","mathReading",0.0293869
"CORNQUAN","unfavCable",0.0294184
"GROUP_CANDY_NOT_CHOCOLATE_TOTAL_GRAMS","left_hand",0.0294291
"OTHERCRACKERSQUAN","dog",0.0295067
"GROUP_SODA_SUGAR_CAFFEINE_TOTAL_GRAMS","diabetes",0.0295106
"SUP_OLEIC","currently_smoke",0.0295856
"T_FLAVAN3OLS","unfavCable",0.0296727
"HEAVYWORKTIME","readingMath",0.0296934
"DONUTSQUAN","dog",0.0297147
"SALMONQUAN","Dems",0.0297329
"OTHERSOUPQUAN","left_hand",0.0297711
"COCKTAILSQUAN","quit_smoking",0.0298358
"WHOLEGRAINCEREALFREQ","favCable",0.0299352
"GROUP_OTHER_WHOLE_GRAIN_CEREAL_TOTAL_GRAMS","diabetes",0.0299696
"GROUP_SOLID_TOTAL_FREQUENCY","currently_smoke",0.0300517
"T_FLAVONOIDS","dog",0.0300958
"GROUP_BREAKFAST_PASTRY_MUFFINS_QUICK_BREAD_TOTAL_GRAMS","yesCrash",0.0301564
"GALS","currently_smoke",0.030189
"GROUP_SOLID_COUNT","rash",0.030213
"DT_CAFFN","currently_smoke",0.0302749
"GROUP_CABBAGE_SLAW_CHINESE_CABBAGES_TOTAL_GRAMS","rash",0.0303088
"GROUP_ANY_OTHER_VEGETABLE_TOTAL_GRAMS","quit_smoking",0.0303846
"OTHERBREADSFREQ","smoke_often",0.0303974
"HOTTEAFREQ","rash",0.0304599
"OTHERCHIPSFREQ","readingMath",0.0305928
"LEMONADEQUAN","cancer",0.0306178
"ASH","favCable",0.0306399
"GROUP_POPSICLES_SHERBET_ICES_JELLO_TOTAL_GRAMS","right_hand",0.0306678
"LEMONADEFREQ","currently_smoke",0.0307084
"SUP_VITD","Jewish",0.0308134
"COOKEDGREENSFREQ","Jewish",0.0308367
"TOCTRA","favCable",0.0308416
"PORKCHOPSFREQ","currently_smoke",0.0308674
"OTHERUNSWEETCEREALTYPE","smoke_rarely",0.0308704
"EATMEAT","smoke_rarely",0.0308704
"V_DRKGR","belly",0.0308714
"PSVEGDKG","belly",0.0308714
"THEAFLV3PG","unfavCable",0.0308732
"GROUP_PUDDING_CUSTARD_FLAN_TOTAL_GRAMS","diabetes",0.0308843
"PEANUTBUTTERFREQ","heart_disease",0.0309339
"THEAFLAVIN","unfavCable",0.0309486
"SUP_ZINC","never_smoked",0.0310204
"SUP_ZINC","ever_smoked",0.0310204
"NARING","Jewish",0.0310582
"THEAFLV33D","unfavCable",0.0310596
"THEARBIGN","unfavCable",0.0311099
"SAUCEICECREAMQUAN","currently_smoke",0.0311563
"TORTILLASFREQ","Jewish",0.031157
"POPCORNTYPE","left_hand",0.0311941
"DT_VITK","belly",0.0312891
"GROUP_MUSTARD_BBQ_SAUCE_SOY_SAUCE_ETC_TOTAL_GRAMS","belly",0.031291
"PAC_4","mathReading",0.0313816
"SLICEDCHEESEQUAN","currently_smoke",0.0314225
"THEAFLV3G","unfavCable",0.0314966
"MACANDCHEESEQUAN","favCable",0.031545
"GROUP_TORTILLAS_CORN_TOTAL_GRAMS","currently_smoke",0.031644
"GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS","mathReading",0.0316502
"GROUP_YOGURT_PLAIN_LOW_FAT_TOTAL_GRAMS","quit_smoking",0.0317299
"V_TOTAL","quit_smoking",0.0317506
"GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS","heart_disease",0.0317818
"GROUP_ICE_TEA_BOTTLE_NO_SUGAR_TOTAL_GRAMS","currently_smoke",0.0317866
"SODAQUAN","smoke_rarely",0.0318422
"POTATOESQUAN","left_hand",0.0318448
"T_ANTHOCYADNS","mathReading",0.0318714
"ORANGEJUICETYPE","atheist",0.0319697
"F_CITMLB","mathReading",0.0319859
"LUTEOL","quit_smoking",0.0320405
"SODACAFFEINE","right_hand",0.0320705
"SALSAQUAN","right_hand",0.032181
"PSLEGSOY","quit_smoking",0.0323018
"GROUP_SHREDDED_WHEAT_TOTAL_GRAMS","readingMath",0.0323272
"SUP_B6","rash",0.0323321
"SUP_NIAC","quit_smoking",0.0324442
"PELARGDIN","unfavCable",0.0324639
"GROUP_FRENCH_FRIES_FRIED_POTATOES_TOTAL_GRAMS","left_hand",0.032477
"SUP_EPA","heart_disease",0.0324992
"SUP_DHA","heart_disease",0.0324998
"A_BEAN_S","quit_smoking",0.0325175
"PF_MEAT","never_smoked",0.0325361
"PF_MEAT","ever_smoked",0.0325361
"GROUP_HIGH_OMEGA3_FISH_TOTAL_GRAMS","readingMath",0.0326056
"RAWTOMATOESQUAN","belly",0.0327072
"BERRIESFREQ","rash",0.0329225
"SALTFREQ","left_hand",0.0329292
"GROUP_CORN_TOTAL_GRAMS","currently_smoke",0.0329392
"DONUTSFREQ","mathReading",0.0329512
"PSVEGNBP","never_smoked",0.0329746
"PSVEGNBP","ever_smoked",0.0329746
"EGGSFREQ","neutralCable",0.0329911
"VITAMINDQUAN","neutralCable",0.0330117
"AV_TOT_S","ever_smoked",0.0330365
"AV_TOT_S","never_smoked",0.0330365
"BARBECUESAUCEFREQ","belly",0.0330583
"ONEADAYYEARS","readingMath",0.0331125
"ZINCYEARS","quit_smoking",0.0331444
"GROUP_ICE_TEA_HOME_NO_SUGAR_TOTAL_GRAMS","atheist",0.0331948
"BEANSFREQ","uhCrash",0.0331982
"EPICATEC","mathReading",0.0333323
"GROUP_SPAGHETTI_MEATLESS_TOTAL_GRAMS","readingMath",0.0334188
"DT_TFOL","favCable",0.0334224
"GROUP_TABLE_SALT_TOTAL_GRAMS","cancer",0.0334331
"COFFEEDRINKSFREQ","readingMath",0.0335526
"GROUP_PORK_CHOPS_ROAST_HAM_TOTAL_GRAMS","ever_smoked",0.0335817
"GROUP_PORK_CHOPS_ROAST_HAM_TOTAL_GRAMS","never_smoked",0.0335817
"REFRIEDBEANSFREQ","mathReading",0.0336698
"WALNUTSFREQ","quit_smoking",0.0336986
"TUNAQUAN","Dems",0.0337398
"GROUP_VEGETABLE_SOUP_TOTAL_GRAMS","ever_smoked",0.0337635
"GROUP_VEGETABLE_SOUP_TOTAL_GRAMS","never_smoked",0.0337635
"VARIETYMEATQUAN","unfavCable",0.0338393
"WHITE","unfavCable",0.0338393
"ASIAN","unfavCable",0.0338393
"VITAMINEAMOUNT","neutralCable",0.0339291
"LENTILSOUPQUAN","smoke_rarely",0.033972
"DT_ACARO","Jewish",0.0341161
"DT_FOLFD","quit_smoking",0.0342166
"SALTFREQ","neutralCable",0.0343322
"GROUP_GATORADE_POWERADE_TOTAL_GRAMS","right_hand",0.0343433
"COOKIESTYPE","uhCrash",0.0345401
"OTHERNOODLESTYPE","mathReading",0.0345404
"VEGETABLESOUPQUAN","favCable",0.0345747
"SPECIALKFLAVSTYPE","rash",0.0346175
"OTHERFIBERCEREALTYPE","rash",0.0346175
"COOKINGFATOTHER","rash",0.0346175
"GROUP_OTHER_FIBER_CEREAL_TOTAL_GRAMS","rash",0.0346175
"GROUP_SPECIAL_K_FLAVORS_TOTAL_GRAMS","rash",0.0346175
"MILKONCEREALQUAN","rash",0.0346175
"SOMEJUICEQUAN","rash",0.0346175
"MINERALSYESORNO","rash",0.0346175
"GROUP_COOK_FAT_OTHER_OIL_COCONUT_VARIOUS_NFS_VEGETABLE_OILS_TOTAL_GRAMS","rash",0.0346175
"GROUP_OTHER_BEANS_LENTIL_CHILI_NOT_RICE_AND_BEANS_TOTAL_GRAMS","quit_smoking",0.0346255
"PAC_7","mathReading",0.0346378
"COLDCEREALFREQ","uhCrash",0.034698
"GROUP_OTHER_MILK_ALMOND_TOTAL_GRAMS","right_hand",0.0347225
"GROUP_DONUTS_TOTAL_GRAMS","dog",0.0347775
"GROUP_HOT_TEA_CAFFEINE_TOTAL_GRAMS","unfavCable",0.0347855
"GROUP_ALCOHOLICBEVERAGES_TOTAL_KCAL","diabetes",0.0348068
"ORANGEJUICETYPE","readingMath",0.0349814
"TORTILLASQUAN","favCable",0.0349844
"A_BEV_KC","diabetes",0.0349881
"METMINRECR","Dems",0.0351279
"PANTAC","favCable",0.0351713
"OXALIC_ACID","quit_smoking",0.0352193
"OTHERSOUPFREQ","right_hand",0.0352585
"FIBERSUPPYEARS","atheist",0.0353047
"HOTTEAFREQ","mathReading",0.0353296
"GROUP_HOT_DOG_POULTRY_LOW_FAT_TOTAL_GRAMS","cat",0.0354033
"DT_CHLN","favCable",0.0354876
"YOGURTKIND","smoke_often",0.0355467
"STEAKFREQ","smoke_often",0.0356489
"GROUP_STEAK_ROAST_FAT_OFF_TOTAL_GRAMS","Dems",0.0356562
"APIGEN","mathReading",0.0356722
"AF_TOT_S","mathReading",0.0357266
"BEERTYPE","dog",0.0358683
"BERRIESQUAN","left_hand",0.0359069
"GROUP_SUGARYBEVG_TOTAL_FREQUENCY","favCable",0.0359385
"COLDCEREALQUAN","right_hand",0.0359882
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","mathReading",0.0361139
"WEEDYARDTIME","atheist",0.0361529
"SUP_FIBER","heart_disease",0.0361842
"BUTTERQUAN","noCrash",0.0362323
"YOGURTKIND","quit_smoking",0.0362393
"DT_LYCO","favCable",0.0363217
"JAMQUAN","Dems",0.0363772
"GROUP_CHEESE_LOW_FAT_TOTAL_GRAMS","atheist",0.036534
"POPSICLESQUAN","neutralCable",0.0366432
"SNACKS","readingMath",0.0367224
"LIGHTHOUSETIME","mathReading",0.0367297
"SUP_FIBER","Jewish",0.0367653
"PRENATALVITSYEARS","atheist",0.036775
"F_WHOLE","mathReading",0.0368131
"TOMATOJUICEQUAN","heart_disease",0.0368158
"GROUP_OTHER_NOODLES_WHITE_PASTA_TOTAL_GRAMS","cat",0.0368414
"GROUP_BISCUITS_SCONES_CROISSANTS_TOTAL_GRAMS","smoke_often",0.0368556
"LENTILSOUPQUAN","left_hand",0.0368645
"SUP_MG","readingMath",0.0369227
"WHOLEGRAINCEREALFREQ","mathReading",0.0370067
"BEERQUAN","smoke_rarely",0.0372221
"CRACKERSTYPE","belly",0.0372679
"F24D1C","currently_smoke",0.0373443
"CORNBREADFREQ","smoke_often",0.037354
"CALCIUMYEARS","heart_disease",0.0374126
"VITAMINEQUAN","Dems",0.0376336
"GROUP_SHREDDED_WHEAT_TOTAL_GRAMS","yesCrash",0.0376792
"REGULARHOTTEATYPE","diabetes",0.0378704
"GROUP_WALNUTS_FLAX_SEEDS_TOTAL_GRAMS","atheist",0.0378714
"VITAMINCYEARS","never_smoked",0.0379028
"VITAMINCYEARS","ever_smoked",0.0379028
"GI","unfavCable",0.0379035
"GROUP_WHOLE_MILK_4_PCT_FAT_TOTAL_GRAMS","right_hand",0.03795
"MK4","rash",0.0379579
"GI","smoke_often",0.0381812
"GROUP_MILKY_COFFEE_DRINK_ANY_KIND_TOTAL_GRAMS","quit_smoking",0.0381936
"SUP_B6","quit_smoking",0.0382986
"GROUP_PUMPKIN_SWEET_POTATO_PIE_TOTAL_GRAMS","right_hand",0.0383649
"ICECREAMTYPE","cancer",0.0383819
"COOKINGFATBUTTER","rash",0.0384711
"SUGARINTEA","neutralCable",0.0385815
"LATINO","currently_smoke",0.0386689
"GROUP_TABLE_SALT_TOTAL_GRAMS","favCable",0.0387117
"SPAGHETTITYPE","smoke_rarely",0.0388297
"F18D2TT","belly",0.0388863
"STEAKQUAN","smoke_often",0.0390012
"THEAFLV3G","mathReading",0.039025
"TUNAFREQ","diabetes",0.0390661
"GROUP_LIQUOR_COCKTAILS_TOTAL_GRAMS","rash",0.0390829
"LEMONADEFREQ","atheist",0.0391396
"FROSTEDFLAKESTYPE","mathReading",0.0391449
"OTHERUNSWEETCEREALTYPE","mathReading",0.0391449
"GROUP_ICE_TEA_HOME_SUGAR_TOTAL_GRAMS","neutralCable",0.0391788
"GROUP_FRIED_OR_COATED_CHIX_NO_SKIN_TOTAL_GRAMS","diabetes",0.0392664
"CORNBREADQUAN","atheist",0.0392681
"OTHERCANDIESFREQ","belly",0.0393932
"GROUP_AVOCADO_GUACAMOLE_TOTAL_GRAMS","right_hand",0.0394865
"LENTILSOUPQUAN","right_hand",0.0395813
"LENTILSOUPQUAN","atheist",0.0395813
"CREAMCHEESEQUAN","quit_smoking",0.0395956
"POTATOESQUAN","cancer",0.0396295
"F20D3","smoke_rarely",0.0396962
"OTHERNOODLESQUAN","mathReading",0.0397107
"R_MEAT_S","smoke_often",0.039801
"DT_CAFFN","never_smoked",0.0398082
"DT_CAFFN","ever_smoked",0.0398082
"GROUP_OTHER_NOODLES_WHOLE_GRAIN_TOTAL_GRAMS","yesCrash",0.0398842
"GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS","noCrash",0.0400691
"GROUP_ICE_TEA_BOTTLE_SUGAR_TOTAL_GRAMS","diabetes",0.0402305
"WATERFREQ","uhCrash",0.0403416
"STID7","yesCrash",0.0406602
"TORTILLASQUAN","unfavCable",0.0406956
"DT_LUTZE","belly",0.0407767
"CARROTSFREQ","belly",0.040794
"YOGURTKIND","cancer",0.0408478
"COCKTAILSQUAN","atheist",0.0408611
"LENTILSOUPQUAN","currently_smoke",0.0408625
"KCAL_EXPENDITURE_RECR","never_smoked",0.0410478
"KCAL_EXPENDITURE_RECR","ever_smoked",0.0410478
"DT_RET","left_hand",0.0410958
"TOFUQUAN","quit_smoking",0.0412061
"THEAFLV33D","mathReading",0.0412282
"OTHERCANDIESQUAN","cat",0.041261
"CARROTSQUAN","noCrash",0.0412893
"SALMONQUAN","quit_smoking",0.0414108
"VEGETABLESOUPFREQ","never_smoked",0.0415783
"VEGETABLESOUPFREQ","ever_smoked",0.0415783
"TOMATOJUICEQUAN","never_smoked",0.0416116
"TOMATOJUICEQUAN","ever_smoked",0.0416116
"THEAFLAVIN","mathReading",0.0417086
"TOCTRB","uhCrash",0.0417118
"OMEGASUPPFREQ","currently_smoke",0.0418006
"BEANSFREQ","noCrash",0.0418968
"GROUP_WHITE_RICE_DISHES_WITH_TOTAL_GRAMS","currently_smoke",0.0419181
"GROUP_SPAGHETTI_WITH_MEAT_TOTAL_GRAMS","right_hand",0.0419573
"VEGETABLESOUPQUAN","quit_smoking",0.0420305
"F_CITMLB","unfavCable",0.0420861
"POPSICLESFREQ","currently_smoke",0.0421147
"SPECIALKPLAINTYPE","noCrash",0.0423125
"CHEXWHEATTYPE","noCrash",0.0423125
"COOKINGFATHALF","atheist",0.0423125
"GROUP_COOK_FAT_BUTTER_MARGARINE_BLEND_TOTAL_GRAMS","atheist",0.0423125
"POPCORNTYPE","rash",0.0423567
"PAC_1","unfavCable",0.0423905
"BROCCOLIFREQ","Jewish",0.0424343
"GI","left_hand",0.0424747
"OTHERCHIPSQUAN","Jewish",0.0425041
"GREENBEANSQUAN","uhCrash",0.0425061
"PF_EGGS","neutralCable",0.0425462
"PSEGGS","neutralCable",0.0425462
"G_WHOLE","unfavCable",0.0425547
"PSGWHL","unfavCable",0.0425547
"GROUP_PEANUTS_OTHER_NUTS_SEEDS_TOTAL_GRAMS","atheist",0.0425768
"BISCUITFREQ","dog",0.0426349
"PF_MEAT","currently_smoke",0.0426393
"SHELLFISHQUAN","favCable",0.0427122
"GROUP_COTTAGE_CHEESE_RICOTTA_TOTAL_GRAMS","cancer",0.0428578
"BIOCHANIN_A","belly",0.0428728
"COOKIESFREQ","smoke_rarely",0.0430327
"GROUP_OJ_CALCIUM_FORTIFIED_TOTAL_GRAMS","favCable",0.0430636
"CAKESQUAN","belly",0.0431069
"CHOLNPTC","neutralCable",0.0431085
"POPCORNFREQ","Dems",0.0431227
"HOTDOGFREQ","quit_smoking",0.0431563
"DT_LUTZE","quit_smoking",0.0431897
"GROUP_BUTTER_AT_TABLE_TOTAL_GRAMS","Dems",0.0432259
"BROWNRICEQUAN","dog",0.0432759
"CAKESFREQ","never_smoked",0.0432759
"CAKESFREQ","ever_smoked",0.0432759
"DT_TFOL","quit_smoking",0.0432819
"COCKTAILSFREQ","atheist",0.0433414
"DT_CRYPT","Jewish",0.0434379
"DT_VITK","quit_smoking",0.0434403
"D_YOGURT","dog",0.0434596
"LIVERQUAN","quit_smoking",0.0434629
"SLICEDCHEESEQUAN","heart_disease",0.0434648
"F18D3CN6","favCable",0.0435107
"V_REDOR_OTHER","mathReading",0.0435455
"CORNFLAKESTYPE","currently_smoke",0.043648
"MEALREPLACEMENTDRINKSQUAN","currently_smoke",0.043648
"JOBLIFTTIME","smoke_often",0.043648
"FISHOILTYPE","smoke_often",0.043648
"BAGELTYPE","currently_smoke",0.043648
"PEACHESQUAN","belly",0.043648
"CREAMINTEA","Jewish",0.043648
"WHITE","currently_smoke",0.043648
"MEALREPLACEMENTDRINKSQUAN","belly",0.043648
"VARIETYMEATQUAN","currently_smoke",0.043648
"VITAMINCQUAN","dog",0.0437664
"GROUP_SOLID_COUNT","dog",0.0437854
"BAGELTYPE","ever_smoked",0.0438507
"BAGELTYPE","never_smoked",0.0438507
"PCTALCH","diabetes",0.043948
"GROUP_CORN_TOTAL_GRAMS","mathReading",0.0439546
"SALADDRESSINGSFREQ","rash",0.0441209
"VITAMINDYEARS","neutralCable",0.0443544
"MARGARINEQUAN","smoke_often",0.0444316
"GROUP_PORK_FAT_OFF_TOTAL_GRAMS","rash",0.0444478
"DT_FIBER_INSOL","quit_smoking",0.0444831
"FIBERSUPPAMOUNT","Jewish",0.0445033
"FOLICACIDAMOUNT","diabetes",0.0445144
