Title,Date,Federal Reporter Citation,Westlaw Citation,Issue,Weight,Judge1,Judge2,Judge3,Vote1,Vote2,Vote3,Category
Tju v. Holder,01/26/10,Slip Copy,2010 WL 286611,1,1,Kelly,Porfilio,O'Brien,0,0,0,Immigration
Carpio v. Holder,01/12/10,592 F.3d 1091,2010 WL 93107,1,1,Henry,Murphy,Tymkovich,1,1,1,Immigration
Silerio-Nunez v. Holder,12/14/09,356 Fed.Appx. 151,2009 WL 4755726,1,1,Lucero,Gorsuch,Holmes,0,0,0,Immigration
Nalwamba v. Holder,12/02/09,355 Fed.Appx. 127,2009 WL 4298526,1,1,Henry,Brorby,Hartz,0,0,0,Immigration
Terreros-Guarin v. Holder,12/02/09,354 Fed.Appx. 364,2009 WL 4282847,1,1,O'Brien,Porfilio,Tymkovich,0,0,0,Immigration
Nunez-Rodarte v. Holder,12/01/09,354 Fed.Appx. 336,2009 WL 4269681,1,1,Tacha,Tymkovich,Gorsuch,0,0,0,Immigration
Harianto v. Holder,11/27/09,353 Fed.Appx. 165,2009 WL 4115813,1,1,Kelly,Baldock,Tymkovich,0,0,0,Immigration
N-A-M v. Holder,11/20/09,587 F.3d 1052,2009 WL 3949130,1,1,Henry,Murphy,Tymkovich,0,0,0,Immigration
Soewarsono v. Holder,11/13/09,353 Fed.Appx. 143,2009 WL 3792378,1,1,Kelly,Baldock,Tymkovich,0,0,0,Immigration
Tanuwidjaja v. Holder,11/05/09,352 Fed.Appx. 281,2009 WL 3645709,1,1,Tacha,Anderson,Ebel,0,0,0,Immigration
Mendiola v. Holder,10/28/09,585 F.3d 1303,2009 WL 3448744,1,1,Murphy,Baldock,Hartz,0,0,0,Immigration
Garcia v. Holder,10/27/09,584 F.3d 1288,2009 WL 3430124,1,1,Lucero,Baldock,Murphy,0,0,0,Immigration
Hamilton v. Holder,10/27/09,584 F.3d 1284,2009 WL 3430121,1,1,O'Brien,Porfilio,Tymkovich,0,0,0,Immigration
Solorzano v. Holder,10/15/09,349 Fed.Appx. 286,2009 WL 3303577,1,1,Henry,Brorby,Hartz,0,0,0,Immigration
Zorig v. Holder,10/15/09,349 Fed.Appx. 306,2009 WL 3303707,1,1,O'Brien,Porfilio,Tymkovich,0,0,0,Immigration
Lucero-Carrera v. Holder,10/14/09,349 Fed.Appx. 260,2009 WL 3287541,1,1,Briscoe,Holloway,Ebel,0,0,0,Immigration
Leal-Barraza v. Holder,09/30/09,346 Fed.Appx. 333,2009 WL 3115748,1,1,Hartz,Ebel,O'Brien,0,0,0,Immigration
Galindo-Gonzalez v. Holder,09/29/09,346 Fed.Appx. 323,2009 WL 3089064,1,1,Henry,Brorby,Hartz,0,0,0,Immigration
Rosillo-Puga v. Holder,09/15/09,580 F.3d 1147,2009 WL 2929828,1,1,Lucero,Anderson,O'Brien,1,0,0,Immigration
Hakhinyan v. Holder,09/03/09,343 Fed.Appx. 367,2009 WL 2809421,1,1,Briscoe,Holloway,Ebel,0,0,0,Immigration
Zhongzheng Wu v. Holder,08/27/09,343 Fed.Appx. 309,2009 WL 2634070,1,1,Briscoe,Holloway,Ebel,0,0,0,Immigration
Pardede v. Holder,08/20/09,342 Fed.Appx. 391,2009 WL 2562725,1,1,Tacha,Porfilio,Anderson,0,0,0,Immigration
Talamantes-Rojo v. Holder,08/18/09,341 Fed.Appx. 462,2009 WL 2502085,1,1,Tacha,Porfilio,Anderson,0,0,0,Immigration
Chuen Jin Chen v. Holder,08/13/09,341 Fed.Appx. 418,2009 WL 2462355,1,1,Lucero,Murphy,McConnell,0,0,0,Immigration
Masse v. Holder,08/06/09,340 Fed.Appx. 489,2009 WL 2400269,1,1,Briscoe,Holloway,Ebel,0,0,0,Immigration
Halmenschlager v. Holder,07/31/09,331 Fed.Appx. 612,2009 WL 3065212,1,1,O'Brien,McConnell,Tymkovich,0,0,0,Immigration
Herrera-Castillo v. Holder,07/27/09,573 F.3d 1004,2009 WL 2217519,1,1,Lucero,Tymkovich,Holmes,0,0,0,Immigration
Witjaksono v. Holder,07/17/09,573 F.3d 968,2009 WL 2192657,1,1,Lucero,Baldock,McConnell,0,0,0,Immigration
Arambula-Medina v. Holder,07/10/09,572 F.3d 824,2009 WL 1978726,1,1,Kelly,Briscoe,Holmes,0,0,0,Immigration
Raju v. Holder,07/08/09,336 Fed.Appx. 814,2009 WL 1941968,1,1,O'Brien,Brorby,Gorsuch,0,0,0,Immigration
Jian Bo Lin v. Holder,06/25/09,335 Fed.Appx. 758,2009 WL 1803289,1,1,Kelly,McKay,Briscoe,0,0,0,Immigration
Simangunsong v. Holder,06/25/09,335 Fed.Appx. 755,2009 WL 1803287,1,1,Kelly,McKay,Briscoe,0,0,0,Immigration
Castellon-Guzman v. Holder,06/18/09,334 Fed.Appx. 886,2009 WL 1705602,1,1,O'Brien,Brorby,Gorsuch,0,0,0,Immigration
Alzainati v. Holder,06/17/09,568 F.3d 844,2009 WL 1676994,1,1,O'Brien,Brorby,McConnell,0,0,0,Immigration
Ammi v. Holder,06/03/09,326 Fed.Appx. 483,2009 WL 1532342,1,1,Tacha,Ebel,Murphy,0,0,0,Immigration
Perez-Hernandez v. Holder,06/02/09,332 Fed.Appx. 458,2009 WL 1530174,1,1,O'Brien,Brorby,Gorsuch,0,0,0,Immigration
Lopez-Navarro v. Holder,05/15/09,328 Fed.Appx. 589,2009 WL 1351651,1,1,Tacha,Tymkovich,Gorsuch,0,0,0,Immigration
Rodriguez-Rodriguez v. Holder,05/13/09,327 Fed.Appx. 80,2009 WL 1313653,1,1,Tacha,Tymkovich,Gorsuch,0,0,0,Immigration
Charalambos v. Holder,05/12/09,326 Fed.Appx. 478,2009 WL 1303160,1,1,Briscoe,Baldock,Holmes,0,0,0,Immigration
Mahecha-Granados v. Holder,05/01/09,324 Fed.Appx. 735,2009 WL 1164766,1,1,Tacha,Murphy,Hartz,0,0,0,Immigration
Halim v. Holder,04/27/09,323 Fed.Appx. 687,2009 WL 1111572,1,1,Briscoe,Baldock,Holmes,0,0,0,Immigration
Razkane v. Holder,04/21/09,562 F.3d 1283,2009 WL 1058053,1,1,Briscoe,Holloway,Murphy,1,1,1,Immigration
Maphilindo v. Holder,04/15/09,323 Fed.Appx. 659,2009 WL 997434,1,1,Lucero,Porfilio,Anderson,0,0,0,Immigration
Singh v. Holder,03/31/09,318 Fed.Appx. 693,2009 WL 821056,1,1,Tacha,Murphy,Hartz,0,0,0,Immigration
Sinaga v. Holder,03/30/09,318 Fed.Appx. 688,2009 WL 806752,1,1,Tacha,Murphy,Hartz,0,0,0,Immigration
Martinez-Rodriguez v. Holder,02/20/09,313 Fed.Appx. 154,2009 WL 418632,1,1,Murphy,McKay,Anderson,0,0,0,Immigration
Delariva v. Holder,02/13/09,312 Fed.Appx. 130,2009 WL 361373,1,1,Kelly,Porfilio,O'Brien,0,0,0,Immigration
Panjaitan v. Holder,02/05/09,310 Fed.Appx. 281,2009 WL 275178,1,1,Murphy,McKay,Anderson,0,0,0,Immigration
Oseiwusu v. Filip,01/28/09,309 Fed.Appx. 253,2009 WL 190085,1,1,Kelly,Porfilio,O'Brien,0,0,0,Immigration
Johan v. Filip,01/23/09,309 Fed.Appx. 227,2009 WL 159579,1,1,Murphy,McKay,Anderson,0,0,0,Immigration
Rahadi v. Mukasey,01/13/09,307 Fed.Appx. 197,2009 WL 74472,1,1,Murphy,McKay,Anderson,0,0,0,Immigration
Xing Lin v. Chertoff,01/13/09,307 Fed.Appx. 175,2009 WL 74405,1,1,Kelly,Porfilio,O'Brien,0,0,0,Immigration
Chander v. Mukasey,12/24/08,304 Fed.Appx. 757,2008 WL 5377746,1,1,O'Brien,Brorby,McConnell,0,0,0,Immigration
Xunsheng Li v. Mukasey,12/12/08,302 Fed.Appx. 839,2008 WL 5192630,1,1,Holmes,Anderson,Baldock,0,0,0,Immigration
Lumbantobing v. Mukasey,12/12/08,302 Fed.Appx. 834,2008 WL 5192629,1,1,Tacha,Kelly,McConnell,0,0,0,Immigration
Pasaribu v. Mukasey,12/09/08,301 Fed.Appx. 795,2008 WL 5146649,1,1,O'Brien,McConnell,Tymkovich,0,0,0,Immigration
Siahaan v. Mukasey,12/04/08,301 Fed.Appx. 768,2008 WL 5087745,1,1,Holmes,Anderson,Baldock,0,0,0,Immigration
Hernandez-Carrera v. Carlson,11/12/08,547 F.3d 1237,2008 WL 4868479,1,1,Kelly,McConnell,Tymkovich,0,0,0,Immigration
Wei v. Mukasey,11/07/08,545 F.3d 1248,2008 WL 4822879,1,1,Murphy,Brorby,Hartz,0,0,0,Immigration
Ribas v. Mukasey,11/04/08,545 F.3d 922,2008 WL 4781711,1,1,Tacha,Ebel,Murphy,0,0,0,Immigration
Gonzalez v. Mukasey,10/31/08,298 Fed.Appx. 776,2008 WL 4756398,1,1,Tacha,Porfilio,Tymkovich,0,0,0,Immigration
Sagala v. Mukasey,10/10/08,295 Fed.Appx. 932,2008 WL 4531016,1,1,O'Brien,Brorby,McConnell,0,0,0,Immigration
Butarbutar v. Mukasey,10/02/08,295 Fed.Appx. 295,2008 WL 4427078,1,1,O'Brien,Brorby,McConnell,0,0,0,Immigration
Nkwonta v. Mukasey,10/01/08,295 Fed.Appx. 279,2008 WL 4417199,1,1,Holmes,Porfilio,Anderson,0,0,0,Immigration
Manullang v. Mukasey,09/03/08,291 Fed.Appx. 892,2008 WL 4065547,1,1,Hartz,Ebel,O'Brien,0,0,0,Immigration
Ba v. Mukasey,09/03/08,539 F.3d 1265,2008 WL 4059783,1,1,Holmes,Porfilio,Anderson,0,0,0,Immigration
Siahaan v. Mukasey,08/29/08,291 Fed.Appx. 175,2008 WL 3992280,1,1,Tacha,Kelly,McConnell,0,0,0,Immigration
Guerrero-Hernandez v. Mukasey,08/15/08,290 Fed.Appx. 130,2008 WL 3861174,1,1,Holmes,Porfilio,Anderson,0,0,0,Immigration
Sibarani v. Mukasey,08/14/08,289 Fed.Appx. 311,2008 WL 3524005,1,1,Holmes,Porfilio,Anderson,0,0,0,Immigration
Lopez v. Mukasey,08/07/08,313 Fed.Appx. 96,2008 WL 3094052,1,1,Lucero,Ebel,Holmes,0,0,0,Immigration
Hayrapetyan v. Mukasey,07/28/08,534 F.3d 1330,2008 WL 2884825,1,1,Tymkovich,McKay,Seymour,1,1,1,Immigration
Mejia-Cerrano v. Mukasey,07/15/08,284 Fed.Appx. 572,2008 WL 2736738,1,1,Tacha,Kelly,McConnell,0,0,0,Immigration
Vicente-Elias v. Mukasey,07/11/08,532 F.3d 1086,2008 WL 2699399,1,1,McConnell,Anderson,Brorby,0,0,0,Immigration
Sumual v. Mukasey,07/07/08,277 Fed.Appx. 844,2008 WL 3049832,1,1,Murphy,Brorby,Tymkovich,0,0,0,Immigration
Hedziun v. Mukasey,07/01/08,283 Fed.Appx. 652,2008 WL 2588699,1,1,Holmes,Porfilio,Anderson,0,0,0,Immigration
Kabba v. Mukasey,07/01/08,530 F.3d 1239,2008 WL 2581108,1,1,Lucero,Porfilio,Brorby,1,1,1,Immigration
Alvarez v. Mukasey,06/24/08,282 Fed.Appx. 718,2008 WL 2503647,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Julianto v. Mukasey,06/23/08,282 Fed.Appx. 697,2008 WL 2486355,1,1,McConnell,Anderson,Brorby,0,0,0,Immigration
Paomey v. Mukasey,06/20/08,282 Fed.Appx. 691,2008 WL 2469266,1,1,Lucero,Ebel,Holmes,0,0,0,Immigration
Umoh v. Mukasey,06/05/08,317 Fed.Appx. 714,2008 WL 2278839,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Carranza-Quinones v. Mukasey,06/04/08,280 Fed.Appx. 753,2008 WL 2265259,1,1,Briscoe,Porfilio,Baldock,0,0,0,Immigration
Lee v. Mukasey,06/03/08,527 F.3d 1103,2008 WL 2252559,1,1,Kelly,McKay,Hartz,1,1,0,Immigration
Mendiola v. Mukasey,05/30/08,280 Fed.Appx. 719,2008 WL 2222018,1,1,Kelly,Anderson,McConnell,0,0,0,Immigration
Camberos v. Mukasey,05/28/08,279 Fed.Appx. 727,2008 WL 2192090,1,1,Kelly,McKay,Briscoe,0,0,0,Immigration
Silalahi v. Mukasey,05/21/08,280 Fed.Appx. 681,2008 WL 2128132,1,1,Kelly,McKay,Briscoe,0,0,0,Immigration
Lara-Mijares v. Mukasey,05/20/08,278 Fed.Appx. 814,2008 WL 2097426,1,1,Briscoe,Porfilio,Baldock,0,0,0,Immigration
Esfandiary v. Mukasey,05/12/08,277 Fed.Appx. 816,2008 WL 2019653,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Anakotta v. Mukasey,04/30/08,276 Fed.Appx. 777,2008 WL 1913389,1,1,McConnell,Anderson,Brorby,0,0,0,Immigration
Fnu v. Mukasey,04/17/08,274 Fed.Appx. 662,2008 WL 1766804,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Nguyen v. Mukasey,04/16/08,274 Fed.Appx. 635,2008 WL 1751701,1,1,Henry,Tymkovich,Holmes,0,0,0,Immigration
Hovhannisyan v. Mukasey,04/14/08,274 Fed.Appx. 609,2008 WL 1741245,1,1,Briscoe,Baldock,Lucero,0,0,0,Immigration
Mera-Panduro v. Mukasey,04/11/08,273 Fed.Appx. 752,2008 WL 1696941,1,1,Kelly,Anderson,McConnell,0,0,0,Immigration
Falaniko v. Mukasey,04/09/08,272 Fed.Appx. 742,2008 WL 1696968,1,1,Briscoe,Baldock,Lucero,0,0,0,Immigration
Sitompul v. Mukasey,04/04/08,272 Fed.Appx. 696,2008 WL 905213,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Simatupang v. Mukasey,03/25/08,271 Fed.Appx. 710,2008 WL 787195,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Pardede v. Mukasey,03/25/08,271 Fed.Appx. 714,2008 WL 787204,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Balane v. Mukasey,03/14/08,269 Fed.Appx. 800,2008 WL 695523,1,1,Lucero,Porfilio,Brorby,0,0,0,Immigration
Varela-Sebastian v. Mukasey,03/14/08,269 Fed.Appx. 804,2008 WL 695528,1,1,Tacha,Ebel,Briscoe,0,0,0,Immigration
Martin v. Mukasey,02/26/08,517 F.3d 1201,2008 WL 501113,1,1,Tymkovich,McKay,Seymour,0,0,0,Immigration
Pohan v. Mukasey,02/25/08,266 Fed.Appx. 786,2008 WL 506284,1,1,Lucero,Hartz,Holmes,0,0,0,Immigration
Ismaiel v. Mukasey,02/22/08,516 F.3d 1198,2008 WL 466251,1,1,Hartz,O'Brien,Holmes,0,0,0,Immigration
Ochieng v. Mukasey,02/06/08,520 F.3d 1110,2008 WL 324219,1,1,Kelly,McKay,Anderson,0,0,0,Immigration
Markosyan v. Mukasey,02/01/08,262 Fed.Appx. 918,2008 WL 276060,1,1,Tacha,Ebel,Murphy,0,0,0,Immigration
Mei Eng Joe v. Mukasey,01/23/08,262 Fed.Appx. 96,2008 WL 193238,1,1,Tacha,Ebel,Murphy,0,0,0,Immigration
Turgerel v. Mukasey,01/18/08,513 F.3d 1202,2008 WL 161675,1,1,Kelly,McKay,Anderson,0,0,0,Immigration
Kabing v. Mukasey,01/17/08,261 Fed.Appx. 120,2008 WL 154441,1,1,Tacha,Ebel,Murphy,0,0,0,Immigration
Turangan v. Mukasey,01/10/08,260 Fed.Appx. 132,2008 WL 110993,1,1,Kelly,Porfilio,Anderson,0,0,0,Immigration
Sibuea v. Mukasey,12/28/07,260 Fed.Appx. 43,2007 WL 4554295,1,1,Kelly,Porfilio,Anderson,0,0,0,Immigration
Lorenzo v. Mukasey,11/20/07,508 F.3d 1278,2007 WL 4111986,1,1,Kelly,Baldock,Briscoe,0,0,0,Immigration
Jonni v. Keisler,11/01/07,253 Fed.Appx. 735,2007 WL 3230401,1,1,Tymkovich,Baldock,Ebel,0,0,0,Immigration
Lumbangaol v. Keisler,10/15/07,258 Fed.Appx. 167,2007 WL 2993545,1,1,McConnell,Briscoe,McKay,0,0,0,Immigration
Sitorus v. Keisler,09/26/07,248 Fed.Appx. 932,2007 WL 2818133,1,1,Hartz,Brorby,Tymkovich,0,0,0,Immigration
McCloskey v. Keisler,09/25/07,248 Fed.Appx. 915,2007 WL 2807754,1,1,Porfilio,Anderson,Baldock,0,0,0,Immigration
Sidabutar v. Gonzales,09/21/07,503 F.3d 1116,2007 WL 2743672,1,1,Henry,Tymkovich,Holmes,0,0,0,Immigration
Jian Hui Li v. Keisler,09/18/07,248 Fed.Appx. 852,2007 WL 2733723,1,1,Henry,Anderson,Brorby,0,0,0,Immigration
Thongphilack v. Gonzales,09/11/07,506 F.3d 1207,2007 WL 3332070,1,1,Tacha,Murphy,Holmes,0,0,0,Immigration
Avetisyan v. Gonzales,08/22/07,245 Fed.Appx. 803,2007 WL 2380996,1,1,Hartz,Brorby,Tymkovich,0,0,0,Immigration
Subyantoro v. Gonzales,08/15/07,245 Fed.Appx. 775,2007 WL 2319116,1,1,Tacha,Murphy,Holmes,0,0,0,Immigration
Lamijan v. Gonzales,08/10/07,244 Fed.Appx. 917,2007 WL 2285862,1,1,Henry,Anderson,Brorby,0,0,0,Immigration
Simbolon v. Gonzales,07/26/07,242 Fed.Appx. 543,2007 WL 2137130,1,1,Tacha,Murphy,Holmes,0,0,0,Immigration
Rivera-Bottzeck v. Gonzales,07/11/07,240 Fed.Appx. 272,2007 WL 1991159,1,1,Henry,Baldock,Murphy,0,0,0,Immigration
Rivera-Bottzeck v. Ortiz,07/11/07,241 Fed.Appx. 485,2007 WL 1991143,1,1,Henry,Baldock,Murphy,0,0,0,Immigration
Kechkar v. Gonzales,07/11/07,500 F.3d 1080,2007 WL 1991162,1,1,Hartz,Ebel,Tymkovich,0,0,0,Immigration
Bernabe-Orduno v. Gonzales,07/06/07,244 Fed.Appx. 190,2007 WL 1954039,1,1,Hartz,Ebel,Tymkovich,0,0,0,Immigration
Batrez Gradiz v. Gonzales,06/20/07,490 F.3d 1206,2007 WL 1765527,1,1,Lucero,Anderson,McConnell,0,0,0,Immigration
Yero v. Gonzales,06/08/07,236 Fed.Appx. 451,2007 WL 1652581,1,1,Briscoe,Seymour,Anderson,0,0,0,Immigration
Tandia v. Gonzales,06/08/07,236 Fed.Appx. 455,2007 WL 1652583,1,1,Briscoe,Seymour,Anderson,0,0,0,Immigration
Silalahi v. Gonzales,06/06/07,236 Fed.Appx. 435,2007 WL 1620516,1,1,McConnell,Porfilio,Baldock,0,0,0,Immigration
Coulthrust v. Wells,06/05/07,236 Fed.Appx. 420,2007 WL 1600495,1,1,Lucero,Hartz,Gorsuch,0,0,0,Immigration
Aritonang v. Gonzales,06/04/07,236 Fed.Appx. 398,2007 WL 1589423,1,1,McConnell,Porfilio,Baldock,0,0,0,Immigration
Adrian v. Gonzales,05/31/07,236 Fed.Appx. 361,2007 WL 1560165,1,1,Henry,Tymkovich,Holmes,0,0,0,Immigration
Rumajar v. Gonzales,05/24/07,233 Fed.Appx. 870,2007 WL 1502279,1,1,McConnell,Porfilio,Baldock,0,0,0,Immigration
Ricalday-Lares v. Gonzales,05/23/07,233 Fed.Appx. 857,2007 WL 1492347,1,1,Briscoe,Ebel,Hartz,0,0,0,Immigration
Hafeez v. Gonzales,05/22/07,224 Fed.Appx. 849,2007 WL 1475281,1,1,Henry,Baldock,Murphy,0,0,0,Immigration
Panjaitan v. Gonzales,05/22/07,224 Fed.Appx. 853,2007 WL 1475282,1,1,Lucero,Brorby,McConnell,0,0,0,Immigration
Grigorian v. Gonzales,05/18/07,231 Fed.Appx. 828,2007 WL 1454436,1,1,Briscoe,Seymour,Anderson,0,0,0,Immigration
Herry v. Gonzales,05/16/07,231 Fed.Appx. 814,2007 WL 1430313,1,1,Briscoe,McKay,Anderson,0,0,0,Immigration
Sosa-Valenzuela v. Gonzales,05/01/07,483 F.3d 1140,2007 WL 1252477,1,1,O'Brien,Ebel,Tymkovich,1,1,1,Immigration
Hamilton v. Gonzales,05/01/07,485 F.3d 564,2007 WL 1252476,1,1,O'Brien,Ebel,Tymkovich,0,0,0,Immigration
Pedro-Simon v. Gonzales,04/30/07,229 Fed.Appx. 781,2007 WL 1241658,1,1,Lucero,Brorby,McConnell,0,0,0,Immigration
Bernate v. Gonzales,04/27/07,229 Fed.Appx. 767,2007 WL 1229288,1,1,Lucero,Barrett,McKay,0,0,0,Immigration
Padilla-Plancarte v. Gonzales,04/25/07,229 Fed.Appx. 764,2007 WL 1207103,1,1,Lucero,McKay,Anderson,0,0,0,Immigration
Valdez-Sanchez v. Gonzales,04/23/07,485 F.3d 1084,2007 WL 1180413,1,1,O'Brien,Baldock,Holmes,1,1,1,Immigration
Zhen Rong Lin v. Gonzales,04/18/07,230 Fed.Appx. 795,2007 WL 1140371,1,1,O'Brien,Brorby,Brown,0,0,0,Immigration
Satriawan v. Gonzales,04/16/07,227 Fed.Appx. 757,2007 WL 1113966,1,1,Henry,Baldock,Murphy,0,0,0,Immigration
Ntiri v. Gonzales,04/10/07,227 Fed.Appx. 749,2007 WL 1055017,1,1,Henry,Baldock,Murphy,0,0,0,Immigration
Rivas v. Gonzales,04/04/07,220 Fed.Appx. 892,2007 WL 987431,1,1,Briscoe,Mcwilliams,Tymkovich,0,0,0,Immigration
Torres de la Cruz v. Maurer,04/03/07,483 F.3d 1013,2007 WL 970166,1,1,Tacha,Hartz,Tymkovich,0,0,0,Immigration
Sikder v. Gonzales,03/30/07,227 Fed.Appx. 723,2007 WL 949739,1,1,Lucero,Brorby,McConnell,0,0,0,Immigration
Ballesteros v. Gonzales,03/29/07,482 F.3d 1205,2007 WL 926831,1,1,Henry,McKay,Tymkovich,1,1,1,Immigration
Flores-Buenrostro v. Gonzales,03/27/07,222 Fed.Appx. 782,2007 WL 901960,1,1,Henry,Tymkovich,Holmes,0,0,0,Immigration
Schultz v. Gonzales,03/21/07,221 Fed.Appx. 726,2007 WL 841646,1,1,Porfilio,Baldock,Ebel,0,0,0,Immigration
Ba v. Gonzales,03/16/07,222 Fed.Appx. 702,2007 WL 779239,1,1,Briscoe,Mcwilliams,Tymkovich,1,1,1,Immigration
Luntungan v. Gonzales,02/16/07,216 Fed.Appx. 815,2007 WL 495295,1,1,Hartz,Holloway,Baldock,0,0,0,Immigration
Niania v. Gonzales,02/15/07,222 Fed.Appx. 684,2007 WL 475880,1,1,O'Brien,Brorby,Brown,0,0,0,Immigration
Meza-Hernandez v. Gonzales,02/14/07,217 Fed.Appx. 746,2007 WL 466281,1,1,Holmes,McKay,Brorby,0,0,0,Immigration
Leonard v. Gonzales,02/14/07,216 Fed.Appx. 781,2007 WL 466279,1,1,Holmes,McKay,Brorby,0,0,0,Immigration
Mart v. Gonzales,02/14/07,217 Fed.Appx. 751,2007 WL 466315,1,1,Porfilio,Baldock,Ebel,0,0,0,Immigration
Serva-Lozano v. Gonzales,01/29/07,215 Fed.Appx. 704,2007 WL 211282,1,1,Kelly,McKay,Lucero,0,0,0,Immigration
Abiodun v. Gonzales,01/26/07,217 Fed.Appx. 738,2007 WL 196572,1,1,Holmes,McKay,Brorby,0,0,0,Immigration
Mucuuthi v. Gonzales,01/23/07,213 Fed.Appx. 717,2007 WL 156024,1,1,Kelly,Lucero,Hartz,0,0,0,Immigration
Sarr v. Gonzales,01/22/07,474 F.3d 783,2007 WL 140953,1,1,Lucero,McConnell,Holmes,1,1,1,Immigration
Kalule v. Gonzales,01/12/07,213 Fed.Appx. 657,2007 WL 80700,1,1,Porfilio,Baldock,Ebel,0,0,0,Immigration
Ahlan v. Gonzales,12/19/06,209 Fed.Appx. 791,2006 WL 3720305,1,1,Tymkovich,Anderson,Baldock,0,0,0,Immigration
Onogwu v. Gonzales,12/13/06,204 Fed.Appx. 775,2006 WL 3616709,1,1,O'Brien,Brorby,Brown,0,0,0,Immigration
Moreno v. Gonzales,12/01/06,206 Fed.Appx. 815,2006 WL 3462177,1,1,O'Brien,Brorby,Brown,0,0,0,Immigration
Ebrahim v. Gonzales,11/28/06,206 Fed.Appx. 796,2006 WL 3411524,1,1,Tacha,Hartz,Tymkovich,0,0,0,Immigration
Saeed v. Gonzales,11/09/06,205 Fed.Appx. 671,2006 WL 3237582,1,1,Tymkovich,Baldock,Figa,0,0,0,Immigration
Essuman v. Gonzales,11/01/06,203 Fed.Appx. 204,2006 WL 3086709,1,1,Henry,Anderson,McConnell,0,0,0,Immigration
Mulianto v. Gonzales,10/23/06,201 Fed.Appx. 637,2006 WL 3001176,1,1,Tymkovich,Baldock,Figa,0,0,0,Immigration
Boutou v. Gonzales,10/20/06,201 Fed.Appx. 630,2006 WL 2988708,1,1,Henry,Anderson,McConnell,0,0,0,Immigration
Tobar v. Gonzales,10/11/06,200 Fed.Appx. 796,2006 WL 2879067,1,1,O'Brien,Porfilio,Anderson,0,0,0,Immigration
Brue v. Gonzales,10/05/06,464 F.3d 1227,2006 WL 2831216,1,1,Briscoe,McKay,Brorby,0,0,0,Immigration
Umboh v. Gonzales,10/05/06,195 Fed.Appx. 798,2006 WL 2832076,1,1,Hartz,Holloway,Baldock,0,0,0,Immigration
Mondal v. Gonzales,10/04/06,198 Fed.Appx. 718,2006 WL 2821373,1,1,Henry,Anderson,McConnell,0,0,0,Immigration
Asagwara v. Gonzales,09/18/06,205 Fed.Appx. 644,2006 WL 2666054,1,1,O'Brien,Porfilio,Anderson,0,0,0,Immigration
Thorn v. Gonzales,09/13/06,196 Fed.Appx. 663,2006 WL 2615532,1,1,Tacha,O'Brien,McConnell,0,0,0,Immigration
Garcia-Ortiz v. Gonzales,09/06/06,194 Fed.Appx. 513,2006 WL 2556364,1,1,Henry,Briscoe,Murphy,0,0,0,Immigration
Abiodun v. Gonzales,08/30/06,461 F.3d 1210,2006 WL 2501425,1,1,Hartz,Ebel,Tymkovich,0,0,0,Immigration
Leon-Flota v. Gonzales,08/24/06,191 Fed.Appx. 817,2006 WL 2441453,1,1,Tacha,Hartz,Tymkovich,0,0,0,Immigration
Hem v. Maurer,08/18/06,458 F.3d 1185,2006 WL 2383281,1,1,Henry,Holloway,Lucero,1,1,1,Immigration
Daoud v. Gonzales,08/15/06,191 Fed.Appx. 782,2006 WL 2349232,1,1,Brorby,Ebel,Kane,1,1,1,Immigration
Yinen Zheng v. Gonzales,08/14/06,192 Fed.Appx. 733,2006 WL 2338085,1,1,Brorby,Ebel,Kane,0,0,0,Immigration
Ferry v. Gonzales,08/08/06,457 F.3d 1117,2006 WL 2258805,1,1,Tacha,Seymour,Briscoe,0,0,0,Immigration
Rashid v. Gonzales,08/03/06,190 Fed.Appx. 676,2006 WL 2171522,1,1,Kelly,Briscoe,Lucero,0,0,0,Immigration
Diegnan v. Gonzales,08/03/06,190 Fed.Appx. 680,2006 WL 2171525,1,1,Tacha,O'Brien,McConnell,0,0,0,Immigration
Mendiola v. Gonzales,07/27/06,189 Fed.Appx. 810,2006 WL 2076790,1,1,Tymkovich,Porfilio,Baldock,0,0,0,Immigration
Tillett v. Booker,07/25/06,204 Fed.Appx. 732,2006 WL 2053870,1,1,Murphy,Ebel,O'Brien,0,0,0,Immigration
Solomon v. Gonzales,07/21/06,454 F.3d 1160,2006 WL 2037403,1,1,McConnell,Anderson,Tymkovich,1,1,1,Immigration
Ismail v. Bureau of Immigration and Customs Enforcement,07/19/06,189 Fed.Appx. 743,2006 WL 2006018,1,1,Hartz,Anderson,Tymkovich,0,0,0,Immigration
Morales v. Gonzales,07/14/06,188 Fed.Appx. 780,2006 WL 1966658,1,1,Kelly,Briscoe,Lucero,1,1,1,Immigration
Bastian v. Gonzales,07/06/06,187 Fed.Appx. 891,2006 WL 1851225,1,1,McConnell,Anderson,Baldock,0,0,0,Immigration
