RespondentID,How often do you travel by plane?,Do you ever recline your seat when you fly?,How tall are you?,Do you have any children under 18?,"In a row of three seats, who should get to use the two arm rests?","In a row of two seats, who should get to use the middle arm rest?",Who should have control over the window shade?,Is itrude to move to an unsold seat on a plane?,"Generally speaking, is it rude to say more than a few words tothe stranger sitting next to you on a plane?","On a 6 hour flight from NYC to LA, how many times is it acceptable to get up if you're not in an aisle seat?","Under normal circumstances, does a person who reclines their seat during a flight have any obligation to the person sitting behind them?",Is itrude to recline your seat on a plane?,"Given the opportunity, would you eliminate the possibility of reclining seats on planes entirely?",Is it rude to ask someone to switch seats with you in order to be closer to friends?,Is itrude to ask someone to switch seats with you in order to be closer to family?,Is it rude to wake a passenger up if you are trying to go to the bathroom?,Is itrude to wake a passenger up if you are trying to walk around?,"In general, is itrude to bring a baby on a plane?","In general, is it rude to knowingly bring unruly children on a plane?",Have you ever used personal electronics during take off or landing in violation of a flight attendant's direction?,Have you ever smoked a cigarette in an airplane bathroom when it was against the rules?,Gender,Age,Household Income,Education,Location (Census Region)
3433505616,Once a year or less,Never,"5'7""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3433498776,Once a year or less,Usually,"5'11""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,30-44,"$100,000 - $149,999",High school degree,South Atlantic
3433491130,Once a year or less,Never,"5'6""",No,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude",Yes,No,Male,18-29,"$0 - $24,999",High school degree,West South Central
3433481077,Once a year or less,Usually,"5'9""",No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, somewhat rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","Yes, very rude","Yes, very rude","Yes, somewhat rude","Yes, somewhat rude",Yes,No,Male,30-44,,High school degree,Middle Atlantic
3433469104,Once a year or less,Always,"5'9""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","No, not at all rude",No,No,Male,18-29,"$0 - $24,999",Bachelor degree,West South Central
3433455019,Once a year or less,Usually,"6'2""",No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
3433451973,Once a year or less,Never,"6'0""",No,Other (please specify),Other (please specify),The person in the window seat should have exclusive control,"Yes, somewhat rude","Yes, very rude",Once,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, very rude","Yes, somewhat rude","Yes, very rude",No,No,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central
3433444761,Once a month or less,Once in a while,"5'11""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,30-44,,Bachelor degree,Pacific
3433443270,Once a month or less,Never,"5'8""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",Yes,No,Male,30-44,,Bachelor degree,Pacific
3433421347,Once a year or less,Usually,"6'2""",Yes,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,30-44,"$50,000 - $99,999",Graduate degree,Pacific
3433413347,Never,,,,,,,,,,,,,,,,,,,,,Male,45-60,,Bachelor degree,South Atlantic
3433408077,Never,,,,,,,,,,,,,,,,,,,,,Male,18-29,,Some college or Associate degree,South Atlantic
3433405051,Once a year or less,Once in a while,"6'1""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Twice,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","Yes, very rude",No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,West South Central
3433400808,Never,,,,,,,,,,,,,,,,,,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
3433400150,Never,,,,,,,,,,,,,,,,,,,,,Male,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
3433396155,Never,,,,,,,,,,,,,,,,,,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3433387742,Once a month or less,Always,"5'10""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Twice,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"Yes, somewhat rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Mountain
3433383009,Once a year or less,Always,"5'9""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"Yes, somewhat rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Male,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3433381681,Once a month or less,Once in a while,"5'9""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","Yes, very rude",No,No,Male,> 60,"$50,000 - $99,999",Bachelor degree,East South Central
3433379314,Once a year or less,Never,"6'5""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",Yes,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
3433372314,Once a year or less,Always,"5'11""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3433370920,Once a year or less,Once in a while,"6'2""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","Yes, somewhat rude",Once,"No, the person on the flight has no obligation to the person behind them","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","No, not at all rude","Yes, very rude","No, not at all rude","Yes, somewhat rude",No,No,Male,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3433368700,Once a year or less,Once in a while,"6'2""",No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"Yes, somewhat rude","No, not at all rude",More than five times times,"Yes, they should not recline their chair if the person behind them asks them not to","No, not rude at all",No,"No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","No, not at all rude","Yes, somewhat rude",No,No,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3433368365,Once a month or less,Usually,"5'10""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","Yes, somewhat rude",Once,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, very rude","No, not at all rude","Yes, very rude",No,No,Male,45-60,150000,Graduate degree,South Atlantic
3433366122,Once a year or less,Always,"6'3""",Yes,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, very rude",No,"Yes, very rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude",No,No,Male,30-44,"$50,000 - $99,999",Less than high school degree,Mountain
3433365905,Never,,,,,,,,,,,,,,,,,,,,,Male,45-60,"$50,000 - $99,999",High school degree,Mountain
3433365410,Once a year or less,Never,"5'8""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"Yes, somewhat rude","No, not at all rude",Four times,"No, the person on the flight has no obligation to the person behind them","No, not rude at all",Yes,"Yes, somewhat rude","No, not at all rude","No, not at all rude","Yes, somewhat rude","No, not at all rude","No, not at all rude",No,No,Male,> 60,,Graduate degree,Mountain
3433365207,Once a year or less,,,,,,,,,,,,,,,,,,,,,,,,,
3433363377,Never,,,,,,,,,,,,,,,,,,,,,Male,18-29,"$100,000 - $149,999",Graduate degree,
3433361838,Once a year or less,Once in a while,"6'1""",No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,"No, not rude at all","No, not at all rude",Three times,"Yes, they should not recline their chair if the person behind them asks them not to","Yes, somewhat rude",No,"No, not at all rude","No, not at all rude","Yes, somewhat rude","Yes, somewhat rude","Yes, somewhat rude","Yes, very rude",No,No,Male,45-60,"$50,000 - $99,999",Graduate degree,West South Central
